timestamp,air_temperature[degF],system_mode
2020-03-13 04:13:37 PDT,+71.0052,OFF
2020-03-13 04:27:02 PDT,+68.9997,HEAT
2020-03-13 04:30:19 PDT,+71.006,OFF
2020-03-13 04:43:45 PDT,+68.9999,HEAT
2020-03-13 04:47:02 PDT,+71.0064,OFF
2020-03-13 05:00:00 PDT,+69.0273,OFF
2020-03-13 05:00:22 PDT,+68.9997,HEAT
2020-03-13 05:03:57 PDT,+71.0064,OFF
2020-03-13 05:15:42 PDT,+68.9989,HEAT
2020-03-13 05:19:15 PDT,+71.0001,OFF
2020-03-13 05:31:09 PDT,+68.9996,HEAT
2020-03-13 05:34:42 PDT,+71.0044,OFF
2020-03-13 05:46:43 PDT,+68.9993,HEAT
2020-03-13 05:50:16 PDT,+71.0064,OFF
2020-03-13 06:00:00 PDT,+69.1796,OFF
2020-03-13 06:01:58 PDT,+68.9992,HEAT
2020-03-13 06:05:48 PDT,+71.0019,OFF
2020-03-13 06:16:49 PDT,+68.9988,HEAT
2020-03-13 06:20:38 PDT,+71.0022,OFF
2020-03-13 06:31:46 PDT,+69,HEAT
2020-03-13 06:35:34 PDT,+71.0001,OFF
2020-03-13 06:46:46 PDT,+68.9996,HEAT
2020-03-13 06:50:34 PDT,+71.0016,OFF
2020-03-13 07:00:00 PDT,+69.1532,OFF
2020-03-13 07:01:52 PDT,+68.9999,HEAT
2020-03-13 07:05:39 PDT,+71.0051,OFF
2020-03-13 07:17:13 PDT,+68.9998,HEAT
2020-03-13 07:20:59 PDT,+71.001,OFF
2020-03-13 07:32:35 PDT,+68.9998,HEAT
2020-03-13 07:36:21 PDT,+71.002,OFF
2020-03-13 07:47:59 PDT,+68.9992,HEAT
2020-03-13 07:51:45 PDT,+71.0021,OFF
2020-03-13 08:00:00 PDT,+69.2972,OFF
2020-03-13 08:03:42 PDT,+68.9998,HEAT
2020-03-13 08:07:25 PDT,+71.0049,OFF
2020-03-13 08:19:56 PDT,+68.9995,HEAT
2020-03-13 08:23:38 PDT,+71.0027,OFF
2020-03-13 08:36:15 PDT,+68.9997,HEAT
2020-03-13 08:39:57 PDT,+71.005,OFF
2020-03-13 08:52:38 PDT,+68.9996,HEAT
2020-03-13 08:56:20 PDT,+71.006,OFF
2020-03-13 09:00:00 PDT,+70.0127,OFF
2020-03-13 10:00:00 PDT,+69.6655,OFF
2020-03-13 11:00:00 PDT,+70.5578,OFF
2020-03-13 12:00:00 PDT,+71.4394,OFF
2020-03-13 13:00:00 PDT,+72.3877,OFF
2020-03-13 14:00:00 PDT,+73.9345,OFF
2020-03-13 15:00:00 PDT,+75.5268,OFF
2020-03-13 15:10:47 PDT,+76.0002,COOL
2020-03-13 15:14:50 PDT,+73.997,OFF
2020-03-13 15:30:03 PDT,+76.0001,COOL
2020-03-13 15:34:12 PDT,+73.9999,OFF
2020-03-13 15:48:17 PDT,+76.0006,COOL
2020-03-13 15:52:29 PDT,+73.9972,OFF
2020-03-13 16:00:00 PDT,+75.5231,OFF
2020-03-13 16:05:45 PDT,+76.0007,COOL
2020-03-13 16:10:20 PDT,+73.9972,OFF
2020-03-13 16:23:08 PDT,+76.0004,COOL
2020-03-13 16:27:44 PDT,+73.9969,OFF
2020-03-13 16:40:26 PDT,+76.0006,COOL
2020-03-13 16:45:02 PDT,+73.9991,OFF
2020-03-13 16:57:41 PDT,+76.001,COOL
2020-03-13 17:00:00 PDT,+74.8253,COOL
2020-03-13 17:02:08 PDT,+73.9946,OFF
2020-03-13 17:13:39 PDT,+76.0005,COOL
2020-03-13 17:17:56 PDT,+73.9986,OFF
2020-03-13 17:29:37 PDT,+76.0006,COOL
2020-03-13 17:33:53 PDT,+73.9997,OFF
2020-03-13 17:45:39 PDT,+76.0008,COOL
2020-03-13 17:49:55 PDT,+73.9977,OFF
2020-03-13 18:00:00 PDT,+75.8663,OFF
2020-03-13 18:03:08 PDT,+76.0002,COOL
2020-03-13 18:07:03 PDT,+73.994,OFF
2020-03-13 18:24:09 PDT,+76.0004,COOL
2020-03-13 18:28:03 PDT,+73.9974,OFF
2020-03-13 18:45:15 PDT,+76.0003,COOL
2020-03-13 18:49:09 PDT,+73.9965,OFF
2020-03-13 19:00:00 PDT,+75.6953,OFF
2020-03-13 20:00:00 PDT,+75.6237,OFF
2020-03-13 21:00:00 PDT,+74.2129,OFF
2020-03-13 22:00:00 PDT,+73.0565,OFF
2020-03-13 23:00:00 PDT,+71.7577,OFF
2020-03-14 00:00:00 PDT,+70.4699,OFF
2020-03-14 01:00:00 PDT,+69.0554,OFF
2020-03-14 01:01:28 PDT,+69,HEAT
2020-03-14 01:04:26 PDT,+71.0073,OFF
2020-03-14 01:21:06 PDT,+68.9995,HEAT
2020-03-14 01:24:04 PDT,+71.0013,OFF
2020-03-14 01:40:24 PDT,+68.9996,HEAT
2020-03-14 01:43:23 PDT,+71.0083,OFF
2020-03-14 01:59:40 PDT,+68.9995,HEAT
2020-03-14 02:00:00 PDT,+69.2713,HEAT
2020-03-14 02:01:40 PDT,+70.4078,HEAT
2020-03-14 02:02:44 PDT,+71.0015,OFF
2020-03-14 02:17:34 PDT,+68.9995,HEAT
2020-03-14 02:20:38 PDT,+71.0009,OFF
2020-03-14 02:35:38 PDT,+68.9996,HEAT
2020-03-14 02:38:42 PDT,+71.0026,OFF
2020-03-14 02:53:47 PDT,+68.9995,HEAT
2020-03-14 02:56:51 PDT,+71.0033,OFF
2020-03-14 03:00:00 PDT,+70.1615,OFF
2020-03-14 03:10:46 PDT,+68.9996,HEAT
2020-03-14 03:13:57 PDT,+71.0017,OFF
2020-03-14 03:27:55 PDT,+68.9998,HEAT
2020-03-14 03:31:06 PDT,+71.004,OFF
2020-03-14 03:45:10 PDT,+68.9993,HEAT
2020-03-14 03:48:21 PDT,+71.0047,OFF
2020-03-14 04:00:00 PDT,+69.1406,OFF
2020-03-14 04:01:54 PDT,+68.9989,HEAT
2020-03-14 04:05:20 PDT,+71.0023,OFF
2020-03-14 04:17:39 PDT,+68.9991,HEAT
2020-03-14 04:21:04 PDT,+71.0009,OFF
2020-03-14 04:33:31 PDT,+69,HEAT
2020-03-14 04:36:56 PDT,+71.0044,OFF
2020-03-14 04:49:29 PDT,+68.9996,HEAT
2020-03-14 04:52:54 PDT,+71.0057,OFF
2020-03-14 05:00:00 PDT,+69.4757,OFF
2020-03-14 05:05:30 PDT,+69,HEAT
2020-03-14 05:08:55 PDT,+71.0071,OFF
2020-03-14 05:21:34 PDT,+68.9993,HEAT
2020-03-14 05:24:59 PDT,+71.0071,OFF
2020-03-14 05:37:38 PDT,+68.9999,HEAT
2020-03-14 05:41:02 PDT,+71.0002,OFF
2020-03-14 05:53:40 PDT,+68.9992,HEAT
2020-03-14 05:57:05 PDT,+71.0071,OFF
2020-03-14 06:00:00 PDT,+70.1694,OFF
2020-03-14 06:08:27 PDT,+68.9991,HEAT
2020-03-14 06:12:08 PDT,+71.0008,OFF
2020-03-14 06:23:27 PDT,+69,HEAT
2020-03-14 06:27:08 PDT,+71.0052,OFF
2020-03-14 06:38:33 PDT,+68.9999,HEAT
2020-03-14 06:42:13 PDT,+71.0005,OFF
2020-03-14 06:53:40 PDT,+68.9991,HEAT
2020-03-14 06:57:20 PDT,+71.0008,OFF
2020-03-14 07:00:00 PDT,+70.1952,OFF
2020-03-14 07:07:49 PDT,+68.9988,HEAT
2020-03-14 07:11:48 PDT,+71.0002,OFF
2020-03-14 07:22:17 PDT,+68.9988,HEAT
2020-03-14 07:26:16 PDT,+71.005,OFF
2020-03-14 07:36:50 PDT,+68.9999,HEAT
2020-03-14 07:40:48 PDT,+71.0023,OFF
2020-03-14 07:51:25 PDT,+68.9987,HEAT
2020-03-14 07:55:23 PDT,+71.0028,OFF
2020-03-14 08:00:00 PDT,+69.7544,OFF
2020-03-14 08:07:27 PDT,+68.9997,HEAT
2020-03-14 08:11:03 PDT,+71.0046,OFF
2020-03-14 08:23:35 PDT,+68.9996,HEAT
2020-03-14 08:27:11 PDT,+71.0046,OFF
2020-03-14 08:39:43 PDT,+68.9997,HEAT
2020-03-14 08:43:19 PDT,+71.0048,OFF
2020-03-14 08:55:51 PDT,+68.9999,HEAT
2020-03-14 08:59:27 PDT,+71.0049,OFF
2020-03-14 09:00:00 PDT,+70.8141,OFF
2020-03-14 09:01:27 PDT,+70.4817,OFF
2020-03-14 09:40:20 PDT,+68.9998,HEAT
2020-03-14 09:43:19 PDT,+71.0067,OFF
2020-03-14 10:00:00 PDT,+69.2898,OFF
2020-03-14 11:00:00 PDT,+69.9129,OFF
2020-03-14 12:00:00 PDT,+71.055,OFF
2020-03-14 13:00:00 PDT,+72.2283,OFF
2020-03-14 14:00:00 PDT,+73.4464,OFF
2020-03-14 15:00:00 PDT,+75.0041,OFF
2020-03-14 15:29:00 PDT,+76.0004,COOL
2020-03-14 15:33:40 PDT,+73.9956,OFF
2020-03-14 15:50:22 PDT,+76.0004,COOL
2020-03-14 15:55:10 PDT,+73.9967,OFF
2020-03-14 16:00:00 PDT,+75.1206,OFF
2020-03-14 16:07:11 PDT,+76.0012,COOL
2020-03-14 16:11:45 PDT,+73.9977,OFF
2020-03-14 16:22:48 PDT,+76.0008,COOL
2020-03-14 16:27:24 PDT,+73.9952,OFF
2020-03-14 16:38:20 PDT,+76.0005,COOL
2020-03-14 16:42:56 PDT,+73.9989,OFF
2020-03-14 16:53:48 PDT,+76.0011,COOL
2020-03-14 16:58:25 PDT,+73.9963,OFF
2020-03-14 17:00:00 PDT,+74.527,OFF
2020-03-14 17:00:25 PDT,+74.6148,OFF
2020-03-14 17:21:56 PDT,+76.0004,COOL
2020-03-14 17:25:46 PDT,+73.9968,OFF
2020-03-14 17:47:49 PDT,+76.0002,COOL
2020-03-14 17:51:40 PDT,+73.9943,OFF
2020-03-14 18:00:00 PDT,+75.427,OFF
2020-03-14 19:00:00 PDT,+75.7455,OFF
2020-03-14 20:00:00 PDT,+74.2576,OFF
2020-03-14 21:00:00 PDT,+72.6696,OFF
2020-03-14 22:00:00 PDT,+71.1519,OFF
2020-03-14 23:00:00 PDT,+69.676,OFF
2020-03-14 23:19:56 PDT,+69,HEAT
2020-03-14 23:23:00 PDT,+71.0028,OFF
2020-03-14 23:39:38 PDT,+68.9999,HEAT
2020-03-14 23:42:46 PDT,+71.0065,OFF
2020-03-14 23:58:06 PDT,+68.9996,HEAT
2020-03-15 00:00:00 PDT,+70.3188,HEAT
2020-03-15 00:00:06 PDT,+70.3782,HEAT
2020-03-15 00:01:15 PDT,+71.0029,OFF
2020-03-15 00:15:55 PDT,+68.9997,HEAT
2020-03-15 00:19:05 PDT,+71.005,OFF
2020-03-15 00:33:35 PDT,+68.9999,HEAT
2020-03-15 00:36:45 PDT,+71.0034,OFF
2020-03-15 00:51:11 PDT,+68.9995,HEAT
2020-03-15 00:54:21 PDT,+71.0023,OFF
2020-03-15 01:00:00 PDT,+69.724,OFF
2020-03-15 01:07:54 PDT,+68.9997,HEAT
2020-03-15 01:11:11 PDT,+71.0052,OFF
2020-03-15 01:24:37 PDT,+68.9995,HEAT
2020-03-15 01:27:54 PDT,+71.0064,OFF
2020-03-15 01:41:23 PDT,+68.9994,HEAT
2020-03-15 01:44:40 PDT,+71.0069,OFF
2020-03-15 01:58:10 PDT,+68.9997,HEAT
2020-03-15 02:00:00 PDT,+70.24,HEAT
2020-03-15 02:00:10 PDT,+70.3281,HEAT
2020-03-15 02:01:36 PDT,+71.0041,OFF
2020-03-15 02:13:12 PDT,+68.9989,HEAT
2020-03-15 02:16:46 PDT,+71.0027,OFF
2020-03-15 02:28:32 PDT,+68.9991,HEAT
2020-03-15 02:32:06 PDT,+71.0068,OFF
2020-03-15 02:43:58 PDT,+68.9998,HEAT
2020-03-15 02:47:31 PDT,+71.0023,OFF
2020-03-15 02:59:25 PDT,+68.9995,HEAT
2020-03-15 03:00:00 PDT,+69.4068,HEAT
2020-03-15 03:01:25 PDT,+70.2561,HEAT
2020-03-15 03:02:58 PDT,+71.0027,OFF
2020-03-15 03:14:52 PDT,+68.9999,HEAT
2020-03-15 03:18:25 PDT,+71.0033,OFF
2020-03-15 03:30:20 PDT,+68.9996,HEAT
2020-03-15 03:33:53 PDT,+71.0033,OFF
2020-03-15 03:45:48 PDT,+68.9999,HEAT
2020-03-15 03:49:21 PDT,+71.0036,OFF
2020-03-15 04:00:00 PDT,+69.0942,OFF
2020-03-15 04:01:02 PDT,+68.9996,HEAT
2020-03-15 04:04:54 PDT,+71.0014,OFF
2020-03-15 04:15:32 PDT,+68.9998,HEAT
2020-03-15 04:19:23 PDT,+71.0008,OFF
2020-03-15 04:30:07 PDT,+68.9993,HEAT
2020-03-15 04:33:58 PDT,+71.0034,OFF
2020-03-15 04:44:46 PDT,+68.9989,HEAT
2020-03-15 04:48:37 PDT,+71.0047,OFF
2020-03-15 04:59:27 PDT,+68.9989,HEAT
2020-03-15 05:00:00 PDT,+69.3619,HEAT
2020-03-15 05:01:27 PDT,+70.278,HEAT
2020-03-15 05:02:52 PDT,+71.0016,OFF
2020-03-15 05:16:02 PDT,+68.9997,HEAT
2020-03-15 05:19:25 PDT,+71.0012,OFF
2020-03-15 05:32:17 PDT,+68.9996,HEAT
2020-03-15 05:35:41 PDT,+71.0039,OFF
2020-03-15 05:48:26 PDT,+68.9996,HEAT
2020-03-15 05:51:50 PDT,+71.0018,OFF
2020-03-15 06:00:00 PDT,+69.3607,OFF
2020-03-15 06:04:33 PDT,+68.9993,HEAT
2020-03-15 06:07:57 PDT,+71.0019,OFF
2020-03-15 06:20:40 PDT,+68.9998,HEAT
2020-03-15 06:24:04 PDT,+71.0021,OFF
2020-03-15 06:36:47 PDT,+68.9996,HEAT
2020-03-15 06:40:11 PDT,+71.0018,OFF
2020-03-15 06:52:54 PDT,+68.9993,HEAT
2020-03-15 06:56:18 PDT,+71.0015,OFF
2020-03-15 07:00:00 PDT,+70.0032,OFF
2020-03-15 07:08:23 PDT,+68.9994,HEAT
2020-03-15 07:11:56 PDT,+71.0066,OFF
2020-03-15 07:24:03 PDT,+68.9999,HEAT
2020-03-15 07:27:35 PDT,+71.0027,OFF
2020-03-15 07:39:45 PDT,+69,HEAT
2020-03-15 07:43:17 PDT,+71.004,OFF
2020-03-15 07:55:30 PDT,+68.9991,HEAT
2020-03-15 07:59:02 PDT,+71.0041,OFF
2020-03-15 08:00:00 PDT,+70.6772,OFF
2020-03-15 08:01:02 PDT,+70.3891,OFF
2020-03-15 08:12:11 PDT,+68.9998,HEAT
2020-03-15 08:15:39 PDT,+71.0012,OFF
2020-03-15 08:29:00 PDT,+68.9994,HEAT
2020-03-15 08:32:28 PDT,+71.0036,OFF
2020-03-15 08:45:54 PDT,+69,HEAT
2020-03-15 08:49:22 PDT,+71.0053,OFF
2020-03-15 09:00:00 PDT,+69.1832,OFF
2020-03-15 09:10:40 PDT,+68.9999,HEAT
2020-03-15 09:13:40 PDT,+71.0059,OFF
2020-03-15 09:42:07 PDT,+68.9998,HEAT
2020-03-15 09:45:07 PDT,+71.0043,OFF
2020-03-15 10:00:00 PDT,+69.2865,OFF
2020-03-15 11:00:00 PDT,+69.7053,OFF
2020-03-15 12:00:00 PDT,+70.2631,OFF
2020-03-15 13:00:00 PDT,+71.437,OFF
2020-03-15 14:00:00 PDT,+72.784,OFF
2020-03-15 15:00:00 PDT,+73.4936,OFF
2020-03-15 16:00:00 PDT,+75.2815,OFF
2020-03-15 17:00:00 PDT,+75.4603,OFF
2020-03-15 18:00:00 PDT,+75.5132,OFF
2020-03-15 19:00:00 PDT,+75.5801,OFF
2020-03-15 20:00:00 PDT,+74.1059,OFF
2020-03-15 21:00:00 PDT,+72.6647,OFF
2020-03-15 22:00:00 PDT,+71.1151,OFF
2020-03-15 23:00:00 PDT,+69.763,OFF
2020-03-15 23:31:53 PDT,+69,HEAT
2020-03-15 23:34:43 PDT,+71.0058,OFF
2020-03-15 23:54:23 PDT,+68.9997,HEAT
2020-03-15 23:57:15 PDT,+71.0078,OFF
2020-03-16 00:00:00 PDT,+70.2852,OFF
2020-03-16 00:15:25 PDT,+68.9997,HEAT
2020-03-16 00:18:17 PDT,+71.0003,OFF
2020-03-16 00:36:04 PDT,+68.9999,HEAT
2020-03-16 00:38:57 PDT,+71.0081,OFF
2020-03-16 00:56:42 PDT,+68.9998,HEAT
2020-03-16 00:59:35 PDT,+71.0077,OFF
2020-03-16 01:00:00 PDT,+70.8736,OFF
2020-03-16 01:01:35 PDT,+70.4537,OFF
2020-03-16 01:19:02 PDT,+69,HEAT
2020-03-16 01:21:50 PDT,+71.0042,OFF
2020-03-16 01:40:47 PDT,+68.9996,HEAT
2020-03-16 01:43:35 PDT,+71.0019,OFF
2020-03-16 02:00:00 PDT,+69.0777,OFF
2020-03-16 02:02:21 PDT,+68.9999,HEAT
2020-03-16 02:05:09 PDT,+71.001,OFF
2020-03-16 02:23:48 PDT,+68.9999,HEAT
2020-03-16 02:26:36 PDT,+71.0008,OFF
2020-03-16 02:45:14 PDT,+68.9999,HEAT
2020-03-16 02:48:02 PDT,+71.0007,OFF
2020-03-16 03:00:00 PDT,+69.2685,OFF
2020-03-16 03:08:17 PDT,+68.9997,HEAT
2020-03-16 03:11:00 PDT,+71.0042,OFF
2020-03-16 03:31:39 PDT,+68.9998,HEAT
2020-03-16 03:34:22 PDT,+71.002,OFF
2020-03-16 03:54:48 PDT,+69,HEAT
2020-03-16 03:57:31 PDT,+71.0016,OFF
2020-03-16 04:00:00 PDT,+70.346,OFF
2020-03-16 04:15:33 PDT,+68.9998,HEAT
2020-03-16 04:18:22 PDT,+71.0072,OFF
2020-03-16 04:36:51 PDT,+68.9999,HEAT
2020-03-16 04:39:39 PDT,+71,OFF
2020-03-16 04:58:14 PDT,+69,HEAT
2020-03-16 05:00:00 PDT,+70.3569,HEAT
2020-03-16 05:00:14 PDT,+70.511,HEAT
2020-03-16 05:01:02 PDT,+71.0016,OFF
2020-03-16 05:20:01 PDT,+68.9998,HEAT
2020-03-16 05:22:49 PDT,+71.0031,OFF
2020-03-16 05:41:50 PDT,+68.9998,HEAT
2020-03-16 05:44:38 PDT,+71.0031,OFF
2020-03-16 06:00:00 PDT,+69.1228,OFF
2020-03-16 06:03:55 PDT,+68.9999,HEAT
2020-03-16 06:06:43 PDT,+71.0083,OFF
2020-03-16 06:26:39 PDT,+69,HEAT
2020-03-16 06:29:27 PDT,+71.009,OFF
2020-03-16 06:49:26 PDT,+68.9999,HEAT
2020-03-16 06:52:14 PDT,+71.0091,OFF
2020-03-16 07:00:00 PDT,+69.5933,OFF
2020-03-16 07:11:16 PDT,+68.9997,HEAT
2020-03-16 07:14:08 PDT,+71.0084,OFF
2020-03-16 07:33:29 PDT,+68.9999,HEAT
2020-03-16 07:36:20 PDT,+71.0015,OFF
2020-03-16 07:55:48 PDT,+68.9996,HEAT
2020-03-16 07:58:39 PDT,+71.0018,OFF
2020-03-16 08:00:00 PDT,+70.6081,OFF
2020-03-16 08:00:39 PDT,+70.451,OFF
2020-03-16 08:19:26 PDT,+68.9998,HEAT
2020-03-16 08:22:16 PDT,+71.0001,OFF
2020-03-16 08:43:06 PDT,+69,HEAT
2020-03-16 08:45:56 PDT,+71.0004,OFF
2020-03-16 09:00:00 PDT,+69.2154,OFF
2020-03-16 09:13:18 PDT,+69,HEAT
2020-03-16 09:16:05 PDT,+71.0027,OFF
2020-03-16 09:49:21 PDT,+69,HEAT
2020-03-16 09:52:08 PDT,+71.0033,OFF
2020-03-16 10:00:00 PDT,+69.6808,OFF
2020-03-16 11:00:00 PDT,+69.2369,OFF
2020-03-16 11:30:56 PDT,+69,HEAT
2020-03-16 11:33:38 PDT,+71.0016,OFF
2020-03-16 12:00:00 PDT,+69.2436,OFF
2020-03-16 13:00:00 PDT,+70.2789,OFF
2020-03-16 14:00:00 PDT,+71.0257,OFF
2020-03-16 15:00:00 PDT,+71.5061,OFF
2020-03-16 16:00:00 PDT,+72.1017,OFF
2020-03-16 17:00:00 PDT,+72.8485,OFF
2020-03-16 18:00:00 PDT,+72.7174,OFF
2020-03-16 19:00:00 PDT,+72.3854,OFF
2020-03-16 20:00:00 PDT,+71.1706,OFF
2020-03-16 21:00:00 PDT,+69.4947,OFF
2020-03-16 21:14:59 PDT,+68.9996,HEAT
2020-03-16 21:18:07 PDT,+71.0007,OFF
2020-03-16 21:34:36 PDT,+68.9993,HEAT
2020-03-16 21:37:48 PDT,+71.0029,OFF
2020-03-16 21:52:59 PDT,+68.9996,HEAT
2020-03-16 21:56:12 PDT,+71.0005,OFF
2020-03-16 22:00:00 PDT,+70.0308,OFF
2020-03-16 22:10:45 PDT,+69,HEAT
2020-03-16 22:13:59 PDT,+71.0009,OFF
2020-03-16 22:28:20 PDT,+68.9996,HEAT
2020-03-16 22:31:35 PDT,+71.0066,OFF
2020-03-16 22:45:53 PDT,+68.9999,HEAT
2020-03-16 22:49:08 PDT,+71.0061,OFF
2020-03-16 23:00:00 PDT,+69.2019,OFF
2020-03-16 23:03:19 PDT,+68.9992,HEAT
2020-03-16 23:06:34 PDT,+71.0003,OFF
2020-03-16 23:20:29 PDT,+68.9997,HEAT
2020-03-16 23:23:45 PDT,+71.0074,OFF
2020-03-16 23:37:40 PDT,+68.9997,HEAT
2020-03-16 23:40:56 PDT,+71.0072,OFF
2020-03-16 23:54:51 PDT,+68.9992,HEAT
2020-03-16 23:58:07 PDT,+71.0067,OFF
2020-03-17 00:00:00 PDT,+70.4377,OFF
2020-03-17 00:00:07 PDT,+70.4079,OFF
2020-03-17 00:11:48 PDT,+69,HEAT
2020-03-17 00:15:04 PDT,+71.0027,OFF
2020-03-17 00:28:41 PDT,+69,HEAT
2020-03-17 00:31:57 PDT,+71.0021,OFF
2020-03-17 00:45:33 PDT,+68.9996,HEAT
2020-03-17 00:48:49 PDT,+71.0015,OFF
2020-03-17 01:00:00 PDT,+69.1477,OFF
2020-03-17 01:02:04 PDT,+68.9998,HEAT
2020-03-17 01:05:29 PDT,+71.0035,OFF
2020-03-17 01:18:02 PDT,+68.9995,HEAT
2020-03-17 01:21:27 PDT,+71.006,OFF
2020-03-17 01:34:05 PDT,+68.9996,HEAT
2020-03-17 01:37:29 PDT,+71,OFF
2020-03-17 01:50:08 PDT,+68.999,HEAT
2020-03-17 01:53:33 PDT,+71.0075,OFF
2020-03-17 02:00:00 PDT,+69.5615,OFF
2020-03-17 02:06:13 PDT,+68.9997,HEAT
2020-03-17 02:09:37 PDT,+71.0002,OFF
2020-03-17 02:22:15 PDT,+68.9994,HEAT
2020-03-17 02:25:40 PDT,+71.0074,OFF
2020-03-17 02:38:20 PDT,+68.9993,HEAT
2020-03-17 02:41:45 PDT,+71.0075,OFF
2020-03-17 02:54:25 PDT,+68.9996,HEAT
2020-03-17 02:57:49 PDT,+71.0003,OFF
2020-03-17 03:00:00 PDT,+70.3389,OFF
2020-03-17 03:09:38 PDT,+68.9995,HEAT
2020-03-17 03:13:12 PDT,+71.0069,OFF
2020-03-17 03:25:04 PDT,+68.9994,HEAT
2020-03-17 03:28:37 PDT,+71.0018,OFF
2020-03-17 03:40:30 PDT,+69,HEAT
2020-03-17 03:44:03 PDT,+71.0031,OFF
2020-03-17 03:55:58 PDT,+68.9995,HEAT
2020-03-17 03:59:31 PDT,+71.0033,OFF
2020-03-17 04:00:00 PDT,+70.8319,OFF
2020-03-17 04:01:31 PDT,+70.3648,OFF
2020-03-17 04:10:49 PDT,+68.9988,HEAT
2020-03-17 04:14:30 PDT,+71.0027,OFF
2020-03-17 04:25:51 PDT,+68.9998,HEAT
2020-03-17 04:29:32 PDT,+71.0053,OFF
2020-03-17 04:40:57 PDT,+68.9989,HEAT
2020-03-17 04:44:38 PDT,+71.0058,OFF
2020-03-17 04:56:04 PDT,+68.9993,HEAT
2020-03-17 04:59:45 PDT,+71.0067,OFF
2020-03-17 05:00:00 PDT,+70.9148,OFF
2020-03-17 05:01:45 PDT,+70.3553,OFF
2020-03-17 05:10:34 PDT,+68.9998,HEAT
2020-03-17 05:14:24 PDT,+71.0007,OFF
2020-03-17 05:25:17 PDT,+68.9997,HEAT
2020-03-17 05:29:07 PDT,+71.0032,OFF
2020-03-17 05:40:04 PDT,+68.9989,HEAT
2020-03-17 05:43:54 PDT,+71.0041,OFF
2020-03-17 05:54:52 PDT,+68.9998,HEAT
2020-03-17 05:58:42 PDT,+71.0055,OFF
2020-03-17 06:00:00 PDT,+70.5608,OFF
2020-03-17 06:00:42 PDT,+70.3425,OFF
2020-03-17 06:08:22 PDT,+68.9985,HEAT
2020-03-17 06:12:43 PDT,+71.0022,OFF
2020-03-17 06:22:27 PDT,+68.9994,HEAT
2020-03-17 06:26:47 PDT,+71.0045,OFF
2020-03-17 06:36:37 PDT,+69,HEAT
2020-03-17 06:40:56 PDT,+71.0035,OFF
2020-03-17 06:50:50 PDT,+68.9985,HEAT
2020-03-17 06:55:09 PDT,+71.0047,OFF
2020-03-17 07:00:00 PDT,+69.6744,OFF
2020-03-17 07:05:12 PDT,+68.9989,HEAT
2020-03-17 07:09:29 PDT,+71.0053,OFF
2020-03-17 07:19:39 PDT,+68.9992,HEAT
2020-03-17 07:23:55 PDT,+71.0025,OFF
2020-03-17 07:34:07 PDT,+68.9986,HEAT
2020-03-17 07:38:23 PDT,+71.0034,OFF
2020-03-17 07:48:36 PDT,+68.999,HEAT
2020-03-17 07:52:52 PDT,+71.0043,OFF
2020-03-17 08:00:00 PDT,+69.3381,OFF
2020-03-17 08:03:31 PDT,+68.9995,HEAT
2020-03-17 08:07:33 PDT,+71.0028,OFF
2020-03-17 08:18:44 PDT,+68.9997,HEAT
2020-03-17 08:22:46 PDT,+71.0047,OFF
2020-03-17 08:34:00 PDT,+68.999,HEAT
2020-03-17 08:38:02 PDT,+71.0053,OFF
2020-03-17 08:49:17 PDT,+68.9992,HEAT
2020-03-17 08:53:19 PDT,+71.0059,OFF
2020-03-17 09:00:00 PDT,+69.4637,OFF
2020-03-17 09:26:15 PDT,+69,HEAT
2020-03-17 09:29:17 PDT,+71.0013,OFF
2020-03-17 10:00:00 PDT,+69.0683,OFF
2020-03-17 11:00:00 PDT,+69.5743,OFF
2020-03-17 12:00:00 PDT,+70.3406,OFF
2020-03-17 13:00:00 PDT,+71.1948,OFF
2020-03-17 14:00:00 PDT,+71.986,OFF
2020-03-17 15:00:00 PDT,+73.0601,OFF
2020-03-17 16:00:00 PDT,+74.1603,OFF
2020-03-17 17:00:00 PDT,+75.3429,OFF
2020-03-17 18:00:00 PDT,+74.7012,OFF
2020-03-17 19:00:00 PDT,+73.6535,OFF
2020-03-17 20:00:00 PDT,+72.2465,OFF
2020-03-17 21:00:00 PDT,+70.4624,OFF
2020-03-17 21:57:24 PDT,+68.9998,HEAT
2020-03-17 22:00:00 PDT,+70.7984,HEAT
2020-03-17 22:00:24 PDT,+71.008,OFF
2020-03-17 22:16:31 PDT,+68.9999,HEAT
2020-03-17 22:19:39 PDT,+71.0048,OFF
2020-03-17 22:35:06 PDT,+68.9995,HEAT
2020-03-17 22:38:15 PDT,+71.0074,OFF
2020-03-17 22:53:29 PDT,+68.9995,HEAT
2020-03-17 22:56:38 PDT,+71.0053,OFF
2020-03-17 23:00:00 PDT,+70.1205,OFF
2020-03-17 23:11:28 PDT,+68.9999,HEAT
2020-03-17 23:14:38 PDT,+71.008,OFF
2020-03-17 23:29:23 PDT,+68.9994,HEAT
2020-03-17 23:32:33 PDT,+71.0068,OFF
2020-03-17 23:47:15 PDT,+68.9999,HEAT
2020-03-17 23:50:25 PDT,+71.0068,OFF
2020-03-18 00:00:00 PDT,+69.3149,OFF
2020-03-18 00:04:59 PDT,+68.9998,HEAT
2020-03-18 00:08:09 PDT,+71.0027,OFF
2020-03-18 00:22:33 PDT,+68.9992,HEAT
