"PK_ApplianceID","CK_SiteID","CK_RoomID","Row Type","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Washer-Dryer Matched Pair","Washer Depth","Washer Depth_notes","Washer Diameter","Washer Diameter_notes","Washer Size","Washer Size_notes","Washer Primary","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00021584","BLDG_00003","Room_00006836","Washer","Horizontal Axis","No",2005,,"23846516LL","Maytag","Mah21pddww","No","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021585","BLDG_00003","Room_00006836","Washer","Horizontal Axis","No",2005,,"23846516LL","Maytag","Mah21pddww","No","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021586","BLDG_00003","Room_00006836","Washer","Horizontal Axis","No",2005,,"23846516LL","Maytag","Mah21pddww","No","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021587","BLDG_00003","Room_00006836","Washer","Horizontal Axis","No",2005,,"23846516LL","Maytag","Mah21pddww","No","Yes",19.0000,,21.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021627","BLDG_00009","Room_00006887","Washer","Vertical Axis (with agitator)","No",2015,,"1605005344","Alliance Laundry","Swnnc2sp113tw02","Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021659","BLDG_00010","Room_00006907","Washer","Horizontal Axis","No",2011,,"HL13566138","Maytag","MHN30PDAWW0","Yes","No",17.0000,,22.0000,,3.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021660","BLDG_00010","Room_00006907","Washer","Horizontal Axis","No",2010,,"HL00205739","Maytag","MAH22PDBWW0","Yes","No",17.0000,,22.0000,,3.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022208","BLDG_00020","Room_00007025","Washer","Horizontal Axis","No",2016,,"C63960025","Maytag","MHN33PDCWW0","Yes","Yes",20.0000,,22.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022209","BLDG_00020","Room_00007025","Washer","Horizontal Axis","No",2016,,"C63960025","Maytag","MHN33PDCWW0","Yes","Yes",20.0000,,22.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022327","BLDG_00023","Room_00007054","Washer","Vertical Axis (with agitator)","No",2006,,"15014255JP","Maytag","MAT12PDDAWW","No","Yes",13.0000,,24.0000,,3.4000,,"No","No","N/A","Laundry_1","Laundry"
"Appliance_00022328","BLDG_00023","Room_00007054","Washer","Vertical Axis (with agitator)","No",2006,,"15014259JP","Maytag","MAT12PDDAWW","No","Yes",13.0000,,24.0000,,3.4000,,"No","No","N/A","Laundry_1","Laundry"
"Appliance_00021668","BLDG_00029","Room_00007140","Washer","Vertical Axis (with agitator)","No",2007,,"13894376LL","Maytag","MAT12PDLAW","No","Yes",14.0000,,22.0000,,3.1000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021669","BLDG_00029","Room_00007140","Washer","Vertical Axis (with agitator)","No",2007,,"13894376LL","Maytag","MAT12PDLAW","No","Yes",14.0000,,22.0000,,3.1000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021670","BLDG_00029","Room_00007140","Washer","Vertical Axis (with agitator)","No",2007,,"13894376LL","Maytag","MAT12PDLAW","No","Yes",14.0000,,22.0000,,3.1000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022336","BLDG_00034","Room_00007186","Washer","Vertical Axis (with agitator)","No",,"Unknown","CM2009705","Kenmore","20172001","No","Yes",17.0000,,19.0000,,2.8000,,"Yes","No","Coin operated common machine","Laundry_1","Laundry"
"Appliance_00022357","BLDG_00035","Room_00007202","Washer","Horizontal Axis","No",2013,,"305KWTA9J761","LG","Gcw1069qs","Yes","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022358","BLDG_00035","Room_00007202","Washer","Horizontal Axis","No",2013,,"305KWTA9J761","LG","Gcw1069qs","Yes","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022359","BLDG_00035","Room_00007202","Washer","Horizontal Axis","No",2013,,"305KWTA9J761","LG","Gcw1069qs","Yes","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022360","BLDG_00035","Room_00007202","Washer","Horizontal Axis","No",2013,,"305KWTA9J761","LG","Gcw1069qs","Yes","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022361","BLDG_00035","Room_00007202","Washer","Horizontal Axis","No",2013,,"305KWTA9J761","LG","Gcw1069qs","Yes","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022363","BLDG_00038","Room_00007242","Washer","Vertical Axis (with agitator)","No",1991,,"CA3211930","Sears","110.824077130","No","Yes",20.0000,,19.0000,,3.3000,,"Yes","No","Coin opp","Laundry_1","Laundry"
"Appliance_00022351","BLDG_00045","Room_00007298","Washer","Vertical Axis (with agitator)","No",1990,,"CX2305918","Kenmore","110.82407130","No","No",19.0000,,17.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022352","BLDG_00045","Room_00007298","Washer","Vertical Axis (with agitator)","No",1990,,"CX2305918","Kenmore","110.82407130","No","No",19.0000,,17.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022322","BLDG_00052","Room_00007353","Washer","Unknown","No",,"Unknown","Unknown","Amana","Unknown","No","No",,"Unknown",,"Unknown",,"Unknown","Yes","No","Washer being used lid locked couldn't access for remaining info","Laundry_1","Laundry"
"Appliance_00022304","BLDG_00054","Room_00007363","Washer","Vertical Axis (with agitator)","No",2011,,"C21960078","Whirlpool","CAM2742TQ3","No","No",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022305","BLDG_00054","Room_00007363","Washer","Vertical Axis (with agitator)","Yes",2006,,"N/A","Frigidaire","FCCW3000ES0","Yes","Yes",13.0000,,21.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022313","BLDG_00062","Room_00007426","Washer","Vertical Axis (with agitator)","No",2010,,"C10860187","Maytag","MAT14PDAWW0","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022314","BLDG_00062","Room_00007426","Washer","Vertical Axis (with agitator)","No",2010,,"C10860187","Maytag","MAT14PDAWW0","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022315","BLDG_00062","Room_00007426","Washer","Vertical Axis (with agitator)","No",2010,,"C10860187","Maytag","MAT14PDAWW0","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022316","BLDG_00062","Room_00007426","Washer","Vertical Axis (with agitator)","No",2010,,"C10860187","Maytag","MAT14PDAWW0","No","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022345","BLDG_00063","Room_00007451","Washer","Vertical Axis (with agitator)","No",2012,,"0408002989","Alliance Laundry","Swtt21wn","No","Yes",16.0000,,15.0000,,1.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022389","BLDG_00071","Room_00007545","Washer","Vertical Axis (with agitator)","No",2003,,"33350841ZK","Maytag","Mat12pdbaw","No","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022390","BLDG_00071","Room_00007545","Washer","Vertical Axis (with agitator)","No",2003,,"10696503ZY","Maytag","Mah21pdaww","No","No",,"Unknown",,"Unknown",,"Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022391","BLDG_00071","Room_00007545","Washer","Vertical Axis (with agitator)","No",2003,,"18475019SS","Maytag","Mat12pdbaw","No","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022165","BLDG_00113","Room_00009676","Washer","Horizontal Axis","No",2001,,"ML5202059","Whirlpool","CAP2762JQ0","No","Unknown",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022166","BLDG_00113","Room_00009676","Washer","Horizontal Axis","No",2009,,"0805023950","Alliance Laundry","SWRT71WN","No","Unknown",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022177","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022178","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022179","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022180","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023890","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023891","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023892","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023113","BLDG_00117","Room_00009731","Washer","Horizontal Axis","Yes",1999,,"N/A","Ipso","18LB","No","No",11.0000,,20.0000,,2.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022150","BLDG_00119","Room_00009739","Washer","Vertical Axis (with agitator)","No",,"Unknown","221678","Maytag","LA23CD","No","Yes",14.0000,,22.0000,,3.1000,,"Yes","No","No nameplate","Laundry_2","Laundry"
"Appliance_00022151","BLDG_00119","Room_00009739","Washer","Horizontal Axis","No",,"Unknown","114051993EJ","Maytag","MAH21PDDWQ","Yes","No",16.0000,,21.0000,,3.2000,,"Yes","No","No nameplate","Laundry_2","Laundry"
"Appliance_00021764","BLDG_00123","Room_00009785","Washer","Vertical Axis (with agitator)","No",1999,,"CW3860015","Kenmore","110.27112600","No","No",21.0000,,21.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021765","BLDG_00123","Room_00009785","Washer","Vertical Axis (without agitator)","No",2014,,"C54930258","Whirlpool","cae2743bq0","No","No",21.0000,,21.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022538","BLDG_00142","Room_00010004","Washer","Vertical Axis (with agitator)","No",2003,,"25248544WQ","Maytag","Mat12pdbaw","No","Yes",14.0000,,17.0000,,1.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022539","BLDG_00142","Room_00010005","Washer","Vertical Axis (with agitator)","No",2003,,"25248614WQ","Maytag","Mat12pdbaw","No","Yes",14.0000,,17.0000,,1.8000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00023114","BLDG_00143","Room_00010019","Washer","Vertical Axis (with agitator)","No",,"Unknown","333515027K","Maytag","mat12pdbaw","Unknown","Unknown",13.0000,,18.0000,,1.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023894","BLDG_00143","Room_00010019","Washer","Vertical Axis (with agitator)","No",,"Unknown","333515027K","Maytag","mat12pdbaw","Unknown","Unknown",13.0000,,18.0000,,1.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023115","BLDG_00143","Room_00010020","Washer","Vertical Axis (with agitator)","No",1998,,"24470990UW","Maytag","mat12pdbaw","Unknown","Unknown",13.0000,,18.0000,,1.9000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022540","BLDG_00145","Room_00010033","Washer","Vertical Axis (with agitator)","No",2003,,"33345227ZU","Maytag","MAT12PDBAW","No","Yes",15.0000,,26.0000,,4.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022541","BLDG_00145","Room_00010033","Washer","Vertical Axis (with agitator)","No",2003,,"33345274ZU","Maytag","MAT12PDBAW","No","No",15.0000,,26.0000,,4.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022542","BLDG_00145","Room_00010034","Washer","Vertical Axis (with agitator)","No",2003,,"36350605CA","Maytag","MAT12PDBAW","No","Yes",15.0000,,26.0000,,4.6000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00023124","BLDG_00156","Room_00010190","Washer","Horizontal Axis","No",1998,,"27433227UM","Maytag","Mah14pdaaw","Unknown","Yes",20.0000,,16.0000,,2.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023125","BLDG_00156","Room_00010191","Washer","Horizontal Axis","No",,"Unknown","Unknown","Maytag","Mah14pdaaw","Unknown","Yes",20.0000,,16.0000,,2.3000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00023126","BLDG_00156","Room_00010193","Washer","Horizontal Axis","No",,"Unknown","Unknown","Maytag","Mah14pdaaw","Unknown","Yes",20.0000,,16.0000,,2.3000,,"Yes","No","N/A","Other_1","Other"
"Appliance_00021780","BLDG_00159","Room_00010630","Washer","Vertical Axis (with agitator)","No",2014,,"1405005456","Alliance Laundry","SWNBC2PP112TW01","No","Yes",20.0000,,17.0000,,2.6000,,"Yes","No","Coin operated","Laundry_1","Laundry"
"Appliance_00021781","BLDG_00159","Room_00010636","Washer","Vertical Axis (with agitator)","No",2014,,"1405095443","Alliance Laundry","SWNBC2PO112TW01","No","Yes",20.0000,,17.0000,,2.6000,,"Yes","No","Coin operated","Laundry_2","Laundry"
"Appliance_00021782","BLDG_00159","Room_00010637","Washer","Vertical Axis (with agitator)","No",2014,,"1406044723","Alliance Laundry","SWNBC2PP112TW01","No","Yes",20.0000,,17.0000,,2.6000,,"Yes","No","Coin operated","Other_1","Other"
"Appliance_00022452","BLDG_00160","Room_00010652","Washer","Vertical Axis (with agitator)","No",2010,,"C04760235","Maytag","MAT14PDAWW0","No","No",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022453","BLDG_00160","Room_00010652","Washer","Vertical Axis (with agitator)","No",2010,,"C04760235","Maytag","MAT14PDAWW0","No","No",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022167","BLDG_00169","Room_00012666","Washer","Horizontal Axis","Yes",2013,,"N/A","Samsung","Unknown","Yes","Yes",22.0000,,20.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022218","BLDG_00171","Room_00012695","Washer","Vertical Axis (with agitator)","No",2015,,"C52130179","Maytag","Mvw18pdbww0","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022219","BLDG_00171","Room_00012695","Washer","Vertical Axis (with agitator)","No",2015,,"C52130132","Maytag","Mvw18pdbww0","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022162","BLDG_00173","Room_00012710","Washer","Vertical Axis (with agitator)","No",2017,,"DH197943G","General Electric","WCRD2050D1WC","No","Yes",17.0000,,17.0000,,2.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022163","BLDG_00173","Room_00012710","Washer","Vertical Axis (with agitator)","No",2017,,"DH197943G","General Electric","WCRD2050D1WC","No","Yes",17.0000,,17.0000,,2.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021555","BLDG_00202","Room_00014492","Washer","Horizontal Axis","No",1999,,"41392152WM","Maytag","MAH14PDAAW","No","Yes",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021556","BLDG_00202","Room_00014492","Washer","Horizontal Axis","No",1999,,"35388820WD","Maytag","MAH14PDAAW","No","Yes",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021557","BLDG_00202","Room_00014492","Washer","Horizontal Axis","No",1999,,"35388789WD","Maytag","MAH14PDAAW","No","Yes",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022274","BLDG_00211","Room_00014580","Washer","Vertical Axis (with agitator)","No",1997,,"CG1433202","Whirlpool","Ca2762xyw0","No","No",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022275","BLDG_00211","Room_00014581","Washer","Horizontal Axis","No",1999,,"40394869WK","Maytag","Mah14pdaaq","Yes","No",20.0000,,16.0000,,2.3000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022276","BLDG_00211","Room_00014581","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","No","No",17.0000,,16.0000,,2.0000,,"Yes","No","No nameplates","Laundry_2","Laundry"
"Appliance_00022252","BLDG_00212","Room_00014613","Washer","Vertical Axis (with agitator)","No",1997,,"CG1842060","Whirlpool","Ca2751xyw0","No","Yes",17.0000,,18.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022253","BLDG_00212","Room_00014613","Washer","Vertical Axis (with agitator)","No",1997,,"CG1842060","Whirlpool","Ca2751xyw0","No","Yes",17.0000,,18.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022546","BLDG_00213","Room_00014628","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes",16.0000,,20.0000,,2.9000,,"Yes","No","No nameplate visible","Laundry_1","Laundry"
"Appliance_00022547","BLDG_00213","Room_00014632","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes",20.0000,,16.0000,,2.9000,,"Unknown","No","No nameplate visible","Laundry_2","Laundry"
"Appliance_00022258","BLDG_00214","Room_00014649","Washer","Vertical Axis (with agitator)","No",2015,,"1403000728","Alliance Laundry","SWNSX2SP112TW01","Unknown","Yes",18.0000,,16.0000,,2.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022259","BLDG_00214","Room_00014650","Washer","Vertical Axis (with agitator)","No",2015,,"1403000728","Alliance Laundry","SWNSX2SP112TW01","Unknown","Yes",18.0000,,16.0000,,2.1000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00022549","BLDG_00221","Room_00014732","Washer","Vertical Axis (with agitator)","No",2012,,"1105007273","Alliance Laundry","SWTT21WN","Unknown","Yes",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022550","BLDG_00221","Room_00014732","Washer","Vertical Axis (with agitator)","No",2012,,"1105007273","Alliance Laundry","SWTT21WN","Unknown","Yes",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022551","BLDG_00221","Room_00014732","Washer","Vertical Axis (with agitator)","No",2012,,"1105007273","Alliance Laundry","SWTT21WN","Unknown","Yes",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022552","BLDG_00221","Room_00014732","Washer","Horizontal Axis","No",2009,,"1105020220","Alliance Laundry","SWRT71WN","Yes","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022556","BLDG_00226","Room_00014791","Washer","Horizontal Axis","No",,"Unknown","1301018859","Speed Queen","Sfnbcfsp112tw01","Yes","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021257","BLDG_00233","Room_00015065","Washer","Vertical Axis (with agitator)","No",2015,,"1510035988","Alliance Laundry","Swnsx2sp112tw01","No","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021258","BLDG_00235","Room_00015080","Washer","Vertical Axis (with agitator)","No",2015,,"Unknown","Alliance Laundry","Swnsx2sp112tw01","No","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00018958","BLDG_00237","Room_00002718","Washer","Vertical Axis (with agitator)","No",2008,,"CW3460193","Whirlpool","CAM2762TQ2","No","No",20.0000,,17.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00010907","BLDG_00237","Room_00002718","Washer","Vertical Axis (with agitator)","No",2008,,"CW3460197","Whirlpool","CAM2762TQ2","No","No",20.0000,,17.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020979","BLDG_00241","Room_00002745","Washer","Vertical Axis (with agitator)","No",2007,,"CU4960480","Whirlpool","CAM2762TQ0","No","Yes",20.0000,,17.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020980","BLDG_00241","Room_00002745","Washer","Vertical Axis (with agitator)","No",2014,,"C41830151","Whirlpool","CAE2743BQ0","No","Yes",18.0000,,17.0000,,2.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020981","BLDG_00242","Room_00002759","Washer","Vertical Axis (with agitator)","No",,"Unknown","CA100954","Kenmore","82407130","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021674","BLDG_00252","Room_00016210","Washer","Vertical Axis (with agitator)","No",2010,,"C04760065","Maytag","MAT14PDAWW0","No","Yes",19.0000,,16.0000,,2.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021675","BLDG_00252","Room_00016210","Washer","Vertical Axis (with agitator)","No",2010,,"C04760065","Maytag","MAT14PDAWW0","No","Yes",19.0000,,16.0000,,2.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021676","BLDG_00252","Room_00016210","Washer","Vertical Axis (with agitator)","No",2010,,"C04760065","Maytag","MAT14PDAWW0","No","Yes",19.0000,,16.0000,,2.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021699","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021700","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021701","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021702","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021703","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021704","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021705","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021706","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021707","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021708","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021709","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021710","BLDG_00258","Room_00016274","Washer","Vertical Axis (with agitator)","No",2011,,"C14260269","Whirlpool","Cam2742tq3","No","No",20.0000,,20.0000,,3.6000,,"Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00021643","BLDG_00261","Room_00016289","Washer","Horizontal Axis","No",,"Unknown","HLY0768097","Maytag","Mah22pdaww1","Yes","Unknown",16.0000,,20.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021644","BLDG_00261","Room_00016289","Washer","Horizontal Axis","No",,"Unknown","HLY0768097","Maytag","Mah22pdaww1","Yes","Unknown",16.0000,,20.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021540","BLDG_00272","Room_00016403","Washer","Horizontal Axis","No",2004,,"11999311EG","Maytag","MAH21PDDWW","Yes","Yes",22.0000,,21.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021541","BLDG_00272","Room_00016403","Washer","Horizontal Axis","No",2004,,"11999311EG","Maytag","MAH21PDDWW","Yes","Yes",22.0000,,21.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021542","BLDG_00272","Room_00016403","Washer","Horizontal Axis","No",2004,,"11999311EG","Maytag","MAH21PDDWW","Yes","Yes",22.0000,,21.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021543","BLDG_00272","Room_00016403","Washer","Horizontal Axis","No",2004,,"11999311EG","Maytag","MAH21PDDWW","Yes","Yes",22.0000,,21.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021605","BLDG_00273","Room_00016418","Washer","Vertical Axis (with agitator)","No",2004,,"0410013346","Alliance Laundry","SWTT20WN","No","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021606","BLDG_00273","Room_00016418","Washer","Vertical Axis (with agitator)","No",2004,,"0410013346","Alliance Laundry","SWTT20WN","No","Yes",15.0000,,20.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021736","BLDG_00274","Room_00016425","Washer","Vertical Axis (with agitator)","No",2014,,"C50530491","Whirlpool","Cae2743bq0","No","No",20.0000,,21.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
