"PK_ApplianceID","CK_SiteID","CK_RoomID","Row Type","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Washer-Dryer Matched Pair","Washer Depth","Washer Depth_notes","Washer Diameter","Washer Diameter_notes","Washer Size","Washer Size_notes","Washer Primary","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00020920","SITE_00876","Room_00001988","Washer","Vertical Axis (with agitator)","No",2013,,"C34223524","Roper","RTW4640YQ1","Unknown","No",,"Unknown",,"Unknown",,"Unknown","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020921","SITE_00877","Room_00001997","Washer","Vertical Axis (with agitator)","No",1997,,"CG5142356","Kenmore","110.28812790","No","Yes",18.0000,,19.0000,,3.0000,,"Yes","No","N/A","Closet_1","Closet"
"Appliance_00020922","SITE_00878","Room_00002012","Washer","Horizontal Axis","No",2010,,"CS00409544","Whirlpool","Wfw9400sz04","Yes","Yes",15.0000,,21.0000,,3.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020923","SITE_00879","Room_00002030","Washer","Vertical Axis (with agitator)","No",2014,,"C44930203","Sears","110.20022014","Unknown","No",16.0000,,20.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020924","SITE_00880","Room_00002039","Washer","Vertical Axis (with agitator)","Yes",1999,,"N/A","Frigidaire","Fws777gfs0","No","No",17.0000,,16.0000,,2.0000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00020925","SITE_00881","Room_00002052","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes",14.0000,,18.0000,,2.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020926","SITE_00882","Room_00002056","Washer","Vertical Axis (with agitator)","No",2006,,"CT3270188","Whirlpool","WTW6300SW0","Yes","No",21.0000,,21.0000,,4.2000,,"Yes","Unknown","N/A","Bathroom_1","Bathroom"
"Appliance_00020927","SITE_00883","Room_00002075","Washer","Horizontal Axis","Yes",2002,,"N/A","Frigidaire","Gltr1670as0","No","No",13.0000,,16.0000,,1.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020928","SITE_00884","Room_00002090","Washer","Vertical Axis (with agitator)","No",2007,,"CU1042339","Maytag","Mtw5800two","No","No",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021320","SITE_00885","Room_00015016","Washer","Vertical Axis (with agitator)","No",2009,,"XC95212349","Frigidaire","Fws235rfs5","No","No",19.0000,,18.0000,,2.8000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00020929","SITE_00886","Room_00002105","Washer","Vertical Axis (without agitator)","No",,"Unknown","Unknown","Samsung","Unknown","Yes","Yes",17.0000,,17.0000,,2.2000,,"Yes","Unknown","No nameplate","Laundry_1","Laundry"
"Appliance_00020930","SITE_00887","Room_00002115","Washer","Vertical Axis (with agitator)","No",2002,,"10271516AE","Maytag","SAV5300AWW","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020931","SITE_00888","Room_00002126","Washer","Vertical Axis (with agitator)","No",2000,,"CJ3524315","Sears","110.20722990","Unknown","No",,"Unknown",,"Unknown",,"Unknown","Yes","No","Washer filled with clothes, unable to measure","Hall_2","Hall"
"Appliance_00020932","SITE_00891","Room_00002153","Washer","Vertical Axis (with agitator)","No",2008,,"Cw2830711","Whirlpool","Wtw5300sq3","Unknown","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00020933","SITE_00893","Room_00002158","Washer","Vertical Axis (with agitator)","No",2015,,"C55030230","Amana","NTW4605EW0","Unknown","No",16.0000,,20.0000,,2.9000,,"Yes","No","N/A","Bathroom_6","Bathroom"
"Appliance_00020934","SITE_00894","Room_00002174","Washer","Vertical Axis (with agitator)","No",2007,,"CU2440983","Maytag","MTW5840TW0","No","Yes",18.0000,,19.0000,,3.0000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00020935","SITE_00895","Room_00002187","Washer","Vertical Axis (without agitator)","No",1998,,"CH5189676","Kenmore","110.26912691","Unknown","No",20.0000,,20.0000,,3.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020936","SITE_00896","Room_00002201","Washer","Vertical Axis (with agitator)","No",2015,,"C51130995","Maytag","MVWC415EW0","Unknown","No",19.0000,,17.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020937","SITE_00897","Room_00002217","Washer","Vertical Axis (with agitator)","No",2016,,"GG177358G","General Electric","Ewa6500doww","No","Yes",17.0000,,18.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020938","SITE_00898","Room_00002234","Washer","Vertical Axis (with agitator)","No",2011,,"107KWEL4J820","LG","Wt4801cw","Yes","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020939","SITE_00898","Room_00002233","Washer","Vertical Axis (without agitator)","No",2011,,"107KWEL4J820","LG","WT4801CW","Yes","No",21.0000,,20.0000,,3.8000,,"Yes","No","N/A","Kitchen_2","Kitchen"
"Appliance_00020940","SITE_00899","Room_00002248","Washer","Vertical Axis (with agitator)","No",1991,,"CA1360779","Kenmore","110.82872120","No","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00020941","SITE_00900","Room_00002253","Washer","Horizontal Axis","Yes",2013,,"N/A","Frigidaire","Fafw3001lw4","Unknown","Yes",14.0000,,16.0000,,1.6000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00020942","SITE_00901","Room_00002268","Washer","Vertical Axis (with agitator)","No",2016,,"FG154198H","Hotpoint","HSWP1000M4WW","No","Yes",20.0000,,20.0000,,3.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020943","SITE_00902","Room_00002283","Washer","Vertical Axis (with agitator)","No",2014,,"MD180162G","General Electric","GTWN4250D1WS","No","Yes",23.0000,,19.0000,,3.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020944","SITE_00903","Room_00002296","Washer","Vertical Axis (with agitator)","No",2003,,"CP1132656","Kenmore","110.22442100","No","Yes",19.0000,,17.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021388","SITE_00904","Room_00015017","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Kenmore","Unknown","No","Yes",18.0000,,21.0000,,3.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020945","SITE_00905","Room_00002308","Washer","Vertical Axis (without agitator)","No",2012,,"C24430039","Amana","NTW4750YQ1","Yes","Yes",20.0000,,20.0000,,3.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020946","SITE_00906","Room_00002322","Washer","Vertical Axis (with agitator)","No",2016,,"LG152075G","General Electric","Whdsr209d2ww","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020947","SITE_00907","Room_00002334","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Whirlpool","Unknown","No","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","No","Obstructed","Laundry_1","Laundry"
"Appliance_00020948","SITE_00908","Room_00002346","Washer","Vertical Axis (with agitator)","No",2007,,"CU2470101","Kenmore","110.27032603","No","No",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020949","SITE_00909","Room_00002363","Washer","Vertical Axis (without agitator)","No",2010,,"VT135302G","General Electric","Gtwn4950l0ws","No","No",17.0000,,21.0000,,3.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020950","SITE_00910","Room_00002372","Washer","Vertical Axis (with agitator)","Yes",2007,,"N/A","Frigidaire","Fws993fs2","No","No",17.0000,,22.0000,,3.7000,,"Yes","No","N/A","Closet_1","Closet"
"Appliance_00020951","SITE_00911","Room_00002388","Washer","Vertical Axis (with agitator)","No",2011,,"C14143669","Estate","Etw4400xq0","No","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020952","SITE_00912","Room_00002399","Washer","Vertical Axis (with agitator)","No",2014,,"C44444982","Whirlpool","WTW4800BQ1","Unknown","Yes",18.0000,,19.0000,,3.0000,,"Yes","No","N/A","Hall_8","Hall"
"Appliance_00020953","SITE_00915","Room_00002419","Washer","Vertical Axis (without agitator)","Yes",2001,,"N/A","Kenmore","110. 25132410","No","Yes",18.0000,,23.0000,,4.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020954","SITE_00916","Room_00002429","Washer","Vertical Axis (with agitator)","No",,"Unknown","CM2312426","Kenmore","23902200","No","No",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Dining Room_1","Dining Room"
"Appliance_00020955","SITE_00917","Room_00002444","Washer","Vertical Axis (with agitator)","No",2009,,"CY3421345","Kenmore","110.29622801","No","Yes",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00020956","SITE_00918","Room_00002449","Washer","Vertical Axis (with agitator)","No",2009,,"0907023398","Speed Queen","Awn412sp111w01","Unknown","No",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00020957","SITE_00919","Room_00002459","Washer","Vertical Axis (with agitator)","No",2009,,"CY1230103","Kenmore","110.29422800","No","Yes",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00020958","SITE_00920","Room_00002476","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Amana","Unknown","Unknown","Yes",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00020959","SITE_00921","Room_00002490","Washer","Horizontal Axis","No",2008,,"VR200060T","General Electric","WCVH6800J1MS","Yes","Yes",21.0000,,18.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020960","SITE_00922","Room_00002506","Washer","Horizontal Axis","No",2002,,"CSM 0603573","Kenmore","110.42922","No","Yes",18.0000,,21.0000,,3.6000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00020961","SITE_00922","Room_00002495","Washer","Horizontal Axis","No",2013,,"C33852518","Whirlpool","WFW70HEBW0","No","Yes",17.0000,,23.0000,,4.1000,,"No","No","N/A","Bathroom_1","Bathroom"
"Appliance_00020962","SITE_00923","Room_00002517","Washer","Horizontal Axis","No",2008,,"TR185947G","General Electric","WJRR4170G2WW","Unknown","No",,"Unknown",,"Unknown",3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021362","SITE_00924","Room_00015040","Washer","Horizontal Axis","Yes",2010,,"N/A","Samsung","Wf220anwxaa","Yes","No",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020963","SITE_00925","Room_00002531","Washer","Vertical Axis (with agitator)","No",2006,,"CT3620373","Whirlpool","WTW5540SQ0","No","No",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020964","SITE_00926","Room_00002536","Washer","Horizontal Axis","No",2009,,"HLY3597444","Maytag","MHWZ600WR00","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Bedroom_1","Bedroom"
"Appliance_00020965","SITE_00927","Room_00002552","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Maytag","Unknown","No","No",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020966","SITE_00928","Room_00002563","Washer","Vertical Axis (with agitator)","No",1997,,"22082297SW","Maytag","LAT8226AAM","No","Yes",17.0000,,19.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020967","SITE_00929","Room_00002576","Washer","Vertical Axis (with agitator)","No",2013,,"C34225681","Admiral","Atw4675yq1","Unknown","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00020968","SITE_00930","Room_00002592","Washer","Horizontal Axis","No",2009,,"HLY5041900","Maytag","Mhwz600wr00","No","Yes",19.0000,,14.0000,,1.7000,,"Yes","No","N/A","Hall_2","Hall"
"Appliance_00021391","SITE_00931","Room_00015057","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Magic Chef","Unknown","No","Unknown",18.0000,,22.0000,,4.0000,,"Yes","No","No name plate","Laundry_1","Laundry"
"Appliance_00020969","SITE_00932","Room_00002605","Washer","Horizontal Axis","No",2015,,"504KW00814","LG","Wm1814cw","Unknown","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020970","SITE_00933","Room_00002618","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes",16.0000,,16.0000,,1.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020971","SITE_00934","Room_00002634","Washer","Vertical Axis (with agitator)","No",2001,,"CL0816472","KitchenAid","KAWS750JQ0","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020972","SITE_00935","Room_00002639","Washer","Vertical Axis (without agitator)","No",,"Unknown","C12331528","Maytag","MVWX500XW1","Yes","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00020973","SITE_00936","Room_00002654","Washer","Vertical Axis (with agitator)","No",,"Unknown","C8216588","Kenmore","82870100","Unknown","Yes",17.0000,,20.0000,,3.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020974","SITE_00937","Room_00002664","Washer","Vertical Axis (with agitator)","No",1995,,"CE5128244","Kenmore","110.92581220","Unknown","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020975","SITE_00938","Room_00002677","Washer","Vertical Axis (with agitator)","No",2002,,"CM1179141","Kenmore","110.23832100","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020976","SITE_00939","Room_00002685","Washer","Vertical Axis (with agitator)","No",1995,,"CE0806468","Sears","110.91512210","Unknown","No",16.0000,,17.0000,,2.1000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00020977","SITE_00941","Room_00002697","Washer","Vertical Axis (with agitator)","No",1995,,"CE1502520","Whirlpool","Lsc9355bn1","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00020978","SITE_00942","Room_00002713","Washer","Horizontal Axis","No",2015,,"506PNSV31694","LG","WM4270HVA","Unknown","No",19.0000,,22.0000,,4.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021363","SITE_00954","Room_00015120","Washer","Horizontal Axis","No",2005,,"504KW03378","LG","Wm2075cw","No","No",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00022250","SITE_00956","Room_00015134","Washer","Vertical Axis (with agitator)","No",2014,,"C42923058","Amana","Ntw4651bq1","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Bathroom_7","Bathroom"
"Appliance_00020982","SITE_00957","Room_00002779","Washer","Vertical Axis (with agitator)","No",2004,,"CR3433442","Kenmore","110.24722300","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020983","SITE_00958","Room_00002789","Washer","Vertical Axis (with agitator)","No",2013,,"1304004420","Alliance Laundry","Awn412sp111tw01","No","Yes",18.0000,,22.0000,,4.0000,,"Yes","No","N/A","Closet_2","Closet"
"Appliance_00020984","SITE_00959","Room_00002811","Washer","Horizontal Axis","No",2009,,"904KWFN06547","LG","WM2010CW","Yes","Yes",16.0000,,20.0000,,2.9000,,"Yes","Unknown","N/A","Laundry_1","Laundry"
"Appliance_00020985","SITE_00960","Room_00002831","Washer","Vertical Axis (with agitator)","No",1998,,"CH4207934","Sears","110.28924790","Unknown","No",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021401","SITE_00961","Room_00015146","Washer","Vertical Axis (without agitator)","No",2014,,"411PNWK5Z377","LG","WT1101CW","Yes","Unknown",22.0000,,21.0000,,4.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021259","SITE_00962","Room_00015163","Washer","Vertical Axis (with agitator)","No",2013,,"GA128649G","General Electric","Ghwn4250doww","No","No",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Basement_1","Basement"
"Appliance_00020986","SITE_00963","Room_00002837","Washer","Horizontal Axis","No",2004,,"CSR1310228","Kenmore","110.44832,202","Yes","Yes",22.0000,,18.0000,,3.2000,,"Yes","No","N/A","Bathroom_2","Bathroom"
"Appliance_00020987","SITE_00964","Room_00002860","Washer","Vertical Axis (with agitator)","No",,"Unknown","CK1944374","Kenmore","20802990","No","No",22.0000,,16.0000,,2.6000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00020988","SITE_00965","Room_00002876","Washer","Vertical Axis (with agitator)","No",2009,,"XC90798003","Frigidaire","FWS645GFT1","No","Yes",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020989","SITE_00966","Room_00002886","Washer","Vertical Axis (with agitator)","No",2013,,"C34020484","Sears","110.5072011","Unknown","Yes",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020990","SITE_00967","Room_00002899","Washer","Vertical Axis (with agitator)","No",2007,,"TM156489Q","General Electric","WPRE00G0WT","No","No",19.0000,,21.0000,,3.8000,,"Yes","No","Mfg. label was difficult to read.","Laundry_1","Laundry"
"Appliance_00020991","SITE_00968","Room_00002905","Washer","Vertical Axis (with agitator)","No",2013,,"C30164142","Kenmore","110.82670110","No","No",17.0000,,21.0000,,3.4000,,"Yes","No","N/A","Basement_1","Basement"
"Appliance_00020992","SITE_00969","Room_00002928","Washer","Vertical Axis (without agitator)","No",1992,,"CB3519399","Whirlpool","A5558xtnz","Unknown","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020993","SITE_00970","Room_00002944","Washer","Vertical Axis (with agitator)","No",2004,,"CR3409089","Whirlpool","TAWX700PQ0","No","No",19.0000,,18.0000,,2.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020994","SITE_00971","Room_00002961","Washer","Horizontal Axis","No",2008,,"858020084485017228","Bosch","WFMC3301UC/12","Unknown","No",16.0000,,21.0000,,3.2000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021275","SITE_00972","Room_00015182","Washer","Vertical Axis (with agitator)","No",2016,,"GG198728G","General Electric","Gtw680bsj1ws","Yes","No",24.0000,,21.0000,,4.8000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00020995","SITE_00973","Room_00002987","Washer","Horizontal Axis","Yes",2006,,"N/A","Samsung","Wf316law/xxa","Yes","Yes",15.0000,,22.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020996","SITE_00973","Room_00002992","Washer","Horizontal Axis","No",2009,,"HLY4266674","Maytag","Mhwe300vw00","Yes","Yes",16.0000,,21.0000,,3.2000,,"Yes","No","N/A","Office_1","Office"
"Appliance_00021407","SITE_00974","Room_00015197","Washer","Vertical Axis (with agitator)","No",,"Unknown","CK3698282","Kenmore","20902990","No","Yes",18.0000,,21.0000,,3.6000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020997","SITE_00975","Room_00003002","Washer","Horizontal Axis","No",2005,,"CSS2712430","Whirlpool","GHW9150PW0","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020998","SITE_00976","Room_00003013","Washer","Vertical Axis (with agitator)","No",1986,,"569954RA","Maytag","LA112","No","Yes",14.0000,,20.0000,,2.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00020999","SITE_00977","Room_00003029","Washer","Horizontal Axis","Yes",2012,,"N/A","Samsung","Wf405atpasuaa","Yes","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Hall_2","Hall"
"Appliance_00021000","SITE_00978","Room_00003045","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Whirlpool","Unknown","Unknown","Unknown",16.0000,,20.0000,,2.9000,,"Yes","No","Not sure which number correlates to which field","Kitchen_3","Kitchen"
"Appliance_00021001","SITE_00979","Room_00003062","Washer","Vertical Axis (with agitator)","No",1999,,"10932270WU","Maytag","Mav6000awq","Unknown","Yes",14.0000,,18.0000,,2.1000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021002","SITE_00980","Room_00003079","Washer","Vertical Axis (with agitator)","No",1983,,"347192LN","Maytag","LA503","No","Yes",16.0000,,18.0000,,2.4000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021003","SITE_00981","Room_00003103","Washer","Vertical Axis (with agitator)","No",2004,,"CR3140176","Kenmore","110.25842400","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021004","SITE_00982","Room_00003118","Washer","Vertical Axis (with agitator)","No",1988,,"C80601437","Whirlpool","A7681XSN0","Unknown","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021005","SITE_00983","Room_00003122","Washer","Horizontal Axis","No",2015,,"M51009293","Maytag","MED5100DW0","Yes","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021006","SITE_00984","Room_00003136","Washer","Vertical Axis (with agitator)","No",2010,,"C02022691","Whirlpool","ETW4400WQ1","No","Yes",19.0000,,19.0000,,3.1000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021007","SITE_00985","Room_00003160","Washer","Vertical Axis (with agitator)","No",2000,,"CK0101782","Kenmore","110.20702990","Unknown","No",20.0000,,19.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021008","SITE_00986","Room_00003175","Washer","Vertical Axis (without agitator)","No",2011,,"C14670396","Maytag","MVWB850YW0","Unknown","Yes",21.0000,,23.0000,,5.0000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021009","SITE_00987","Room_00003195","Washer","Horizontal Axis","Yes",2001,,"N/A","Sears","417.40142000","Yes","No",15.0000,,21.0000,,3.0000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021010","SITE_00988","Room_00003216","Washer","Vertical Axis (without agitator)","No",,"Unknown","Unknown","General Electric","Unknown","Yes","Yes",20.0000,,18.0000,,2.9000,,"Yes","No","No label","Laundry_1","Laundry"
"Appliance_00021370","SITE_00989","Room_00015213","Washer","Vertical Axis (without agitator)","No",2012,,"C23631259","Kenmore","110.21302013","Yes","Yes",22.0000,,17.0000,,2.9000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021011","SITE_00990","Room_00003241","Washer","Vertical Axis (with agitator)","No",1999,,"CJ0206601","Kenmore","110.29812890","Unknown","Yes",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021012","SITE_00992","Room_00003260","Washer","Horizontal Axis","No",2008,,"CSW1506604","Maytag","MFW9800TQ0","No","Yes",21.0000,,21.0000,,4.2000,,"Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00021013","SITE_00993","Room_00003266","Washer","Vertical Axis (with agitator)","No",2010,,"C03941082","Maytag","Centennial: mvwc300vw1","No","No",16.0000,,19.0000,,2.6000,,"Yes","No","N/A","Bathroom_2","Bathroom"
"Appliance_00021014","SITE_00995","Room_00003297","Washer","Horizontal Axis","No",2007,,"HLU1363459","Whirlpool","WFW8410SW01","Yes","Yes",17.0000,,22.0000,,3.7000,,"Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00021015","SITE_00996","Room_00003304","Washer","Vertical Axis (with agitator)","No",2015,,"C51742063","Whirlpool","WTW7300DW0","Yes","Yes",21.0000,,24.0000,,5.5000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021016","SITE_00997","Room_00003322","Washer","Vertical Axis (without agitator)","No",2011,,"C14937506","Maytag","MVWC400XW3","Yes","Yes",17.0000,,21.0000,,3.4000,,"Yes","No","N/A","Basement_1","Basement"
"Appliance_00021017","SITE_00998","Room_00003349","Washer","Vertical Axis (without agitator)","Yes",2015,,"N/A","Samsung","Wa45h7000aw/a2","No","Yes",,"Unknown",21.0000,,4.0000,,"Yes","No","Washer full - unable to measure","Laundry_1","Laundry"
"Appliance_00021018","SITE_00999","Room_00003364","Washer","Horizontal Axis","No",,"Unknown","Unknown","Bosch","Unknown","Yes","Yes",26.0000,,19.0000,,4.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021019","SITE_01000","Room_00003375","Washer","Vertical Axis (without agitator)","No",,"Unknown","Unknown","Maytag","Unknown","Unknown","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021020","SITE_01001","Room_00003388","Washer","Vertical Axis (with agitator)","No",2006,,"27246040JL","Admiral","AAV7000AWW","No","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021021","SITE_01002","Room_00003392","Washer","Vertical Axis (without agitator)","No",2011,,"C14830289","Kenmore","110.21302012","Yes","No",15.0000,,21.0000,,3.0000,,"Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00021400","SITE_01003","Room_00015232","Washer","Vertical Axis (with agitator)","No",2001,,"12809849ZY","Maytag","PAV2300AWW","No","Unknown",23.0000,,20.0000,,4.2000,,"Yes","No","N/A","Mechanical_1","Mechanical"
"Appliance_00021022","SITE_01004","Room_00003408","Washer","Vertical Axis (with agitator)","No",,"Unknown","Unknown","Amana","Unknown","No","Yes",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Hall_1","Hall"
"Appliance_00021263","SITE_01005","Room_00015244","Washer","Vertical Axis (with agitator)","No",1999,,"CJ3635075","Kenmore","110.20722990","No","No",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023762","SITE_01006",,"Washer","Combined Washer/Dryer in one drum","Yes",2013,,"Unknown","LG","Unknown","Yes","Yes",,"Unknown",,"Unknown",,"Unknown","Yes","N/A","N/A","Unknown","Hall"
"Appliance_00021276","SITE_01007","Room_00015258","Washer","Horizontal Axis","No",2001,,"CSL 4804149","Kenmore","110.42924","No","Yes",24.0000,,21.0000,,4.8000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021368","SITE_01008","Room_00015278","Washer","Vertical Axis (with agitator)","No",1990,,"CX4663639","Kenmore","110.82984110","No","No",16.0000,,22.0000,,3.5000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021023","SITE_01009","Room_00003430","Washer","Vertical Axis (with agitator)","No",1995,,"CE1241110","Whirlpool","LSR7233BW2","Unknown","No",18.0000,,20.0000,,3.3000,,"Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00021024","SITE_01010","Room_00003449","Washer","Vertical Axis (with agitator)","Yes",2014,,"N/A","Samsung","WA45H7000AW/A2","No","No",18.0000,,18.0000,,2.7000,,"Yes","No","N/A","Laundry_1","Laundry"
