"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Grade","Ventilation Working","Ventilation Controls","Ventilation Use","Ventilation Use_notes","Ventilation Use Units","Notes"
"Mechanical_00001209","SITE_01618","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00001210","SITE_01041","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001215","SITE_00961","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001217","SITE_01609","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001225","SITE_01609","Bathroom Vent","Builder Grade","Yes","Variable Speed",0.5000,,"Hours per day",
"Mechanical_00001235","SITE_02043","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1500,,"Hours per day",
"Mechanical_00001237","SITE_01923","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001243","SITE_02065","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001245","SITE_02065","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001253","SITE_02067","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001255","SITE_02067","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001263","SITE_01090","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001265","SITE_01090","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001273","SITE_01567","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001275","SITE_01101","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00001283","SITE_02046","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001285","SITE_02065","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00003070","SITE_01356","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00003071","SITE_01356","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00003073","SITE_01242","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00003074","SITE_01357","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","In laundry"
"Mechanical_00003080","SITE_01329","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00003082","SITE_00001","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00003092","SITE_00182","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00003095","SITE_00186","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00003101","SITE_00192","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00003102","SITE_00212","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00003103","SITE_00212","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00003104","SITE_00213","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00003105","SITE_00213","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Laundry closet vent"
"Mechanical_00003116","SITE_00425","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00003117","SITE_00471","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00003119","SITE_00474","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00003122","SITE_00475","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.0000,,"Hours per day","Laundry closet vent"
"Mechanical_00003123","SITE_00477","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00003125","SITE_00489","Bathroom Vent","Builder Grade","Yes","With Light",0.5000,,"Hours per day",
"Mechanical_00003141","SITE_00846","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00003153","SITE_00857","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00003154","SITE_00857","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00003155","SITE_00857","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00003156","SITE_00857","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00003163","SITE_00860","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath1"
"Mechanical_00003164","SITE_00860","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath2"
"Mechanical_00003165","SITE_00860","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath3"
"Mechanical_00003166","SITE_00860","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath4"
"Mechanical_00003179","SITE_01270","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","In pantry/laundry"
"Mechanical_00003183","SITE_01273","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00003184","SITE_01274","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00003185","SITE_01274","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00003186","SITE_01276","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.2500,,"Hours per day",
"Mechanical_00003187","SITE_01276","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00003200","SITE_01518","Bathroom Vent","Builder Grade","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00001293","SITE_01615","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001295","SITE_01586","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00001303","SITE_01548","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00001305","SITE_01566","Bathroom Vent","Unknown","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001314","SITE_01811","Bathroom Vent","Builder Grade","Yes","Timer",0.1250,,"Hours per day",
"Mechanical_00001316","SITE_01594","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001321","SITE_01673","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001323","SITE_01576","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001328","SITE_02051","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001331","SITE_01654","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001333","SITE_02052","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001338","SITE_01614","Bathroom Vent","Unknown","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001340","SITE_01622","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001342","SITE_01682","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001343","SITE_02066","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00001349","SITE_01089","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001354","SITE_01077","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001356","SITE_01077","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001360","SITE_01645","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001362","SITE_01629","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001365","SITE_01624","Bathroom Vent","Panasonic or equivalent","Yes","Humidity Control Switch",1.0000,,"Hours per day",
"Mechanical_00001367","SITE_01576","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001370","SITE_01671","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00001372","SITE_02011","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001377","SITE_01630","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001379","SITE_01611","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00001381","SITE_01575","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001388","SITE_01641","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.5000,,"Hours per day",
"Mechanical_00001390","SITE_01558","Bathroom Vent","Builder Grade","Yes","Timer",1.5000,,"Hours per day",
"Mechanical_00001392","SITE_01631","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.5000,,"Hours per day",
"Mechanical_00001401","SITE_01894","Bathroom Vent","Builder Grade","Yes","Variable Speed",0.0000,,"Hours per day",
"Mechanical_00001403","SITE_01911","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00001404","SITE_01911","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00001408","SITE_01907","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001415","SITE_01642","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001417","SITE_00804","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001418","SITE_00807","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1500,,"Hours per day",
"Mechanical_00001421","SITE_01125","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00001426","SITE_01193","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001428","SITE_01210","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001433","SITE_01184","Bathroom Vent","Builder Grade","Yes","Motion Sensor",8.0000,,"Hours per day",
"Mechanical_00001435","SITE_01189","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001438","SITE_00796","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day","Laundry"
"Mechanical_00001441","SITE_00814","Bathroom Vent","Builder Grade","Yes","Motion Sensor",8.0000,,"Hours per day",
"Mechanical_00001448","SITE_01153","Bathroom Vent","Panasonic or equivalent","Yes","Timer",3.0000,,"Hours per day",
"Mechanical_00001454","SITE_01120","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001456","SITE_01128","Bathroom Vent","Builder Grade","No","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001458","SITE_01207","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001465","SITE_01672","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day","Laundry vent"
"Mechanical_00001474","SITE_01612","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001476","SITE_01088","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001478","SITE_01812","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001481","SITE_01904","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001482","SITE_01134","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001484","SITE_01134","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001486","SITE_01135","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",5.0000,,"Hours per day",
"Mechanical_00001488","SITE_00007","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001495","SITE_00073","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001496","SITE_00073","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001498","SITE_01166","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00001503","SITE_01215","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001504","SITE_00065","Bathroom Vent","Builder Grade","Yes","Continuous",24.0000,,"Hours per day","This appears to be a part of the building central system"
"Mechanical_00001508","SITE_01162","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001510","SITE_01162","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001516","SITE_01144","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00001526","SITE_00793","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001528","SITE_01148","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001531","SITE_00003","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001533","SITE_01145","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Laundry room vent"
"Mechanical_00001536","SITE_01137","Bathroom Vent","Panasonic or equivalent","Yes","Variable Speed",0.0000,,"Hours per day","In laundry closet"
"Mechanical_00001538","SITE_01137","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001541","SITE_00043","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001548","SITE_00055","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001553","SITE_00144","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001555","SITE_00146","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001565","SITE_01178","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
