"PK_RoomID","CK_SiteID","Room Name","Room Type","Description","Area","Area_Notes","Space Cooling","Space Heating","Grow Room: Dedicated Ventilation System","Grow Room: Dedicated Ventilation System Details","Grow Room: Modified Panel for More Capacity","Grow Room: Qty Harvests per Year","Grow Room: Qty Harvests per Year_Notes","Grow Room: Qty Sockets Used","Grow Room: Qty Sockets Used_Notes","Grow Room: Height of Flowering Plants","Grow Room: Dedicated AC System","Grow Room: Dedicated AC System Details","Grow Room: Mold or Mildew?"
"Room_00009714","SITE_00438","Bedroom_6","Bedroom","N/A",114.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009715","SITE_00438","Bathroom_6","Bathroom","N/A",47.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009716","SITE_00438","Bedroom_1","Bedroom","Back left",147.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009717","SITE_00438","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009718","SITE_00438","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009719","SITE_00439","Bedroom_1","Bedroom","N/A",94.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009720","SITE_00439","Bedroom_2","Bedroom","N/A",124.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009721","SITE_00439","Bathroom_1","Bathroom","N/A",55.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009722","SITE_00439","Living Room_1","Living Room","N/A",220.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009723","SITE_00439","Kitchen_1","Kitchen","N/A",101.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009724","SITE_00439","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009725","SITE_00439","Basement_2","Basement","N/A",100.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009726","SITE_00439","Kitchen_2","Kitchen","N/A",95.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009727","SITE_00440","Living Room_1","Living Room","Living Room and Kitchen",284.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009728","SITE_00440","Bathroom_1","Bathroom","Bathroom",34.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009729","SITE_00440","Bedroom_1","Bedroom","Bedroom",150.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009730","BLDG_00117","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009731","BLDG_00117","Laundry_1","Laundry","LAUNDRY",186.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009732","SITE_00441","Bathroom_1","Bathroom","N/A",52.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009733","SITE_00441","Hall_1","Hall","N/A",40.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009734","SITE_00441","Bedroom_1","Bedroom","N/A",147.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009735","SITE_00441","Living Room_1","Living Room","N/A",182.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009736","SITE_00441","Kitchen_1","Kitchen","N/A",151.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009737","BLDG_00118","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009738","BLDG_00119","Outside_1","Outside","Exterior lighting",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009739","BLDG_00119","Laundry_2","Laundry","Laundry room",600.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009740","SITE_00442","Living Room_1","Living Room","LIVING 1",199.0000,,"Semi-Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009741","SITE_00442","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009742","SITE_00442","Bedroom_1","Bedroom","BED 1",140.0000,,"Semi-Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009743","SITE_00442","Hall_1","Hall","HALL",24.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009744","SITE_00442","Bathroom_1","Bathroom","BATH",43.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009745","SITE_00442","Kitchen_1","Kitchen","KITCHEN",115.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009746","SITE_00443","Kitchen_1","Kitchen","N/A",76.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009747","SITE_00443","Living Room_1","Living Room","N/A",234.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009748","SITE_00443","Hall_1","Hall","N/A",27.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009749","SITE_00443","Bathroom_1","Bathroom","N/A",43.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009750","SITE_00443","Bedroom_1","Bedroom","N/A",131.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009751","SITE_00443","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009752","BLDG_00120","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009753","SITE_00444","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009754","SITE_00444","Bathroom_1","Bathroom","Bathroom at end of hall",56.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009755","SITE_00444","Bedroom_1","Bedroom","Bedroom back left",150.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009756","SITE_00444","Hall_1","Hall","Hallway",38.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009757","SITE_00444","Bathroom_6","Bathroom","N/A",93.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009758","SITE_00444","Bedroom_6","Bedroom","N/A",151.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009759","SITE_00444","Living Room_3","Living Room","N/A",343.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009760","SITE_00444","Kitchen_2","Kitchen","N/A",88.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009761","SITE_00444","Laundry_2","Laundry","N/A",42.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009762","SITE_00444","Bedroom_7","Bedroom","N/A",138.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009763","BLDG_00121","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009764","SITE_00444","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009765","BLDG_00121","Parking_1","Parking","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009766","BLDG_00122","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009767","BLDG_00122","Parking_1","Parking","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009768","SITE_00445","Hall_8","Hall","N/A",40.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009769","SITE_00445","Laundry_2","Laundry","N/A",18.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009770","SITE_00445","Bedroom_6","Bedroom","N/A",152.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009771","SITE_00445","Bathroom_6","Bathroom","N/A",50.0000,,"Semi-Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009772","SITE_00445","Bathroom_7","Bathroom","N/A",72.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009773","SITE_00445","Bedroom_7","Bedroom","N/A",144.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009774","SITE_00445","Kitchen_1","Kitchen","Kitchen Dining",143.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009775","SITE_00445","Storage_1","Storage","Storage",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009776","SITE_00445","Living Room_1","Living Room","Living room",229.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009777","SITE_00446","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009778","SITE_00446","Bedroom_1","Bedroom","BED 1",145.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009779","SITE_00446","Closet_1","Closet","CLST",38.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009780","SITE_00446","Bathroom_1","Bathroom","BATH",38.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009781","SITE_00446","Hall_1","Hall","HALL",21.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009782","SITE_00446","Living Room_1","Living Room","LIVING",177.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009783","SITE_00446","Dining Room_1","Dining Room","DINING",51.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009784","SITE_00446","Kitchen_1","Kitchen","KITCHEN",60.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009785","BLDG_00123","Laundry_1","Laundry","N/A",102.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009786","BLDG_00123","Lobby_1","Lobby","N/A",51.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009787","BLDG_00123","Recreation_1","Recreation","N/A",816.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009788","BLDG_00124","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009789","SITE_00447","Bedroom_1","Bedroom","N/A",99.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009790","SITE_00447","Hall_1","Hall","N/A",77.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009791","SITE_00447","Bathroom_1","Bathroom","N/A",57.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009792","SITE_00447","Living Room_1","Living Room","N/A",162.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009793","SITE_00447","Kitchen_1","Kitchen","N/A",65.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009794","SITE_00448","Kitchen_1","Kitchen","Kitchen",80.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009795","SITE_00448","Living Room_1","Living Room","Living Room",120.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009796","SITE_00448","Bedroom_6","Bedroom","BED A",105.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009797","SITE_00448","Hall_8","Hall","HALL A",85.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009798","SITE_00448","Bathroom_6","Bathroom","BATH A",63.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009799","SITE_00448","Living Room_3","Living Room","LIVING A",,"Unknown","Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009800","SITE_00448","Laundry_2","Laundry","LAUNDRY CLOSET",18.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009801","BLDG_00126","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009802","SITE_00449","Living Room_1","Living Room","N/A",219.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009803","SITE_00449","Dining Room_1","Dining Room","N/A",77.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009804","SITE_00449","Kitchen_1","Kitchen","N/A",61.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009805","SITE_00449","Hall_1","Hall","N/A",85.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009806","SITE_00449","Bedroom_1","Bedroom","Toy room",88.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009807","SITE_00449","Hall_2","Hall","N/A",41.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009808","SITE_00449","Bedroom_2","Bedroom","Storage",92.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009809","SITE_00449","Bedroom_3","Bedroom","Master",133.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009810","SITE_00449","Closet_1","Closet","Master",33.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009811","SITE_00449","Bathroom_1","Bathroom","N/A",39.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009812","SITE_00449","Bathroom_2","Bathroom","N/A",53.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009813","BLDG_00127","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009814","SITE_00450","Bedroom_6","Bedroom","N/A",140.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009815","SITE_00450","Bathroom_6","Bathroom","N/A",45.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009816","SITE_00450","Closet_9","Closet","N/A",36.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009817","SITE_00450","Office_2","Office","N/A",110.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009818","SITE_00450","Bathroom_7","Bathroom","N/A",63.0000,,"Semi-Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009819","SITE_00450","Hall_8","Hall","N/A",51.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009820","SITE_00450","Living Room_1","Living Room","Living room",210.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009821","SITE_00450","Kitchen_1","Kitchen","Kitchen",98.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009822","SITE_00450","Storage_1","Storage","Storage",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009823","SITE_00450","Dining Room_1","Dining Room","Dining room",100.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009824","SITE_00452","Outside_2","Outside","Exterior lighting",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009825","SITE_00452","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009826","SITE_00452","Kitchen_1","Kitchen","KITCHEN",101.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009827","SITE_00452","Living Room_1","Living Room","LIVING",168.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009828","SITE_00452","Hall_1","Hall","HALL 1",127.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009829","SITE_00452","Bathroom_1","Bathroom","BATH",,"Unknown","Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009830","SITE_00452","Bedroom_1","Bedroom","BED 1",99.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009831","SITE_00452","Bedroom_2","Bedroom","BED 2",150.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009832","BLDG_00128","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009833","SITE_00453","Bedroom_1","Bedroom","Cat",202.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009834","SITE_00453","Bedroom_2","Bedroom","Master",138.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009835","SITE_00453","Living Room_1","Living Room","N/A",252.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009836","SITE_00453","Bathroom_1","Bathroom","N/A",63.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009837","SITE_00453","Closet_1","Closet","Cat",32.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009838","SITE_00453","Kitchen_1","Kitchen","N/A",81.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009839","SITE_00453","Laundry_1","Laundry","N/A",31.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009840","SITE_00453","Bathroom_2","Bathroom","N/A",40.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009841","SITE_00453","Dining Room_1","Dining Room","N/A",114.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009842","SITE_00454","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009843","SITE_00454","Bedroom_1","Bedroom","N/A",110.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009844","SITE_00454","Hall_1","Hall","N/A",49.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009845","SITE_00454","Bathroom_1","Bathroom","N/A",46.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009846","SITE_00454","Kitchen_1","Kitchen","N/A",166.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009847","SITE_00454","Living Room_1","Living Room","N/A",219.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009848","SITE_00454","Bedroom_2","Bedroom","N/A",131.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009849","BLDG_00129","Parking_1","Parking","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00009850","BLDG_00130","Outside_1","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
