"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","TV Screen Type","TV Screen Surface","TV Resolution","Primary","Size (Diagonal Inches)","Size (Diagonal Inches)_notes","Wattage","Wattage_notes","Set Top Box Present","Set Top Box Provider","Set Top Box Year","Set Top Box Year_notes","Set Top Box Size","Set Top Box Records","STB Wifi","TV Wifi","TV Qty of Streaming Devices","TV Qty of Streaming Devices_notes","TV Qty of External Media Devices","TV Qty of External Media Devices_notes","TV Auxiliary Devices Plugged into Single Strip","Notes","Room Name","Room Type"
"Appliance_00019584","SITE_00642","Room_00012276","Television","Yes",2015,,"N/A","Sharp","LC32LB370U","Yes","LCD","Flat","High Definition (720P)","All used about the same",32.0000,,37.0000,,"Yes","Bend Broadband",2010,,"Full","Yes","No","No",0,,0,,"No","N/A","Kitchen_1","Kitchen"
"Appliance_00019645","SITE_00643","Room_00012298","Television","No",,"Unknown","D98X322BCL1016","Sceptre","X32","Yes","LCD","Flat","High Definition (720P)","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019231","SITE_00644","Room_00012307","Television","No",,"Unknown","Unknown","Samsung","Unknown","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,,"Could not meter","Yes","Charter/Spectrum",2017,,"Full","Yes","Yes","Yes",0,,1,,"No","Wall mounted. Can't access nameplate","Living Room_1","Living Room"
"Appliance_00019232","SITE_00644","Room_00012309","Television","No",,"Unknown","Unknown","Vizio","Unknown","Yes","Unknown","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00019667","SITE_00645","Room_00012317","Television","No",,"Unknown","Z4P03CFC302574B","Samsung","Un40eh5050fxza","Yes","LED","Flat","FHD (1080P)","Secondary",40.0000,,51.8900,,"Yes","Directv",2016,,"Small","Yes","No","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00019668","SITE_00645","Room_00012323","Television","No",,"Unknown","Z6WL3CXD801694E","Samsung","Un50f5380af","Unknown","Unknown","Flat","Unknown","Primary",55.0000,,91.0000,,"Yes","Directv",2016,,"Full","Yes","Yes","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019669","SITE_00645","Room_00012325","Television","Yes",2011,,"N/A","Sony","Kdl-32bx320","Yes","LCD","Flat","High Definition (720P)","Rarely used",32.0000,,66.0000,,"Yes","Directv",2016,,"Small","No","Yes","No",0,,0,,"No","N/A","Office_1","Office"
"Appliance_00019899","SITE_00646","Room_00012327","Television","No",,"Unknown","503A1711867","Sharp","Of-55le653u","Yes","LCD","Flat","FHD (1080P)","Primary",55.0000,,,"Could not meter","Yes","Charter/Spectrum",2015,,"Full","No","No","Yes",0,,1,,"Yes","Could not access cord","Living Room_1","Living Room"
"Appliance_00019900","SITE_00646","Room_00012332","Television","No",,"Unknown","Unknown","Sharp","Unknown","Yes","Tube (CRT and internal or rear projector)","Flat","Unknown","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Cannot access power. Tv is rarely used","Office_1","Office"
"Appliance_00019901","SITE_00646","Room_00012333","Television","No",,"Unknown","Unknown","RCA","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",27.0000,,64.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00019834","SITE_00647","Room_00012347","Television","No",,"Unknown","TM1DEM241403751","JVC","Em32fl","Yes","LCD","Flat","FHD (1080P)","Primary",30.0000,,,"Could not meter","Yes","Charter/Spectrum",2014,,"Full","Yes","No","No",0,,0,,"No","Cant get to outlet","Bedroom_1","Bedroom"
"Appliance_00019835","SITE_00647","Room_00012351","Television","No",,"Unknown","LTF7PKQ2303937","Vizio","D320-b1","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Charter/Spectrum",2014,,"Full","Yes","No","No",0,,0,,"No","Cant access plug","Living Room_1","Living Room"
"Appliance_00019808","SITE_00648","Room_00012356","Television","Yes",2014,,"N/A","HiSense","50K23DG","Yes","LED","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Charter/Spectrum",2013,,"Full","Yes","Unknown","No",1,,0,,"Unknown","Could not access plug","Living Room_1","Living Room"
"Appliance_00019876","SITE_00649","Room_00012371","Television","No",,"Unknown","Unknown","LG","Unknown","Unknown","Unknown","Flat","Unknown","Primary",44.0000,,41.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019732","SITE_00650","Room_00012380","Television","Yes",2016,,"N/A","LG","55UH6550","Yes","LED","Flat","UHD (4080P)","Primary",55.0000,,109.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019726","SITE_00651","Room_00012388","Television","No",,"Unknown","5515-LE48G45-A101690","RCA","Unknown","No","LCD","Flat","FHD (1080P)","Secondary",47.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Only used as a secondary monitor.","Bedroom_2","Bedroom"
"Appliance_00019727","SITE_00651","Room_00012390","Television","Yes",2014,,"N/A","LG","49LB5550","No","LED","Flat","FHD (1080P)","Primary",49.0000,,50.0000,,"Yes","Comcast",2015,,"Full","Yes","No","No",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019781","SITE_00652","Room_00012393","Television","No",,"Unknown","6120Y03203637","White-Westinghouse","LD-2685VX","Yes","LED","Flat","FHD (1080P)","Secondary",26.0000,,,"Could not meter","Yes","Dish Network",2016,,"Small","Yes","Yes","No",0,,1,,"Yes","No access","Bedroom_1","Bedroom"
"Appliance_00019782","SITE_00652","Room_00012396","Television","No",,"Unknown","6120Y03202817","White-Westinghouse","LD-2685VX","Yes","LED","Flat","FHD (1080P)","Unknown",26.0000,,,"Could not meter","Yes","Dish Network",2016,,"Small","Yes","Yes","No",0,,0,,"Unknown","Lady wanted to watch senate committee meeting","Living Room_1","Living Room"
"Appliance_00019783","SITE_00652","Room_00012397","Television","Yes",2007,,"N/A","Emerson","SLC195EM8","Yes","LCD","Flat","High Definition (720P)","Unknown",18.0000,,49.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00019784","SITE_00652","Room_00012400","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","Unknown","Flat","FHD (1080P)","Primary",46.0000,,73.0000,,"Yes","Dish Network",2016,,"Full","Yes","Yes","Unknown",1,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00019975","SITE_00653","Room_00012411","Television","Yes",2015,,"N/A","Samsung","UN40H5003AFXZA","Yes","LED","Flat","FHD (1080P)","Primary",40.0000,,52.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019976","SITE_00653","Room_00012415","Television","Yes",2015,,"N/A","Samsung","UN40H5003AF","Yes","LED","Flat","FHD (1080P)","Primary",40.0000,,52.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"No","N/A","Family Room_1","Family Room"
"Appliance_00019973","SITE_00654","Room_00012422","Television","Yes",2012,,"N/A","Insignia","NS32-E321A13","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Can't access plug","Bedroom_6","Bedroom"
"Appliance_00019974","SITE_00654","Room_00012424","Television","Yes",2007,,"N/A","Panasonic","TH42PX75U","Yes","Plasma","Flat","FHD (1080P)","Secondary",42.0000,,330.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Bedroom_7","Bedroom"
"Appliance_00019907","SITE_00654","Room_00012419","Television","Yes",2016,,"N/A","Samsung","Un65ku6500f","Yes","LED","Curved","UHD (4080P)","Primary",65.0000,,223.0000,,"Yes","Directv",2015,,"Full","Yes","Unknown","Yes",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019831","SITE_00655","Room_00012431","Television","Yes",2014,,"N/A","Samsung","Un48h6350afxza","Yes","LED","Flat","FHD (1080P)","Primary",48.0000,,88.0000,,"Yes","Dish Network",2015,,"Full","No","No","Yes",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019832","SITE_00655","Room_00012433","Television","Yes",2001,,"N/A","Sharp","Of-13b2u","Yes","LCD","Flat","Unknown","Secondary",13.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Can't access power cord. Resident says this tv is rarely used","Bedroom_1","Bedroom"
"Appliance_00019833","SITE_00655","Room_00012434","Television","No",,"Unknown","Unknown","Sharp","Unknown","Yes","LCD","Flat","Unknown","Secondary",21.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Cannot locate nameplate. Power cord inaccessible","Bedroom_2","Bedroom"
"Appliance_00019788","SITE_00655","Room_00012427","Television","No",,"Unknown","04A3CHHB08593K","Samsung","UN32J525DAFXZA","Yes","LED","Flat","FHD (1080P)","Primary",32.0000,,,"Could not meter","Yes","Dish Network",2015,,"Full","No","Yes","Yes",0,,0,,"Unknown","Only two prong extension available, cant meter","Bedroom_6","Bedroom"
"Appliance_00019928","SITE_00656","Room_00012438","Television","No",,"Unknown","Unknown","Hitachi","Unknown","Yes","Tube (CRT and internal or rear projector)","Flat","High Definition (720P)","Secondary",51.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Could not access plug or nameplate","Bedroom_1","Bedroom"
"Appliance_00019929","SITE_00656","Room_00012440","Television","No",,"Unknown","Unknown","Vizio","Unknown","Yes","LCD","Flat","FHD (1080P)","Primary",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"Yes","Could not access plug or name plate","Living Room_1","Living Room"
"Appliance_00020233","SITE_00657","Room_00012453","Television","Yes",2011,,"N/A","Seiki","SC261FS","Yes","LCD","Flat","High Definition (720P)","Primary",26.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","No access to power","Living Room_1","Living Room"
"Appliance_00020057","SITE_00658","Room_00012469","Television","Yes",2010,,"N/A","Sony","KDL-55HX800","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,92.0000,,"Yes","Charter/Spectrum",2014,,"Small","No","No","No",0,,1,,"Yes","N/A","Living Room_3","Living Room"
"Appliance_00019751","SITE_00659","Room_00012473","Television","Yes",2014,,"N/A","Samsung","UN46EH5000F","Yes","LED","Flat","FHD (1080P)","Primary",46.0000,,70.0000,,"Yes","Dish Network",2016,,"Full","Yes","Unknown","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019752","SITE_00659","Room_00012483","Television","Yes",2010,,"N/A","Vizio","M260VA","Yes","LED","Flat","High Definition (720P)","Primary",26.0000,,,"Could not meter","Yes","Dish Network",2016,,"Full","Yes","Unknown","No",0,,0,,"No","Can't access plug","Bedroom_1","Bedroom"
"Appliance_00019805","SITE_00660","Room_00012487","Television","Yes",2015,,"N/A","LG","43LF5400-UG","Yes","LED","Flat","FHD (1080P)","Primary",43.0000,,,"Could not meter","Yes","Directv",2014,,"Full","Yes","Yes","No",1,,1,,"Yes","Could not access plug","Living Room_1","Living Room"
"Appliance_00019806","SITE_00660","Room_00012488","Television","Yes",2008,,"N/A","Sony","KDL-32L4000","Yes","LCD","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Could not access plug","Bedroom_1","Bedroom"
"Appliance_00019855","SITE_00661","Room_00012498","Television","Yes",2014,,"N/A","LG","42lb6300-uq","Yes","LED","Flat","FHD (1080P)","Primary",42.0000,,66.8000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00019856","SITE_00661","Room_00012503","Television","Yes",2016,,"N/A","Toshiba","49L621U","No","LED","Flat","UHD (4080P)","Primary",49.0000,,129.4000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019930","SITE_00662","Room_00012505","Television","Yes",2009,,"N/A","Panasonic","TC-P50S1","Yes","Plasma","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Comcast",2016,,"Small","Yes","Yes","No",1,,1,,"Yes","Tv plug not accessible","Living Room_1","Living Room"
"Appliance_00019931","SITE_00662","Room_00012515","Television","No",,"Unknown","Unknown","Insignia","Unknown","Unknown","LCD","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Comcast",2016,,"Small","Yes","Yes","No",1,,0,,"Unknown","Could not access plug","Bedroom_2","Bedroom"
"Appliance_00019932","SITE_00662","Room_00012518","Television","No",,"Unknown","LWJJOICP4903134","Vizio","M-501D-A2R","Yes","LED","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Comcast",2016,,"Full","Yes","Yes","Yes",1,,1,,"Unknown","Could not access plug","Basement_1","Basement"
"Appliance_00019985","SITE_00662","Room_00012526","Television","No",,"Unknown","5A24635579","Insignia","NS24E730A12","Yes","LCD","Flat","High Definition (720P)","Secondary",24.0000,,,"Could not meter","Yes","Comcast",2016,,"Small","No","No","No",0,,1,,"Unknown","N/A","Family Room_3","Family Room"
"Appliance_00019811","SITE_00663","Room_00012527","Television","Yes",2014,,"N/A","Funai","32ME303V/F7A","Yes","LED","Flat","High Definition (720P)","Primary",32.0000,,26.0000,,"Yes","Directv",2015,,"Small","No","No","No",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019812","SITE_00663","Room_00012528","Television","No",,"Unknown","LWZ2PKAR0607217","Vizio","E320-B2","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,29.0000,,"Yes","Directv",2015,,"Small","No","No","No",0,,1,,"No","N/A","Dining Room_1","Dining Room"
"Appliance_00019786","SITE_00664","Room_00012539","Television","No",,"Unknown","AUMT3CQS418437J","Samsung","PN42B450B1DXZA","Yes","Plasma","Flat","High Definition (720P)","Primary",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","No access to power","Living Room_1","Living Room"
"Appliance_00019942","SITE_00665","Room_00012570","Television","Yes",2012,,"N/A","Samsung","Un45eh5000f","No","LED","Flat","FHD (1080P)","No",46.0000,,53.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_6","Bedroom"
"Appliance_00019880","SITE_00665","Room_00012557","Television","Yes",2010,,"N/A","ViewSonic","Vx2439wm","Yes","LCD","Flat","FHD (1080P)","Secondary",32.0000,,40.3000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00019881","SITE_00665","Room_00012563","Television","No",,"Unknown","131024TU003959","Insignia","Unknown","Yes","LCD","Flat","Unknown","Secondary",23.5000,,7.3000,,"No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,1,,"No","N/A","Bedroom_4","Bedroom"
"Appliance_00019882","SITE_00665","Room_00012566","Television","Yes",2013,,"N/A","Samsung","Un60eh6003f","Yes","LED","Flat","FHD (1080P)","Primary",60.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Unknown","Cant access plug","Living Room_1","Living Room"
"Appliance_00019980","SITE_00666","Room_00012576","Television","Yes",2014,,"N/A","Emerson","LF501EM5F","Yes","LED","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"No","Inaccessible","Living Room_1","Living Room"
"Appliance_00019981","SITE_00666","Room_00012579","Television","Yes",2014,,"N/A","Emerson","LF320EM5F","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,27.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00019982","SITE_00666","Room_00012580","Television","Yes",2014,,"N/A","Emerson","LF320EM5F","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Yes","Inaccessible","Bedroom_2","Bedroom"
"Appliance_00019957","SITE_00667","Room_00012591","Television","No",,"Unknown","LTTXGEUM4600579","Vizio","E220VA","Yes","LED","Flat","FHD (1080P)","Secondary",22.0000,,22.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00019958","SITE_00667","Room_00012596","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","Unknown","Flat","Unknown","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,0,,"Unknown","No access to back","Living Room_1","Living Room"
"Appliance_00019883","SITE_00668","Room_00012600","Television","Yes",2001,,"N/A","Symphonic","Sc313b","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",14.0000,,43.6000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00019884","SITE_00668","Room_00012603","Television","Yes",2010,,"N/A","LG","55lh40","Yes","LCD","Flat","FHD (1080P)","Primary",55.0000,,322.6000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019885","SITE_00668","Room_00012606","Television","Yes",2011,,"N/A","LG","47ld520","Yes","LCD","Flat","FHD (1080P)","Primary",47.0000,,237.6000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00019829","SITE_00669","Room_00012612","Television","Yes",2011,,"N/A","HiSense","Ltdn46v86us","Yes","LCD","Flat","High Definition (720P)","Primary",46.0000,,175.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019836","SITE_00670","Room_00012625","Television","No",,"Unknown","Unknown","Sharp","Unknown","Unknown","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Secondary",20.0000,,35.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00019837","SITE_00670","Room_00012631","Television","Yes",2000,,"N/A","Panasonic","Pv-c2540","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Primary",24.0000,,82.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019785","SITE_00671","Room_00012637","Television","No",,"Unknown","Unknown","Ölevia","Unknown","Yes","Unknown","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","Yes","Directv",,"Unknown","Small","No","Unknown","Unknown",0,,2,,"Unknown","No access to power, didnt know yr he got satellite box","Living Room_1","Living Room"
"Appliance_00019909","SITE_00672","Room_00012648","Television","No",,"Unknown","Unknown","LG","Unknown","Unknown","Unknown","Flat","Unknown","Secondary",50.1000,,,"Could not meter","Unknown","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,0,,"Unknown","Cannot access backside of tv","Bedroom_6","Bedroom"
"Appliance_00019977","SITE_00672","Room_00012649","Television","Yes",2016,,"N/A","HiSense","40H3B","Yes","LED","Flat","FHD (1080P)","All used about the same",40.0000,,37.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019971","SITE_00673","Room_00012654","Television","No",,"Unknown","LWJAOBAP3901721","Vizio","E551i-A2","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,88.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019898","SITE_00674","Room_00012661","Television","Yes",2005,,"N/A","Sharp","32c240","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",32.0000,,67.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019772","SITE_00675","Room_00012671","Television","Yes",1991,,"N/A","Magnavox","Rx4240 wa23","No","Tube (CRT and internal or rear projector)","Curved","Unknown","Secondary",18.0000,,70.0000,,"Yes","Charter/Spectrum",,"Unknown","Full","Yes","No","No",0,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00019773","SITE_00675","Room_00012673","Television","Yes",2015,,"N/A","Roku","32s3200","Unknown","LED","Flat","High Definition (720P)","Primary",32.0000,,20.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"Yes","N/A","Bedroom_1","Bedroom"
