"PK_Envelope_ID","CK_SiteID","Construction Type","Framing Type","Foundation Type","Total Building Levels","Building Level","Building Level_notes","Area","Area_notes","Average Height","Average Height_notes","Volume","Volume_notes"
"Envelope_00011317","BLDG_00280","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011230","BLDG_00281","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011229","BLDG_00282","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011329","BLDG_00283","Frame over concrete slab","Unknown","Mixed Crawlspace and Conditioned Basement","N/A",1,,,,,,,
"Envelope_00011210","BLDG_00284","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011316","BLDG_00285","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011233","BLDG_00286","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011206","BLDG_00287","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011325","BLDG_00288","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011179","BLDG_00289","Frame","Wood","> 90% Unconditioned Basement","N/A",1,,,,,,,
"Envelope_00011187","BLDG_00291","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011189","BLDG_00292","Rigid frame (concrete or steel)","Concrete","Other","N/A",1,,,,,,,
"Envelope_00011178","BLDG_00293","Unknown","Unknown","Other","N/A",1,,,,,,,
"Envelope_00011257","BLDG_00294","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00011258","BLDG_00295","Frame","Wood","Mixed Conditioned Basement and Slab","N/A",1,,,,,,,
"Envelope_00011222","BLDG_00296","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011188","BLDG_00298","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00011266","BLDG_00299","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00011267","BLDG_00300","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011268","BLDG_00301","Solid masonry","Masonry","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00011215","BLDG_00302","Solid masonry","Masonry","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011238","BLDG_00304","Rigid frame (concrete or steel)","Concrete","Other","N/A",1,,,,,,,
"Envelope_00011221","BLDG_00305","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00011320","BLDG_00306","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011302","BLDG_00307","Frame over concrete slab","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011286","BLDG_00308","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011214","BLDG_00309","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011177","BLDG_00310","Solid masonry","Concrete","Mixed Conditioned Basement and Slab","N/A",1,,,,,,,
"Envelope_00011327","BLDG_00311","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011274","BLDG_00312","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011272","BLDG_00313","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011310","BLDG_00314","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011275","BLDG_00315","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011259","BLDG_00316","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011174","BLDG_00317","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011282","BLDG_00318","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011299","BLDG_00319","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011289","BLDG_00320","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00011184","BLDG_00321","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011176","BLDG_00322","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011185","BLDG_00323","Unknown","Unknown","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011173","BLDG_00324","Frame over concrete slab","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011318","BLDG_00325","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00011186","BLDG_00326","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011297","BLDG_00327","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011546","BLDG_00328","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011367","BLDG_00329","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011960","BLDG_00330","Unknown","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011369","BLDG_00331","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011358","BLDG_00332","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00011343","BLDG_00333","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011357","BLDG_00334","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011348","BLDG_00335","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011649","BLDG_00336","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011339","BLDG_00337","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011664","BLDG_00338","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011698","BLDG_00339","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011619","BLDG_00340","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011961","BLDG_00341","Unknown","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011747","BLDG_00342","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011748","BLDG_00343","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011962","BLDG_00344","Unknown","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011963","BLDG_00345","Unknown","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011689","BLDG_00346","Frame","Unknown","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011964","BLDG_00347","Unknown","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011648","BLDG_00348","Frame","Masonry","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011668","BLDG_00350","Solid masonry","Masonry","> 90% Unconditioned Basement","N/A",1,,,,,,,
"Envelope_00011965","BLDG_00351","Unknown","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011750","BLDG_00352","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011751","BLDG_00354","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011618","BLDG_00354","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011642","BLDG_00355","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011752","BLDG_00356","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011615","BLDG_00357","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011651","BLDG_00358","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011656","BLDG_00360","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011652","BLDG_00361","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011753","BLDG_00362","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011754","BLDG_00363","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011755","BLDG_00364","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011756","BLDG_00365","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011677","BLDG_00366","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011757","BLDG_00367","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011625","BLDG_00368","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011617","BLDG_00369","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011758","BLDG_00370","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011688","BLDG_00371","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011759","BLDG_00372","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011647","BLDG_00373","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011760","BLDG_00374","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00011694","BLDG_00375","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011695","BLDG_00376","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011666","BLDG_00377","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011682","BLDG_00378","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011691","BLDG_00379","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00011690","BLDG_00380","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007736","BLDG_00381","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00006702","BLDG_00382","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006703","BLDG_00382","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006705","BLDG_00383","Frame","Wood","> 90% Unconditioned Basement","N/A",1,,6052.0000,,0.0000,,0.0000,
"Envelope_00006706","BLDG_00383","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,5518.0000,,0.0000,,0.0000,
"Envelope_00006707","BLDG_00384","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006708","BLDG_00384","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006709","BLDG_00384","Frame over concrete slab","Wood","> 90% Slab","N/A",3,,0.0000,,0.0000,,0.0000,
"Envelope_00006710","BLDG_00385","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006711","BLDG_00385","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006712","BLDG_00386","Frame","Wood","Mixed Crawlspace and Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006713","BLDG_00386","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006714","BLDG_00387","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006715","BLDG_00388","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006716","BLDG_00389","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006717","BLDG_00391","Frame","Wood","> 90% Crawlspace","N/A",1,,2574.0000,,0.0000,,0.0000,
"Envelope_00006718","BLDG_00391","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,2574.0000,,0.0000,,0.0000,
"Envelope_00006719","BLDG_00391","Frame over concrete slab","Wood","> 90% Slab","N/A",3,,2574.0000,,0.0000,,0.0000,
"Envelope_00006720","BLDG_00393","Unknown","Unknown","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006721","BLDG_00393","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006722","BLDG_00393","Frame over concrete slab","Wood","> 90% Slab","N/A",3,,0.0000,,0.0000,,0.0000,
"Envelope_00006723","BLDG_00394","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006724","BLDG_00394","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006725","BLDG_00395","Frame","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006726","BLDG_00395","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006727","BLDG_00395","Frame over concrete slab","Wood","> 90% Slab","N/A",3,,0.0000,,0.0000,,0.0000,
"Envelope_00006728","BLDG_00397","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006729","BLDG_00397","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006730","BLDG_00397","Frame over concrete slab","Wood","> 90% Slab","N/A",3,,0.0000,,0.0000,,0.0000,
"Envelope_00006731","BLDG_00398","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006732","BLDG_00398","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006734","BLDG_00399","Frame","Wood","> 90% Crawlspace","N/A",1,,6240.0000,,0.0000,,0.0000,
"Envelope_00006735","BLDG_00399","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006736","BLDG_00399","Frame over concrete slab","Wood","> 90% Slab","N/A",3,,6240.0000,,0.0000,,0.0000,
"Envelope_00006738","BLDG_00401","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006739","BLDG_00402","Frame","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006742","BLDG_00403","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006743","BLDG_00404","Frame","Wood","> 90% Conditioned Basement","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006745","BLDG_00405","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006746","BLDG_00407","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006747","BLDG_00408","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006749","BLDG_00410","Frame","Wood","Other","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006750","BLDG_00411","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006751","BLDG_00412","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006752","BLDG_00413","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006753","BLDG_00415","Frame","Wood","> 90% Conditioned Basement","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00011038","BLDG_00415","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006755","BLDG_00416","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006756","BLDG_00416","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00006757","BLDG_00417","Frame","Wood","Mixed Crawlspace and Conditioned Basement","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006758","BLDG_00418","Frame","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006759","BLDG_00419","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006763","BLDG_00422","Frame","Wood","Other","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006764","BLDG_00423","Solid masonry","Concrete","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006772","BLDG_00424","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006811","BLDG_00425","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006824","BLDG_00426","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00011039","BLDG_00427","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006927","BLDG_00430","Frame","Wood","> 90% Crawlspace","N/A",1,,0.0000,,0.0000,,0.0000,
"Envelope_00006928","BLDG_00430","Frame over concrete slab","Wood","> 90% Slab","N/A",2,,0.0000,,0.0000,,0.0000,
"Envelope_00007337","BLDG_00435","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007133","BLDG_00436","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007176","BLDG_00441","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007112","BLDG_00443","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007002","BLDG_00443","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007145","BLDG_00448","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007199","BLDG_00450","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007247","BLDG_00453","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007111","BLDG_00454","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007165","BLDG_00458","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007020","BLDG_00459","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007177","BLDG_00460","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007096","BLDG_00462","Solid masonry","Concrete","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007734","BLDG_00466","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007359","BLDG_00467","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007047","BLDG_00468","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007149","BLDG_00470","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007732","BLDG_00471","Frame","Wood","Mixed Conditioned Basement and Slab","N/A",1,,,,,,,
"Envelope_00006988","BLDG_00472","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007178","BLDG_00473","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007142","BLDG_00474","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007167","BLDG_00475","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007731","BLDG_00476","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00007457","BLDG_00479","Frame","Unknown","Mixed Crawlspace and Conditioned Basement","N/A",1,,,,,,,
"Envelope_00012076","BLDG_00480","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00007614","BLDG_00481","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007461","BLDG_00482","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007599","BLDG_00483","Frame over concrete slab","Wood","Other","N/A",1,,,,,,,
"Envelope_00007591","BLDG_00485","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007585","BLDG_00486","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00007582","BLDG_00488","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007601","BLDG_00489","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007168","BLDG_00490","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007174","BLDG_00491","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007492","BLDG_00492","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00007175","BLDG_00493","Frame over concrete slab","Wood","Other","N/A",1,,,,,,,
"Envelope_00007553","BLDG_00496","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007490","BLDG_00497","Frame over concrete slab","Wood","Mixed Crawlspace and Slab","N/A",1,,,,,,,
"Envelope_00006987","BLDG_00498","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00006980","BLDG_00499","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00006971","BLDG_00500","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00006992","BLDG_00501","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007057","BLDG_00510","Frame","Wood","Other","N/A",1,,,,,,,
"Envelope_00007055","BLDG_00515","Rigid frame (concrete or steel)","Concrete","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00007036","BLDG_00517","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00006981","BLDG_00518","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007668","BLDG_00520","Unknown","Unknown","Other","N/A",1,,,,,,,
"Envelope_00007664","BLDG_00521","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007662","BLDG_00522","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007669","BLDG_00523","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007670","BLDG_00524","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007660","BLDG_00525","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007643","BLDG_00526","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007639","BLDG_00527","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007640","BLDG_00528","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007650","BLDG_00529","Frame","Wood","> 90% Crawlspace","N/A",1,,,,,,,
"Envelope_00007649","BLDG_00530","Rigid frame (concrete or steel)","Concrete","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007646","BLDG_00531","Frame","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007692","BLDG_00532","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
"Envelope_00007654","BLDG_00533","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00007642","BLDG_00534","Solid masonry","Masonry","> 90% Unconditioned Basement","N/A",1,,,,,,,
"Envelope_00007688","BLDG_00535","Frame","Wood","> 90% Conditioned Basement","N/A",1,,,,,,,
"Envelope_00007684","BLDG_00536","Frame over concrete slab","Wood","> 90% Slab","N/A",1,,,,,,,
