"PK_Envelope_ID","CK_SiteID","Wall Type","Wall Sub-Type","Wall Area","Wall Area_notes","Wall Framing Spacing","Wall Framing Spacing_notes","Wall Framing Size","Wall Framing Material","Wall Thickness","Furred Wall","Furred Wall Insulated","Furred Wall Insulation Type","Furred Wall Insulation Thickness","Furred Wall Insulation Thickness_notes","Furred Wall Insulation Condition","Furred Wall Insulation Condition_notes","Wall Cavity Insulated","Wall Cavity Insulation Type 1","Wall Cavity Insulation Thickness 1","Wall Cavity Insulation Thickness 1_notes","Wall Cavity Insulation Condition 1","Wall Cavity Insulation Condition 1_notes","Wall Cavity Insulation Type 2","Wall Cavity Insulation Thickness 2","Wall Cavity Insulation Thickness 2_notes","Wall Cavity Insulation Condition 2","Wall Cavity Insulation Condition 2_notes","Wall Cavity Insulation Type 3","Wall Cavity Insulation Thickness 3","Wall Cavity Insulation Thickness 3_notes","Wall Cavity Insulation Condition 3","Wall Cavity Insulation Condition 3_notes","Wall Exterior Insulated","Wall Exterior Insulation Type 1","Wall Exterior Insulation Thickness 1","Wall Exterior Insulation Thickness 1_notes","Wall Exterior Insulation Condition 1","Wall Exterior Insulation Condition 1_notes","Wall Exterior Insulation Type 2","Wall Exterior Insulation Thickness 2","Wall Exterior Insulation Thickness 2_notes","Wall Exterior Insulation Condition 2","Wall Exterior Insulation Condition 2_notes","Wall Exterior Insulation Type 3","Wall Exterior Insulation Thickness 3","Wall Exterior Insulation Thickness 3_notes","Wall Exterior Insulation Condition 3","Wall Exterior Insulation Condition 3_notes","Wall Cavity Insulation R-Value","Wall Cavity Insulation R-Value_notes","Wall Continuous Insulation R-Value","Wall Continuous Insulation R-Value_notes","Basement Walls - Depth Below Grade","Basement Walls - Depth Below Grade_notes","Basement Walls - Height Above Grade","Basement Walls - Height Above Grade_notes","Basement Walls - Percent Below Grade","Basement Walls - Percent Below Grade_notes","Basement Wall Below Grade U-Value","Basement Wall Below Grade U-Value_notes","Basement Wall Above Grade U-Value","Basement Wall Above Grade U-Value_notes","Wall U-Value","Wall U-Value_notes","Wall Heat Loss Rate (UA)","Wall Heat Loss Rate (UA)_notes","Wall Notes"
"Envelope_00006512","SITE_01950","Framed 2x6","N/A",2070.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,137.3674,,"N/A"
"Envelope_00006513","SITE_01951","Framed 2x4","N/A",1088.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1257,,136.7838,,"N/A"
"Envelope_00006514","SITE_01952","Framed 2x4","N/A",1488.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",198.7935,,"N/A"
"Envelope_00006515","SITE_01953","Framed 2x4","N/A",1602.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,151.6457,,"N/A"
"Envelope_00006400","SITE_01954","Framed 2x4","N/A",934.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",124.7804,,"Cannot find a good place to probe"
"Envelope_00006516","SITE_01955","Framed 2x6","N/A",2318.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0689,"Estimated based on homes of similar vintage",159.6759,,"N/A"
"Envelope_00006517","SITE_01956","Adiabatic","Wall to other living space",189.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00006518","SITE_01956","Adiabatic","Wall to other living space",189.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00006519","SITE_01956","Framed 2x4","N/A",432.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",57.7143,,"N/A"
"Envelope_00007887","SITE_01957","Framed 2x6","N/A",2386.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",16.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0708,,168.9422,,"N/A"
"Envelope_00006520","SITE_01958","SIP","N/A",1713.0000,,,"N/A","N/A","N/A","10-14 inches","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Expanded polystyrene foam board (white)",11.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",47.7300,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","Assumptions: insulation is 0.5 inches less thick than wall; wall thickness is based on measurement excluding trim and siding; SIP contains dense rigid foamboard."
"Envelope_00006521","SITE_01959","Framed 2x6","N/A",2567.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0684,"Estimated based on homes of similar vintage",175.6551,,"N/A"
"Envelope_00006522","SITE_01960","Framed 2x4","N/A",1440.0000,,24.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2901,,417.7003,,"N/A"
"Envelope_00006401","SITE_01961","Framed 2x6","N/A",2716.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,180.2367,,"N/A"
"Envelope_00006523","SITE_01962","Framed 2x6","N/A",1512.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0842,,127.2402,,"N/A"
"Envelope_00006524","SITE_01963","Framed 2x4","N/A",1634.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,154.6749,,"N/A"
"Envelope_00006525","SITE_01964","Framed Alternative Framed Wall","N/A",2816.0000,,16.0000,,"Unknown","Wood","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Blown fiberglass",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Extruded polystyrene foam board (pink or blue)",1.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",21.1900,,5.3500,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0454,,127.8857,,"2x8 plates with staggered 2x4 studs"
"Envelope_00006526","SITE_01965","Framed 2x4","N/A",1008.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",8.5300,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1121,,112.9625,,"N/A"
"Envelope_00006527","SITE_01966","Framed 2x4","N/A",720.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",96.1904,,"N/A"
"Envelope_00006528","SITE_01966","Adiabatic","Wall to other living space",219.0000,,16.0000,,"Unknown","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0000,,0.0000,,"N/A"
"Envelope_00006529","SITE_01967","Framed 2x6","N/A",1412.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,93.7018,,"R19"
"Envelope_00006530","SITE_01968","Masonry (Basement)","Unknown",412.8000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.7000,,,"Unknown",,"Unknown",0.3532,"Above and below grade U-values estimated based on homes of similar vintage",145.8117,,"N/A"
"Envelope_00006531","SITE_01968","Knee Wall","N/A",296.0000,,30.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1043,,30.8711,,"N/A"
"Envelope_00006532","SITE_01968","Framed 2x4","N/A",2556.2000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,241.9705,,"N/A"
"Envelope_00006533","SITE_01969","Framed 2x6","N/A",2926.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",16.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0708,,207.1772,,"N/A"
"Envelope_00006534","SITE_01969","Masonry (Basement)","Poured Concrete",750.0000,,,"N/A","N/A","N/A","N/A","Yes","Unknown","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",7.0000,,2.0000,,0.7800,,,"Unknown",,"Unknown",0.0857,"Above and below grade U-values estimated based on homes of similar vintage",64.2470,,"N/A"
"Envelope_00006535","SITE_01970","Framed 2x6","N/A",1664.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,110.4248,,"N/A"
"Envelope_00006536","SITE_01971","Framed 2x6","N/A",2472.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0691,"Estimated based on homes of similar vintage",170.8402,,"N/A"
"Envelope_00006537","SITE_01972","Framed 2x4","N/A",953.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,90.2112,,"N/A"
"Envelope_00006538","SITE_01973","Framed 2x4","N/A",1000.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1008,,100.8432,,"N/A"
"Envelope_00006539","SITE_01974","Framed 2x8","N/A",2640.0000,,16.0000,,"2x8","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Blown mineral wool",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","One wall had insulation replaced due to flooding"
"Envelope_00006540","SITE_01975","Framed 2x6","N/A",1201.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,79.6996,,"N/A"
"Envelope_00005943","SITE_01976","Framed 2x6","N/A",2112.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,140.1546,,"N/A"
"Envelope_00005976","SITE_01977","Masonry (Basement)","Poured Concrete",513.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,4.8000,,0.0000,,1.0000,,0.0600,,0.0940,,0.0600,,30.7800,,"N/A"
"Envelope_00005977","SITE_01977","Framed 2x4","N/A",285.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,26.9782,,"Bsmt"
"Envelope_00005978","SITE_01977","Framed 2x4","N/A",912.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,86.3302,,"N/A"
"Envelope_00006541","SITE_01978","Knee Wall","N/A",46.0000,,16.0000,,"2x6","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0847,,3.8965,,"Small pocket above conditioned space in elbow of the L shaped second floor"
"Envelope_00006542","SITE_01978","Framed 2x6","N/A",2922.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,193.9070,,"N/A"
"Envelope_00006402","SITE_01979","Framed 2x4","N/A",1056.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",141.0793,,"No visible or tactile proof of insulation."
"Envelope_00006543","SITE_01980","Masonry (Basement)","Poured Concrete",1070.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,6.7000,,2.0000,,0.7700,,0.1900,,1.0101,,,"Accounted for in Foundation / Floor UA (Buffer Space)",,"Accounted for in Foundation / Floor UA (Buffer Space)","N/A"
"Envelope_00006544","SITE_01980","Framed 2x4","N/A",313.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2901,,90.7918,,"Wall between crawlspace and basement - unfinished on one side."
"Envelope_00006545","SITE_01980","Framed 2x4","N/A",1616.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",215.8941,,"Walls are all plaster - cant access past plugs"
"Envelope_00006546","SITE_01980","Knee Wall","N/A",606.0000,,16.0000,,"2x4","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1043,,63.2023,,"N/A"
"Envelope_00006547","SITE_01980","Framed 2x4","N/A",128.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1336,"Estimated based on homes of similar vintage",17.1005,,"Upstairs S face"
"Envelope_00006548","SITE_01981","Framed 2x4","N/A",2204.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,208.6312,,"N/A"
"Envelope_00006549","SITE_01981","Masonry (Basement)","Concrete Block",557.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,7.0000,,0.7000,,0.9100,,0.1900,,0.8403,,0.2491,,138.7607,,"N/A"
"Envelope_00006403","SITE_01982","Masonry (Basement)","Poured Concrete",392.0000,,,"N/A","N/A","N/A","N/A","Yes","Unknown","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,4.0000,,4.0000,,0.5000,,,"Unknown",,"Unknown",0.1981,"Above and below grade U-values estimated based on homes of similar vintage",77.6720,,"N/A"
"Envelope_00006404","SITE_01982","Framed 2x4","N/A",880.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1008,,88.7420,,"1st floor"
"Envelope_00006405","SITE_01982","Framed 2x4","N/A",1294.2500,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1008,,130.5163,,"N/A"
"Envelope_00006406","SITE_01982","Framed 2x4","N/A",27.1250,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1008,,2.7354,,"Sloped section"
