"PK_Envelope_ID","CK_SiteID","Wall Type","Wall Sub-Type","Wall Area","Wall Area_notes","Wall Framing Spacing","Wall Framing Spacing_notes","Wall Framing Size","Wall Framing Material","Wall Thickness","Furred Wall","Furred Wall Insulated","Furred Wall Insulation Type","Furred Wall Insulation Thickness","Furred Wall Insulation Thickness_notes","Furred Wall Insulation Condition","Furred Wall Insulation Condition_notes","Wall Cavity Insulated","Wall Cavity Insulation Type 1","Wall Cavity Insulation Thickness 1","Wall Cavity Insulation Thickness 1_notes","Wall Cavity Insulation Condition 1","Wall Cavity Insulation Condition 1_notes","Wall Cavity Insulation Type 2","Wall Cavity Insulation Thickness 2","Wall Cavity Insulation Thickness 2_notes","Wall Cavity Insulation Condition 2","Wall Cavity Insulation Condition 2_notes","Wall Cavity Insulation Type 3","Wall Cavity Insulation Thickness 3","Wall Cavity Insulation Thickness 3_notes","Wall Cavity Insulation Condition 3","Wall Cavity Insulation Condition 3_notes","Wall Exterior Insulated","Wall Exterior Insulation Type 1","Wall Exterior Insulation Thickness 1","Wall Exterior Insulation Thickness 1_notes","Wall Exterior Insulation Condition 1","Wall Exterior Insulation Condition 1_notes","Wall Exterior Insulation Type 2","Wall Exterior Insulation Thickness 2","Wall Exterior Insulation Thickness 2_notes","Wall Exterior Insulation Condition 2","Wall Exterior Insulation Condition 2_notes","Wall Exterior Insulation Type 3","Wall Exterior Insulation Thickness 3","Wall Exterior Insulation Thickness 3_notes","Wall Exterior Insulation Condition 3","Wall Exterior Insulation Condition 3_notes","Wall Cavity Insulation R-Value","Wall Cavity Insulation R-Value_notes","Wall Continuous Insulation R-Value","Wall Continuous Insulation R-Value_notes","Basement Walls - Depth Below Grade","Basement Walls - Depth Below Grade_notes","Basement Walls - Height Above Grade","Basement Walls - Height Above Grade_notes","Basement Walls - Percent Below Grade","Basement Walls - Percent Below Grade_notes","Basement Wall Below Grade U-Value","Basement Wall Below Grade U-Value_notes","Basement Wall Above Grade U-Value","Basement Wall Above Grade U-Value_notes","Wall U-Value","Wall U-Value_notes","Wall Heat Loss Rate (UA)","Wall Heat Loss Rate (UA)_notes","Wall Notes"
"Envelope_00010184","BLDG_00202","Masonry (Basement)","Poured Concrete",500.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,7.0000,,3.0000,,0.7000,,0.1900,,1.0101,,0.4360,,218.0152,,"N/A"
"Envelope_00010185","BLDG_00202","Masonry (Basement)","Poured Concrete",725.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,4.0000,,1.0000,,0.8000,,0.2800,,1.0101,,0.4260,,308.8646,,"N/A"
"Envelope_00010181","BLDG_00202","Framed 2x4","N/A",9497.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2901,,2754.7918,,"Wall has full brick facade"
"Envelope_00011992","BLDG_00203","Framed 2x6","N/A",7520.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0719,"Estimated based on homes of similar vintage",540.4716,,"N/A"
"Envelope_00011993","BLDG_00203","Masonry (Basement)","Poured Concrete",1496.0000,,,"N/A","N/A","N/A","N/A","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,,"Unknown",8.0000,,0.0000,,1.0000,,0.1900,,,"Unknown",0.1900,"Above grade U-value estimated based on homes of similar vintage",284.2400,,"N/A"
"Envelope_00011994","BLDG_00203","Masonry (Basement)","Poured Concrete",704.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",4.0000,,4.0000,,0.5000,,,"Unknown",,"Unknown",0.5377,"Above and below grade U-values estimated based on homes of similar vintage",378.5183,,"N/A"
"Envelope_00010278","BLDG_00204","Framed 2x4","N/A",4536.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1257,,570.2678,,"N/A"
"Envelope_00010169","BLDG_00205","Framed 2x4","N/A",11653.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,1103.0760,,"N/A"
"Envelope_00010287","BLDG_00206","Framed 2x4","N/A",10503.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",2.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",8.5300,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1121,,1177.0286,,"N/A"
"Envelope_00010288","BLDG_00206","Masonry (Basement)","Poured Concrete",518.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",4.0000,,4.0000,,0.5000,,,"Unknown",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00010179","BLDG_00207","Framed 2x4","N/A",9120.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,863.3015,,"N/A"
"Envelope_00010289","BLDG_00208","Framed 2x4","N/A",3840.0000,,24.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",1.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",3.4100,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1781,,683.7601,,"N/A"
"Envelope_00010303","BLDG_00209","Framed 2x6","N/A",4423.0000,,24.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0677,"Estimated based on homes of similar vintage",299.5686,,"N/A"
"Envelope_00010594","BLDG_00210","Framed 2x4","N/A",1427.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,135.0802,,"N/A"
"Envelope_00010595","BLDG_00210","Masonry (Basement)","Poured Concrete",1373.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,3.0000,,4.9300,,0.3800,,0.0600,,0.0940,,0.0811,,111.4141,,"The downstairs unit is a daylight basement. The concrete is only half the height of the basement wall"
"Envelope_00010623","BLDG_00211","Masonry (Basement)","Poured Concrete",2205.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,7.5000,,1.5000,,0.8300,,,"Unknown",,"Unknown",0.0546,"Above and below grade U-values estimated based on homes of similar vintage",120.3003,,"No access"
"Envelope_00010624","BLDG_00211","Framed 2x4","N/A",1960.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0957,"Estimated based on homes of similar vintage",187.5539,,"Basement daylight portion"
"Envelope_00010625","BLDG_00211","Framed 2x4","N/A",3920.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0957,"Estimated based on homes of similar vintage",375.1077,,"Upstairs"
"Envelope_00010599","BLDG_00212","Masonry","Concrete Block",3536.0000,,,"N/A","N/A","N/A","Unknown","No","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.8403,,2971.4286,,"N/A"
"Envelope_00010600","BLDG_00212","Framed 2x4","N/A",816.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,77.2428,,"N/A"
"Envelope_00010759","BLDG_00213","Framed 2x4","N/A",4352.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1008,,438.8695,,"16 foot front 1st floor ground floor to 2nd floor ceiling. Felt insulation"
"Envelope_00010615","BLDG_00214","Framed 2x4","N/A",12800.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.5000,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,"Estimated based on homes of similar vintage",1211.6513,,"N/A"
"Envelope_00010622","BLDG_00215","Framed 2x6","N/A",8496.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,563.8037,,"N/A"
"Envelope_00010620","BLDG_00216","Framed 2x4","N/A",4109.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,388.9590,,"N/A"
"Envelope_00010621","BLDG_00216","Masonry (Basement)","Poured Concrete",597.0000,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,8.0000,,0.0000,,1.0000,,0.0500,,0.0940,,0.0500,,29.8500,,"Southeast corner of 1st floor is below grade. There are some stairwells cut out of ground. These have framed wall."
"Envelope_00010619","BLDG_00217","Framed 2x6","N/A",2432.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,161.3901,,"N/A"
"Envelope_00010760","BLDG_00218","Framed 2x4","N/A",5984.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Foam board",1.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",5.7000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1379,,825.2510,,"N/A"
"Envelope_00010761","BLDG_00219","Framed 2x4","N/A",56.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,5.3010,,"N/A"
"Envelope_00010762","BLDG_00219","Framed 2x4","N/A",1176.0000,,24.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0947,,111.3205,,"N/A"
"Envelope_00010601","BLDG_00220","Framed 2x6","N/A",13920.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","N/A"
"Envelope_00010763","BLDG_00221","Framed 2x6","N/A",8192.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","N/A"
"Envelope_00010764","BLDG_00222","Framed Alternative Framed Wall","N/A",4074.0000,,48.0000,,"Unknown","Wood","10-14 inches","N/A","N/A","N/A",,"N/A",,"N/A","Yes","White styrofoam",7.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","Framing is highly nonstandard. Insulation observed is confirmed to be present in study unit only, no direct information available about insulation condition of the rest of this building. Participant claims white foam insulation was present before renovations, so presumably it is throughout building."
"Envelope_00010767","BLDG_00224","Framed 2x4","N/A",4833.0000,,16.0000,,"2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1200,"Estimated based on homes of similar vintage",580.1438,,"N/A"
"Envelope_00010768","BLDG_00224","Masonry","Poured Concrete",2900.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.9709,"Estimated based on homes of similar vintage",2815.5340,,"N/A"
"Envelope_00012032","BLDG_00224","Masonry (Basement)","Poured Concrete",1015.0000,,,"N/A","N/A","N/A","N/A","Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,3.0000,,4.0000,,0.4300,,0.2800,,,"Unknown",0.6972,"Above grade U-value estimated based on homes of similar vintage",707.6586,,"N/A"
"Envelope_00010769","BLDG_00226","Framed 2x6","N/A",3763.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,249.7167,,"N/A"
"Envelope_00010772","BLDG_00227","Framed 2x6","N/A",,"Unknown",16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","N/A"
"Envelope_00010773","BLDG_00228","Framed 2x6","N/A",4352.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Unknown",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",16.5000,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0708,,308.1460,,"N/A"
"Envelope_00010774","BLDG_00229","Framed 2x6","N/A",3184.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0664,,211.2936,,"N/A"
"Envelope_00010775","BLDG_00230","Framed 2x6","N/A",6517.0000,,,"Unknown","2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",4.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",15.3500,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","N/A"
"Envelope_00010777","BLDG_00231","Framed 2x6","N/A",9280.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","N/A"
"Envelope_00010107","BLDG_00232","Framed 2x6","N/A",13468.0000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","N/A"
"Envelope_00010039","BLDG_00233","Masonry","Concrete Block",1239.0000,,,"N/A","N/A","N/A","Unknown","Yes","Unknown","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.8403,"Estimated based on homes of similar vintage",1041.1765,,"N/A"
"Envelope_00010040","BLDG_00233","Framed 2x4","N/A",1593.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0957,"Estimated based on homes of similar vintage",152.4354,,"N/A"
"Envelope_00010041","BLDG_00235","Masonry","Concrete Block",1239.0000,,,"N/A","N/A","N/A","Unknown","Yes","Unknown","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.4297,"Estimated based on homes of similar vintage",532.4114,,"N/A"
"Envelope_00010042","BLDG_00235","Framed 2x4","N/A",1593.0000,,,"Unknown","2x4","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1160,"Estimated based on homes of similar vintage",184.7748,,"N/A"
"Envelope_00010115","BLDG_00236","Masonry (Basement)","Poured Concrete",258.7500,,,"N/A","N/A","N/A","N/A","Yes","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",7.5000,,0.0000,,1.0000,,0.0400,,,"Unknown",0.0400,"Above grade U-value estimated based on homes of similar vintage",10.3500,,"SE corner"
"Envelope_00010116","BLDG_00236","Framed 2x6","N/A",310.5000,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","SE corner"
"Envelope_00010117","BLDG_00236","Framed 2x6","N/A",1181.2500,,16.0000,,"2x6","Wood","N/A","N/A","N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,,"Unknown",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Exclude",,"Exclude","Rest of walls"
