DB_SiteID,PK_BuildingID,Region,County,Electric Utility,Gas Utility,Is electric BPA utility,City,State,Zip,Year Built,Site Visit Date,Heating Zone,Cooling Zone,N Floors,In MF Complex?,Qty Buildings in Complex,Qty Studio Units,Qty One-Bedroom Units,Qty Two-Bedroom Units,Qty Three-Bedroom Units,Qty Four-Bedroom Units,Total Units in Building,Limited to 55 or Older?,Limited to Low Income?,Conditioned Area,Construction,Framing Type,Foundation Type,Total Ceiling Area,Total Ceiling U-Value,Ceiling UA,Total Wall Area,Total Wall U-Value,Wall UA,Total Floor Area,Total Floor U-Value,Floor UA,Whole House UA,Annual Electric Usage (kWh),Annual Gas Usage (Therms),Strata Territory,Strata Population Estimate,Area of Conditioned Common Space,Total Residential Floor Area,Total Non-Residential Floor Area,Total Conditioned Area,Total Window Area,Unit Window UA,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Gas Usage (Therms),Annual Building Electric Usage (kWh),Annual Building Gas Usage (Therms),Annual Electric Usage (kBtu),Annual Gas Usage (kBtu),Annual Residential Electric Usage (kBtu),Annual Residential Gas Usage (kBtu),Annual Building Electric Usage (kBtu),Annual Building Gas Usage (kBtu),Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System
BLDG_00004,BLDG_42BA32B0-52D0-BF46-AA32-1121A3310B57,Puget Sound,"Snohomish, WA",Snohomish PUD,,Y,LYNNWOOD,WA,98037,1970,42775,1,1,2,No,1,0,0,8,0,0,8,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",3700,2.52844500632111E-2,93.552465233881065,5508,0.11730205278592401,646.09970674486942,3700,8.4741388828299E-2,313.54313866470631,1827.5703106434567,N/A,N/A,SnoPUD,2183.10431154381,0,7400,0,7400,1106.25,96.796875,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00123,BLDG_A49AD3BB-7E3F-144B-8337-ED9266B8DE41,Eastern Washington,"Spokane, WA",Modern Electric Water Company,,Y,SPOKANE VALLEY,WA,99206,1965,42863,2,2,1,Yes,20,0,6,0,0,0,6,Yes,Yes,,Frame over concrete slab,Wood,"> 90% Slab ",4000,2.52844500632111E-2,101.1378002528444,2639,8.3787180561374103E-2,221.11436950146626,4000,5.7305000000000002E-2,229.22,1003.2196697543106,N/A,N/A,BPA,1747.28211284514,0,4000,0,4000,389.4375,75.29125,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00110,BLDG_5F807E4C-F13C-4C43-88F6-58E22CA898F4,Eastern Washington,"Okanogan, WA",PUD No. 1 of Okanogan County,,Y,OMAK,WA,98841,1994,42889,2,2,2,Yes,3,Unknown,Unknown,Unknown,Unknown,Unknown,12,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",3878,2.52844500632111E-2,98.053097345132642,6016,9.5238095238095205E-2,572.95238095238074,3878,3.2583903551645498E-2,126.36037797328125,1529.7173729374613,N/A,N/A,BPA,1747.28211284514,0,7450,0,7450,1927.24083333333,61.0292930555556,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00120,BLDG_A1686BD4-2BB6-9B45-85F6-80D621FAD18F,Eastern Washington,"Lincoln, WA",Avista,,N,WILBUR,WA,99185,1981,42878,2,2,1,Yes,3,0,4,4,0,0,8,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",5532,4.4644995224437621E-2,246.97611358158892,3750,6.0606060606060601E-2,227.27272727272725,5532,Exclude,Exclude,Exclude,66282.633622161404,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,5532,0,5532,536.666666666667,25.4916666666667,Electric Baseboard,Electric,N/A,8285.3292027701755,N/A,N/A,N/A,226156.34591881471,N/A,28269.543239851839,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00164,BLDG_A77C1DB6-087F-5549-BFE0-66270C652EF4,Eastern Oregon,"Malheur, OR",Idaho Power Co,,N,ONTARIO,OR,97914,1984,42840,1,3,2,Yes,3,0,4,4,0,0,8,Unknown,Unknown,,Frame over concrete slab,Wood,"> 90% Slab ",4155,6.5703413177882697E-2,272.99768175410259,5256,0.14798720341242336,777.82074113569718,4155,4.0233453670276774E-2,167.17,1582.9217562231333,80532.288161688019,N/A,Non-BPA,663.873015873016,0,5511,0,5511,521.333333333333,45.6166666666667,Electric Baseboard,Electric,Packaged AC,7996.8180753858323,N/A,16557.743558601363,N/A,274776.16720767954,N/A,27285.143273216458,N/A,56495.021021947854,N/A,N/A,N/A,N/A,N/A
BLDG_00165,BLDG_2A70B0BE-B04E-924B-B5F3-86DAE5C29198,Eastern Oregon,"Malheur, OR",Idaho Power Co,,N,VALE,OR,97918,Unknown,42840,1,3,2,No,1,0,8,0,0,0,8,Unknown,Unknown,,Frame over concrete slab,Wood,"> 90% Slab ",4750,0.11146333754740834,529.45085335018962,6070,Exclude,Exclude,4750,4.4568421052631577E-2,211.7,Exclude,60459.282379724296,N/A,Non-BPA,663.873015873016,187,3813,3250,7250,149.333333333333,21.6533333333333,Electric Baseboard,Electric,N/A,6865.0098720359547,N/A,5539.2034034366607,N/A,206287.07147961931,N/A,23423.413683386676,N/A,18899.762012525887,N/A,N/A,N/A,N/A,N/A
BLDG_00174,BLDG_0F35B098-8678-8F4B-B2DF-1D0A23B3B43A,Eastern Washington,"Spokane, WA",Avista,,N,SPOKANE,WA,99201,1920,42892,2,2,2,Yes,2,Unknown,Unknown,Unknown,Unknown,Unknown,24,No,No,,Frame,Wood,"> 90% Conditioned Basement ",6416,4.4644995224437621E-2,286.44228935999178,11160,0.1295723920106327,1446.0278948386608,6416,7.2270836693639665E-2,463.68968822639209,3147.3432057583782,156469.22285961089,N/A,"Non-BPA, Non-PSE",3063.59584295612,1820,13320,0,15140,1358.83333333333,39.6326388888889,Electric Baseboard,Electric,N/A,6519.5509524837871,N/A,N/A,N/A,533872.98839699232,N/A,22244.707849874681,N/A,N/A,N/A,N/A,Electric Baseboard,Electric,N/A
BLDG_00183,BLDG_8609F324-354B-7A4C-B8F1-6290D9EB5920,Eastern Washington,"Spokane, WA",Avista,,N,SPOKANE,WA,99206,1975,42860,2,2,2.5,No,1,0,0,12,0,0,12,Unknown,Unknown,,Frame,Wood,"> 90% Slab ",4320,4.4644995224437621E-2,192.86637936957052,8160,0,0,4320,5.7453703703703701E-2,248.2,862.35575436957049,N/A,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,12960,0,12960,1108.65625,35.1074479166667,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00193,BLDG_FD9102EB-8912-2349-A297-E4B4D0382D0A,Puget Sound,"King, WA",Puget Sound Energy,,N,BELLEVUE,WA,98007,Unknown,42770,1,1,2,Yes,17,0,0,8,0,0,8,Unknown,Unknown,,Frame over concrete slab,Wood,"> 90% Slab ",4695,2.52844500632111E-2,118.71049304677611,6592,9.5238095238095205E-2,627.80952380952363,4695,6.4059637912673051E-2,300.76,1610.8577946340777,87712.658688147814,N/A,PSE - King County,4650.536998,0,9390,0,9390,805.111111111111,70.4472222222222,Electric Baseboard,Electric,N/A,10964.082336018477,N/A,N/A,N/A,299275.59144396032,N/A,37409.44893049504,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00217,BLDG_0E5AA1A2-D7B6-49FB-982C-62800A435E3E,Western Montana,"Flathead, MT",Flathead Electric Cooperative,,Y,COLUMBIA FALLS,MT,59912,2004,42915,3,1,1,No,6,0,4,0,0,0,4,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",2552,2.9498525073746302E-2,75.280235988200559,2432,5.3319114902692602E-2,129.6720874433484,2552,0.23,586.96,955.67121232043792,44507.615035493494,N/A,BPA,528.925423728814,0,2552,0,2552,430.944444444444,40.9397222222222,Electric Baseboard,Electric,N/A,9422.1884328367232,N/A,6818.8613041466051,N/A,151859.9825011038,N/A,32148.5069328389,N/A,23265.954769748216,N/A,N/A,N/A,N/A,N/A
BLDG_00251,BLDG_5E436FAE-6DB2-3740-9332-394A1108C7F9,Puget Sound,"Whatcom, WA",Puget Sound Energy,,N,BELLINGHAM,WA,98226,1998,42789,1,1,2,No,1,0,0,8,0,0,8,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",4085,2.52844500632111E-2,103.28697850821735,7616,8.3787180561374117E-2,638.12316715542522,4085,8.5062423500611994E-2,347.48,1481.8945901080872,62710.621132067667,N/A,PSE - Non-King County,3652.769231,0,8170,0,8170,1034.22222222222,49.1255555555556,Electric Baseboard,Electric,N/A,7543.946416040003,N/A,2359.0498037476409,N/A,213968.63930261487,N/A,25739.945171528489,N/A,8049.0779303869504,N/A,N/A,N/A,N/A,N/A
BLDG_00316,BLDG_A36E0A22-0BDA-6844-9A94-7911DD9609B6,Puget Sound,"Skagit, WA",Puget Sound Energy,Puget Sound Energy,N,SEDRO WOOLLEY,WA,98284,1976,42780,1,1,2,No,1,Unknown,Unknown,Unknown,Unknown,Unknown,12,Unknown,Unknown,,Frame over concrete slab,Wood,"> 90% Slab ",5076,2.5284450063211096E-2,128.34386852085953,8130,0.29325513196480901,2384.1642228738974,5076,8.271181181828377E-2,419.84515678960844,3706.4365815176989,125987.9701033388,N/A,PSE - Non-King County,3652.769231,0,9612,0,9612,1105.83333333333,64.5069444444444,Electric Baseboard,Electric,N/A,10246.313646910889,N/A,3032.2063404081323,N/A,429870.95399259194,N/A,34960.422163259951,N/A,10345.888033472547,N/A,N/A,N/A,N/A,N/A
BLDG_00318,BLDG_6EB7601A-AA7D-414A-B295-DFE488D74251,Puget Sound,"Pierce, WA",Puget Sound Energy,,N,BONNEY LAKE,WA,98391,2003,42789,1,1,2,Yes,14,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,,Frame,Wood,"> 90% Slab ",2020,2.52844500632111E-2,51.074589127686423,4128,Exclude,Exclude,2020,9.3237623762376237E-2,188.34,Exclude,22469.634204485374,1807.1532687142276,PSE - Non-King County,3652.769231,0,4040,0,4040,433.777777777778,79.8730555555556,Zonal Heat,Electric,N/A,5017.4979012490849,451.78831717855689,2399.6425994890355,N/A,76666.391905704091,180715.32687142276,17119.702839061876,45178.83171785569,8187.5805494565893,N/A,N/A,N/A,N/A,N/A
BLDG_00097,BLDG_B31047C3-FB9C-5541-978D-9730C5E116A9,Idaho,"Madison, ID",Rocky Mountain Power,,N,REXBURG,ID,83440,2003,42531,3,1,2,Yes,3,0,0,4,0,0,4,No,No,,Frame,Wood,"> 90% Crawlspace ",1552,1.9665683382497499E-2,30.521140609636117,2640,0.101137800252844,267.00379266750815,1552,8.5486833140792085E-2,132.6755650345093,514.27549831165356,30311.468996530373,N/A,Non-BPA,3217.18431372549,0,3104,0,3104,221.25,21.01875,Zonal Heat,Electric,N/A,7577.8672491325933,N/A,N/A,N/A,103422.73221616163,N/A,25855.683054040408,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00091,BLDG_8579D2B2-0E76-E044-A2EE-ED2EB7558EE2,Idaho,"Kootenai, ID",Kootenai Electric Cooperative,,Y,POST FALLS,ID,83854,2010,42954,2,2,2,Yes,20,0,2,6,2,0,10,No,Yes,,Unknown,Unknown,Unknown,0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,87830.231842514855,N/A,BPA,888.061224489796,0,7005,0,7005,723.619791666667,27.4975520833333,Electric Baseboard,Electric,Packaged AC,8783.0231842514859,N/A,N/A,N/A,299676.75104666071,N/A,29967.675104666068,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00343,BLDG_E8540BDD-18F0-E24D-88CE-36E20D8B31B6,Western Oregon,"Lane, OR",Eugene Water and Electric Board,,Y,EUGENE,OR,97401,2001,42984,1,1,3,Yes,12,Unknown,Unknown,Unknown,Unknown,Unknown,8,No,Yes,,Frame,Wood,"> 90% Crawlspace ",2231,7.1856697494717167E-2,160.312292110714,5899,Exclude,Exclude,2231,Exclude,Exclude,Exclude,86402.375155568632,N/A,BPA,2790.9630738523,0,5461,0,5461,651,30.9225,Electric Baseboard,Electric,Packaged AC,10800.296894446079,N/A,N/A,N/A,294804.90403080016,N/A,36850.61300385002,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00103,BLDG_B29532C5-743C-0047-A936-28360CF448BD,Idaho,"Madison, ID",Rocky Mountain Power,Intermountain Gas,N,REXBURG,ID,83440,Unknown,42531,3,1,2.5,Yes,2,0,0,6,0,0,6,No,No,,Frame,Wood,"> 90% Conditioned Basement ",1568,1.9665683382497499E-2,30.835791543756077,3864,8.5060624960010753E-2,328.67425484548153,1568,3.2583903551645498E-2,51.091560768980138,695.63410715821772,19833.38210400044,1711.07933608335,Non-BPA,3217.18431372549,0,4704,0,4704,609.041666666667,47.5054166666667,Furnace,Natural Gas,N/A,3305.5636840000734,285.17988934722501,N/A,N/A,67671.499738849496,171107.93360833501,11278.58328980825,28517.9889347225,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00347,BLDG_ADA6962A-95F5-7240-B9BD-27CC5ED6A168,Western Oregon,"Lane, OR",Eugene Water and Electric Board,,Y,EUGENE,OR,97401,Unknown,43007,1,1,2,No,1,0,6,0,0,0,4,Unknown,Unknown,,Unknown,Wood,"> 90% Slab ",4896,2.52844500632111E-2,123.79266750948155,4768,0.31015699318362233,1478.8285434995112,4896,4.17483660130719E-2,204.4,1873.4367665645484,17440.329320280012,N/A,BPA,2790.9630738523,304,3296,4896,8496,174.777777777778,16.6038888888889,Electric Baseboard,Electric,Packaged AC,4242.2773251474646,N/A,471.22001969015452,N/A,59506.403640795397,N/A,14474.650233403148,N/A,1607.8027071828071,N/A,N/A,N/A,N/A,N/A
BLDG_00380,BLDG_3665E99F-A15F-434C-BA6D-8ACD619E1A81,Western Oregon,"Jackson, OR",City of Ashland,Avista,Y,ASHLAND,OR,97520,1883,42962,1,3,2,No,1,0,6,0,0,0,6,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",1952,5.3319114902692602E-2,104.07891229005595,3057,Exclude,Exclude,1952,0.12550613663516888,244.98797871184965,Exclude,N/A,1298.102105202852,BPA,2790.9630738523,192,5376,0,5568,1065.73666666667,149.203133333333,Furnace,Natural Gas,N/A,N/A,216.350350867142,N/A,N/A,N/A,129810.21052028521,N/A,21635.035086714201,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00526,BLDG_B725EDDA-47B7-B940-8414-6BF61788A365,Western Oregon,"Marion, OR",Portland General Electric,,N,SALEM,OR,97302,1970,42832,1,1,2,Yes,6,0,8,0,0,0,8,No,No,,Frame,Wood,"> 90% Crawlspace ",2040,6.5703413177882697E-2,134.03496288288071,4672,0.11072978934581432,517.32957582364452,2040,0.12550613663516888,256.03251873574453,1179.5570574422695,N/A,N/A,Non-BPA,12217.3070683662,0,4080,0,4080,454.222222222222,34.02,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00323,BLDG_E7922161-43F8-7A4F-A61F-421C52CFD12A,Puget Sound,"Pierce, WA",Puget Sound Energy,,N,LAKEWOOD,WA,98498,1964,42766,1,1,2,Yes,2,0,0,8,0,0,8,Unknown,Unknown,,Unknown,Unknown,"> 90% Crawlspace ",3168,4.4644995224437621E-2,141.43534487101837,2880,0.4,1152,3168,8.4741388828299E-2,268.46071980805124,1680.1182869012916,60364.212075369316,N/A,PSE - Non-King County,3652.769231,0,6336,0,6336,311.111111111111,14.7777777777778,Electric Baseboard,Electric,N/A,7124.9109314629013,N/A,3364.9246236661024,N/A,205962.6916011601,N/A,24310.19609815142,N/A,11481.122815948742,N/A,N/A,N/A,N/A,N/A
BLDG_00537,BLDG_E29758F5-512F-41DF-8A76-FAAAE2929154,Eastern Washington,"Okanogan, WA",PUD No. 1 of Okanogan County,,Y,TONASKET,WA,98855,1992,43008,2,2,2,Yes,2,Unknown,Unknown,Unknown,Unknown,Unknown,8,Unknown,Unknown,,Unknown,Unknown,Unknown,0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,N/A,N/A,BPA,1747.28211284514,0,4096,0,4096,597.333333333333,28.3733333333333,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00243,BLDG_838AAB92-E8E0-B546-BC20-29CA4565ED27,Western Montana,"Missoula, MT",Northwestern Energy,,N,MISSOULA,MT,59802,1992,42623,3,1,3,No,1,0,21,3,0,0,24,Yes,Yes,,Frame,Wood,Other,6200,2.9498525073746298E-2,182.89085545722705,11070,5.4685946181547332E-2,605.37342422972893,6400,Exclude,Exclude,Exclude,N/A,N/A,Non-BPA,1844.09420289855,0,19662.9,0,19662.9,1395.58333333333,22.0967361111111,Boiler,Unknown,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Boiler,Unknown,N/A
BLDG_00115,BLDG_47F67A5E-74D8-E84E-B7B8-F5F1BE04BD04,Eastern Washington,"Yakima, WA",Pacific Power,,N,SUNNYSIDE,WA,98944,1991,42865,1,2,1,Yes,5,0,6,0,0,0,6,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",4160,4.4644995224437621E-2,185.72318013366049,3296,5.3319114902692602E-2,175.73980271927482,4160,7.2298076923076923E-2,300.76,852.59981618626853,53342.244058896358,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,4160,0,4160,500.991666666667,31.7294722222222,Electric Baseboard,Electric,Packaged AC,8890.3740098160597,N/A,N/A,N/A,182003.73672895436,N/A,30333.956121492396,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00344,BLDG_A8EA1B6C-4A18-4086-B6CE-CF1DBC157466,Western Oregon,"Lane, OR",Eugene Water and Electric Board,,Y,EUGENE,OR,97401,1977,43005,1,1,2,No,22,0,0,4,0,0,4,Unknown,Unknown,,Unknown,Wood,"> 90% Crawlspace ",1584,Exclude,Exclude,3200,8.3787180561374103E-2,268.11897779639713,1584,0.12550613663516888,198.80172043010751,Exclude,38232.263762625837,N/A,BPA,2790.9630738523,0,3264,0,3264,307.555555555556,29.2177777777778,Zonal Heat,Electric,Packaged AC,9558.0659406564591,N/A,N/A,N/A,130448.48395807935,N/A,32612.120989519837,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00466,BLDG_117C0B14-BC8F-5F4C-AB63-C37AD16A0EEF,Puget Sound,"Snohomish, WA",Snohomish PUD,,Y,BOTHELL,WA,98012,1995,42634,1,1,2,Yes,20,Unknown,Unknown,Unknown,Unknown,Unknown,16,No,No,,Frame,Wood,"> 90% Slab ",4304,2.52844500632111E-2,108.82427307206058,7200,0.14662756598240501,1055.7184750733161,4304,7.6324349442379189E-2,328.5,1936.8510814787101,N/A,N/A,SnoPUD,2183.10431154381,0,8608,0,8608,1167.91666666667,27.7380208333333,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00492,BLDG_D42970C9-CBA7-5744-901A-631F8AB641F4,Western Washington,"Cowlitz, WA",Cowlitz PUD,,Y,KELSO,WA,98626,1970,42803,1,1,2,No,1,0,8,0,0,0,8,Unknown,Unknown,,Frame,Wood,Other,2450,4.4644995224437621E-2,109.38023829987218,3680,0.11730205278592398,431.67155425220028,2450,6.8530612244897968E-2,167.9,1248.9599407002206,72878.551271534248,N/A,BPA,2181.47130761994,0,4900,0,4900,560.444444444444,67.5010185185185,Zonal Heat,Electric,N/A,9109.818908941781,N/A,N/A,N/A,248661.61693847485,N/A,31082.702117309356,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00096,BLDG_4629717F-07BE-4490-A25E-3AF16CD1234E,Idaho,"Ada, ID",Idaho Power Co,Intermountain Gas,N,BOISE,ID,83713,2006,42531,1,3,2,Yes,25,0,0,4,0,0,4,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",1604,Exclude,Exclude,3672,9.5238095238095205E-2,349.71428571428561,1604,Exclude,Exclude,Exclude,22002.424874531702,N/A,Non-BPA,3217.18431372549,0,3208,0,3208,528.25,50.18375,Furnace,Natural Gas,Central AC,5500.6062186329254,N/A,N/A,N/A,75072.273671902163,N/A,18768.068417975541,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00317,BLDG_34B6DA1C-3344-1B4C-88FA-E8EF76298334,Puget Sound,"Pierce, WA",Puget Sound Energy,,N,PUYALLUP,WA,98371,1970,42767,1,1,2,No,1,0,0,4,0,0,4,No,No,,Frame,Wood,"> 90% Crawlspace ",1613.5,4.4644995224437621E-2,72.0346997946301,3225,8.3787180561374103E-2,270.21365731043147,1613.5,0.12639296187683283,203.93504398826977,672.68117887110907,41272.049029981572,N/A,PSE - Non-King County,3652.769231,103.5,3123.5,0,3227,332.888888888889,31.6244444444444,Furnace,Electric,N/A,9792.3482710268909,N/A,2102.6559458740057,N/A,140820.23129029712,N/A,33411.492300743754,N/A,7174.2620873221076,N/A,N/A,N/A,N/A,N/A
BLDG_00132,BLDG_676A5DAA-9F94-A642-A8A2-68233AB2F679,Eastern Washington,"Benton, WA",Benton PUD,,Y,KENNEWICK,WA,99336,1977,42901,1,3,3,Yes,10,0,10,9,0,0,19,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",4212,4.4644995224437621E-2,188.04471988533126,11616,8.3787180561374103E-2,973.27188940092162,4212,8.3884140550807215E-2,353.32,2016.2761926195863,N/A,N/A,BPA,1747.28211284514,0,12636,0,12636,1320.10416666667,26.4020833333333,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00001,BLDG_A44CDAE7-4C75-984C-A120-13CC8A2D8440,Western Oregon,"Lane, OR",Eugene Water and Electric Board,,Y,EUGENE,OR,97402,1969,42983,1,1,2,Yes,3,0,20,0,0,0,20,No,No,,Frame over concrete slab,Wood,> 90% Slab,4900,6.5703413177882697E-2,321.94672457162523,4768,Exclude,Exclude,4900,4.4395918367346937E-2,217.54,Exclude,98770.865463630253,N/A,BPA,2790.9630738523,0,9800,0,9800,817.222222222222,15.5272222222222,Electric Baseboard,Electric,N/A,4938.5432731815126,N/A,N/A,N/A,337006.19296190643,N/A,16850.309648095321,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00002,BLDG_F8F48461-39C6-F04F-AFE0-D7D6747F9071,Puget Sound,"Snohomish, WA",Snohomish PUD,,Y,EDMONDS,WA,98026,1970,42928,1,1,3,No,1,0,20,20,0,0,40,No,No,,Frame,Wood,"> 90% Slab ",12975,2.52844500632111E-2,328.065739570164,20640,8.3787180561374103E-2,1729.3674067867614,12975,4.8385356454720613E-2,627.79999999999995,4075.1950352458143,N/A,N/A,SnoPUD,2183.10431154381,6395,32530,0,38925,3657.79444444444,34.7490472222222,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00003,BLDG_57E0C238-BC98-2648-B30D-A0217F7EF8C4,Puget Sound,"Snohomish, WA",Snohomish PUD,,Y,LYNNWOOD,WA,98036,1967,42776,1,1,3,No,1,0,42,0,0,0,42,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",12500,4.4644995224437628E-2,558.06244030547032,14400,0.14662756598240501,2111.4369501466322,12500,3.5040000000000002E-2,438,7055.3130154521023,N/A,N/A,SnoPUD,2183.10431154381,3000,34500,0,37500,5639.73375,93.9955625,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00005,BLDG_875DB898-2F33-471E-AD36-29F6278E0072,Puget Sound,"Snohomish, WA",Snohomish PUD,,Y,LYNNWOOD,WA,98087,2001,42777,1,1,3,Yes,8,0,4,4,0,0,8,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",2968,2.6014642241487834E-2,77.211458172735888,7020,9.5238095238095205E-2,668.57142857142833,2968,7.4770889487870612E-2,221.92,1367.8006645219421,N/A,N/A,SnoPUD,2183.10431154381,0,7816,0,7816,1052.88888888889,50.0122222222222,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00083,BLDG_14F2D09B-2572-5B42-AA6D-BEC79E1A32E1,Idaho,"Minidoka, ID",City of Heyburn - (ID),,Y,HEYBURN,ID,83336,2014,42966,2,2,2,Yes,13,0,0,4,0,0,4,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",2116,2.52844500632111E-2,53.501896333754686,3456,6.0606060606060601E-2,209.45454545454544,2116,3.2583903551645498E-2,68.94753991528188,477.99287059247092,N/A,N/A,BPA,888.061224489796,0,4232,0,4232,384.444444444444,36.5222222222222,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00007,BLDG_200FAE75-52B6-B44E-8327-D13291280FD0,Puget Sound,"King, WA",Seattle City Light,,Y,SEATTLE,WA,98101,1980,42779,1,1,5,No,1,47,0,0,0,0,47,No,Yes,,Solid masonry,Concrete,"> 90% Slab ",0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,108211.72288312115,N/A,SCL,2632.67659063625,600,21660,720,22980,2562.80555555556,20.7205555555556,Boiler,Unknown,N/A,2302.3770826195992,N/A,N/A,N/A,369218.39847720938,N/A,7855.7106058980726,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00008,BLDG_FF5238B1-37FA-49CA-B7DF-2F0343A1A808,Puget Sound,"King, WA",Seattle City Light,,Y,SEATTLE,WA,98101,1970,42775,1,1,21,No,1,0,22,30,13,0,65,No,No,,Rigid frame (concrete or steel),Concrete,Other,0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,722719.55767910648,20861.190526229235,SCL,2632.67659063625,7596,72430,4000,84026,17085.9722222222,184.002777777778,Zonal Heat,Electric,N/A,11118.762425832407,320.94139271121901,N/A,N/A,2465919.1308011115,2086119.0526229234,37937.21739694017,32094.139271121901,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00009,BLDG_12C33C6E-A7CF-4675-8695-7CD400E0FAEA,Puget Sound,"King, WA",Seattle City Light,,Y,SEATTLE,WA,98102,1924,42783,1,1,2,No,1,4,6,0,0,0,10,No,No,,Frame,Wood,"> 90% Unconditioned Basement ",3669,4.4644995224437621E-2,163.80248747846164,7100,9.8571138850464479E-2,699.85508583829778,3669,8.94263677367335E-2,328.10534322607521,1776.9337498761679,N/A,N/A,SCL,2632.67659063625,683,4400,0,5083,696.631944444444,58.5170833333333,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
