DB_SiteID,PK_BuildingID,Region,County,Electric Utility,Gas Utility,Is electric BPA utility,City,State,Zip,Year Built,Site Visit Date,Heating Zone,Cooling Zone,N Floors,In MF Complex?,Qty Buildings in Complex,Qty Studio Units,Qty One-Bedroom Units,Qty Two-Bedroom Units,Qty Three-Bedroom Units,Qty Four-Bedroom Units,Total Units in Building,Limited to 55 or Older?,Limited to Low Income?,Conditioned Area,Construction,Framing Type,Foundation Type,Total Ceiling Area,Total Ceiling U-Value,Ceiling UA,Total Wall Area,Total Wall U-Value,Wall UA,Total Floor Area,Total Floor U-Value,Floor UA,Whole House UA,Annual Electric Usage (kWh),Annual Gas Usage (Therms),Strata Territory,Strata Population Estimate,Area of Conditioned Common Space,Total Residential Floor Area,Total Non-Residential Floor Area,Total Conditioned Area,Total Window Area,Unit Window UA,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Annual Residential Electric Usage (kWh),Annual Residential Gas Usage (Therms),Annual Building Electric Usage (kWh),Annual Building Gas Usage (Therms),Annual Electric Usage (kBtu),Annual Gas Usage (kBtu),Annual Residential Electric Usage (kBtu),Annual Residential Gas Usage (kBtu),Annual Building Electric Usage (kBtu),Annual Building Gas Usage (kBtu),Central Building Heat,Common Area Primary Heating System,Common Area Primary Heating Fuel,Common Area Primary Cooling System
BLDG_00424,BLDG_99543F31-BA08-814D-90A3-6474929FE218,Western Oregon,"Multnomah, OR",Portland General Electric,,N,GRESHAM,OR,97030,1969,42505,1,2,2,No,1,0,0,9,0,0,9,Unknown,Unknown,,Frame,Wood,"> 90% Crawlspace ",5040,6.2234381566503766E-2,313.66128309517899,6112,0.11072978934581433,676.78047248161715,5204,Exclude,Exclude,Exclude,54553.46139087536,N/A,Non-BPA,12217.3070683662,0,10080,0,10080,1635.1875,69.04125,Electric Baseboard,Electric,N/A,6061.4957100972624,N/A,N/A,N/A,186136.41026566672,N/A,20681.823362851857,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00092,BLDG_03FE3957-EC15-8E49-B072-00A88538758A,Idaho,"Bonner, ID","Northern Lights, Inc",,Y,SANDPOINT,ID,83864,2011,42956,3,1,1,Yes,15,0,2,4,0,0,6,Yes,No,,Frame over concrete slab,Wood,"> 90% Slab ",4636,1.9665683382497499E-2,91.170108161258398,3136,6.0606060606060601E-2,190.06060606060603,4636,Exclude,Exclude,Exclude,56804.884132831779,N/A,BPA,888.061224489796,0,4636,0,4636,394.140625,24.9622395833333,Electric Baseboard,Electric,N/A,9467.4806888052972,N/A,N/A,N/A,193818.26466122203,N/A,32303.044110203675,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00248,BLDG_BDE1BD6C-6132-3D47-AD89-7912A190CFB0,Puget Sound,"Pierce, WA",Puget Sound Energy,,N,PUYALLUP,WA,98373,Unknown,42767,1,1,3,Yes,23,0,4,4,2,0,10,No,No,,Frame,Wood,"> 90% Slab ",3444,2.5284450063211103E-2,87.079646017699034,8986,5.3319114902692602E-2,479.12556651559572,3444,8.2453542392566775E-2,283.96999999999997,1213.7085458666281,N/A,N/A,PSE - Non-King County,3652.769231,0,10332,0,10332,956.666666666667,36.3533333333333,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00017,BLDG_4989B5E0-0BB7-3B4A-9564-DF74E54A1517,Puget Sound,"King, WA",Seattle City Light,,Y,SEATTLE,WA,98119,1996,42790,1,1,5,No,1,0,0,28,0,0,28,No,No,,Unknown,Unknown,Unknown,0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,175138.13827497917,N/A,SCL,2632.67659063625,1026.06,20521.2,0,21547.26,4179,56.715,Electric Baseboard,Electric,N/A,6254.9335098206848,N/A,N/A,N/A,597571.32779422891,N/A,21341.833135508175,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00033,BLDG_AA2001B6-48B8-9347-AFE7-286E617B3A1C,Western Washington,"Clallam, WA",City of Port Angeles,,Y,PORT ANGELES,WA,98362,1970,42934,1,1,4,No,1,Unknown,Unknown,Unknown,Unknown,Unknown,56,No,Yes,,Solid masonry,Masonry,"> 90% Conditioned Basement ",0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,N/A,N/A,BPA,2181.47130761994,1594,30286,0,31880,3016.22222222222,20.4672222222222,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00502,BLDG_27E1E0F5-FD10-894B-AD2C-A47BC6EF41F7,Puget Sound,"King, WA",Puget Sound Energy,,N,KIRKLAND,WA,98034,1992,42689,1,1,3,Yes,12,Unknown,Unknown,Unknown,Unknown,Unknown,10,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3444,2.5284450063211103E-2,87.079646017699034,8060,5.3319114902692602E-2,429.75206611570235,3444,6.5708478513356552E-2,226.29999999999998,1130.0192121334014,80558.075809937829,N/A,PSE - King County,4650.536998,0,10332,0,10332,1018.125,38.68875,Electric Baseboard,Electric,N/A,8055.8075809937827,N/A,N/A,N/A,274864.15466350788,N/A,27486.415466350787,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00265,BLDG_0344B295-D83B-5546-9071-F584405021C3,Puget Sound,"Island, WA",Puget Sound Energy,,N,OAK HARBOR,WA,98277,1978,42781,1,1,2,Yes,4,0,12,0,0,0,12,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3168,2.52844500632111E-2,80.101137800252758,5632,0.36392961876832808,2049.6516129032238,3168,8.1111111111111106E-2,256.95999999999998,2783.0527507034767,84616.154531821143,N/A,PSE - Non-King County,3652.769231,0,6336,0,6336,1043,33.0283333333333,Zonal Heat,Electric,N/A,6253.8405762714992,N/A,9570.0676165631503,N/A,288710.31926257373,N/A,21338.104046238353,N/A,32653.070707713468,N/A,N/A,N/A,N/A,N/A
BLDG_00094,BLDG_0C51F54C-FD21-F44A-A2CE-1173033EB603,Idaho,"Madison, ID",Rocky Mountain Power,,N,REXBURG,ID,83440,1977,42550,3,1,3,No,1,0,0,24,0,0,24,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",8704,7.1583057166572442E-2,623.05892957784658,13680,8.987419741467291E-2,1229.4790206327255,8704,5.0992647058823524E-2,443.84,2866.0029502105722,166665.69324473059,N/A,Non-BPA,3217.18431372549,0,26112,0,26112,813.75,23.734375,Zonal Heat,Electric,N/A,6944.4038851971081,N/A,N/A,N/A,568663.34535102081,N/A,23694.306056292531,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00099,BLDG_B4F4B862-7F59-4EDD-999B-ADE75CE7BC87,Idaho,"Madison, ID",Rocky Mountain Power,Intermountain Gas,N,REXBURG,ID,83440,2001,42531,3,1,2,Yes,5,0,0,0,12,0,12,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",8641,Exclude,Exclude,9823,Exclude,Exclude,8641,Exclude,Exclude,Exclude,N/A,N/A,Non-BPA,3217.18431372549,0,16633,0,16633,1021.33333333333,32.3422222222222,Furnace,Natural Gas,Central AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00095,BLDG_0E01AF19-7FF9-E440-AAF9-EECCE1017C8D,Idaho,"Ada, ID",Idaho Power Co,,N,BOISE,ID,83714,2015,42531,1,3,3,Yes,8,0,12,12,0,0,24,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",9000,2.52844500632111E-2,227.5600505688999,11340,4.8875855327468201E-2,554.25219941348939,9000,3.4066666666666662E-2,306.59999999999997,1507.108916649056,161305.66806007171,N/A,Non-BPA,3217.18431372549,0,27000,0,27000,1101.83333333333,17.4456944444444,Furnace,Electric,N/A,6721.0695025029881,N/A,N/A,N/A,550374.93942096469,N/A,22932.289142540194,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00098,BLDG_9A1D3EE9-A224-2E48-807E-D83162085EF5,Idaho,"Bannock, ID",Idaho Power Co,,N,POCATELLO,ID,83201,2000,42530,2,2,2,Yes,4,0,0,0,3,2,4,No,Yes,,Frame,Wood,"> 90% Crawlspace ",2551,Exclude,Exclude,3774,Exclude,Exclude,2551,Exclude,Exclude,Exclude,N/A,N/A,Non-BPA,3217.18431372549,0,5102,0,5102,248.833333333333,23.6391666666667,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00102,BLDG_0ADABBB8-BF16-594F-8D73-21480BAD5358,Idaho,"Bonneville, ID",City of Idaho Falls - (ID),,Y,IDAHO FALLS,ID,83402,1976,42529,3,2,2,No,1,0,12,0,0,0,12,No,No,,Frame over concrete slab,Wood,Mixed Conditioned Basement and Slab,5706,7.1583057166572442E-2,408.45292419246238,5376,0.11841163880902747,636.58097023733171,5706,Exclude,Exclude,Exclude,102390.6574258583,N/A,BPA,888.061224489796,1166,8559,0,9725,535.5,31.2375,Electric Baseboard,Electric,N/A,6979.9198176726732,N/A,18631.61961378621,N/A,349356.92313702853,N/A,23815.486417899159,N/A,63571.086122238543,N/A,N/A,N/A,N/A,N/A
BLDG_00324,BLDG_C2611597-F3BE-E345-B5D0-2BA5CFFFBD6A,Puget Sound,"Pierce, WA",City of Tacoma,,Y,UNIVERSITY PLACE,WA,98467,Unknown,42769,1,1,2,Yes,14,0,0,8,0,0,8,No,Yes,,Frame over concrete slab,Wood,"> 90% Crawlspace ",3460,3.0190957808136503E-2,104.46071401615229,6009,8.3787180561374103E-2,503.47716799329697,3460,7.6375722543352592E-2,264.26,1162.9654375650048,N/A,N/A,BPA,2434.11525423729,0,6920,0,6920,765.177777777778,36.3459444444444,Zonal Heat,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00100,BLDG_A59576C1-8E24-0E40-A853-E927BAA9992B,Idaho,"Elmore, ID",Idaho Power Co,Intermountain Gas,N,MOUNTAIN HOME,ID,83647,1996,42535,2,3,2,Yes,32,0,0,4,0,0,4,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",1812,Exclude,Exclude,4462,Exclude,Exclude,1820,Exclude,Exclude,Exclude,20399.607349204023,1693.808180631836,Non-BPA,3217.18431372549,0,1820,0,1820,363.888888888889,34.5694444444444,Furnace,Natural Gas,N/A,5099.9018373010058,423.45204515795899,N/A,N/A,69603.460275484133,169380.8180631836,17400.865068871033,42345.2045157959,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00101,BLDG_B193C442-43F5-C84A-AD89-C9FD0538A82F,Idaho,"Elmore, ID",Idaho Power Co,Intermountain Gas,N,MOUNTAIN HOME,ID,83647,Unknown,42535,2,3,2,No,1,0,0,4,0,0,4,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",1142,0.28956913607386242,330.68795339635091,2388.5,8.3787180561374103E-2,200.12568077084205,1142,3.2583903551645498E-2,37.210817855979158,638.15195202317204,24475.503282059901,599.829909313244,Non-BPA,3217.18431372549,0,2224,0,2224,192.666666666667,17.531875,Furnace,Natural Gas,Central AC,6118.8758205149752,149.957477328311,N/A,N/A,83510.417198388386,59982.990931324399,20877.604299597097,14995.7477328311,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00105,BLDG_2C48BF49-446F-A94C-B8DD-2365AE691E90,Idaho,"Bonneville, ID",City of Idaho Falls - (ID),Intermountain Gas,Y,IDAHO FALLS,ID,83401,2010,42529,3,2,2,No,1,0,0,8,0,0,8,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3403,1.9665683382497499E-2,66.922320550638986,5456,6.0606060606060601E-2,330.66666666666663,3365,Exclude,Exclude,Exclude,34307.193132217384,3587.8057092680801,BPA,888.061224489796,0,6730,0,6730,564,26.79,Air Source Heat Pump,Electric,Central AC,4288.399141527173,448.47571365851002,N/A,N/A,117056.14296712571,358780.570926808,14632.017870890713,44847.571365850999,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00106,BLDG_1F8DFA10-27B2-B141-918C-FFBAA1829EDD,Idaho,"Nez Perce, ID",Avista,,N,LEWISTON,ID,83501,Unknown,42545,1,3,2,Yes,11,0,0,4,0,0,4,No,No,,Frame,Wood,"> 90% Crawlspace ",2996,2.5284450063211103E-2,75.75221238938046,4576,8.3787180561374103E-2,383.41013824884789,2982,0.1969604528441421,587.33607038123171,1285.8245321305712,73663.039714427025,N/A,Non-BPA,3217.18431372549,0,5136,0,5136,629.805555555556,59.8315277777778,Electric Baseboard,Electric,Packaged AC,9584.8881509966504,N/A,35323.487110440423,N/A,251338.29150562501,N/A,32703.63837120057,N/A,120523.73802082273,N/A,N/A,Electric Baseboard,Electric,N/A
BLDG_00109,BLDG_E732BC3F-B243-4A73-91C9-E949D8ED4E8E,Idaho,"Nez Perce, ID",Avista,Avista,N,LEWISTON,ID,83501,2000,42545,1,3,2,Yes,9,0,0,8,0,0,8,No,No,,Frame,Wood,"> 90% Crawlspace ",3696,Exclude,Exclude,8240,5.3319114902692602E-2,439.34950679818706,3696,Exclude,Exclude,Exclude,44574.04853622349,2791.7647451473181,Non-BPA,3217.18431372549,0,7392,0,7392,823.777777777778,39.1294444444444,Furnace,Natural Gas,Central AC,5571.7560670279363,348.97059314341476,N/A,N/A,152086.65360559453,279176.47451473179,19010.831700699317,34897.059314341474,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00111,BLDG_C262732C-5E2A-B04B-A5DD-B33A6C8EE224,Eastern Washington,"Kittitas, WA",City of Ellensburg,,Y,ELLENSBURG,WA,98926,1991,42878,2,2,2,No,1,Unknown,Unknown,Unknown,Unknown,Unknown,90,Yes,No,,Unknown,Unknown,Unknown,0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,N/A,N/A,BPA,1747.28211284514,0,80760,0,80760,5066.8125,21.3932083333333,Package Terminal Heat Pump,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00112,BLDG_08B6EF3F-8121-F64A-903F-8B3BB3F062BE,Eastern Washington,"Kittitas, WA",City of Ellensburg,,Y,ELLENSBURG,WA,98926,1996,42885,2,2,2,Yes,11,0,16,0,0,0,16,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",5750,2.52844500632111E-2,145.38558786346383,5693,8.3787180561374103E-2,477.00041893590276,5750,4.1895652173913042E-2,240.9,1210.4371179104776,N/A,N/A,BPA,1747.28211284514,0,11500,0,11500,913.555555555555,21.6969444444444,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00113,BLDG_E9BAD6CB-80E6-8949-8577-E35DC8511829,Eastern Washington,"Kittitas, WA",City of ellensburg,,Y,ELLENSBURG,WA,98926,1990,42878,2,2,1,No,1,2,22,2,0,0,24,Yes,Yes,,Frame,Wood,"> 90% Crawlspace ",17246,4.8875855327468201E-2,842.91300097751662,6075,5.3319114902692602E-2,323.91362303385756,17246,8.4741388828299E-2,1461.4499917328446,2938.0899824108856,N/A,N/A,BPA,1747.28211284514,2620,14626,0,17246,815.298333333333,12.9088902777778,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Electric Baseboard,Electric,Central AC
BLDG_00114,BLDG_26909522-56C8-4EBF-931F-E83228726BEE,Eastern Washington,"Yakima, WA",Pacific Power,,N,SUNNYSIDE,WA,98944,2001,42880,1,2,1,Yes,12,0,0,0,2,0,2,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",1828,2.52844500632111E-2,46.219974715549888,2048,8.3787180561374103E-2,171.59614578969416,1828,0.10223194748358862,186.88,483.61473161635513,20285.303781569532,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,1828,0,1828,207.680555555556,39.4593055555556,Electric Baseboard,Electric,Packaged AC,10142.651890784766,N/A,N/A,N/A,69213.456502715242,N/A,34606.728251357621,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00381,BLDG_C39CD0B5-039E-A542-BCCE-D7D781059F3B,Western Oregon,"Lane, OR",Eugene Water and Electric Board,,Y,EUGENE,OR,97401,1980,42962,1,1,5,No,1,Unknown,Unknown,Unknown,Unknown,Unknown,8,No,No,,Frame,Wood,Other,0,Exclude,Exclude,0,Exclude,Exclude,0,Exclude,Exclude,Exclude,75220.505642820382,N/A,BPA,2790.9630738523,0,6360,0,6360,1034.88888888889,81.4944444444444,Air Source Heat Pump,Electric,N/A,8116.5825157329282,N/A,10287.845516956957,N/A,256652.36525330314,N/A,27693.77954368075,N/A,35102.128903857134,N/A,N/A,N/A,N/A,N/A
BLDG_00117,BLDG_911995EC-3559-A440-9DE3-DF5A2D7C9357,Eastern Washington,"Spokane, WA",City of Cheney,,Y,CHENEY,WA,99004,1977,42880,2,2,3,Yes,2,1,23,0,0,0,24,No,No,,Solid masonry,Masonry,"> 90% Slab ",2889,3.9024390243902397E-2,112.74146341463403,8870,0.24189359028068705,2145.5961457896942,7065,3.9677282377919322E-2,280.32,3379.7509425376616,140775.52468773274,N/A,BPA,1747.28211284514,0,21195,0,21195,1209.66666666667,35.0455555555556,Electric Baseboard,Electric,N/A,5865.6468619888647,N/A,N/A,N/A,480326.09023454413,N/A,20013.587093106005,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00118,BLDG_38E6873C-66D2-2947-8532-643B94AD265E,Eastern Washington,"Stevens, WA",City of Chewelah,,Y,CHEWELAH,WA,99109,1993,42896,2,1,1,Yes,8,0,0,0,6,0,6,No,No,,Frame,Wood,"> 90% Crawlspace ",2700,4.4644995224437621E-2,120.54148710598157,2294,9.7751710654936499E-2,224.24242424242433,2700,8.4741388828299E-2,228.80174983640731,703.79456118481323,N/A,N/A,BPA,1747.28211284514,0,2700,0,2700,342.655,21.7014833333333,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00119,BLDG_C74B7188-A7CC-8840-BC88-1E9CFBBEEB71,Eastern Washington,"Pend Oreille, WA",Pend Oreille PUD,,Y,NEWPORT,WA,99156,1978,42880,2,1,2,No,1,0,13,0,0,0,13,Yes,Yes,,Frame over concrete slab,Wood,"> 90% Slab ",5477,4.3231042683906193E-2,236.77642077975423,7392,Exclude,Exclude,5477,Exclude,Exclude,Exclude,N/A,N/A,BPA,1747.28211284514,600,10354,0,10954,699.043402777778,20.4335763888889,Electric Baseboard,Electric,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00107,BLDG_3B4D9543-837E-6043-B94E-7D178752147E,Idaho,"Idaho, ID",Avista,,N,GRANGEVILLE,ID,83530,1980,42543,2,1,2,No,8,0,2,4,0,0,6,No,Yes,,Frame,Wood,"> 90% Crawlspace ",2889,7.1583057166572442E-2,206.80345215422778,3808,5.3319114902692602E-2,203.03918954945343,2889,Exclude,Exclude,Exclude,67253.43575253438,N/A,Non-BPA,3217.18431372549,0,5778,0,5778,335.666666666667,21.2588888888889,Electric Baseboard,Electric,N/A,11208.905958755729,N/A,N/A,N/A,229468.7227876473,N/A,38244.787131274548,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00493,BLDG_B65BE253-2771-6240-9756-30E3071596FD,Puget Sound,"King, WA",Puget Sound Energy,,N,FEDERAL WAY,WA,98023,Unknown,42623,1,1,3,Yes,14,0,8,0,0,0,8,No,No,,Frame over concrete slab,Wood,Other,2550,4.4644995224437621E-2,113.84473782231593,4410,0.117302052785924,517.30205278592484,2550,0.15015797609634624,382.90283904568287,1666.8774074317012,78707.080972829339,N/A,PSE - King County,4650.536998,0,6375,0,6375,932.611111111111,81.6034722222222,Electric Baseboard,Electric,N/A,9838.3851216036674,N/A,N/A,N/A,268548.56027929368,N/A,33568.570034911711,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00074,BLDG_E3E43FBB-F46A-1C40-BFCF-7C31DD19B72F,Western Washington,"Clark, WA",Clark PUD,,Y,VANCOUVER,WA,98683,1987,42936,1,1,3,Yes,16,0,8,4,0,0,12,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3936,2.52844500632111E-2,99.519595448798881,16362,5.3319114902692602E-2,872.4073580378564,3936,9.3475609756097561E-2,367.92,1861.163620153322,102501.95577927158,N/A,BPA,2181.47130761994,0,10432,0,10432,690.833333333333,43.4430555555556,Electric Baseboard,Electric,Packaged HP,8541.8296482726309,N/A,N/A,N/A,349736.67311887461,N/A,29144.722759906217,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00124,BLDG_726E6927-C271-DD44-AC79-C18086CA0BF1,Eastern Washington,"Spokane, WA",Avista,,N,SPOKANE VALLEY,WA,99206,1997,42863,2,2,2.5,Yes,8,0,12,4,0,0,16,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3867,2.8732329617285349E-2,111.10791863004245,9804,8.3787180561374103E-2,821.44951822371172,3867,8.1174036720972328E-2,313.89999999999998,1468.1460590759764,186141.07235119399,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,11601,0,11601,583.391111111111,13.8555388888889,Electric Baseboard,Electric,N/A,10419.773905664575,N/A,19424.689860560775,N/A,635113.33886227384,N/A,35552.268566127532,N/A,66277.041804233362,N/A,N/A,N/A,N/A,N/A
BLDG_00126,BLDG_DCFDD0F7-15FF-8240-9057-D221CF27047C,Eastern Washington,"Spokane, WA",Avista,Avista,N,SPOKANE VALLEY,WA,99206,2000,42879,2,2,3,Yes,5,0,0,0,12,0,12,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",4400,2.52844500632111E-2,111.25158027812884,8352,6.4360418342719203E-2,537.5382139983908,4400,5.7736363636363634E-2,254.04,1431.8531276098529,104204.99968591478,4271.3494242443776,"Non-BPA, Non-PSE",3063.59584295612,0,13200,0,13200,1392.16666666667,44.0852777777778,Furnace,Natural Gas,Packaged AC,6220.4745923168639,355.94578535369817,29559.304578112402,N/A,355547.45892834122,427134.94242443773,21224.25930898514,35594.578535369816,100856.34722051951,N/A,N/A,N/A,N/A,N/A
BLDG_00127,BLDG_AEEA8515-3672-C84E-BCC5-769D6D9C4E1B,Eastern Washington,"Spokane, WA",Avista,,N,SPOKANE VALLEY,WA,99206,Unknown,42872,2,2,3,Yes,6,0,0,12,0,0,12,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3648,2.52844500632111E-2,92.23767383059409,9024,8.3787180561374103E-2,756.09551738583991,3648,7.5241228070175442E-2,274.48,1534.8931078831006,114998.16256956691,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,10944,0,10944,1084.42083333333,34.3399930555556,Electric Baseboard,Electric,Packaged AC,9093.9831100875545,N/A,5870.3652485162402,N/A,392373.73068736226,N/A,31028.670371618737,N/A,20029.686227937411,N/A,N/A,N/A,N/A,N/A
BLDG_00128,BLDG_9D265DAF-E8E9-4584-8F47-BA898D4DE7E0,Eastern Washington,"Spokane, WA",Avista,,N,SPOKANE,WA,99217,Unknown,42860,2,2,3,Yes,19,0,12,12,0,0,24,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",7200,2.52844500632111E-2,182.04804045511992,10476,8.3787180561374103E-2,877.75450356095507,7200,3.9338888888888889E-2,283.24,2301.4025440160749,278065.06101683335,N/A,"Non-BPA, Non-PSE",3063.59584295612,0,18300,0,18300,2522,39.9316666666667,Zonal Heat,Electric,N/A,9845.895797541898,N/A,41763.561875827785,N/A,948757.98818943533,N/A,33594.196461212952,N/A,142497.27312032439,N/A,N/A,N/A,N/A,N/A
BLDG_00129,BLDG_79D8D84A-56E2-764E-827C-5A0F1FBFA78E,Eastern Washington,"Franklin, WA",Franklin PUD,,Y,PASCO,WA,99301,1972,42901,1,3,2,No,1,0,0,22,0,0,22,No,No,,Frame over concrete slab,Masonry,"> 90% Slab ",11450,2.52844500632111E-2,289.50695322376708,16128,0.4,6451.2000000000007,11450,6.1587772925764186E-2,705.18,8253.2075087793237,275659.70257112436,N/A,BPA,1747.28211284514,0,22900,0,22900,2124.52777777778,36.6963888888889,Electric Baseboard,Electric,Packaged AC,12529.986480505653,N/A,N/A,N/A,940550.90517267631,N/A,42752.31387148529,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00130,BLDG_E7619D88-27F3-A945-BA71-5B7EBDD22C28,Eastern Washington,"Franklin, WA",franklin pud,,Y,PASCO,WA,99301,2006,42902,1,3,3,Yes,10,0,3,9,6,6,24,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",9188,2.52844500632111E-2,232.31352718078358,17204,6.0606060606060594E-2,1042.6666666666665,9188,5.942969090117544E-2,546.04,2591.9768605141171,330155.07655888854,N/A,BPA,1747.28211284514,0,27564,0,27564,2028.83333333333,32.1231944444444,Furnace,Electric,Central AC,13756.461523287022,N/A,N/A,N/A,1126489.1212189277,N/A,46937.04671745532,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLDG_00108,BLDG_3E951AEC-B7DB-3E40-8ACD-8CD135608953,Idaho,"Nez Perce, ID",Avista,,N,LEWISTON,ID,83501,Unknown,42543,1,3,3,No,1,0,20,20,0,0,40,Unknown,Yes,,Frame,Wood,Other,10621,7.1583057166572442E-2,760.2836501661659,13039,5.3319114902692602E-2,695.22793921620882,10621,4.1491433311032951E-2,440.68051319648094,2959.8032136899665,297041.91531560174,N/A,Non-BPA,3217.18431372549,7614,24249,0,31863,1519.44444444444,26.5902777777778,Electric Baseboard,Electric,Packaged AC,5165.0728387744184,N/A,90439.001764625005,N/A,1013507.0150568332,N/A,17623.228525898314,N/A,308577.87402090052,N/A,N/A,N/A,N/A,N/A
BLDG_00208,BLDG_19C5C312-9D5A-194A-9027-7BAB321B6446,Puget Sound,"King, WA",Puget Sound Energy,,N,FEDERAL WAY,WA,98003,1970,42790,1,1,2,Yes,4,0,0,4,4,0,8,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3375,4.4644995224437621E-2,150.67685888247698,3840,0.29325513196480901,1126.0997067448666,3375,5.1911111111111109E-2,175.2,1774.8076767384548,85480.460540524538,N/A,PSE - King County,4650.536998,279.5,6470.5,0,6750,849.555555555555,40.3538888888889,Electric Baseboard,Electric,N/A,9660.4761768583121,N/A,8196.651125658047,N/A,291659.33136426972,N/A,32961.544715440563,N/A,27966.973640745255,N/A,N/A,N/A,N/A,N/A
BLDG_00133,BLDG_0CE7DFE9-2DF6-8B43-AB15-8D64432E2D77,Eastern Washington,"Benton, WA",Benton PUD,,Y,KENNEWICK,WA,99336,1960,42877,1,3,2,Yes,12,0,0,6,2,0,8,No,No,,Frame over concrete slab,Wood,"> 90% Slab ",3716,4.4644995224437621E-2,165.90080225401019,6379,0.117302052785924,748.2697947214092,3716,8.2115177610333684E-2,305.14,1574.2305969754193,N/A,N/A,BPA,1747.28211284514,0,7432,0,7432,934,44.365,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
