"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_Notes","Primary Heating System","Zones Served","Heating Fuel","High Input Heating Capacity (kW)","High Input Heating Capacity (Btuh)","High Input Heating Capacity_notes","High Output Heating Capacity","High Output Heating Capacity_notes","High Heating Capacity Units","High Heating Capacity Type","High Heating Efficiency","High Heating Efficiency_notes","Low Input Heating Capacity","Low Input Heating Capacity_notes","Low Output Heating Capacity","Low Output Heating Capacity_notes","Low Heating Capacity Units","Low Heating Efficiency","Low Heating Efficiency_notes","COP","COP_notes","COP Type","HSPF","HSPF_notes","HSPF Type","Energy Star Label Present?","Seasonal / Portable Equipment","Equipment Use","Frequency of Use","Dehumidifer or Economizer Part of System","Control Type","Heat Pump Compressor Works in Heating Mode","System on same Tstat as Heat Pump","System is Backup for Heatpump","Length (feet)","Length (feet)_notes","Ignition Type","Fuel Valve Type","Fan Type","Filter Type","Venting Type","Distribution Type","Water or Ground Loop","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Seasonal Shutdown","Seasonal availability based on time of day","Serves Common Areas","Serves Residences","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Heating Capacity @47 2","DMSHP Heating Capacity @47 2_notes","DMSHP Heating Capacity @47 2 Type","DMSHP HSPF 2","DMSHP HSPF 2_notes","DMSHP HSPF 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP Heating Capacity @47 3","DMSHP Heating Capacity @47 3_notes","DMSHP Heating Capacity @47 3 Type","DMSHP HSPF 3","DMSHP HSPF 3_notes","DMSHP HSPF 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP Heating Capacity @47 4","DMSHP Heating Capacity @47 4_notes","DMSHP Heating Capacity @47 4 Type","DMSHP HSPF 4","DMSHP HSPF 4_notes","DMSHP HSPF 4 Type","Equipment Notes"
"Mechanical_00006412","SITE_01031","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,56000.0000,,46000.0000,,"Btuh","Unknown",0.8214,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Coleman","7956C856","No",2005,,"059167983","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006413","SITE_01032","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,92300.0000,,"Btuh","Unknown",0.9230,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electrostatic air filter","Induced Draft","N/A","N/A","Furnace","Lennox","G26Q4/5100-5","No",2000,,"5800J 59535","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006414","SITE_01036","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,80000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Fraser-Johnston","PCUHBLD12N100A","No",1994,,"SECHM501986","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006415","SITE_01037","Furnace","N/A",,"N/A","Yes","Whole Home Except Basement","Propane",,100000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Trane","TUD100C948H0","Yes",1995,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006416","SITE_01037","Furnace","N/A",,"N/A","No","Basement","Propane",,60000.0000,,,"Unknown","Btuh","N/A",0.9210,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Trane","TUD060C936B1","Yes",1995,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006417","SITE_01039","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,50000.0000,,39500.0000,,"Btuh","Unknown",0.7900,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","None","Induced Draft","N/A","N/A","Furnace","Tempstar","NCC5050BFB2","No",1994,,"L942151662","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006418","SITE_01040","Furnace","N/A",,"N/A","Yes","Upstairs","Propane",,75000.0000,,61000.0000,,"Btuh","Unknown",0.8133,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Coleman","DGAT075BDD","No",1995,,"950910497","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Standard manufactured home gas furnace. The label says natural gas but we have confirmed it is running propane."
"Mechanical_00006419","SITE_01042","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,90000.0000,,72000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Unknown","Induced Draft","N/A","N/A","Furnace","Amana","GUI090B30B","No",1990,,"9002115068","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006420","SITE_01046","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,73000.0000,,"Btuh","Unknown",0.9125,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","Centurion","FG9B08012DH11D","No",2002,,"WVLM015995","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006421","SITE_01049","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,105000.0000,,97000.0000,,"Btuh","Unknown",0.9200,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thick pleated","Condensing, Sealed Combustion","N/A","N/A","Furnace","Rheem","Rgta10ezajs","No",2005,,"FY5D707F260503508","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","92 percent efficient"
"Mechanical_00006422","SITE_01052","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,85000.0000,,68000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Unknown","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","Unknown","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Permaglas","LU85 V 500 AMA","No",,"Unknown","00 57 770L778","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006423","SITE_01053","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Lennox","ES5Q3-711-1P","No",,"Unknown","5876H 06670","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006424","SITE_01062","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,92000.0000,,89000.0000,,"Btuh","Unknown",0.9674,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Electrostatic air filter","Condensing","N/A","N/A","Furnace","Goodman","GMH950904CXAC","No",2009,,"0903048214","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006425","SITE_01069","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,69000.0000,,65400.0000,,"Btuh","Unknown",0.9478,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Electrostatic air filter","Condensing","N/A","N/A","Furnace","Goodman","GCH90703BXAB","No",2007,,"0705127326","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006426","SITE_01364","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,56000.0000,,45000.0000,,"Btuh","Unknown",0.8036,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electrostatic air filter","Induced Draft","N/A","N/A","Furnace","Intertherm","Me ha-056aahr-05","No",1997,,"MMH9707-12283","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006427","SITE_01370","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,75000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Disposable thick pleated","Induced Draft","N/A","N/A","Furnace","Rheem","RGLH-07EAUER","No",1998,,"DF7D302F519802138","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006428","SITE_01385","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",15.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","Yes","Yes",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","Eb15c","No",2008,,"W0D8731203","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006429","SITE_01392","Furnace","N/A",,"N/A","N/A","Whole Home","Electric",15.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","None","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","4010D731","No",1986,,"238617","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Not working for 4 years"
"Mechanical_00006430","SITE_01409","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",15.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","A0101832","No",1997,,"9708307","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Single wide trailer no crossover ducts. Addition heated by plug in electric radiant heater and indirect heat from furnace"
"Mechanical_00006431","SITE_01412","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Unknown","Induced Draft","N/A","N/A","Furnace","Unknown","Unknown","No",,"N/A","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Cannot access"
"Mechanical_00006432","SITE_01415","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,66000.0000,,53000.0000,,"Btuh","Unknown",0.8030,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Induced Draft","N/A","N/A","Furnace","Bryant","383kav024070","Yes",1999,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006433","SITE_01417","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,64000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","N/A","Unknown","Unknown",,"N/A","Standing pilot","Single Stage","PSC","Disposable thin","atmospheric draft","N/A","N/A","Furnace","General Electric","Blu080fb2440","No",,"Unknown","525065","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006434","SITE_01418","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,88000.0000,,72000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","Unknown","Disposable thick pleated","atmospheric draft","N/A","N/A","Furnace","Carrier","58 WAV075-HC","No",1993,,"3993A24088","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Output and efficiency numbers not displayed"
"Mechanical_00006435","SITE_01420","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",17.1000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Nordyne","E2eb-017hb","No",2002,,"E2E020200432","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Dual heating coils"
"Mechanical_00006436","SITE_01421","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Induced Draft","N/A","N/A","Furnace","Consolidated Industries","Hba100nd5r","No",1992,,"920218102","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Furnace in attic"
"Mechanical_00006437","SITE_01423","Furnace","N/A",,"N/A","Yes","Whole Home","Oil/Kerosene",,85000.0000,,,"Unknown","Btuh","N/A",,"Unknown",,"Unknown",,"Unknown","Btuh",,"Unknown",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Unknown","N/A","N/A","No",,"N/A","Unknown","N/A","Unknown","Electronic air cleaner","Unknown","N/A","N/A","Furnace","Metzger","LBO-85F","Yes",1986,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Wood backup, unknown controls"
"Mechanical_00006438","SITE_01424","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",20.6000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","Feh020hr03","Yes",1988,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00006439","SITE_01425","Furnace","N/A",,"N/A","No","Upstairs","Natural Gas",,50000.0000,,,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Unknown","Condensing","N/A","N/A","Furnace","Ruud","Uglg-05eauer","No",1992,,"CE1D302 F3492 9443","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
