Cadmus ID,DB_SiteID,PK_SiteID,CK_BuildingID,Region,County,Electric Utility,Gas Utility,Is electric BPA utility,Home Type - FMP Detailed,Home Type - Final,City,State,Zip,Year Built,Site Visit Date,Heating Zone,Cooling Zone,Ownership,N Floors,Conditioned Area,Conditioned Volume,Construction,Framing Type,Foundation Type,Qty Occupants,Qty Bedrooms,Qty Bathrooms,Qty Rooms,Qty Installed CFL Lamps,Qty Installed LED Lamps,Qty Installed Incandescent Lamps,Qty Installed Halogen Lamps,Qty Installed Incandescent / Halogen Lamps,Qty Installed Linear Fluor. Lamps,Qty Installed Unknown Lamps,Qty Installed Other Lamps,Qty Stored CFL Lamps,Qty Stored LED Lamps,Qty Stored Incandescent Lamps,Qty Stored Halogen Lamps,Qty Stored Incandescent / Halogen Lamps,Qty Stored Linear Fluor. Lamps,Qty Stored Unknown Lamps,Qty Stored Other Lamps,Total Installed Lighting,Total Stored Lighting,Primary Heating System,Primary Heating Fuel,Primary Cooling System,Attic Ceiling Area,Attic Ceiling U-Value,Roof Deck Ceiling Area,Roof Deck Ceiling U-Value,Sloped / Vaulted (no attic) Ceiling Area,Sloped / Vaulted (no attic) Ceiling U-Value,Adiabatic Ceiling Area,Adiabatic Ceiling U-Value,Other Ceiling Area,Other Ceiling U-Value,Total Ceiling Area,Total Ceiling U-Value,Ceiling UA,Adiabatic Wall Area,Adiabatic Wall U-Value,Framed Wall Area,Framed Wall U-Value,Framed 2x2 Wall Area,Framed 2x2 Wall U-Value,Framed 2x3 Wall Area,Framed 2x3 Wall U-Value,Framed 2x4 Wall Area,Framed 2x4 Wall U-Value,Framed 2x6 Wall Area,Framed 2x6 Wall U-Value,Framed 2x8 Wall Area,Framed 2x8 Wall U-Value,Framed Alternative Framed Wall Area,Framed Alternative Framed Wall U-Value,ICF Wall Area,ICF Wall U-Value,Infill Frame Wall Area,Infill Frame Wall U-Value,Knee Wall Area,Knee Wall U-Value,Log Wall Area,Log Wall U-Value,Masonry Wall Area,Masonry Wall U-Value,Masonry (Basement) Wall Area,Masonry (Basement) Wall U-Value,Other Wall Area,Other Wall U-Value,SIP Wall Area,SIP Wall U-Value,Total Wall Area,Total Wall U-Value,Wall UA,Basement Floor Area,Basement Floor U-Value,Cantilever Floor Area,Cantilever Floor U-Value,Crawlspace Floor Area,Crawlspace Floor U-Value,Floor over other area Floor Area,Floor over other area Floor U-Value,Slab Floor Area,Slab Floor Perimeter,Slab Floor F-Value,Slab Floor FA,Total Floor Area,Total Floor U-Value,Floor UA,Window Area,Window U-Value,Window UA,Door Area,Door U-Value,Door UA,Storm Window Area,Storm Window U-Value,Storm Window UA,Skylight Area,Skylight U-Value,Skylight UA,Window and Door UA,Whole House UA,Conditioned Volume to Area Ratio,Floor to Ceiling Ratio,Window to Wall Ratio,Wall Area to Conditioned Area,Audio Equipment Qty,Dehumidifier Qty,Desktop Qty,Dishwasher Qty,Dryer Qty,Freezer Qty,Game Console Qty,Laptop Qty,Large Unusual Load Qty,Power Strip Qty,Refrigerator Qty,Stove/Oven Qty,Television Qty,Thermostat Qty,Washer Qty,Well Pump Qty,Total Appliances,Faucet Qty,Showerhead Qty,Ducting Qty,Ventilation Qty,Blower Door Qty,TrueFlow Qty,Air Handler Qty,Air Source Heat Pump Qty,Air Source Dual Fuel Heat Pump Qty,Boiler Qty,Central AC Qty,Chiller Qty,Cooling Tower Qty,Electric Baseboard Qty,Evaporative Cooling Qty,Furnace Qty,GeoThermal Heat Pump Qty,Mini-split AC Qty,Mini-split HP Qty,Packaged AC Qty,Packaged HP Qty,Stove/Fireplace Qty,Water Source Heat Pump Qty,Zonal Heat Qty,Instantaneous Electric Resistance Water Heater Qty,Instantaneous Fossil Fuel Condensing Water Heater Qty,Instantaneous Fossil Fuel Non-Condensing Water Heater Qty,Instantaneous Unknown Water Heater Qty,Storage Electric Heat Pump (Packaged) Water Heater Qty,Storage Electric Heat Pump (Split System) Water Heater Qty,Storage Electric Resistance Water Heater Qty,Storage Fossil Fuel Condensing Water Heater Qty,Storage Fossil Fuel Non-Condensing Water Heater Qty,Storage Indirect Water Heater Water Heater Qty,Storage Unknown Water Heater Qty,Total DHW,Total Cooling,Total Heating,Annual Electric Usage (kWh),Annual Gas Usage (Therms),Annual Wood Cord Usage (Cords),Annual Wood Pellet Usage (Tons),Annual Propane Usage (Gallons),Annual Oil Usage (Gallons),Strata Territory,Strata Population Estimate,Annual Electric Usage (kBtu),Annual Gas Usage (kBtu),Annual Wood Cord Usage (kBtu),Annual Wood Pellet Usage (kBtu),Annual Propane Usage (kBtu),Annual Oil Usage (kBtu)
RBM55440 OS BPA,SITE_01252,SITE_6D9D52AC-982F-2446-AE61-0FE7467AB490,BLDG_ADA6962A-95F5-7240-B9BD-27CC5ED6A168,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97401,Unknown,43007,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,5,1,15,1,0,0,0,0,0,0,2,0,0,0,0,0,0,17,2,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.6944444444444,0.38,16.6038888888889,0,Unknown,0,0,0,0,0,0,0,16.6038888888889,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,6,2,1,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM55514 OS BPA,SITE_01253,SITE_62F49770-56AF-A840-A413-1B40846F9713,BLDG_62AD7AD7-5D9A-3B48-A69A-A36988D2721D,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97401,1960,42952,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,4,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,Electric Baseboard,Electric,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.3680555555556,0.38,15.7198611111111,19.75,0.45000000000000007,8.8875,0,0,0,0,0,0,24.6073611111111,N/A,N/A,N/A,N/A,N/A,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7,2,1,0,2,0,No,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM55930 OS BPA,SITE_01254,SITE_21DD16F0-B192-464A-8602-49825CD11AC3,,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,"Duplex, Triplex, or Fourplex",Single Family (4 or fewer units),EUGENE,OR,97402,1952,42986,1,1,Own / buying,1,969,7170,Frame,Wood,"> 90% Crawlspace ",2,1,1,7,12,5,8,1,0,1,0,1,6,0,6,3,0,0,0,0,28,15,Zonal Heat,Electric,,497,9.9068163055675729E-2,0,0,0,0,478,0,0,0,975,5.0499361065303429E-2,49.236877038670841,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,Exclude,Exclude,0,0,0,0,975,3.946534541775789E-2,0,0,0,0,0,0,975,3.946534541775789E-2,38.478711782313944,117.569444444444,0.38,44.6763888888889,35.75,0.42272727272727273,15.1125,0,0,0,0,0,0,59.7888888888889,Exclude,7.3993808049535605,1,9.748710152939008E-2,1.2445820433436532,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,6,2,1,1,1,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,3,10284.0606039508,N/A,0,0,0,0,BPA,265635,35089.214780680129,N/A,0,0,0,0
RBM56135 OS BPA,SITE_01255,SITE_21C71669-068F-784D-A467-2D01B9DD0BBF,BLDG_9343A684-F621-814A-8659-B06116D2AF91,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97401,1980,42949,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,5,3,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,Zonal Heat,Electric,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.2222222222222,0.38,19.0844444444444,19.75,1.2266666666666668,24.2266666666667,0,0,0,0,0,0,43.3111111111111,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,6,2,1,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM56630 OS BPA,SITE_01256,SITE_14E0F09B-C0DF-FC4C-B120-94EAA1E3C504,BLDG_DFD23291-2377-0A40-8378-0E5C53012831,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97401,Unknown,42952,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,6,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.3298611111111,0.718326177236574,35.4349305555556,20,0.4,8,0,0,0,0,0,0,43.4349305555556,N/A,N/A,N/A,N/A,N/A,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,7,2,1,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM56880 OS BPA,SITE_01257,SITE_9762004D-050B-BD4E-B7BE-523552AE3FEC,BLDG_6E96E733-273E-4736-995F-A02457087402,Western Oregon,"Lane, OR",Eugene Water and Electric Board,NW Natural Gas,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97401,1996,43005,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,2,2,7,2,0,27,8,0,2,0,0,3,0,0,0,0,0,0,0,39,3,Zonal Heat,Electric,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,195.584722222222,0.38,74.3221944444444,20,1.2266666666666668,24.5333333333333,0,0,0,0,0,0,98.8555277777778,N/A,N/A,N/A,N/A,N/A,0,0,0,1,1,0,0,1,0,0,1,1,0,2,1,0,8,3,2,0,4,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM56984 OS BPA,SITE_01258,SITE_3122A76E-4453-477E-B33C-92488FE94401,BLDG_5DA850C1-98A6-4528-B52F-A9561916D59D,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97401,1978,42987,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,6,7,0,12,0,0,2,0,1,0,0,0,0,0,0,0,0,22,0,Zonal Heat,Electric,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.9027777777778,0.38,25.8030555555556,20,1.2266666666666668,24.5333333333333,0,0,0,0,0,0,50.3363888888889,N/A,N/A,N/A,N/A,N/A,1,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,7,2,1,1,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57526 OS BPA,SITE_01259,SITE_41C9B6FD-DC23-5446-847C-11CBAA14D026,,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,"Duplex, Triplex, or Fourplex",Single Family (4 or fewer units),EUGENE,OR,97402,1910,42952,1,1,Rent,1,702,5616,Frame,Wood,"> 90% Crawlspace ",2,1,1,9,10,1,2,4,0,2,0,0,3,0,0,0,0,0,0,0,19,3,Electric Baseboard,Electric,Packaged AC,0,0,0,0,0,0,702,0,0,0,702,0,0,0,0,0,0,0,0,0,0,848,0.14821774741169641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,0.14821774741169641,125.68864980511856,0,0,0,0,702,0.12475549934934077,0,0,0,0,0,0,702,0.12475549934934077,87.578360543237224,88.4296875,1.07384240853629,94.9595486111111,39.4444444444444,0.4,15.7777777777778,0,0,0,0,0,0,110.737326388889,324.00433673724467,8,1,0.10428029186320756,1.207977207977208,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,9,2,1,0,2,0,No,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,19470,N/A,0,0,0,0,BPA,265635,66431.64,N/A,0,0,0,0
RBM57612 OS BPA,SITE_01260,SITE_38D33EE5-A653-7641-B0A9-FDB9ED7CEEB0,BLDG_66DC1E23-B211-464A-932B-D45128700CAA,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,1993,42986,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,4,3,1,8,11,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,148.189236111111,0.38,56.3119097222222,19.75,1.2266666666666668,24.2266666666667,0,0,0,0,0,0,80.5385763888889,N/A,N/A,N/A,N/A,N/A,0,0,2,1,1,0,2,0,0,4,1,1,2,4,1,0,19,2,1,0,3,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,2,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57612N1 OS BPA,SITE_01261,SITE_2B49B9FE-6514-BA45-A6C5-DF8AB126485F,BLDG_66DC1E23-B211-464A-932B-D45128700CAA,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,1993,42986,1,1,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,3,3,1,7,4,5,5,0,0,8,0,0,0,0,0,0,0,0,0,0,22,0,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.960833333333,0.38,50.1451166666667,20,0.85333333333333328,17.0666666666667,0,0,0,0,0,0,67.2117833333333,N/A,N/A,N/A,N/A,N/A,0,0,0,0,1,0,0,0,0,3,1,1,2,4,1,0,13,2,1,1,3,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,3,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57656 OS BPA,SITE_01262,SITE_1B783698-7CE7-544B-B4F2-4546F66C32AC,BLDG_01FDE620-4D3A-CB40-96EE-6F998F1447C5,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,Unknown,42944,1,1,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,3,2,2,9,4,11,4,0,0,0,0,4,0,2,0,0,0,0,0,0,23,2,Zonal Heat,Electric,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.8888888888889,0.38,35.2977777777778,20,0.85333333333333328,17.0666666666667,0,0,0,0,0,0,52.3644444444444,N/A,N/A,N/A,N/A,N/A,0,0,0,1,0,0,3,0,0,3,1,1,3,6,1,0,19,2,1,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57815 OS BPA,SITE_01263,SITE_982D24AF-D495-2E4B-AEDD-5D8920452FE3,BLDG_F0466A78-A389-DD42-8D14-9D21B02A1EC1,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,1967,42943,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,8,14,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,Zonal Heat,Electric,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.6001388888889,0.38,24.5480527777778,19,0.4,7.6,0,0,0,0,0,0,32.1480527777778,N/A,N/A,N/A,N/A,N/A,1,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,7,2,1,0,2,0,No,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57854 OS BPA,SITE_01264,SITE_283ABB10-223B-964B-9E09-F664CB7A5571,BLDG_12BD29C8-C874-461D-B402-83B62BAF80C1,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,1976,42984,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,2,0,5,1,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0,14,0,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.0280555555556,0.38,23.9506611111111,20,0.45,9,0,0,0,0,0,0,32.9506611111111,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,8,2,1,0,1,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57900 OS BPA,SITE_01265,SITE_18349A69-A80B-8041-8D89-79FAB6FB169E,BLDG_A14EF83F-23A6-FC49-AF5F-95B34D8B9FF5,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,1940,42942,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,6,1,4,5,0,0,0,0,2,0,3,0,0,0,0,0,0,12,3,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.5,0.38,16.15,20,1.2266666666666668,24.5333333333333,0,0,0,0,0,0,40.6833333333333,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,1,1,2,4,0,0,9,2,1,0,2,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57904 OS BPA,SITE_01266,SITE_183753BC-1E40-8943-82EF-5B48ECD339A0,BLDG_6D092AEC-1AA9-214D-8D6E-2FDC25671DD6,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (3 or fewer floors),Multifamily (5 or more units),EUGENE,OR,97402,Unknown,42947,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,6,12,1,0,2,0,4,2,0,0,0,0,0,0,0,0,0,21,0,Zonal Heat,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.5833333333333,0.38,13.9016666666667,38.9513888888889,0.85333333333333339,33.2385185185185,0,0,0,0,0,0,47.1401851851852,N/A,N/A,N/A,N/A,N/A,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,7,2,1,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
RBM57927 OS BPA,SITE_01267,SITE_F4907275-4844-A741-A25B-317522FBDF43,BLDG_DB42D5DC-B390-7A4E-97FD-8702F43B7A27,Western Oregon,"Lane, OR",Eugene Water and Electric Board,N/A,Y,Apartment Building (4 to 6 floors),Multifamily (5 or more units),EUGENE,OR,97402,1975,42945,1,1,Rent,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,7,8,7,4,0,0,0,0,0,1,0,6,0,0,0,0,0,19,7,Electric Baseboard,Electric,Packaged AC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49.2430555555556,1.07772105485827,53.0702777777778,20,0.4,8,0,0,0,0,0,0,61.0702777777778,N/A,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,5,1,1,1,1,0,0,11,2,1,1,2,0,No,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,N/A,N/A,0,0,0,0,BPA,45845,N/A,N/A,0,0,0,0
