Month,Daytype,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
6,SUNDAY,9,7.9736,0.3194,0.0066,0.0058,0.3594,0.0000,0.3873,0.0244,0.1338,0.4317,0.0878
6,SUNDAY,10,7.7930,0.3194,0.0066,0.0057,0.3645,0.0000,0.3870,0.0243,0.1318,0.4317,0.0878
6,SUNDAY,11,7.8182,0.3194,0.0066,0.0054,0.3861,0.0000,0.3854,0.0240,0.1264,0.4315,0.0877
6,SUNDAY,12,7.9019,0.3194,0.0066,0.0048,0.3883,0.0000,0.3811,0.0232,0.1187,0.4303,0.0872
6,SUNDAY,13,7.9664,0.3194,0.0065,0.0039,0.4075,0.0000,0.3677,0.0214,0.1098,0.4258,0.0854
6,SUNDAY,14,8.0148,0.3194,0.0059,0.0028,0.4056,0.0000,0.3498,0.0184,0.0965,0.4054,0.0784
6,SUNDAY,15,8.0762,0.3194,0.0056,0.0009,0.3821,0.0000,0.3290,0.0122,0.0667,0.3843,0.0716
6,SUNDAY,16,7.9360,0.3194,0.0054,0.0003,0.3822,0.0000,0.3212,0.0092,0.0513,0.3379,0.0625
6,SUNDAY,17,7.5404,0.3194,0.0052,0.0002,0.3601,0.0000,0.3044,0.0077,0.0482,0.1572,0.0306
6,SUNDAY,18,7.4887,0.3194,0.0052,0.0002,0.3601,0.0000,0.3044,0.0077,0.0460,0.0611,0.0137
6,SUNDAY,19,7.5944,0.3194,0.0052,0.0002,0.3576,0.0823,0.3044,0.0053,0.0460,0.0486,0.0115
6,SUNDAY,20,7.8734,0.3194,0.0052,0.0002,0.3333,0.0823,0.3044,0.0053,0.0460,0.0486,0.0115
6,SUNDAY,21,8.0657,0.3194,0.0052,0.0002,0.3294,0.0823,0.3044,0.0053,0.0460,0.0486,0.0115
6,SUNDAY,22,8.2102,0.3194,0.0052,0.0002,0.3093,0.0823,0.3044,0.0053,0.0460,0.0486,0.0115
6,SUNDAY,23,8.4510,0.3194,0.0049,0.0002,0.3357,0.0823,0.3050,0.0053,0.0460,0.0571,0.0130
6,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,WEEKDAY,0,7.6461,0.3194,0.0040,0.0002,0.4459,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,WEEKDAY,1,7.8064,0.3194,0.0041,0.0003,0.4450,0.0823,0.3085,0.0056,0.0483,0.0492,0.0118
7,WEEKDAY,2,7.9542,0.3194,0.0049,0.0010,0.4446,0.0823,0.3214,0.0080,0.0643,0.0898,0.0199
7,WEEKDAY,3,8.3094,0.3194,0.0079,0.0030,0.4441,0.0823,0.3754,0.0136,0.0948,0.3338,0.0602
7,WEEKDAY,4,8.3811,0.3194,0.0123,0.0046,0.4707,0.0823,0.4627,0.0197,0.1174,0.6785,0.1085
7,WEEKDAY,5,8.1577,0.3194,0.0148,0.0055,0.4607,0.0000,0.5011,0.0264,0.1284,0.8930,0.1362
7,WEEKDAY,6,8.0425,0.3194,0.0156,0.0060,0.4644,0.0000,0.5293,0.0298,0.1340,0.9981,0.1493
7,WEEKDAY,7,7.8331,0.3194,0.0155,0.0063,0.4678,0.0000,0.5323,0.0303,0.1347,1.0299,0.1530
7,WEEKDAY,8,7.5470,0.3194,0.0154,0.0064,0.5039,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,WEEKDAY,9,7.4166,0.3194,0.0157,0.0064,0.5156,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,WEEKDAY,10,7.2867,0.3194,0.0159,0.0064,0.5266,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,WEEKDAY,11,7.1944,0.3194,0.0158,0.0064,0.5609,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,WEEKDAY,12,7.1925,0.3194,0.0154,0.0064,0.5649,0.0000,0.5324,0.0302,0.1347,1.0333,0.1533
7,WEEKDAY,13,7.2210,0.3194,0.0152,0.0062,0.5923,0.0000,0.5310,0.0295,0.1347,1.0331,0.1532
7,WEEKDAY,14,7.2286,0.3194,0.0151,0.0048,0.5881,0.0000,0.5224,0.0270,0.1321,1.0310,0.1521
7,WEEKDAY,15,7.2568,0.3194,0.0141,0.0032,0.5518,0.0000,0.5015,0.0224,0.1158,1.0233,0.1484
7,WEEKDAY,16,7.1644,0.3194,0.0131,0.0019,0.5514,0.0000,0.4804,0.0183,0.0926,1.0086,0.1435
7,WEEKDAY,17,7.1319,0.3194,0.0124,0.0012,0.5182,0.0000,0.4429,0.0139,0.0714,0.9728,0.1375
7,WEEKDAY,18,6.8568,0.3194,0.0113,0.0008,0.5172,0.0000,0.4177,0.0121,0.0553,0.8581,0.1210
7,WEEKDAY,19,6.3141,0.3194,0.0086,0.0005,0.5158,0.0823,0.3840,0.0082,0.0472,0.5082,0.0674
7,WEEKDAY,20,6.5809,0.3194,0.0056,0.0003,0.4812,0.0823,0.3458,0.0066,0.0460,0.2682,0.0387
7,WEEKDAY,21,7.1955,0.3194,0.0047,0.0002,0.4763,0.0823,0.3217,0.0057,0.0460,0.2728,0.0476
7,WEEKDAY,22,7.0881,0.3194,0.0041,0.0002,0.4480,0.0823,0.3093,0.0054,0.0460,0.1211,0.0239
7,WEEKDAY,23,7.2883,0.3194,0.0040,0.0002,0.4701,0.0823,0.3074,0.0053,0.0460,0.0554,0.0127
7,SATURDAY,0,7.4937,0.3194,0.0040,0.0002,0.4459,0.0823,0.3077,0.0054,0.0464,0.0749,0.0162
7,SATURDAY,1,7.9263,0.3194,0.0042,0.0005,0.4450,0.0823,0.3122,0.0065,0.0530,0.2300,0.0442
7,SATURDAY,2,8.1233,0.3194,0.0047,0.0019,0.4445,0.0823,0.3360,0.0113,0.0842,0.3977,0.0753
7,SATURDAY,3,7.8436,0.3194,0.0056,0.0046,0.4437,0.0823,0.3926,0.0186,0.1243,0.6080,0.1047
7,SATURDAY,4,7.7816,0.3194,0.0071,0.0058,0.4701,0.0823,0.4656,0.0237,0.1336,0.9247,0.1410
7,SATURDAY,5,7.6345,0.3194,0.0075,0.0063,0.4599,0.0000,0.4896,0.0283,0.1336,1.0026,0.1499
7,SATURDAY,6,7.7776,0.3194,0.0076,0.0064,0.4635,0.0000,0.5169,0.0301,0.1347,1.0235,0.1523
7,SATURDAY,7,7.5153,0.3194,0.0076,0.0064,0.4668,0.0000,0.5246,0.0303,0.1347,1.0322,0.1532
7,SATURDAY,8,7.3218,0.3194,0.0076,0.0064,0.5028,0.0000,0.5293,0.0303,0.1345,1.0333,0.1533
7,SATURDAY,9,7.0930,0.3194,0.0076,0.0064,0.5145,0.0000,0.5321,0.0303,0.1338,1.0333,0.1533
7,SATURDAY,10,7.1321,0.3194,0.0076,0.0064,0.5255,0.0000,0.5323,0.0303,0.1318,1.0332,0.1533
7,SATURDAY,11,6.9925,0.3194,0.0076,0.0060,0.5597,0.0000,0.5306,0.0299,0.1264,1.0323,0.1528
7,SATURDAY,12,7.0114,0.3194,0.0076,0.0055,0.5637,0.0000,0.5264,0.0292,0.1187,1.0305,0.1519
7,SATURDAY,13,7.0063,0.3194,0.0074,0.0046,0.5911,0.0000,0.5125,0.0273,0.1098,1.0222,0.1492
7,SATURDAY,14,7.1267,0.3194,0.0071,0.0034,0.5868,0.0000,0.4918,0.0242,0.0965,0.9904,0.1428
7,SATURDAY,15,6.9282,0.3194,0.0066,0.0015,0.5509,0.0000,0.4656,0.0178,0.0667,0.8963,0.1252
7,SATURDAY,16,6.5491,0.3194,0.0060,0.0008,0.5508,0.0000,0.4442,0.0145,0.0513,0.6309,0.0803
7,SATURDAY,17,6.9573,0.3194,0.0057,0.0006,0.5178,0.0000,0.4009,0.0123,0.0482,0.6132,0.0825
7,SATURDAY,18,6.8341,0.3194,0.0051,0.0005,0.5170,0.0000,0.3676,0.0112,0.0460,0.3810,0.0496
7,SATURDAY,19,6.7254,0.3194,0.0042,0.0003,0.5157,0.0823,0.3196,0.0061,0.0460,0.1202,0.0193
7,SATURDAY,20,6.8365,0.3194,0.0040,0.0002,0.4811,0.0823,0.3080,0.0054,0.0460,0.0534,0.0120
7,SATURDAY,21,7.0323,0.3194,0.0040,0.0002,0.4763,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,SATURDAY,22,7.3504,0.3194,0.0040,0.0002,0.4479,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,SATURDAY,23,7.5947,0.3194,0.0040,0.0002,0.4462,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,SUNDAY,0,7.9126,0.3194,0.0040,0.0002,0.4459,0.0823,0.3077,0.0054,0.0464,0.1379,0.0273
7,SUNDAY,1,8.3273,0.3194,0.0043,0.0005,0.4450,0.0823,0.3122,0.0065,0.0530,0.3394,0.0635
7,SUNDAY,2,8.0645,0.3194,0.0047,0.0019,0.4445,0.0823,0.3360,0.0113,0.0842,0.4203,0.0792
7,SUNDAY,3,7.9030,0.3194,0.0057,0.0046,0.4437,0.0823,0.3926,0.0186,0.1243,0.6195,0.1059
7,SUNDAY,4,7.8601,0.3194,0.0071,0.0058,0.4701,0.0823,0.4656,0.0237,0.1336,0.9265,0.1411
7,SUNDAY,5,7.8029,0.3194,0.0075,0.0063,0.4599,0.0000,0.4896,0.0283,0.1336,1.0002,0.1497
7,SUNDAY,6,7.9048,0.3194,0.0076,0.0064,0.4635,0.0000,0.5169,0.0301,0.1347,1.0198,0.1519
7,SUNDAY,7,7.6368,0.3194,0.0076,0.0064,0.4667,0.0000,0.5246,0.0303,0.1347,1.0315,0.1532
7,SUNDAY,8,7.3627,0.3194,0.0076,0.0064,0.5028,0.0000,0.5293,0.0303,0.1345,1.0333,0.1533
7,SUNDAY,9,7.2839,0.3194,0.0076,0.0064,0.5145,0.0000,0.5321,0.0303,0.1338,1.0333,0.1533
7,SUNDAY,10,7.1786,0.3194,0.0076,0.0064,0.5255,0.0000,0.5323,0.0303,0.1318,1.0333,0.1533
7,SUNDAY,11,7.1575,0.3194,0.0076,0.0060,0.5597,0.0000,0.5306,0.0299,0.1264,1.0331,0.1532
7,SUNDAY,12,7.1743,0.3194,0.0076,0.0055,0.5637,0.0000,0.5264,0.0292,0.1187,1.0320,0.1527
7,SUNDAY,13,7.1299,0.3194,0.0075,0.0046,0.5911,0.0000,0.5125,0.0273,0.1098,1.0275,0.1509
7,SUNDAY,14,7.0924,0.3194,0.0071,0.0034,0.5868,0.0000,0.4918,0.0242,0.0965,1.0051,0.1437
7,SUNDAY,15,7.0429,0.3194,0.0067,0.0015,0.5509,0.0000,0.4656,0.0178,0.0667,0.9707,0.1355
7,SUNDAY,16,6.9360,0.3194,0.0065,0.0008,0.5508,0.0000,0.4442,0.0145,0.0513,0.9025,0.1240
7,SUNDAY,17,6.6244,0.3194,0.0060,0.0006,0.5178,0.0000,0.4009,0.0123,0.0482,0.6551,0.0848
7,SUNDAY,18,6.5372,0.3194,0.0047,0.0005,0.5170,0.0000,0.3676,0.0112,0.0460,0.2905,0.0387
7,SUNDAY,19,6.7645,0.3194,0.0040,0.0003,0.5157,0.0823,0.3196,0.0061,0.0460,0.0790,0.0148
7,SUNDAY,20,7.1149,0.3194,0.0040,0.0002,0.4811,0.0823,0.3080,0.0054,0.0460,0.0486,0.0115
7,SUNDAY,21,7.3806,0.3194,0.0040,0.0002,0.4763,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,SUNDAY,22,7.6776,0.3194,0.0040,0.0002,0.4479,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,SUNDAY,23,7.8871,0.3194,0.0040,0.0002,0.4462,0.0823,0.3074,0.0053,0.0460,0.0571,0.0130
7,HOLIDAY,0,7.9377,0.3194,0.0040,0.0002,0.4459,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
7,HOLIDAY,1,7.9746,0.3194,0.0041,0.0003,0.4450,0.0823,0.3085,0.0056,0.0483,0.0492,0.0118
7,HOLIDAY,2,8.2801,0.3194,0.0049,0.0010,0.4446,0.0823,0.3214,0.0080,0.0643,0.0898,0.0199
7,HOLIDAY,3,8.4478,0.3194,0.0079,0.0030,0.4441,0.0823,0.3754,0.0136,0.0948,0.3338,0.0602
7,HOLIDAY,4,8.6341,0.3194,0.0123,0.0046,0.4707,0.0823,0.4627,0.0197,0.1174,0.6785,0.1085
7,HOLIDAY,5,8.3134,0.3194,0.0148,0.0055,0.4607,0.0000,0.5011,0.0264,0.1284,0.8930,0.1362
7,HOLIDAY,6,8.3180,0.3194,0.0156,0.0060,0.4644,0.0000,0.5293,0.0298,0.1340,0.9981,0.1493
7,HOLIDAY,7,7.9925,0.3194,0.0155,0.0063,0.4678,0.0000,0.5323,0.0303,0.1347,1.0299,0.1530
7,HOLIDAY,8,7.6494,0.3194,0.0154,0.0064,0.5039,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,HOLIDAY,9,7.5420,0.3194,0.0157,0.0064,0.5156,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,HOLIDAY,10,7.5313,0.3194,0.0159,0.0064,0.5266,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,HOLIDAY,11,7.4486,0.3194,0.0158,0.0064,0.5609,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
7,HOLIDAY,12,7.2373,0.3194,0.0154,0.0064,0.5649,0.0000,0.5324,0.0302,0.1347,1.0333,0.1533
7,HOLIDAY,13,7.2694,0.3194,0.0152,0.0062,0.5923,0.0000,0.5310,0.0295,0.1347,1.0331,0.1532
7,HOLIDAY,14,7.5389,0.3194,0.0151,0.0048,0.5881,0.0000,0.5224,0.0270,0.1321,1.0310,0.1521
7,HOLIDAY,15,7.3133,0.3194,0.0141,0.0032,0.5518,0.0000,0.5015,0.0224,0.1158,1.0233,0.1484
7,HOLIDAY,16,7.2242,0.3194,0.0131,0.0019,0.5514,0.0000,0.4804,0.0183,0.0926,1.0086,0.1435
7,HOLIDAY,17,7.3163,0.3194,0.0124,0.0012,0.5182,0.0000,0.4429,0.0139,0.0714,0.9728,0.1375
7,HOLIDAY,18,6.8591,0.3194,0.0113,0.0008,0.5172,0.0000,0.4177,0.0121,0.0553,0.8581,0.1210
7,HOLIDAY,19,6.3315,0.3194,0.0086,0.0005,0.5158,0.0823,0.3840,0.0082,0.0472,0.5082,0.0674
7,HOLIDAY,20,6.9031,0.3194,0.0056,0.0003,0.4812,0.0823,0.3458,0.0066,0.0460,0.2682,0.0387
7,HOLIDAY,21,7.5188,0.3194,0.0047,0.0002,0.4763,0.0823,0.3217,0.0057,0.0460,0.2728,0.0476
7,HOLIDAY,22,7.2825,0.3194,0.0041,0.0002,0.4480,0.0823,0.3093,0.0054,0.0460,0.1211,0.0239
7,HOLIDAY,23,7.5767,0.3194,0.0040,0.0002,0.4462,0.0823,0.3074,0.0053,0.0460,0.0554,0.0127
8,WEEKDAY,0,7.5245,0.3194,0.0040,0.0002,0.9719,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
8,WEEKDAY,1,7.7230,0.3194,0.0041,0.0003,0.9698,0.0823,0.3085,0.0056,0.0483,0.0492,0.0118
8,WEEKDAY,2,7.9356,0.3194,0.0050,0.0010,0.9682,0.0823,0.3214,0.0080,0.0643,0.0898,0.0199
8,WEEKDAY,3,8.1800,0.3194,0.0080,0.0030,0.9656,0.0823,0.3754,0.0136,0.0948,0.3338,0.0602
8,WEEKDAY,4,8.2593,0.3194,0.0125,0.0046,1.0232,0.0823,0.4627,0.0197,0.1174,0.6785,0.1085
8,WEEKDAY,5,8.0449,0.3194,0.0151,0.0055,0.9813,0.0000,0.5011,0.0264,0.1284,0.8930,0.1362
8,WEEKDAY,6,7.9309,0.3194,0.0159,0.0060,0.9905,0.0000,0.5293,0.0298,0.1340,0.9981,0.1493
8,WEEKDAY,7,7.8118,0.3194,0.0157,0.0063,1.0014,0.0000,0.5323,0.0303,0.1347,1.0299,0.1530
8,WEEKDAY,8,7.6259,0.3194,0.0157,0.0064,1.0825,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
8,WEEKDAY,9,7.3993,0.3194,0.0159,0.0064,1.1123,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
8,WEEKDAY,10,7.3104,0.3194,0.0162,0.0064,1.1415,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
8,WEEKDAY,11,7.2246,0.3194,0.0161,0.0064,1.2281,0.0000,0.5325,0.0303,0.1347,1.0333,0.1533
8,WEEKDAY,12,7.2254,0.3194,0.0157,0.0064,1.2442,0.0000,0.5324,0.0302,0.1347,1.0333,0.1533
8,WEEKDAY,13,7.3142,0.3194,0.0155,0.0062,1.3107,0.0000,0.5310,0.0295,0.1347,1.0331,0.1532
8,WEEKDAY,14,7.3332,0.3194,0.0154,0.0048,1.3071,0.0000,0.5224,0.0270,0.1321,1.0310,0.1521
8,WEEKDAY,15,7.3675,0.3194,0.0144,0.0032,1.2299,0.0000,0.5015,0.0224,0.1158,1.0233,0.1484
8,WEEKDAY,16,7.3930,0.3194,0.0134,0.0019,1.2259,0.0000,0.4804,0.0183,0.0926,1.0086,0.1435
8,WEEKDAY,17,7.3270,0.3194,0.0127,0.0012,1.1452,0.0000,0.4429,0.0139,0.0714,0.9728,0.1375
8,WEEKDAY,18,7.2297,0.3194,0.0115,0.0008,1.1244,0.0000,0.4177,0.0121,0.0553,0.8581,0.1210
8,WEEKDAY,19,6.7567,0.3194,0.0087,0.0005,1.1251,0.0823,0.3840,0.0082,0.0472,0.5082,0.0674
8,WEEKDAY,20,6.9201,0.3194,0.0057,0.0003,1.0492,0.0823,0.3458,0.0066,0.0460,0.2682,0.0387
8,WEEKDAY,21,7.2250,0.3194,0.0048,0.0002,1.0405,0.0823,0.3217,0.0057,0.0460,0.2728,0.0476
8,WEEKDAY,22,7.0751,0.3194,0.0042,0.0002,0.9765,0.0823,0.3093,0.0054,0.0460,0.1211,0.0239
8,WEEKDAY,23,7.1762,0.3194,0.0040,0.0002,0.9733,0.0823,0.3074,0.0053,0.0460,0.0554,0.0127
8,SATURDAY,0,7.4874,0.3194,0.0041,0.0002,0.9719,0.0823,0.3077,0.0054,0.0464,0.0749,0.0162
8,SATURDAY,1,7.9993,0.3194,0.0042,0.0005,0.9698,0.0823,0.3122,0.0065,0.0530,0.2300,0.0442
8,SATURDAY,2,7.8909,0.3194,0.0047,0.0019,0.9681,0.0823,0.3360,0.0113,0.0842,0.3977,0.0753
8,SATURDAY,3,7.6982,0.3194,0.0057,0.0046,0.9653,0.0823,0.3926,0.0186,0.1243,0.6080,0.1047
8,SATURDAY,4,7.6526,0.3194,0.0072,0.0058,1.0226,0.0823,0.4656,0.0237,0.1336,0.9247,0.1410
8,SATURDAY,5,7.5197,0.3194,0.0076,0.0063,0.9805,0.0000,0.4896,0.0283,0.1336,1.0026,0.1499
8,SATURDAY,6,7.5601,0.3194,0.0077,0.0064,0.9896,0.0000,0.5169,0.0301,0.1347,1.0235,0.1523
8,SATURDAY,7,7.5307,0.3194,0.0078,0.0064,1.0004,0.0000,0.5246,0.0303,0.1347,1.0322,0.1532
8,SATURDAY,8,7.4432,0.3194,0.0077,0.0064,1.0814,0.0000,0.5293,0.0303,0.1345,1.0333,0.1533
8,SATURDAY,9,7.3091,0.3194,0.0077,0.0064,1.1112,0.0000,0.5321,0.0303,0.1338,1.0333,0.1533
8,SATURDAY,10,7.2493,0.3194,0.0078,0.0064,1.1404,0.0000,0.5323,0.0303,0.1318,1.0332,0.1533
8,SATURDAY,11,7.1260,0.3194,0.0078,0.0060,1.2270,0.0000,0.5306,0.0299,0.1264,1.0323,0.1528
8,SATURDAY,12,7.1209,0.3194,0.0077,0.0055,1.2430,0.0000,0.5264,0.0292,0.1187,1.0305,0.1519
8,SATURDAY,13,7.1122,0.3194,0.0076,0.0046,1.3095,0.0000,0.5125,0.0273,0.1098,1.0222,0.1492
8,SATURDAY,14,7.1055,0.3194,0.0072,0.0034,1.3059,0.0000,0.4918,0.0242,0.0965,0.9904,0.1428
8,SATURDAY,15,7.1164,0.3194,0.0067,0.0015,1.2290,0.0000,0.4656,0.0178,0.0667,0.8963,0.1252
8,SATURDAY,16,6.8979,0.3194,0.0061,0.0008,1.2252,0.0000,0.4442,0.0145,0.0513,0.6309,0.0803
8,SATURDAY,17,7.4107,0.3194,0.0058,0.0006,1.1449,0.0000,0.4009,0.0123,0.0482,0.6132,0.0825
8,SATURDAY,18,7.1202,0.3194,0.0052,0.0005,1.1242,0.0000,0.3676,0.0112,0.0460,0.3810,0.0496
8,SATURDAY,19,7.2279,0.3194,0.0043,0.0003,1.1249,0.0823,0.3196,0.0061,0.0460,0.1202,0.0193
8,SATURDAY,20,7.3889,0.3194,0.0040,0.0002,1.0491,0.0823,0.3080,0.0054,0.0460,0.0534,0.0120
8,SATURDAY,21,7.2667,0.3194,0.0040,0.0002,1.0404,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
8,SATURDAY,22,7.4035,0.3194,0.0040,0.0002,0.9765,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
8,SATURDAY,23,7.5466,0.3194,0.0040,0.0002,1.0482,0.0823,0.3175,0.0053,0.0460,0.0486,0.0115
8,SUNDAY,0,7.8545,0.3194,0.0041,0.0002,0.9719,0.0823,0.3077,0.0054,0.0464,0.1379,0.0273
8,SUNDAY,1,8.2322,0.3194,0.0043,0.0005,0.9698,0.0823,0.3122,0.0065,0.0530,0.3394,0.0635
8,SUNDAY,2,8.0749,0.3194,0.0048,0.0019,0.9681,0.0823,0.3360,0.0113,0.0842,0.4203,0.0792
8,SUNDAY,3,7.7723,0.3194,0.0058,0.0046,0.9653,0.0823,0.3926,0.0186,0.1243,0.6195,0.1059
8,SUNDAY,4,7.7758,0.3194,0.0072,0.0058,1.0226,0.0823,0.4656,0.0237,0.1336,0.9265,0.1411
8,SUNDAY,5,7.6645,0.3194,0.0076,0.0063,0.9805,0.0000,0.4896,0.0283,0.1336,1.0002,0.1497
8,SUNDAY,6,7.7660,0.3194,0.0077,0.0064,0.9896,0.0000,0.5169,0.0301,0.1347,1.0198,0.1519
8,SUNDAY,7,7.7850,0.3194,0.0078,0.0064,1.0004,0.0000,0.5246,0.0303,0.1347,1.0315,0.1532
8,SUNDAY,8,7.6023,0.3194,0.0077,0.0064,1.0814,0.0000,0.5293,0.0303,0.1345,1.0333,0.1533
8,SUNDAY,9,7.4352,0.3194,0.0077,0.0064,1.1112,0.0000,0.5321,0.0303,0.1338,1.0333,0.1533
8,SUNDAY,10,7.2666,0.3194,0.0077,0.0064,1.1404,0.0000,0.5323,0.0303,0.1318,1.0333,0.1533
8,SUNDAY,11,7.2152,0.3194,0.0078,0.0060,1.2270,0.0000,0.5306,0.0299,0.1264,1.0331,0.1532
8,SUNDAY,12,7.2227,0.3194,0.0077,0.0055,1.2431,0.0000,0.5264,0.0292,0.1187,1.0320,0.1527
8,SUNDAY,13,7.3220,0.3194,0.0076,0.0046,1.3095,0.0000,0.5125,0.0273,0.1098,1.0275,0.1509
8,SUNDAY,14,7.4269,0.3194,0.0072,0.0034,1.3059,0.0000,0.4918,0.0242,0.0965,1.0051,0.1437
8,SUNDAY,15,7.3391,0.3194,0.0068,0.0015,1.2290,0.0000,0.4656,0.0178,0.0667,0.9707,0.1355
8,SUNDAY,16,7.3262,0.3194,0.0066,0.0008,1.2253,0.0000,0.4442,0.0145,0.0513,0.9025,0.1240
8,SUNDAY,17,7.0891,0.3194,0.0061,0.0006,1.1449,0.0000,0.4009,0.0123,0.0482,0.6551,0.0848
8,SUNDAY,18,7.2317,0.3194,0.0048,0.0005,1.1242,0.0000,0.3676,0.0112,0.0460,0.2905,0.0387
8,SUNDAY,19,7.4931,0.3194,0.0041,0.0003,1.1249,0.0823,0.3196,0.0061,0.0460,0.0790,0.0148
8,SUNDAY,20,7.5091,0.3194,0.0040,0.0002,1.0491,0.0823,0.3080,0.0054,0.0460,0.0486,0.0115
8,SUNDAY,21,7.3044,0.3194,0.0040,0.0002,1.0404,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
8,SUNDAY,22,7.5456,0.3194,0.0040,0.0002,0.9765,0.0823,0.3074,0.0053,0.0460,0.0486,0.0115
8,SUNDAY,23,7.6863,0.3194,0.0040,0.0002,0.9733,0.0823,0.3074,0.0053,0.0460,0.0571,0.0130
8,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
