Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
8,WEEKDAY,22,0.0000,1.9215,0.3308,0.1106,0.6133,0.8919,0.2814,0.7833,0.0179,0.0680
8,WEEKDAY,23,0.0000,0.1778,0.0806,0.0922,0.4304,0.8795,0.2814,0.6611,0.0141,0.0631
8,SATURDAY,0,0.0000,0.1532,0.0806,0.0902,0.2704,0.8668,0.2814,0.5257,0.0127,0.0601
8,SATURDAY,1,0.0000,0.1533,0.0806,0.0902,0.1225,0.8538,0.2814,0.3955,0.0123,0.0563
8,SATURDAY,2,0.0000,0.1397,0.0806,0.0902,0.0551,0.8429,0.2814,0.2867,0.0115,0.0494
8,SATURDAY,3,0.0000,0.1283,0.0806,0.0902,0.0388,0.8332,0.2814,0.2091,0.0098,0.0347
8,SATURDAY,4,0.0000,0.1217,0.0806,0.0933,0.0428,0.8377,0.2814,0.1586,0.0081,0.0214
8,SATURDAY,5,0.0000,0.1165,0.0806,0.1209,0.0871,0.8312,0.0000,0.1344,0.0085,0.0182
8,SATURDAY,6,0.0000,0.1474,0.0806,0.2100,0.2060,0.8349,0.0000,0.1434,0.1423,0.0259
8,SATURDAY,7,0.0000,0.1611,0.0806,0.3796,0.4121,0.8427,0.0000,0.1736,0.1497,0.0394
8,SATURDAY,8,0.0000,0.4229,0.1246,0.5912,0.6412,0.8713,0.0000,0.2085,0.1601,0.0528
8,SATURDAY,9,0.0000,0.5676,0.1470,0.7489,0.7574,0.8872,0.0000,0.2452,0.1702,0.0601
8,SATURDAY,10,0.0000,0.6358,0.1446,0.8031,0.8379,0.9023,0.0000,0.2825,0.1783,0.0602
8,SATURDAY,11,0.0000,0.7145,0.1493,0.8128,0.9427,0.9304,0.0000,0.3392,0.1860,0.0602
8,SATURDAY,12,0.0000,0.7767,0.1526,0.7825,1.1496,0.9592,0.0000,0.5228,0.1882,0.0618
8,SATURDAY,13,0.0000,0.8203,0.1553,0.7650,1.2925,1.0061,0.0000,0.7795,0.1894,0.0728
8,SATURDAY,14,0.0000,0.8575,0.1589,0.7726,1.3622,1.0261,0.0000,0.9332,0.1916,0.0899
8,SATURDAY,15,0.0000,3.5715,0.5333,0.7958,1.4066,1.0153,0.0000,1.0010,0.1933,0.1010
8,SATURDAY,16,0.0000,4.1182,0.5973,0.7981,1.4297,1.0127,0.0000,1.0227,0.1940,0.1077
8,SATURDAY,17,0.0000,3.6632,0.5012,0.7669,1.4989,0.9896,0.0000,1.0291,0.1933,0.1095
8,SATURDAY,18,0.0000,3.4565,0.4928,0.6378,1.4940,0.9770,0.0000,1.0222,0.1887,0.1089
8,SATURDAY,19,0.0000,2.9745,0.4523,0.4109,1.3707,0.9592,0.2814,0.9726,0.1775,0.1016
8,SATURDAY,20,0.0000,2.6730,0.4263,0.2668,1.1634,0.9319,0.2814,0.9185,0.1520,0.0925
8,SATURDAY,21,0.0000,2.3108,0.3847,0.1678,0.9029,0.9172,0.2814,0.8566,0.0982,0.0777
8,SATURDAY,22,0.0000,1.9358,0.3318,0.1106,0.6133,0.8919,0.2814,0.7833,0.0179,0.0680
8,SATURDAY,23,0.0000,0.1771,0.0806,0.0921,0.4304,0.8778,0.2814,0.6611,0.0141,0.0631
8,SUNDAY,0,0.0000,0.1477,0.0806,0.0902,0.2704,0.8668,0.2814,0.5257,0.0127,0.0601
8,SUNDAY,1,0.0000,0.1374,0.0806,0.0902,0.1225,0.8538,0.2814,0.3955,0.0123,0.0563
8,SUNDAY,2,0.0000,0.1275,0.0806,0.0902,0.0551,0.8429,0.2814,0.2867,0.0115,0.0494
8,SUNDAY,3,0.0000,0.1147,0.0806,0.0902,0.0388,0.8332,0.2814,0.2091,0.0098,0.0347
8,SUNDAY,4,0.0000,0.1097,0.0806,0.0933,0.0428,0.8377,0.2814,0.1586,0.0081,0.0214
8,SUNDAY,5,0.0000,0.1011,0.0806,0.1209,0.0871,0.8312,0.0000,0.1344,0.0085,0.0182
8,SUNDAY,6,0.0000,0.1307,0.0806,0.2100,0.2060,0.8349,0.0000,0.1434,0.1423,0.0259
8,SUNDAY,7,0.0000,0.1467,0.0806,0.3796,0.4121,0.8427,0.0000,0.1736,0.1497,0.0394
8,SUNDAY,8,0.0000,0.4035,0.1231,0.5912,0.6412,0.8713,0.0000,0.2085,0.1601,0.0528
8,SUNDAY,9,0.0000,0.5566,0.1454,0.7489,0.7574,0.8872,0.0000,0.2452,0.1702,0.0601
8,SUNDAY,10,0.0000,0.6151,0.1435,0.8031,0.8379,0.9023,0.0000,0.2825,0.1783,0.0602
8,SUNDAY,11,0.0000,0.6970,0.1475,0.8128,0.9427,0.9304,0.0000,0.3392,0.1860,0.0602
8,SUNDAY,12,0.0000,0.7554,0.1510,0.7825,1.1496,0.9592,0.0000,0.5228,0.1882,0.0618
8,SUNDAY,13,0.0000,0.8049,0.1544,0.7650,1.2925,1.0061,0.0000,0.7795,0.1894,0.0728
8,SUNDAY,14,0.0000,0.8599,0.1582,0.7726,1.3622,1.0261,0.0000,0.9332,0.1916,0.0899
8,SUNDAY,15,0.0000,3.5499,0.5314,0.7958,1.4066,1.0153,0.0000,1.0010,0.1933,0.1010
8,SUNDAY,16,0.0000,4.0746,0.5965,0.7981,1.4297,1.0127,0.0000,1.0227,0.1940,0.1077
8,SUNDAY,17,0.0000,3.5909,0.4988,0.7669,1.4989,0.9896,0.0000,1.0291,0.1933,0.1095
8,SUNDAY,18,0.0000,3.3962,0.4924,0.6378,1.4940,0.9770,0.0000,1.0222,0.1887,0.1089
8,SUNDAY,19,0.0000,2.9193,0.4498,0.4109,1.3707,0.9592,0.2814,0.9726,0.1775,0.1016
8,SUNDAY,20,0.0000,2.6258,0.4244,0.2668,1.1634,0.9319,0.2814,0.9185,0.1520,0.0925
8,SUNDAY,21,0.0000,2.2902,0.3843,0.1678,0.9029,0.9172,0.2814,0.8566,0.0982,0.0777
8,SUNDAY,22,0.0000,1.9299,0.3315,0.1106,0.6133,0.8919,0.2814,0.7833,0.0179,0.0680
8,SUNDAY,23,0.0000,0.1754,0.0806,0.0922,0.4304,0.8795,0.2814,0.6611,0.0141,0.0631
8,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,WEEKDAY,0,0.0000,0.1280,0.0806,0.0898,0.2704,0.8582,0.2814,0.5257,0.0127,0.0601
9,WEEKDAY,1,0.0000,0.1174,0.0806,0.0898,0.1225,0.8460,0.2814,0.3955,0.0123,0.0563
9,WEEKDAY,2,0.0000,0.1035,0.0806,0.0898,0.0551,0.8355,0.2814,0.2867,0.0115,0.0494
9,WEEKDAY,3,0.0000,0.0958,0.0806,0.0898,0.0388,0.8258,0.2814,0.2091,0.0098,0.0347
9,WEEKDAY,4,0.0000,0.0882,0.0806,0.0929,0.0428,0.8305,0.2814,0.1586,0.0081,0.0214
9,WEEKDAY,5,0.0000,0.0804,0.0806,0.1202,0.0871,0.8228,0.2814,0.1344,0.0085,0.0182
9,WEEKDAY,6,0.0000,0.0875,0.0806,0.2090,0.2060,0.8247,0.0000,0.1434,0.1423,0.0259
9,WEEKDAY,7,0.0000,0.1041,0.0806,0.3778,0.4121,0.8321,0.0000,0.1736,0.1497,0.0394
9,WEEKDAY,8,0.0000,0.3115,0.1172,0.5885,0.6412,0.8595,0.0000,0.2085,0.1601,0.0528
9,WEEKDAY,9,0.0000,0.4699,0.1399,0.7452,0.7574,0.8754,0.0000,0.2452,0.1702,0.0601
9,WEEKDAY,10,0.0000,0.5381,0.1381,0.7991,0.8379,0.8914,0.0000,0.2825,0.1783,0.0602
9,WEEKDAY,11,0.0000,0.6270,0.1442,0.8088,0.9427,0.9192,0.0000,0.3392,0.1860,0.0602
9,WEEKDAY,12,0.0000,0.6921,0.1473,0.7788,1.1496,0.9477,0.0000,0.5228,0.1882,0.0618
9,WEEKDAY,13,0.0000,0.7370,0.1501,0.7613,1.2925,0.9940,0.0000,0.7795,0.1894,0.0728
9,WEEKDAY,14,0.0000,0.7782,0.1530,0.7689,1.3622,1.0143,0.0000,0.9332,0.1916,0.0899
9,WEEKDAY,15,0.0000,3.1424,0.4943,0.7919,1.4066,1.0042,0.0000,1.0010,0.1933,0.1010
9,WEEKDAY,16,0.0000,3.6606,0.5714,0.7943,1.4297,1.0014,0.0000,1.0227,0.1940,0.1077
9,WEEKDAY,17,0.0000,2.9650,0.4538,0.7632,1.4989,0.9769,0.0000,1.0291,0.1933,0.1095
9,WEEKDAY,18,0.0000,2.8531,0.4477,0.6347,1.4940,0.9626,0.2814,1.0222,0.1887,0.1089
9,WEEKDAY,19,0.0000,2.5051,0.4249,0.4089,1.3707,0.9479,0.2814,0.9726,0.1775,0.1016
9,WEEKDAY,20,0.0000,2.2502,0.3997,0.2654,1.1634,0.9221,0.2814,0.9185,0.1520,0.0925
9,WEEKDAY,21,0.0000,1.9674,0.3635,0.1670,0.9029,0.9086,0.2814,0.8566,0.0982,0.0777
9,WEEKDAY,22,0.0000,1.6643,0.3183,0.1101,0.6133,0.8832,0.2814,0.7833,0.0179,0.0680
9,WEEKDAY,23,0.0000,0.1417,0.0806,0.0920,0.4304,0.8700,0.2814,0.6611,0.0141,0.0631
9,SATURDAY,0,0.0000,0.1155,0.0806,0.0898,0.2704,0.8582,0.2814,0.5257,0.0127,0.0601
9,SATURDAY,1,0.0000,0.0994,0.0806,0.0898,0.1225,0.8460,0.2814,0.3955,0.0123,0.0563
9,SATURDAY,2,0.0000,0.0905,0.0806,0.0898,0.0551,0.8355,0.2814,0.2867,0.0115,0.0494
9,SATURDAY,3,0.0000,0.0819,0.0806,0.0898,0.0388,0.8258,0.2814,0.2091,0.0098,0.0347
9,SATURDAY,4,0.0000,0.0754,0.0806,0.0929,0.0428,0.8305,0.2814,0.1586,0.0081,0.0214
9,SATURDAY,5,0.0000,0.0686,0.0806,0.1202,0.0871,0.8228,0.2814,0.1344,0.0085,0.0182
9,SATURDAY,6,0.0000,0.0770,0.0806,0.2090,0.2060,0.8247,0.0000,0.1434,0.1423,0.0259
9,SATURDAY,7,0.0000,0.0939,0.0806,0.3778,0.4121,0.8321,0.0000,0.1736,0.1497,0.0394
9,SATURDAY,8,0.0000,0.2885,0.1153,0.5885,0.6412,0.8595,0.0000,0.2085,0.1601,0.0528
9,SATURDAY,9,0.0000,0.4365,0.1370,0.7452,0.7574,0.8754,0.0000,0.2452,0.1702,0.0601
9,SATURDAY,10,0.0000,0.5084,0.1359,0.7991,0.8379,0.8914,0.0000,0.2825,0.1783,0.0602
9,SATURDAY,11,0.0000,0.6001,0.1421,0.8088,0.9427,0.9192,0.0000,0.3392,0.1860,0.0602
9,SATURDAY,12,0.0000,0.6588,0.1451,0.7788,1.1496,0.9477,0.0000,0.5228,0.1882,0.0618
9,SATURDAY,13,0.0000,0.7004,0.1475,0.7613,1.2925,0.9940,0.0000,0.7795,0.1894,0.0728
9,SATURDAY,14,0.0000,0.7330,0.1505,0.7689,1.3622,1.0143,0.0000,0.9332,0.1916,0.0899
9,SATURDAY,15,0.0000,3.0609,0.4879,0.7919,1.4066,1.0042,0.0000,1.0010,0.1933,0.1010
9,SATURDAY,16,0.0000,3.5511,0.5547,0.7943,1.4297,1.0014,0.0000,1.0227,0.1940,0.1077
9,SATURDAY,17,0.0000,2.8642,0.4468,0.7632,1.4989,0.9769,0.0000,1.0291,0.1933,0.1095
9,SATURDAY,18,0.0000,2.7436,0.4419,0.6347,1.4940,0.9626,0.2814,1.0222,0.1887,0.1089
9,SATURDAY,19,0.0000,2.4183,0.4185,0.4089,1.3707,0.9479,0.2814,0.9726,0.1775,0.1016
9,SATURDAY,20,0.0000,2.1727,0.3940,0.2654,1.1634,0.9221,0.2814,0.9185,0.1520,0.0925
9,SATURDAY,21,0.0000,1.8932,0.3589,0.1670,0.9029,0.9086,0.2814,0.8566,0.0982,0.0777
9,SATURDAY,22,0.0000,1.6078,0.3155,0.1101,0.6133,0.8832,0.2814,0.7833,0.0179,0.0680
9,SATURDAY,23,0.0000,0.1276,0.0806,0.0918,0.4304,0.8709,0.2814,0.6611,0.0141,0.0631
9,SUNDAY,0,0.0000,0.1317,0.0806,0.0898,0.2704,0.8582,0.2814,0.5257,0.0127,0.0601
9,SUNDAY,1,0.0000,0.1233,0.0806,0.0898,0.1225,0.8460,0.2814,0.3955,0.0123,0.0563
9,SUNDAY,2,0.0000,0.1148,0.0806,0.0898,0.0551,0.8355,0.2814,0.2867,0.0115,0.0494
9,SUNDAY,3,0.0000,0.1074,0.0806,0.0898,0.0388,0.8258,0.2814,0.2091,0.0098,0.0347
9,SUNDAY,4,0.0000,0.1000,0.0806,0.0929,0.0428,0.8305,0.2814,0.1586,0.0081,0.0214
9,SUNDAY,5,0.0000,0.0941,0.0806,0.1202,0.0871,0.8228,0.2814,0.1344,0.0085,0.0182
9,SUNDAY,6,0.0000,0.1003,0.0806,0.2090,0.2060,0.8247,0.0000,0.1434,0.1423,0.0259
9,SUNDAY,7,0.0000,0.1173,0.0806,0.3778,0.4121,0.8321,0.0000,0.1736,0.1497,0.0394
9,SUNDAY,8,0.0000,0.3378,0.1179,0.5885,0.6412,0.8595,0.0000,0.2085,0.1601,0.0528
9,SUNDAY,9,0.0000,0.4915,0.1401,0.7452,0.7574,0.8754,0.0000,0.2452,0.1702,0.0601
9,SUNDAY,10,0.0000,0.5637,0.1385,0.7991,0.8379,0.8914,0.0000,0.2825,0.1783,0.0602
9,SUNDAY,11,0.0000,0.6449,0.1444,0.8088,0.9427,0.9192,0.0000,0.3392,0.1860,0.0602
9,SUNDAY,12,0.0000,0.7024,0.1474,0.7788,1.1496,0.9477,0.0000,0.5228,0.1882,0.0618
9,SUNDAY,13,0.0000,0.7488,0.1506,0.7613,1.2925,0.9940,0.0000,0.7795,0.1894,0.0728
9,SUNDAY,14,0.0000,0.7860,0.1533,0.7689,1.3622,1.0143,0.0000,0.9332,0.1916,0.0899
9,SUNDAY,15,0.0000,3.1783,0.4963,0.7919,1.4066,1.0042,0.0000,1.0010,0.1933,0.1010
9,SUNDAY,16,0.0000,3.6683,0.5618,0.7943,1.4297,1.0014,0.0000,1.0227,0.1940,0.1077
9,SUNDAY,17,0.0000,2.9929,0.4544,0.7632,1.4989,0.9769,0.0000,1.0291,0.1933,0.1095
9,SUNDAY,18,0.0000,2.8645,0.4498,0.6347,1.4940,0.9626,0.2814,1.0222,0.1887,0.1089
9,SUNDAY,19,0.0000,2.4876,0.4239,0.4089,1.3707,0.9479,0.2814,0.9726,0.1775,0.1016
9,SUNDAY,20,0.0000,2.2499,0.4001,0.2654,1.1634,0.9221,0.2814,0.9185,0.1520,0.0925
9,SUNDAY,21,0.0000,1.9600,0.3634,0.1670,0.9029,0.9086,0.2814,0.8566,0.0982,0.0777
9,SUNDAY,22,0.0000,1.6594,0.3179,0.1101,0.6133,0.8832,0.2814,0.7833,0.0179,0.0680
9,SUNDAY,23,0.0000,0.1506,0.0806,0.0918,0.4304,0.8709,0.2814,0.6611,0.0141,0.0631
9,HOLIDAY,0,0.0000,0.2081,0.0806,0.0898,0.2704,0.8582,0.2814,0.5257,0.0127,0.0601
9,HOLIDAY,1,0.0000,0.1786,0.0806,0.0898,0.1225,0.8460,0.2814,0.3955,0.0123,0.0563
9,HOLIDAY,2,0.0000,0.1627,0.0806,0.0898,0.0551,0.8355,0.2814,0.2867,0.0115,0.0494
9,HOLIDAY,3,0.0000,0.1445,0.0806,0.0898,0.0388,0.8258,0.2814,0.2091,0.0098,0.0347
9,HOLIDAY,4,0.0000,0.1306,0.0806,0.0929,0.0428,0.8305,0.2814,0.1586,0.0081,0.0214
9,HOLIDAY,5,0.0000,0.1263,0.0806,0.1202,0.0871,0.8228,0.2814,0.1344,0.0085,0.0182
9,HOLIDAY,6,0.0000,0.1397,0.0806,0.2090,0.2060,0.8247,0.0000,0.1434,0.1423,0.0259
9,HOLIDAY,7,0.0000,0.1598,0.0806,0.3778,0.4121,0.8321,0.0000,0.1736,0.1497,0.0394
9,HOLIDAY,8,0.0000,0.4452,0.1265,0.5885,0.6412,0.8595,0.0000,0.2085,0.1601,0.0528
9,HOLIDAY,9,0.0000,0.5968,0.1500,0.7452,0.7574,0.8754,0.0000,0.2452,0.1702,0.0601
9,HOLIDAY,10,0.0000,0.6963,0.1492,0.7991,0.8379,0.8914,0.0000,0.2825,0.1783,0.0602
9,HOLIDAY,11,0.0000,0.7807,0.1529,0.8088,0.9427,0.9192,0.0000,0.3392,0.1860,0.0602
9,HOLIDAY,12,0.0000,0.8439,0.1564,0.7788,1.1496,0.9477,0.0000,0.5228,0.1882,0.0618
9,HOLIDAY,13,0.0000,0.8972,0.1592,0.7613,1.2925,0.9940,0.0000,0.7795,0.1894,0.0728
9,HOLIDAY,14,0.0000,0.9690,0.1635,0.7689,1.3622,1.0143,0.0000,0.9332,0.1916,0.0899
9,HOLIDAY,15,0.0000,3.9708,0.5646,0.7919,1.4066,1.0042,0.0000,1.0010,0.1933,0.1010
9,HOLIDAY,16,0.0000,4.5334,0.6115,0.7943,1.4297,1.0014,0.0000,1.0227,0.1940,0.1077
9,HOLIDAY,17,0.0000,3.9449,0.5081,0.7632,1.4989,0.9769,0.0000,1.0291,0.1933,0.1095
9,HOLIDAY,18,0.0000,3.6611,0.5035,0.6347,1.4940,0.9626,0.2814,1.0222,0.1887,0.1089
9,HOLIDAY,19,0.0000,3.1141,0.4583,0.4089,1.3707,0.9479,0.2814,0.9726,0.1775,0.1016
9,HOLIDAY,20,0.0000,2.7843,0.4359,0.2654,1.1634,0.9221,0.2814,0.9185,0.1520,0.0925
9,HOLIDAY,21,0.0000,2.4575,0.3926,0.1670,0.9029,0.9086,0.2814,0.8566,0.0982,0.0777
9,HOLIDAY,22,0.0000,2.0956,0.3366,0.1101,0.6133,0.8832,0.2814,0.7833,0.0179,0.0680
9,HOLIDAY,23,0.0000,0.2265,0.0806,0.0918,0.4304,0.8709,0.2814,0.6611,0.0141,0.0631
10,WEEKDAY,0,0.0000,0.0541,0.0806,0.0937,0.2982,0.8417,0.2814,0.5492,0.0129,0.0606
10,WEEKDAY,1,0.0000,0.0454,0.0806,0.0933,0.1482,0.8297,0.2814,0.4181,0.0124,0.0569
10,WEEKDAY,2,0.0000,0.0358,0.0806,0.0933,0.0668,0.8195,0.2814,0.3056,0.0116,0.0506
10,WEEKDAY,3,0.0000,0.0278,0.0806,0.0933,0.0416,0.8099,0.2814,0.2226,0.0101,0.0372
10,WEEKDAY,4,0.0013,0.0210,0.0806,0.0959,0.0421,0.8124,0.2814,0.1674,0.0084,0.0237
10,WEEKDAY,5,0.0027,0.0161,0.0771,0.1200,0.0794,0.8067,0.2814,0.1386,0.0084,0.0187
10,WEEKDAY,6,0.0028,0.0132,0.0771,0.2011,0.1854,0.8031,0.2814,0.1418,0.1190,0.0246
10,WEEKDAY,7,0.0037,0.0291,0.0806,0.3620,0.3763,0.8077,0.0489,0.1684,0.1484,0.0371
10,WEEKDAY,8,0.0000,0.1341,0.1042,0.5732,0.6013,0.8290,0.0000,0.2024,0.1583,0.0505
10,WEEKDAY,9,0.0000,0.2649,0.1231,0.7459,0.7372,0.8461,0.0000,0.2388,0.1684,0.0588
10,WEEKDAY,10,0.0000,0.3440,0.1272,0.8205,0.8239,0.8633,0.0000,0.2760,0.1769,0.0602
10,WEEKDAY,11,0.0000,0.4317,0.1331,0.8385,0.9244,0.8885,0.0000,0.3293,0.1846,0.0602
10,WEEKDAY,12,0.0000,0.4893,0.1362,0.8145,1.1136,0.9165,0.0000,0.4909,0.1878,0.0616
10,WEEKDAY,13,0.0000,0.5315,0.1382,0.7940,1.2676,0.9589,0.0000,0.7349,0.1892,0.0709
10,WEEKDAY,14,0.0000,0.5580,0.1394,0.7973,1.3501,0.9836,0.0000,0.9064,0.1912,0.0869
10,WEEKDAY,15,0.0000,2.1342,0.3870,0.8185,1.3989,0.9798,0.0000,0.9892,0.1930,0.0991
10,WEEKDAY,16,0.0000,2.5822,0.4536,0.8247,1.4257,0.9742,0.0000,1.0189,0.1939,0.1066
10,WEEKDAY,17,0.0000,2.0889,0.3938,0.7985,1.4869,0.9526,0.1166,1.0280,0.1935,0.1092
10,WEEKDAY,18,0.0000,1.9611,0.3876,0.6826,1.4949,0.9377,0.2570,1.0234,0.1895,0.1090
10,WEEKDAY,19,0.0000,1.7863,0.3720,0.4656,1.3921,0.9258,0.2814,0.9812,0.1794,0.1029
10,WEEKDAY,20,0.0000,1.6207,0.3521,0.3017,1.1995,0.9042,0.2814,0.9279,0.1564,0.0941
10,WEEKDAY,21,0.0000,1.4089,0.3241,0.1912,0.9482,0.8902,0.2814,0.8674,0.1076,0.0803
10,WEEKDAY,22,0.0000,1.1991,0.2886,0.1246,0.6637,0.8671,0.2814,0.7960,0.0319,0.0697
10,WEEKDAY,23,0.0000,0.1956,0.1122,0.0986,0.4622,0.8536,0.2814,0.6824,0.0148,0.0640
10,SATURDAY,0,0.0000,0.0503,0.0806,0.0933,0.2704,0.8395,0.2814,0.5257,0.0127,0.0601
10,SATURDAY,1,0.0000,0.0351,0.0806,0.0933,0.1225,0.8276,0.2814,0.3955,0.0123,0.0563
10,SATURDAY,2,0.0000,0.0246,0.0806,0.0933,0.0551,0.8178,0.2814,0.2867,0.0115,0.0494
10,SATURDAY,3,0.0074,0.0175,0.0806,0.0933,0.0388,0.8083,0.2814,0.2091,0.0098,0.0347
10,SATURDAY,4,0.0000,0.0134,0.0604,0.0964,0.0428,0.8133,0.2814,0.1586,0.0081,0.0214
10,SATURDAY,5,0.0000,0.0092,0.0403,0.1249,0.0871,0.8054,0.2814,0.1344,0.0085,0.0182
10,SATURDAY,6,0.0000,0.0094,0.0403,0.2172,0.2060,0.8026,0.2814,0.1434,0.1423,0.0259
10,SATURDAY,7,0.0247,0.0202,0.0806,0.3924,0.4121,0.8087,0.0000,0.1736,0.1497,0.0394
10,SATURDAY,8,0.0000,0.1448,0.1085,0.6112,0.6412,0.8332,0.0000,0.2085,0.1601,0.0528
10,SATURDAY,9,0.0000,0.2722,0.1255,0.7742,0.7574,0.8488,0.0000,0.2452,0.1702,0.0601
10,SATURDAY,10,0.0000,0.3532,0.1271,0.8302,0.8379,0.8663,0.0000,0.2825,0.1783,0.0602
10,SATURDAY,11,0.0000,0.4465,0.1339,0.8403,0.9427,0.8931,0.0000,0.3392,0.1860,0.0602
10,SATURDAY,12,0.0000,0.5060,0.1368,0.8090,1.1496,0.9214,0.0000,0.5228,0.1882,0.0618
10,SATURDAY,13,0.0000,0.5548,0.1391,0.7909,1.2925,0.9668,0.0000,0.7795,0.1894,0.0728
10,SATURDAY,14,0.0000,0.5880,0.1405,0.7987,1.3622,0.9872,0.0000,0.9332,0.1916,0.0899
10,SATURDAY,15,0.0000,2.4540,0.4292,0.8227,1.4066,0.9783,0.0000,1.0010,0.1933,0.1010
10,SATURDAY,16,0.0000,2.7467,0.4690,0.8251,1.4297,0.9733,0.0000,1.0227,0.1940,0.1077
10,SATURDAY,17,0.0000,2.1449,0.3951,0.7929,1.4989,0.9483,0.1412,1.0291,0.1933,0.1095
10,SATURDAY,18,0.0000,2.0558,0.3913,0.6594,1.4940,0.9355,0.2814,1.0222,0.1887,0.1089
10,SATURDAY,19,0.0000,1.8462,0.3753,0.4248,1.3707,0.9238,0.2814,0.9726,0.1775,0.1016
10,SATURDAY,20,0.0000,1.6608,0.3563,0.2757,1.1634,0.9000,0.2814,0.9185,0.1520,0.0925
10,SATURDAY,21,0.0000,1.4386,0.3262,0.1735,0.9029,0.8881,0.2814,0.8566,0.0982,0.0777
10,SATURDAY,22,0.0000,1.2218,0.2878,0.1144,0.6133,0.8626,0.2814,0.7833,0.0179,0.0680
10,SATURDAY,23,0.0000,0.0732,0.0806,0.0953,0.4304,0.8517,0.2814,0.6611,0.0141,0.0631
10,SUNDAY,0,0.0000,0.0567,0.0806,0.0938,0.3104,0.8426,0.2814,0.5595,0.0131,0.0608
10,SUNDAY,1,0.0000,0.0515,0.0806,0.0933,0.1595,0.8306,0.2814,0.4280,0.0124,0.0572
10,SUNDAY,2,0.0000,0.0400,0.0806,0.0933,0.0719,0.8202,0.2814,0.3139,0.0117,0.0511
10,SUNDAY,3,0.0000,0.0323,0.0806,0.0933,0.0429,0.8106,0.2814,0.2285,0.0102,0.0384
10,SUNDAY,4,0.0000,0.0239,0.0806,0.0956,0.0418,0.8120,0.2814,0.1712,0.0085,0.0247
10,SUNDAY,5,0.0000,0.0174,0.0806,0.1178,0.0760,0.8073,0.2814,0.1405,0.0084,0.0190
10,SUNDAY,6,0.0000,0.0164,0.0604,0.1941,0.1763,0.8033,0.2814,0.1411,0.1088,0.0240
10,SUNDAY,7,0.0126,0.0262,0.0806,0.3486,0.3606,0.8072,0.0703,0.1661,0.1478,0.0361
