Month,Daytype,Hour,Heating,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
8,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,WEEKDAY,0,0.0000,0.1489,0.0653,0.0006,0.0178,0.5060,0.2243,0.1031,0.0010,0.0000,0.0000
9,WEEKDAY,1,0.0000,0.1138,0.0492,0.0006,0.0178,0.5060,0.2207,0.1028,0.0000,0.0000,0.0000
9,WEEKDAY,2,0.0000,0.0736,0.0327,0.0006,0.0178,0.5060,0.2212,0.1029,0.0000,0.0005,0.0000
9,WEEKDAY,3,0.0000,0.2291,0.1802,0.0011,0.0179,0.5060,0.2376,0.1059,0.0005,0.0050,0.0000
9,WEEKDAY,4,0.0000,0.1538,0.1802,0.0037,0.0183,0.5060,0.4909,0.1184,0.0046,0.0162,0.0003
9,WEEKDAY,5,0.0000,0.1538,0.1802,0.0074,0.0188,0.2233,0.6346,0.1345,0.0084,0.0244,0.0007
9,WEEKDAY,6,0.0324,0.1654,0.3564,0.0088,0.0194,0.0000,0.8296,0.1522,0.0113,0.0303,0.0012
9,WEEKDAY,7,0.0306,0.1758,0.3564,0.0087,0.0203,0.0000,1.0075,0.1745,0.0153,0.0333,0.0020
9,WEEKDAY,8,0.0260,0.2122,0.3565,0.0086,0.0212,0.0000,1.0263,0.2041,0.0211,0.0348,0.0033
9,WEEKDAY,9,0.0201,0.2801,0.3567,0.0091,0.0218,0.0000,1.0336,0.2243,0.0239,0.0351,0.0037
9,WEEKDAY,10,0.0148,0.4066,0.3573,0.0094,0.0220,0.0000,1.0315,0.2287,0.0245,0.0352,0.0037
9,WEEKDAY,11,0.0140,0.5678,0.3579,0.0093,0.0220,0.0000,1.0307,0.2290,0.0245,0.0352,0.0037
9,WEEKDAY,12,0.0135,0.7540,0.3586,0.0088,0.0220,0.0000,1.0303,0.2290,0.0246,0.0352,0.0037
9,WEEKDAY,13,0.0130,0.9188,0.3598,0.0085,0.0220,0.0000,1.0310,0.2274,0.0247,0.0352,0.0037
9,WEEKDAY,14,0.0127,1.0546,0.3611,0.0086,0.0219,0.0000,1.0315,0.2188,0.0252,0.0352,0.0037
9,WEEKDAY,15,0.0126,1.1356,0.3621,0.0096,0.0219,0.0000,1.0371,0.2143,0.0251,0.0352,0.0037
9,WEEKDAY,16,0.0126,1.1591,0.3624,0.0107,0.0217,0.0000,1.0432,0.2116,0.0247,0.0349,0.0037
9,WEEKDAY,17,0.0133,1.0610,0.3611,0.0103,0.0216,0.2827,0.8647,0.1972,0.0242,0.0339,0.0035
9,WEEKDAY,18,0.0144,0.9671,0.3603,0.0090,0.0214,0.5060,0.7339,0.1772,0.0238,0.0316,0.0033
9,WEEKDAY,19,0.0156,0.8385,0.3596,0.0080,0.0210,0.5060,0.6517,0.1610,0.0206,0.0270,0.0031
9,WEEKDAY,20,0.0161,0.6931,0.3587,0.0069,0.0204,0.5060,0.6070,0.1507,0.0160,0.0174,0.0025
9,WEEKDAY,21,0.0000,0.5037,0.1816,0.0048,0.0195,0.5060,0.4447,0.1412,0.0107,0.0051,0.0018
9,WEEKDAY,22,0.0000,0.1828,0.1804,0.0022,0.0188,0.5060,0.3288,0.1277,0.0062,0.0005,0.0007
9,WEEKDAY,23,0.0000,0.0874,0.0520,0.0008,0.0181,0.5060,0.2409,0.1083,0.0027,0.0000,0.0001
9,SATURDAY,0,0.0000,0.0985,0.0471,0.0014,0.0178,0.5060,0.2258,0.1045,0.0010,0.0000,0.0000
9,SATURDAY,1,0.0000,0.0769,0.0395,0.0007,0.0178,0.5060,0.2224,0.1044,0.0000,0.0000,0.0000
9,SATURDAY,2,0.0000,0.0443,0.0317,0.0006,0.0178,0.5060,0.2224,0.1045,0.0000,0.0000,0.0000
9,SATURDAY,3,0.0000,0.2045,0.1802,0.0006,0.0178,0.5060,0.2224,0.1051,0.0003,0.0000,0.0000
9,SATURDAY,4,0.0000,0.1538,0.1802,0.0012,0.0178,0.5060,0.3982,0.1099,0.0035,0.0002,0.0000
9,SATURDAY,5,0.0000,0.1538,0.1802,0.0027,0.0180,0.2233,0.5307,0.1218,0.0063,0.0017,0.0001
9,SATURDAY,6,0.0050,0.1962,0.1803,0.0036,0.0182,0.0000,0.7335,0.1347,0.0081,0.0047,0.0002
9,SATURDAY,7,0.0033,0.2182,0.1803,0.0041,0.0186,0.0000,0.7754,0.1456,0.0101,0.0089,0.0006
9,SATURDAY,8,0.0160,0.2746,0.2945,0.0043,0.0189,0.0000,0.7882,0.1542,0.0121,0.0145,0.0010
9,SATURDAY,9,0.0255,0.2541,0.3565,0.0043,0.0190,0.0000,0.7848,0.1601,0.0147,0.0171,0.0015
9,SATURDAY,10,0.0145,0.3036,0.3569,0.0045,0.0191,0.0000,0.7808,0.1634,0.0163,0.0176,0.0018
9,SATURDAY,11,0.0151,0.4191,0.3574,0.0046,0.0191,0.0000,0.7800,0.1639,0.0165,0.0176,0.0019
9,SATURDAY,12,0.0160,0.5657,0.3580,0.0044,0.0191,0.0000,0.7796,0.1639,0.0166,0.0176,0.0019
9,SATURDAY,13,0.0153,0.6970,0.3591,0.0043,0.0191,0.0000,0.7803,0.1635,0.0163,0.0176,0.0018
9,SATURDAY,14,0.0146,0.8155,0.3603,0.0042,0.0191,0.0000,0.7808,0.1611,0.0162,0.0172,0.0016
9,SATURDAY,15,0.0148,0.8985,0.3612,0.0044,0.0189,0.0000,0.7853,0.1574,0.0162,0.0149,0.0013
9,SATURDAY,16,0.0150,0.9143,0.3615,0.0046,0.0188,0.0000,0.7816,0.1518,0.0158,0.0094,0.0008
9,SATURDAY,17,0.0000,0.7653,0.1840,0.0047,0.0186,0.2827,0.5997,0.1453,0.0141,0.0048,0.0004
9,SATURDAY,18,0.0000,0.7024,0.1833,0.0046,0.0184,0.5060,0.5241,0.1379,0.0127,0.0017,0.0001
9,SATURDAY,19,0.0000,0.6106,0.1826,0.0043,0.0183,0.5060,0.5161,0.1306,0.0097,0.0002,0.0000
9,SATURDAY,20,0.0000,0.4895,0.1819,0.0036,0.0181,0.5060,0.4313,0.1220,0.0069,0.0000,0.0000
9,SATURDAY,21,0.0000,0.3807,0.1812,0.0030,0.0179,0.5060,0.3336,0.1121,0.0052,0.0000,0.0000
9,SATURDAY,22,0.0000,0.1550,0.1803,0.0026,0.0178,0.5060,0.2454,0.1058,0.0041,0.0000,0.0000
9,SATURDAY,23,0.0000,0.0385,0.0355,0.0023,0.0178,0.5060,0.2381,0.1045,0.0024,0.0000,0.0000
9,SUNDAY,0,0.0000,0.0889,0.0638,0.0006,0.0178,0.5060,0.2207,0.0994,0.0010,0.0000,0.0000
9,SUNDAY,1,0.0000,0.0688,0.0444,0.0006,0.0178,0.5060,0.2173,0.0994,0.0000,0.0000,0.0000
9,SUNDAY,2,0.0000,0.0773,0.0422,0.0006,0.0178,0.5060,0.2173,0.0994,0.0000,0.0000,0.0000
9,SUNDAY,3,0.0000,0.0725,0.0358,0.0006,0.0178,0.5060,0.2173,0.0995,0.0003,0.0000,0.0000
9,SUNDAY,4,0.0000,0.0000,0.0245,0.0006,0.0178,0.5060,0.3921,0.1000,0.0035,0.0002,0.0000
9,SUNDAY,5,0.0000,0.0000,0.0245,0.0006,0.0178,0.2233,0.5192,0.1016,0.0063,0.0017,0.0001
9,SUNDAY,6,0.0000,0.0356,0.0271,0.0009,0.0179,0.0000,0.7114,0.1038,0.0081,0.0047,0.0002
9,SUNDAY,7,0.0000,0.1198,0.0525,0.0015,0.0181,0.0000,0.7362,0.1060,0.0101,0.0089,0.0006
9,SUNDAY,8,0.0132,0.2834,0.1774,0.0018,0.0182,0.0000,0.7359,0.1083,0.0121,0.0145,0.0010
9,SUNDAY,9,0.0151,0.3127,0.2664,0.0017,0.0183,0.0000,0.7289,0.1105,0.0147,0.0171,0.0015
9,SUNDAY,10,0.0146,0.3833,0.2861,0.0018,0.0184,0.0000,0.7246,0.1132,0.0163,0.0176,0.0018
9,SUNDAY,11,0.0152,0.5072,0.3012,0.0018,0.0184,0.0000,0.7238,0.1137,0.0165,0.0176,0.0019
9,SUNDAY,12,0.0153,0.6348,0.3182,0.0018,0.0184,0.0000,0.7235,0.1137,0.0166,0.0176,0.0019
9,SUNDAY,13,0.0156,0.7434,0.3380,0.0017,0.0184,0.0000,0.7242,0.1133,0.0163,0.0176,0.0018
9,SUNDAY,14,0.0156,0.8396,0.3429,0.0018,0.0184,0.0000,0.7246,0.1109,0.0162,0.0172,0.0016
9,SUNDAY,15,0.0150,0.9135,0.3500,0.0019,0.0182,0.0000,0.7296,0.1078,0.0162,0.0149,0.0013
9,SUNDAY,16,0.0151,0.9319,0.3541,0.0019,0.0181,0.0000,0.7287,0.1056,0.0158,0.0094,0.0008
9,SUNDAY,17,0.0000,0.7807,0.1730,0.0015,0.0180,0.2827,0.5508,0.1035,0.0141,0.0048,0.0004
9,SUNDAY,18,0.0000,0.6934,0.1717,0.0013,0.0179,0.5060,0.4829,0.1013,0.0127,0.0017,0.0001
9,SUNDAY,19,0.0000,0.5964,0.1654,0.0012,0.0178,0.5060,0.4845,0.1000,0.0097,0.0002,0.0000
9,SUNDAY,20,0.0000,0.4592,0.1503,0.0010,0.0178,0.5060,0.4128,0.0996,0.0069,0.0000,0.0000
9,SUNDAY,21,0.0000,0.3682,0.1233,0.0008,0.0178,0.5060,0.3261,0.0995,0.0052,0.0000,0.0000
9,SUNDAY,22,0.0000,0.3117,0.1169,0.0006,0.0178,0.5060,0.2402,0.0995,0.0041,0.0000,0.0000
9,SUNDAY,23,0.0000,0.2437,0.0876,0.0006,0.0178,0.5060,0.2359,0.0994,0.0024,0.0000,0.0000
9,HOLIDAY,0,0.0000,0.2780,0.1514,0.0006,0.0178,0.5060,0.2005,0.0792,0.0010,0.0000,0.0000
9,HOLIDAY,1,0.0000,0.1946,0.1058,0.0006,0.0178,0.5060,0.1971,0.0792,0.0000,0.0000,0.0000
9,HOLIDAY,2,0.0000,0.1778,0.1022,0.0006,0.0178,0.5060,0.1971,0.0792,0.0000,0.0000,0.0000
9,HOLIDAY,3,0.0000,0.1538,0.0532,0.0006,0.0178,0.5060,0.1971,0.0793,0.0003,0.0000,0.0000
9,HOLIDAY,4,0.0000,0.0000,0.0245,0.0006,0.0178,0.5060,0.3717,0.0798,0.0035,0.0000,0.0000
9,HOLIDAY,5,0.0000,0.0000,0.0245,0.0006,0.0178,0.2233,0.4968,0.0814,0.0063,0.0000,0.0001
9,HOLIDAY,6,0.0000,0.0000,0.0245,0.0008,0.0178,0.0000,0.6790,0.0835,0.0081,0.0000,0.0002
9,HOLIDAY,7,0.0000,0.2920,0.0973,0.0012,0.0179,0.0000,0.6832,0.0855,0.0100,0.0000,0.0006
9,HOLIDAY,8,0.0133,0.3463,0.2115,0.0014,0.0180,0.0000,0.6756,0.0877,0.0120,0.0000,0.0010
9,HOLIDAY,9,0.0144,0.4801,0.2629,0.0013,0.0181,0.0000,0.6680,0.0898,0.0146,0.0000,0.0015
9,HOLIDAY,10,0.0151,0.4929,0.2796,0.0014,0.0182,0.0000,0.6637,0.0925,0.0162,0.0000,0.0018
9,HOLIDAY,11,0.0150,0.7538,0.2917,0.0014,0.0182,0.0000,0.6629,0.0929,0.0164,0.0000,0.0019
9,HOLIDAY,12,0.0146,0.8648,0.2970,0.0014,0.0182,0.0000,0.6626,0.0930,0.0165,0.0000,0.0019
9,HOLIDAY,13,0.0163,0.9624,0.2982,0.0013,0.0182,0.0000,0.6632,0.0926,0.0162,0.0000,0.0018
9,HOLIDAY,14,0.0146,1.0766,0.2996,0.0014,0.0181,0.0000,0.6637,0.0902,0.0161,0.0000,0.0016
9,HOLIDAY,15,0.0148,1.1472,0.3010,0.0016,0.0180,0.0000,0.6693,0.0871,0.0161,0.0000,0.0013
9,HOLIDAY,16,0.0150,1.1851,0.3017,0.0016,0.0180,0.0000,0.6756,0.0851,0.0158,0.0000,0.0008
9,HOLIDAY,17,0.0000,1.0637,0.1865,0.0014,0.0179,0.2827,0.5184,0.0832,0.0141,0.0000,0.0004
9,HOLIDAY,18,0.0000,0.9651,0.1852,0.0013,0.0178,0.5060,0.4604,0.0811,0.0127,0.0000,0.0001
9,HOLIDAY,19,0.0000,0.8413,0.1844,0.0012,0.0178,0.5060,0.4642,0.0798,0.0097,0.0000,0.0000
9,HOLIDAY,20,0.0000,0.6926,0.1834,0.0010,0.0178,0.5060,0.3926,0.0794,0.0069,0.0000,0.0000
9,HOLIDAY,21,0.0000,0.6088,0.1823,0.0008,0.0178,0.5060,0.3059,0.0793,0.0052,0.0000,0.0000
9,HOLIDAY,22,0.0000,0.4975,0.1812,0.0006,0.0178,0.5060,0.2200,0.0793,0.0041,0.0000,0.0000
9,HOLIDAY,23,0.0000,0.3569,0.1681,0.0006,0.0178,0.5060,0.2199,0.0792,0.0024,0.0000,0.0000
10,WEEKDAY,0,0.0000,0.0374,0.0275,0.0006,0.0178,0.5060,0.2368,0.1135,0.0013,0.0000,0.0000
10,WEEKDAY,1,0.0008,0.0322,0.0268,0.0006,0.0178,0.5060,0.2314,0.1129,0.0002,0.0000,0.0000
10,WEEKDAY,2,0.0023,0.0171,0.0246,0.0006,0.0178,0.5060,0.2312,0.1129,0.0000,0.0004,0.0000
10,WEEKDAY,3,0.0069,0.1307,0.1464,0.0008,0.0178,0.5060,0.2438,0.1144,0.0004,0.0040,0.0000
10,WEEKDAY,4,0.0069,0.1510,0.1734,0.0024,0.0182,0.5060,0.4522,0.1236,0.0039,0.0136,0.0003
10,WEEKDAY,5,0.0053,0.1550,0.1734,0.0061,0.0186,0.2724,0.6141,0.1374,0.0077,0.0219,0.0006
10,WEEKDAY,6,0.0711,0.1523,0.3116,0.0082,0.0191,0.2233,0.7970,0.1524,0.0107,0.0280,0.0010
10,WEEKDAY,7,0.0568,0.2391,0.3423,0.0085,0.0199,0.0388,0.9714,0.1716,0.0143,0.0314,0.0018
10,WEEKDAY,8,0.0328,0.3271,0.3480,0.0084,0.0208,0.0000,1.0192,0.1986,0.0197,0.0330,0.0030
10,WEEKDAY,9,0.0238,0.3541,0.3489,0.0087,0.0215,0.0000,1.0322,0.2225,0.0230,0.0335,0.0035
10,WEEKDAY,10,0.0290,0.3198,0.3490,0.0090,0.0218,0.0000,1.0332,0.2311,0.0240,0.0337,0.0037
10,WEEKDAY,11,0.0244,0.3113,0.3506,0.0090,0.0218,0.0000,1.0324,0.2323,0.0241,0.0337,0.0037
10,WEEKDAY,12,0.0200,0.4141,0.3515,0.0086,0.0218,0.0000,1.0320,0.2324,0.0242,0.0337,0.0037
10,WEEKDAY,13,0.0160,0.5447,0.3531,0.0083,0.0218,0.0000,1.0325,0.2309,0.0243,0.0337,0.0037
10,WEEKDAY,14,0.0149,0.6680,0.3549,0.0083,0.0218,0.0000,1.0330,0.2230,0.0248,0.0337,0.0036
10,WEEKDAY,15,0.0148,0.7374,0.3564,0.0092,0.0217,0.0000,1.0377,0.2200,0.0247,0.0337,0.0036
10,WEEKDAY,16,0.0151,0.7191,0.3562,0.0102,0.0216,0.0000,1.0436,0.2165,0.0244,0.0335,0.0036
10,WEEKDAY,17,0.0149,0.6419,0.3503,0.0099,0.0215,0.2336,0.8978,0.2022,0.0239,0.0326,0.0034
10,WEEKDAY,18,0.0157,0.5591,0.3496,0.0088,0.0213,0.4672,0.7604,0.1830,0.0234,0.0306,0.0032
10,WEEKDAY,19,0.0200,0.4419,0.3481,0.0078,0.0208,0.5060,0.6700,0.1674,0.0207,0.0266,0.0030
10,WEEKDAY,20,0.0214,0.3274,0.3469,0.0067,0.0203,0.5060,0.6151,0.1578,0.0164,0.0183,0.0025
10,WEEKDAY,21,0.0218,0.2026,0.2072,0.0047,0.0195,0.5060,0.4766,0.1492,0.0114,0.0070,0.0018
10,WEEKDAY,22,0.0046,0.1479,0.1751,0.0022,0.0188,0.5060,0.3538,0.1369,0.0069,0.0013,0.0008
10,WEEKDAY,23,0.0000,0.0401,0.0531,0.0009,0.0181,0.5060,0.2638,0.1195,0.0033,0.0001,0.0002
10,SATURDAY,0,0.0000,0.0000,0.0245,0.0013,0.0178,0.5060,0.2342,0.1129,0.0010,0.0000,0.0000
10,SATURDAY,1,0.0000,0.0075,0.0245,0.0006,0.0178,0.5060,0.2308,0.1129,0.0000,0.0000,0.0000
10,SATURDAY,2,0.0044,0.0000,0.0245,0.0006,0.0178,0.5060,0.2308,0.1129,0.0000,0.0000,0.0000
10,SATURDAY,3,0.0044,0.1538,0.1802,0.0006,0.0178,0.5060,0.2309,0.1133,0.0003,0.0000,0.0000
10,SATURDAY,4,0.0044,0.1763,0.1802,0.0010,0.0178,0.5060,0.4066,0.1173,0.0035,0.0002,0.0000
10,SATURDAY,5,0.0044,0.1763,0.1802,0.0027,0.0179,0.2233,0.5389,0.1295,0.0063,0.0017,0.0001
10,SATURDAY,6,0.1213,0.1285,0.1810,0.0038,0.0182,0.2233,0.7416,0.1428,0.0081,0.0047,0.0002
10,SATURDAY,7,0.0679,0.2140,0.1808,0.0044,0.0186,0.0000,0.7866,0.1550,0.0101,0.0089,0.0006
10,SATURDAY,8,0.0488,0.3134,0.2948,0.0045,0.0188,0.0000,0.8028,0.1646,0.0121,0.0145,0.0010
10,SATURDAY,9,0.0302,0.3543,0.3565,0.0045,0.0190,0.0000,0.8003,0.1712,0.0147,0.0171,0.0015
10,SATURDAY,10,0.0217,0.3403,0.3565,0.0048,0.0191,0.0000,0.7964,0.1746,0.0163,0.0176,0.0018
10,SATURDAY,11,0.0213,0.3161,0.3566,0.0049,0.0191,0.0000,0.7956,0.1751,0.0165,0.0176,0.0019
10,SATURDAY,12,0.0211,0.3540,0.3569,0.0046,0.0191,0.0000,0.7953,0.1751,0.0166,0.0176,0.0019
10,SATURDAY,13,0.0176,0.4539,0.3579,0.0045,0.0191,0.0000,0.7960,0.1748,0.0163,0.0176,0.0018
10,SATURDAY,14,0.0155,0.5875,0.3590,0.0044,0.0191,0.0000,0.7964,0.1724,0.0162,0.0172,0.0016
10,SATURDAY,15,0.0156,0.6544,0.3596,0.0046,0.0189,0.0000,0.8008,0.1686,0.0162,0.0149,0.0013
10,SATURDAY,16,0.0158,0.6375,0.3591,0.0049,0.0188,0.0000,0.7965,0.1623,0.0158,0.0094,0.0008
10,SATURDAY,17,0.0000,0.5369,0.1820,0.0050,0.0186,0.2827,0.6138,0.1553,0.0141,0.0048,0.0004
10,SATURDAY,18,0.0000,0.4981,0.1816,0.0049,0.0184,0.5060,0.5365,0.1473,0.0127,0.0017,0.0001
10,SATURDAY,19,0.0000,0.4009,0.1811,0.0045,0.0182,0.5060,0.5268,0.1395,0.0097,0.0002,0.0000
10,SATURDAY,20,0.0000,0.3107,0.1808,0.0038,0.0180,0.5060,0.4396,0.1297,0.0069,0.0000,0.0000
10,SATURDAY,21,0.0000,0.2188,0.1805,0.0032,0.0179,0.5060,0.3416,0.1194,0.0052,0.0000,0.0000
10,SATURDAY,22,0.0000,0.1538,0.1802,0.0028,0.0178,0.5060,0.2537,0.1137,0.0041,0.0000,0.0000
10,SATURDAY,23,0.0000,0.0000,0.0245,0.0024,0.0178,0.5060,0.2465,0.1129,0.0024,0.0000,0.0000
10,SUNDAY,0,0.0000,0.0000,0.0245,0.0006,0.0178,0.5060,0.2373,0.1129,0.0014,0.0000,0.0000
10,SUNDAY,1,0.0000,0.0075,0.0245,0.0006,0.0178,0.5060,0.2317,0.1129,0.0003,0.0000,0.0000
10,SUNDAY,2,0.0000,0.0075,0.0245,0.0006,0.0178,0.5060,0.2308,0.1129,0.0000,0.0000,0.0000
10,SUNDAY,3,0.0000,0.0150,0.0245,0.0006,0.0178,0.5060,0.2308,0.1129,0.0003,0.0000,0.0000
10,SUNDAY,4,0.0088,0.0000,0.0245,0.0006,0.0178,0.5060,0.3619,0.1134,0.0027,0.0002,0.0000
10,SUNDAY,5,0.0088,0.0000,0.0245,0.0006,0.0178,0.2939,0.5009,0.1147,0.0056,0.0013,0.0001
10,SUNDAY,6,0.0088,0.0000,0.0245,0.0009,0.0179,0.2233,0.6768,0.1167,0.0077,0.0039,0.0002
10,SUNDAY,7,0.0000,0.0150,0.0245,0.0014,0.0180,0.0558,0.7435,0.1189,0.0096,0.0079,0.0005
10,SUNDAY,8,0.0115,0.0782,0.1184,0.0017,0.0182,0.0000,0.7494,0.1212,0.0116,0.0131,0.0009
10,SUNDAY,9,0.0155,0.1585,0.2011,0.0017,0.0183,0.0000,0.7441,0.1234,0.0141,0.0165,0.0014
10,SUNDAY,10,0.0151,0.2567,0.2300,0.0018,0.0184,0.0000,0.7392,0.1260,0.0159,0.0175,0.0017
10,SUNDAY,11,0.0146,0.3067,0.2483,0.0018,0.0184,0.0000,0.7375,0.1270,0.0165,0.0176,0.0019
10,SUNDAY,12,0.0157,0.3902,0.2686,0.0018,0.0184,0.0000,0.7371,0.1272,0.0166,0.0176,0.0019
10,SUNDAY,13,0.0159,0.4949,0.2887,0.0017,0.0184,0.0000,0.7375,0.1269,0.0164,0.0176,0.0018
10,SUNDAY,14,0.0164,0.5799,0.3053,0.0018,0.0184,0.0000,0.7380,0.1250,0.0162,0.0173,0.0017
10,SUNDAY,15,0.0156,0.6550,0.3206,0.0019,0.0183,0.0000,0.7418,0.1220,0.0162,0.0155,0.0014
10,SUNDAY,16,0.0159,0.6184,0.3188,0.0019,0.0181,0.0000,0.7424,0.1196,0.0159,0.0108,0.0009
10,SUNDAY,17,0.0042,0.5039,0.1730,0.0016,0.0180,0.2120,0.6087,0.1175,0.0146,0.0059,0.0005
10,SUNDAY,18,0.0000,0.4410,0.1269,0.0014,0.0179,0.4502,0.5133,0.1153,0.0130,0.0024,0.0002
10,SUNDAY,19,0.0000,0.3566,0.1149,0.0012,0.0178,0.5060,0.4976,0.1138,0.0104,0.0006,0.0000
10,SUNDAY,20,0.0000,0.2577,0.0901,0.0011,0.0178,0.5060,0.4442,0.1131,0.0076,0.0001,0.0000
10,SUNDAY,21,0.0000,0.1986,0.0756,0.0008,0.0178,0.5060,0.3613,0.1130,0.0056,0.0000,0.0000
10,SUNDAY,22,0.0000,0.1673,0.0473,0.0007,0.0178,0.5060,0.2752,0.1129,0.0044,0.0000,0.0000
10,SUNDAY,23,0.0000,0.1314,0.0505,0.0006,0.0178,0.5060,0.2495,0.1129,0.0028,0.0000,0.0000
10,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,WEEKDAY,0,0.0065,0.0079,0.0245,0.0007,0.0180,0.5060,0.2488,0.1162,0.0026,0.0000,0.0001
11,WEEKDAY,1,0.0111,0.0047,0.0245,0.0006,0.0178,0.5060,0.2342,0.1129,0.0010,0.0000,0.0000
11,WEEKDAY,2,0.0129,0.0047,0.0245,0.0006,0.0178,0.5060,0.2308,0.1129,0.0000,0.0000,0.0000
11,WEEKDAY,3,0.0148,0.0047,0.0245,0.0006,0.0178,0.5060,0.2312,0.1129,0.0000,0.0005,0.0000
11,WEEKDAY,4,0.0318,0.1214,0.1720,0.0009,0.0179,0.5060,0.2464,0.1147,0.0005,0.0047,0.0000
11,WEEKDAY,5,0.0356,0.1149,0.1720,0.0028,0.0182,0.5060,0.4953,0.1255,0.0046,0.0154,0.0003
11,WEEKDAY,6,0.0376,0.1116,0.1720,0.0067,0.0186,0.2233,0.6380,0.1398,0.0083,0.0231,0.0006
