"CK_SiteID","Building Size","Region","County","City","State","Zip","Zip_notes","Heating Zone","Heating Zone_notes","Cooling Zone","Cooling Zone_notes","Electric Utility","Gas Utility","BPA Utility","Strata Territory","Strata Population Estimate","Strata Population Estimate_notes","Site Case Weight","Site Case Weight_Notes","Site Visit Date","Site Visit Date_notes","Vintage","Vintage_notes","N Floors","N Floors_notes","In MF Complex","Qty Buildings in Complex","Qty Buildings in Complex_notes","Qty Studio Units","Qty Studio Units_notes","Qty One-Bedroom Units","Qty One-Bedroom Units_notes","Qty Two-Bedroom Units","Qty Two-Bedroom Units_notes","Qty Three-Bedroom Units","Qty Three-Bedroom Units_notes","Qty Four-Bedroom Units","Qty Four-Bedroom Units_notes","Total Units in Building","Total Units in Building_notes","Limited to 55 or Older","Limited to Low Income","Construction","Framing Type","Foundation Type","Commercial Space in Building","Parking Provided","Parking Lot","Covered Lot","Open Garage","Enclosed Garage","Parking Area Directly Illuminated","Parking Area (sq ft)","Parking Area (sq ft)_notes","Parking Stalls","Parking Stalls_notes","Parking Reserved for Commercial","Parking Reserved for Commercial_notes","Parking Notes","Interior Building Common Areas","Elevator Qty","Elevator Qty_notes","Pool Type","Pool Cover","Pool Solar Assist","Pool Location","Pool Heating Fuel","Pool Availability (months)","Pool Availability (months)_notes","Qty Residential Floors","Qty Residential Floors_notes","Qty Non-Residential Floors","Qty Non-Residential Floors_notes","Qty Parking Floors","Qty Parking Floors_notes","Qty Storage/Mechanical Floors","Qty Storage/Mechanical Floors_notes","Residential Area (sq ft)","Residential Area (sq ft)_notes","Interior Common Area (sq ft)","Interior Common Area (sq ft)_notes","Total Enclosed Area (sq ft)","Total Enclosed Area (sq ft)_notes","Commercial Area (sq ft)","Commercial Area (sq ft)_notes","Grocery Area (sq ft)","Grocery Area (sq ft)_notes","Office Area (sq ft)","Office Area (sq ft)_notes","Retail Area (sq ft)","Retail Area (sq ft)_notes","Other Commercial Area (sq ft)","Other Commercial Area (sq ft)_notes","Vacant Area (sq ft)","Vacant Area (sq ft)_notes","Total Ceiling Area","Total Ceiling Area_notes","Total Ceiling U-Value","Total Ceiling U-Value_notes","Ceiling UA","Ceiling UA-Notes","Total Wall Area","Total Wall Area_notes","Total Wall U-Value","Total Wall U-Value_notes","Wall UA","Wall UA_notes","Total Floor Area","Total Floor Area_notes","Total Floor U-Value","Total Floor U-Value_notes","Floor UA","Floor UA_notes","Total Window Area","Total Window Area_notes","Window UA","Window UA_notes","Whole House UA","Whole House UA_notes","Area of Conditioned Common Space","Area of Conditioned Common Space_notes","Total Residential Floor Area","Total Residential Floor Area_notes","Total Non-Residential Floor Area","Total Non-Residential Floor Area_notes","Total Conditioned Area","Total Conditioned Area_notes","Primary Heating System","Primary Heating Fuel","Primary Cooling System","Central Building Heat","Common Area Primary Heating System","Common Area Primary Heating Fuel","Common Area Primary Cooling System","Annual Residential Electric Usage (kWh)","Annual Residential Electric Usage (kWh)_notes","Annual Non-Residential Electric Usage (kWh)","Annual Non-Residential Electric Usage (kWh)_notes","Annual Electric Usage (kWh)","Annual Electric Usage (kWh)_notes","Annual Residential Gas Usage (Therms)","Annual Residential Gas Usage (Therms)_notes","Annual Non-Residential Gas Usage (Therms)","Annual Non-Residential Gas Usage (Therms)_notes","Annual Gas Usage (Therms)","Annual Gas Usage (Therms)_notes","Annual Residential Electric Usage (kBtu)","Annual Residential Electric Usage (kBtu)_notes","Annual Non-Residential Electric Usage (kBtu)","Annual Non-Residential Electric Usage (kBtu)_notes","Annual Electric Usage (kBtu)","Annual Electric Usage (kBtu)_notes","Annual Residential Gas Usage (kBtu)","Annual Residential Gas Usage (kBtu)_notes","Annual Non-Residential Gas Usage (kBtu)","Annual Non-Residential Gas Usage (kBtu)_notes","Annual Gas Usage (kBtu)","Annual Gas Usage (kBtu)_notes"
"BLDG_00435","Apartment Building (3 or fewer floors)","Puget Sound","King, WA","BURIEN","WA",98146,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,10/5/2016 12:00:00 AM,,1972,,2.00000,,"No",1,,0,,12,,0,,0,,0,,12,,"No","No","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",0.0000,,17,,30,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,7056.0000,,,"NA",7056.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3528.0000,,0.0253,,89.2000,,4805.0000,,0.1123,,539.4000,,3528.0000,,0.0637,,224.8000,,922.7000,,89.2000,,1923.7000,,0.0000,,7056.0000,,0.0000,,7056.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7370.2000,,,"N/A",88442.8000,,,"N/A",,"N/A",,"N/A",25147.2400,,,"N/A",301766.9000,,,"N/A",,"N/A",,"N/A"
"BLDG_00436","Apartment Building (3 or fewer floors)","Puget Sound","King, WA","SEATTLE","WA",98126,,1,,1,,"Seattle City Light","Puget Sound Energy","Y","SCL",2633,,37.0800,,9/22/2016 12:00:00 AM,,1930,,2.00000,,"No",1,,0,,0,,0,,4,,0,,4,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","No","No","No","Yes","NA",640.0000,,4,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,4318.0000,,,"NA",4318.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2590.0000,,0.0390,,101.1000,,3352.0000,,0.0978,,327.7000,,2590.0000,,,"Exclude",,"Exclude",534.6000,,50.8000,,,"Exclude",0.0000,,4318.0000,,0.0000,,4318.0000,,"Boiler","Natural Gas","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00437","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98102,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,9/22/2016 12:00:00 AM,,1984,,4.00000,,"No",1,,0,,14,,14,,0,,0,,28,,"No","Yes","Frame","Wood","> 90% Slab","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",4.00000,,0.0000,,0.0000,,0.0000,,22162.2500,,3885.7500,,26048.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",4949.8000,,67.2000,,,"Exclude",3885.8000,,22162.3000,,0.0000,,26048.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",6463.2000,,,"N/A",180969.7000,,,"N/A",,"N/A",,"N/A",22052.4500,,,"N/A",617468.5000,,,"N/A",,"N/A",,"N/A"
"BLDG_00439","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98122,,1,,1,,"Seattle City Light","Puget Sound Energy","Y","SCL",2633,,37.0800,,10/24/2016 12:00:00 AM,,1920,,3.50000,,"No",1,,7,,15,,5,,0,,0,,27,,"No","No","Solid masonry","Masonry","Mixed Conditioned Basement and Slab","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",4.00000,,0.0000,,0.0000,,0.0000,,27300.0000,,600.0000,,27900.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",7225.0000,,0.0253,,182.7000,,11460.0000,,0.3848,,4410.2000,,7225.0000,,0.0723,,522.2000,,3177.2000,,45.6000,,6347.5000,,600.0000,,27300.0000,,0.0000,,27900.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",2951.5000,,,"N/A",79691.8000,,,"N/A",,"N/A",,"N/A",10070.6800,,,"N/A",271908.4000,,,"N/A",,"N/A",,"N/A"
"BLDG_00440","Apartment Building (4 to 6 floors)","Puget Sound","Snohomish, WA","EVERETT","WA",98201,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,9/12/2016 12:00:00 AM,,2000,,3.50000,,"Yes",3,,0,,50,,0,,0,,0,,50,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"NA","NA","NA","NA","NA",,"NA",4.00000,,0.0000,,0.0000,,0.0000,,26243.0000,,5757.0000,,32000.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",1852.8000,,14.1000,,,"Exclude",5757.0000,,26243.0000,,0.0000,,32000.0000,,"Unknown","Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00441","Apartment Building (3 or fewer floors)","Puget Sound","King, WA","FEDERAL WAY","WA",98003,,1,,1,,"Puget Sound Energy",,"N","PSE - King County",4651,,89.4300,,9/7/2016 12:00:00 AM,,1990,,3.00000,,"Yes",6,,0,,70,,30,,0,,0,,100,,"Yes","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",16200.0000,,48,,0,,"NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,65600.0000,,3400.0000,,69000.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",23008.0000,,0.0253,,581.7000,,20304.0000,,0.0533,,1082.6000,,23008.0000,,0.0268,,617.6000,,4116.7000,,15.6000,,3846.2000,,3400.0000,,65600.0000,,0.0000,,69000.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",3532.0000,,69654.6000,,422851.0000,,116.2000,,,"N/A",11621.0000,,12051.0600,,237661.4000,,1442767.5000,,11621.0000,,,"N/A",1162098.2000,
"BLDG_00442","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98121,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,9/21/2016 12:00:00 AM,,1975,,5.00000,,"No",1,,9,,74,,32,,0,,0,,115,,"No","No","Frame","Unknown","Other","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",2,,"Pool - unheated","Yes","No","Outdoor","NA",6.00000,,4.00000,,1.0000,,2.5000,,0.0000,,90941.0000,,25355.0000,,118744.0000,,2448.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",6971.9000,,23.0000,,,"Exclude",25355.0000,,90941.0000,,2448.0000,,118744.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",6024.4000,,,"N/A",692808.6000,,167.3000,,,"N/A",19236.8000,,20555.3300,,,"N/A",2363862.9000,,16727.7000,,,"N/A",1923680.5000,
"BLDG_00443","Apartment Building (3 or fewer floors)","Puget Sound","Skagit, WA","MOUNT VERNON","WA",98273,,1,,1,,"Puget Sound Energy",,"N","PSE - Non-King County",3653,,117.8300,,9/13/2016 12:00:00 AM,,1983,,2.00000,,"Yes",5,,0,,28,,4,,0,,0,,32,,"Yes","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",13110.0000,,44,,50,,"NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,20504.0000,,2515.0000,,23019.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",11509.0000,,,"Exclude",,"Exclude",25800.0000,,0.0838,,2161.7000,,11509.5000,,0.2900,,3337.6000,,2313.3000,,27.5000,,,"Exclude",2515.0000,,20504.0000,,0.0000,,23019.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",5244.3000,,45153.0000,,212971.6000,,,"N/A",,"N/A",,"N/A",17893.6600,,154062.0000,,726659.1000,,,"N/A",,"N/A",,"N/A"
"BLDG_00445","Apartment Building (4 to 6 floors)","Puget Sound","Pierce, WA","PUYALLUP","WA",98371,,1,,1,,"Puget Sound Energy","Puget Sound Energy","N","PSE - Non-King County",3653,,117.8300,,9/20/2016 12:00:00 AM,,2006,,4.00000,,"No",1,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",16,,"Unknown","Unknown","Frame","Wood","Other","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.5000,,0.5000,,0.0000,,18399.0000,,3560.0000,,25079.0000,,,"NA",,"NA",,"NA",1015.0000,,2105.0000,,,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",4030.2000,,95.7000,,,"Exclude",3560.0000,,18399.0000,,3120.0000,,25079.0000,,"Furnace","Natural Gas","N/A","N/A","N/A","N/A","N/A",8528.4000,,17812.5000,,154267.0000,,257.2000,,429.2000,,4544.7000,,29098.9200,,60776.3000,,526359.0000,,25722.0000,,42922.4000,,454474.6000,
"BLDG_00446","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98112,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,9/7/2016 12:00:00 AM,,1920,,4.50000,,"No",1,,16,,38,,0,,0,,0,,54,,"No","No","Solid masonry","Concrete","> 90% Conditioned Basement","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",4.00000,,1.0000,,0.5000,,0.5000,,37520.0000,,15200.0000,,52720.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",3150.0000,,22.2000,,,"Exclude",15200.0000,,37520.0000,,0.0000,,52720.0000,,"Boiler","Unknown","N/A","Yes","Boiler","Unknown","N/A",1970.3000,,,"N/A",106396.1000,,,"N/A",,"N/A",,"N/A",6722.6600,,,"N/A",363023.5000,,,"N/A",,"N/A",,"N/A"
"BLDG_00447","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98122,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,9/8/2016 12:00:00 AM,,2014,,6.00000,,"Yes",4,,0,,84,,12,,10,,0,,106,,"No","Yes","Rigid frame (concrete or steel)","Concrete","Other","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",2,,"N/A","NA","NA","NA","NA",,"NA",6.00000,,0.0000,,1.0000,,0.0000,,107338.0000,,8690.0000,,116028.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",5871.2000,,21.0000,,,"Exclude",8690.0000,,107338.0000,,0.0000,,116028.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",5547.2000,,,"N/A",588001.0000,,,"N/A",,"N/A",,"N/A",18926.9800,,,"N/A",2006259.5000,,,"N/A",,"N/A",,"N/A"
"BLDG_00448","Apartment Building (3 or fewer floors)","Puget Sound","King, WA","BELLEVUE","WA",98008,,1,,1,,"Puget Sound Energy",,"N","PSE - King County",4651,,89.4300,,9/19/2016 12:00:00 AM,,1973,,3.00000,,"Yes",20,,0,,0,,6,,0,,0,,6,,"No","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","Yes","NA",2552.0000,,10,,10,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,7610.0000,,460.0000,,8070.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2678.0000,,0.0906,,242.5000,,6723.0000,,0.0838,,563.3000,,2678.0000,,,"Exclude",,"Exclude",1146.6000,,125.5000,,,"Exclude",460.0000,,7610.0000,,0.0000,,8070.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",12086.7000,,21649.5000,,94169.6000,,,"N/A",,"N/A",,"N/A",41239.8000,,73868.0000,,321306.8000,,,"N/A",,"N/A",,"N/A"
"BLDG_00449","Apartment Building (3 or fewer floors)","Puget Sound","Snohomish, WA","MUKILTEO","WA",98275,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,11/14/2016 12:00:00 AM,,1998,,3.00000,,"Yes",17,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",17,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","Yes","NA",4800.0000,,27,,0,,"NA","No",0,,"Unknown","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,19120.0000,,,"NA",19120.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6960.0000,,0.0253,,176.0000,,13806.0000,,0.0838,,1156.8000,,6960.0000,,0.0636,,442.4000,,2092.4000,,86.2000,,3239.8000,,0.0000,,19120.0000,,0.0000,,19120.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00450","Apartment Building (3 or fewer floors)","Puget Sound","King, WA","KENT","WA",98032,,1,,1,,"Puget Sound Energy",,"N","PSE - King County",4651,,89.4300,,9/27/2016 12:00:00 AM,,,"Unknown",3.00000,,"Yes",9,,0,,0,,2,,2,,0,,18,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",3240.0000,,20,,0,,"Large complex with shared parking throughout. These are the stalls in front of the study unit","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,20520.0000,,,"NA",20520.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",6840.0000,,0.0253,,172.9000,,10078.0000,,0.0533,,537.4000,,6840.0000,,0.0472,,322.7000,,1361.1000,,52.9000,,1985.7000,,0.0000,,20520.0000,,0.0000,,20520.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00451","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98403,,1,,1,,"City of Tacoma","Puget Sound Energy","Y","BPA",2434,,162.2700,,10/27/2016 12:00:00 AM,,1952,,2.00000,,"No",1,,0,,0,,6,,0,,0,,6,,"No","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",1073.0000,,6,,0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,1.0000,,6935.0000,,839.5000,,7774.5000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3467.5000,,0.0253,,87.7000,,4602.5000,,0.7709,,3548.3000,,3467.5000,,0.2300,,797.5000,,510.8000,,32.3000,,4627.6000,,839.5000,,6935.0000,,0.0000,,7774.5000,,"Furnace","Natural Gas","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",116.0000,,,"N/A",695.7000,,,"N/A",,"N/A",,"N/A",11595.3000,,,"N/A",69572.0000,
"BLDG_00452","Apartment Building (4 to 6 floors)","Puget Sound","Pierce, WA","TACOMA","WA",98403,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,11/16/2016 12:00:00 AM,,1929,,5.00000,,"No",1,,0,,40,,0,,0,,0,,40,,"No","No","Solid masonry","Masonry","> 90% Conditioned Basement","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",5.00000,,0.0000,,0.0000,,0.0000,,20525.0000,,2526.0000,,23051.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",3816.1000,,44.8000,,,"Exclude",2526.0000,,20525.0000,,0.0000,,23051.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00453","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98409,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,10/25/2016 12:00:00 AM,,1968,,3.00000,,"Yes",8,,0,,1,,14,,0,,0,,15,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",7500.0000,,30,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,17600.0000,,,"NA",17600.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",7040.0000,,0.0446,,314.3000,,14940.0000,,0.0533,,796.6000,,7040.0000,,0.0689,,484.7000,,1985.2000,,50.3000,,2350.0000,,0.0000,,17600.0000,,0.0000,,17600.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00454","Apartment Building (3 or fewer floors)","Puget Sound","Snohomish, WA","EVERETT","WA",98203,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,9/12/2016 12:00:00 AM,,1970,,3.00000,,"No",1,,0,,43,,0,,0,,0,,43,,"No","No","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",2550.0000,,,"NA",0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,27351.0000,,,"NA",27351.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",9117.0000,,0.0446,,407.0000,,23506.0000,,0.1123,,2638.7000,,9117.0000,,0.0697,,635.5000,,4044.1000,,35.7000,,5218.0000,,0.0000,,27351.0000,,0.0000,,27351.0000,,"Stove/Fireplace","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00455","Apartment Building (More than 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98107,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,9/15/2016 12:00:00 AM,,2008,,8.00000,,"No",1,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",72,,"No","No","Rigid frame (concrete or steel)","Steel","Other","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",7.00000,,1.0000,,2.0000,,0.0000,,78000.0000,,6700.0000,,110700.0000,,13000.0000,,0.0000,,1000.0000,,12000.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",14721.8000,,77.7000,,,"Exclude",6700.0000,,78000.0000,,26000.0000,,110700.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",3979.8000,,,"N/A",286544.3000,,,"N/A",,"N/A",,"N/A",13579.0200,,,"N/A",977689.3000,,,"N/A",,"N/A",,"N/A"
"BLDG_00456","Apartment Building (3 or fewer floors)","Puget Sound","Thurston, WA","YELM","WA",98597,,1,,1,,"Puget Sound Energy",,"N","PSE - Non-King County",3653,,117.8300,,11/14/2016 12:00:00 AM,,2015,,2.00000,,"Yes",2,,0,,0,,8,,0,,0,,8,,"No","No","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",8556.0000,,22,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,6850.0000,,,"NA",6850.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3425.0000,,0.0253,,86.6000,,5824.0000,,0.0838,,488.0000,,3425.0000,,0.0776,,265.7000,,899.1000,,42.7000,,1182.0000,,0.0000,,6850.0000,,0.0000,,6850.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7407.2000,,4557.7000,,63815.0000,,,"N/A",,"N/A",,"N/A",25273.2400,,15551.0000,,217736.9000,,,"N/A",,"N/A",,"N/A"
"BLDG_00457","Apartment Building (More than 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98121,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,9/16/2016 12:00:00 AM,,1992,,7.00000,,"No",1,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",72,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",3,,"N/A","NA","NA","NA","NA",,"NA",5.00000,,0.0000,,2.0000,,0.0000,,49532.0000,,6055.0000,,55587.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",6689.0000,,35.3000,,,"Exclude",6055.0000,,49532.0000,,0.0000,,55587.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",5185.7000,,,"N/A",373369.6000,,115.5000,,,"N/A",8316.7000,,17693.5700,,,"N/A",1273937.1000,,11551.0000,,,"N/A",831674.6000,
"BLDG_00458","Apartment Building (3 or fewer floors)","Puget Sound","Whatcom, WA","BELLINGHAM","WA",98229,,1,,1,,"Puget Sound Energy",,"N","PSE - Non-King County",3653,,117.8300,,9/8/2016 12:00:00 AM,,1991,,3.00000,,"Yes",4,,0,,5,,5,,2,,0,,12,,"No","No","Frame","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",0.0000,,22,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,1.0000,,0.0000,,8309.0000,,,"NA",8309.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",8309.0000,,0.0253,,210.1000,,13176.0000,,0.0000,,0.0000,,8309.0000,,0.0482,,400.8000,,1683.3000,,98.2000,,1789.2000,,0.0000,,8309.0000,,0.0000,,8309.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",8619.0000,,23886.5000,,127314.0000,,,"N/A",,"N/A",,"N/A",29407.8900,,81500.7000,,434395.4000,,,"N/A",,"N/A",,"N/A"
