"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Game System Release","Used for DVD or Bluray","Used to access Internet","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00006943","SITE_00972","Room_00015179","Game Console","No",,"Unknown","Unknown","Sony","Cech-2501a","No","Original","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00006946","SITE_00972","Room_00015187","Game Console","Yes",2009,,"N/A","Microsoft","1439","No","Slim","No","No","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00006846","SITE_00973","Room_00002978","Game Console","Yes",2012,,"Unknown","Sony","Cech-4001b","No","Original","No","No","No","N/A","Closet_9","Closet"
"Appliance_00006847","SITE_00976","Room_00003014","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006848","SITE_00977","Room_00003021","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Slim","No","No","No","Not used","Bedroom_2","Bedroom"
"Appliance_00006849","SITE_00981","Room_00003097","Game Console","No",,"Unknown","LU81626552","Nintendo","RVL-001(USA)","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006850","SITE_00981","Room_00003097","Game Console","No",,"Unknown","156189543848","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006851","SITE_00981","Room_00003097","Game Console","No",,"Unknown","Unknown","Sony","PS2","No","Original","Yes","No","No","Mfg label covered.","Family Room_1","Family Room"
"Appliance_00006852","SITE_00984","Room_00003143","Game Console","Yes",2010,,"Unknown","Microsoft","1439","Unknown","Slim","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006853","SITE_00985","Room_00003155","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","Unknown","Original","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00006854","SITE_00987","Room_00003197","Game Console","Yes",2012,,"Unknown","Nintendo","Wup-001(02)","No","Unknown","No","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006855","SITE_00987","Room_00003197","Game Console","Yes",2015,,"Unknown","Sony","Ch-1215a","Unknown","Unknown","Yes","Yes","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006856","SITE_00990","Room_00003242","Game Console","Yes",2011,,"Unknown","Microsoft","Unknown","Unknown","Slim","Yes","Yes","Yes","No model but serial.","Living Room_1","Living Room"
"Appliance_00006857","SITE_00990","Room_00003242","Game Console","Yes",2015,,"Unknown","Microsoft","1540","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006858","SITE_00997","Room_00003334","Game Console","No",,"Unknown","Unknown","Sony","2639F","No","Slim","Yes","No","Yes","N/A","Office_1","Office"
"Appliance_00006859","SITE_01000","Room_00003377","Game Console","No",,"Unknown","LU54845093","Nintendo","Rvl-dot1","Unknown","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006986","SITE_01003","Room_00015228","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox360","No","Original","No","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00006987","SITE_01003","Room_00015228","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Slim","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00006988","SITE_01003","Room_00015228","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","No","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00006972","SITE_01008","Room_00015276","Game Console","No",,"Unknown","LU33102056","Nintendo","Rvl-001(usa)","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006860","SITE_01011","Room_00003462","Game Console","Yes",2006,,"Unknown","Nintendo","RVL-101(USA)","Unknown","Original","No","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006861","SITE_01022","Room_00003607","Game Console","Yes",2006,,"Unknown","Nintendo","RVL-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006948","SITE_01025","Room_00015340","Game Console","Yes",2008,,"N/A","Sony","Cechk01","No","Unknown","Yes","Unknown","Unknown","N/A","Bedroom_4","Bedroom"
"Appliance_00006949","SITE_01025","Room_00015343","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Unknown","Yes","Yes","Yes","Currently in use","Family Room_1","Family Room"
"Appliance_00006862","SITE_01030","Room_00003686","Game Console","No",,"Unknown","DS213980915","Nintendo","DOL-001","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006863","SITE_01030","Room_00003679","Game Console","Yes",2014,,"Unknown","Sony","CUH-1115A","No","Original","Yes","Yes","No","N/A","Family Room_1","Family Room"
"Appliance_00006864","SITE_01030","Room_00003679","Game Console","Yes",2014,,"Unknown","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006865","SITE_01030","Room_00003674","Game Console","No",,"Unknown","HU2429168","Sony","SCPH-79001","No","Slim","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00006944","SITE_01034","Room_00015396","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","No","No manufacturer label","Bedroom_2","Bedroom"
"Appliance_00006866","SITE_01042","Room_00003805","Game Console","No",,"Unknown","Unknown","Sony","CECH-4201B","No","Original","Yes","No","No","N/A","Basement_1","Basement"
"Appliance_00006867","SITE_01042","Room_00003810","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006868","SITE_01042","Room_00003810","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006869","SITE_01046","Room_00003868","Game Console","Yes",2015,,"Unknown","Sony","Cuh-1215a","Unknown","Slim","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006979","SITE_01050","Room_00015478","Game Console","No",,"Unknown","CF762882081-CECH-3001-A","Sony","CECH3001A","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00006870","SITE_01053","Room_00003906","Game Console","Yes",2006,,"Unknown","Sony","Ntsc","Unknown","Original","Yes","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00006871","SITE_01053","Room_00003907","Game Console","No",,"Unknown","LU54755468","Nintendo","Rvl-001","Unknown","Unknown","Yes","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006996","SITE_01070","Room_00015621","Game Console","No",,"Unknown","Unknown","Sony","Cech4001b","No","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006997","SITE_01070","Room_00015621","Game Console","No",,"Unknown","LU50323152","Nintendo","Rvl-001","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006998","SITE_01070","Room_00015621","Game Console","No",,"Unknown","FW40303301","Nintendo","Wup-101(02)","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006999","SITE_01070","Room_00015621","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007000","SITE_01070","Room_00015621","Game Console","No",,"Unknown","04076834348","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007001","SITE_01070","Room_00015621","Game Console","No",,"Unknown","RB064209173","Sony","Cuh1001a","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007021","SITE_01071","Room_00015627","Game Console","No",,"Unknown","FW40893187","Nintendo","Wup-101(02)","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006933","SITE_01072","Room_00015648","Game Console","No",,"Unknown","LU61891967","Nintendo","RVL-001(USA)","No","Slim","No","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00006934","SITE_01072","Room_00015651","Game Console","Yes",2012,,"N/A","Microsoft","Xbox 360 S","No","Slim","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00006935","SITE_01072","Room_00015651","Game Console","Yes",2014,,"N/A","Microsoft","Xbox one","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00006936","SITE_01072","Room_00015655","Game Console","Yes",2013,,"N/A","Microsoft","Xbox 360 E","No","Original","Yes","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00006958","SITE_01076","Room_00015702","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006959","SITE_01076","Room_00015702","Game Console","No",,"Unknown","Unknown","Nintendo","N64","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007022","SITE_01077","Room_00015712","Game Console","No",,"Unknown","UN801270275","Nintendo","Sns-001","No","Original","No","No","No","N/A","Living Room_3","Living Room"
"Appliance_00007030","SITE_01077","Room_00015717","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007031","SITE_01077","Room_00015719","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007032","SITE_01077","Room_00015722","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007033","SITE_01077","Room_00015722","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007034","SITE_01077","Room_00015729","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","N/A","Living Room_2","Living Room"
"Appliance_00006961","SITE_01078","Room_00015732","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006955","SITE_01079","Room_00015745","Game Console","No",,"Unknown","LU65483036","Nintendo","Rvl-001(usa)","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006956","SITE_01079","Room_00015745","Game Console","Yes",2013,,"N/A","Microsoft","1538","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006932","SITE_01080","Room_00015758","Game Console","No",,"Unknown","LU64812531","Nintendo","RVL-001(USA)","No","Slim","No","No","No","N/A","Living Room_2","Living Room"
"Appliance_00007026","SITE_01081","Room_00015779","Game Console","No",,"Unknown","MB740137264","Sony","Cuh-1215a","No","Slim","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007003","SITE_01082","Room_00015789","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006953","SITE_01083","Room_00015801","Game Console","No",,"Unknown","Unknown","Nintendo","Wii u","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006950","SITE_01084","Room_00015817","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","Unknown","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006960","SITE_01085","Room_00015834","Game Console","No",,"Unknown","MB723163075","Sony","CUH-1215A","No","Original","No","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006930","SITE_01095","Room_00016036","Game Console","No",,"Unknown","Unknown","Microsoft","360","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006951","SITE_01102","Room_00016138","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","Yes","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00006952","SITE_01102","Room_00016138","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00007148","SITE_01103","Room_00016148","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","No","Yes","Yes","Cant acces","Living Room_1","Living Room"
"Appliance_00007149","SITE_01103","Room_00016149","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Slim","No","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007060","SITE_01104","Room_00016160","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","No","Yes","Yes","N/A","Office_1","Office"
"Appliance_00007061","SITE_01104","Room_00016164","Game Console","No",,"Unknown","HU4796137","Sony","Scph-9001","No","Slim","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007062","SITE_01104","Room_00016164","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007121","SITE_01106","Room_00016184","Game Console","No",,"Unknown","AD913428182-CECH-4301A","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007122","SITE_01106","Room_00016188","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007123","SITE_01106","Room_00016188","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007127","SITE_01108","Room_00016204","Game Console","No",,"Unknown","Unknown","Sony","CUH-121SA","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007150","SITE_01115","Room_00016268","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007166","SITE_01117","Room_00016254","Game Console","No",,"Unknown","Unknown","Sony","CECH2001A","No","Original","Yes","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00007066","SITE_01119","Room_00016303","Game Console","No",,"Unknown","MB875748328","Sony","CUH-1215A","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007113","SITE_01126","Room_00016377","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007067","SITE_01128","Room_00016395","Game Console","No",,"Unknown","Unknown","Sony","CECH-4001B","No","Slim","Yes","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007107","SITE_01130","Room_00016424","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007080","SITE_01135","Room_00016469","Game Console","No",,"Unknown","Unknown","Sony","PS3","No","Slim","Yes","No","No","Could not access","Bedroom_6","Bedroom"
"Appliance_00007092","SITE_01140","Room_00016539","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox one","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007084","SITE_01151","Room_00016633","Game Console","Yes",2015,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007144","SITE_01152","Room_00016639","Game Console","No",,"Unknown","LU 55765801","Nintendo","Rvl-001(USA)","No","Original","No","No","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007145","SITE_01152","Room_00016639","Game Console","No",,"Unknown","002633714209","Microsoft","1439","No","Slim","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007146","SITE_01152","Room_00016643","Game Console","Yes",2009,,"N/A","Microsoft","Unknown","No","Original","Unknown","No","No","Serial #048138492407","Bedroom_2","Bedroom"
"Appliance_00007098","SITE_01155","Room_00016669","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007059","SITE_01158","Room_00016698","Game Console","Yes",2007,,"N/A","Sony","Cechh01","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007085","SITE_01162","Room_00016729","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00004112","SITE_01169","Room_00016881","Game Console","No",,"Unknown","Unknown","Nintendo","NUS-001(USA)","No","Original","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00023145","SITE_01169","Room_00016881","Game Console","No",,"Unknown","096459251848","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007064","SITE_01171","Room_00016794","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007151","SITE_01175","Room_00016826","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","No","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007152","SITE_01175","Room_00016831","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Slim","Yes","Yes","No","N/A","Family Room_1","Family Room"
"Appliance_00007057","SITE_01180","Room_00016868","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox","No","Slim","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007056","SITE_01180","Room_00016868","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007129","SITE_01182","Room_00016886","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007063","SITE_01185","Room_00016913","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007068","SITE_01187","Room_00016924","Game Console","No",,"Unknown","LU35178129","Nintendo","IRVL-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007130","SITE_01190","Room_00016949","Game Console","Yes",2011,,"N/A","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007139","SITE_01190","Room_00016950","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007140","SITE_01190","Room_00016954","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007141","SITE_01190","Room_00016954","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Slim","No","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00022815","SITE_01192","Room_00016977","Game Console","Yes",2010,,"N/A","Microsoft","1439","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007114","SITE_01194","Room_00017012","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox one","No","Original","Yes","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00007115","SITE_01194","Room_00017012","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00007058","SITE_01195","Room_00017021","Game Console","Yes",2013,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007100","SITE_01198","Room_00017067","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 9ne","No","Unknown","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007101","SITE_01198","Room_00017067","Game Console","No",,"Unknown","Unknown","Nintendo","WiiU","No","Unknown","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007091","SITE_01209","Room_00017219","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Family Room_3","Family Room"
"Appliance_00007116","SITE_01213","Room_00017315","Game Console","Yes",2014,,"N/A","Microsoft","1538","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007093","SITE_01214","Room_00017319","Game Console","No",,"Unknown","Unknown","Sony","PS3","No","Original","Yes","Yes","Yes","N/A","Family Room_3","Family Room"
"Appliance_00007083","SITE_01215","Room_00017337","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","No","Unknown","N/A","Living Room_3","Living Room"
"Appliance_00007108","SITE_01216","Room_00017354","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007109","SITE_01216","Room_00017357","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007110","SITE_01216","Room_00017361","Game Console","No",,"Unknown","005545211309","Microsoft","1439","No","Slim","Yes","Yes","No","N/A","Bedroom_4","Bedroom"
"Appliance_00007111","SITE_01216","Room_00017363","Game Console","Yes",2014,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007289","SITE_01219","Room_00017401","Game Console","No",,"Unknown","LU724658532","Nintendo","Rvl-001","No","Original","No","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007465","SITE_01222","Room_00017430","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007287","SITE_01233","Room_00017532","Game Console","No",,"Unknown","LU74402037","Nintendo","Rvl-001","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007275","SITE_01234","Room_00017542","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007276","SITE_01234","Room_00017542","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007277","SITE_01234","Room_00017542","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","No","NES Classic","Living Room_1","Living Room"
"Appliance_00007474","SITE_01241","Room_00017605","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007463","SITE_01247","Room_00017638","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007464","SITE_01247","Room_00017638","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00022816","SITE_01249","Room_00017653","Game Console","No",2012,,"FW10507752","Nintendo","WUP-101(02)","Unknown","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022817","SITE_01249","Room_00017658","Game Console","No",,"Unknown","107357531743","Microsoft","1538","Unknown","Slim","Unknown","Unknown","No","N/A","Bedroom_7","Bedroom"
"Appliance_00022818","SITE_01252","Room_00017676","Game Console","No",2013,,"Unknown","Sony","Ps4","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007481","SITE_01255","Room_00017695","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Slim","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007520","SITE_01260","Room_00017734","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","No","Yes","Can't access bottom for model number","Living Room_3","Living Room"
"Appliance_00007521","SITE_01260","Room_00017734","Game Console","No",,"Unknown","LU31223398","Nintendo","RVL-001 (USA)","Unknown","Original","Unknown","Unknown","Unknown","N/A","Living Room_3","Living Room"
"Appliance_00007470","SITE_01262","Room_00017751","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007471","SITE_01262","Room_00017751","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007472","SITE_01262","Room_00017759","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007469","SITE_01265","Room_00017781","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007482","SITE_01268","Room_00017806","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox360","No","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00007522","SITE_01270","Room_00017821","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Unknown","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007523","SITE_01270","Room_00017821","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007498","SITE_01278","Room_00017904","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","Yes","Yes","Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00007524","SITE_01280","Room_00017931","Game Console","No",,"Unknown","RU319750221","Nintendo","Rvl-001","No","Unknown","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007525","SITE_01280","Room_00017931","Game Console","Yes",2012,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007526","SITE_01280","Room_00017931","Game Console","No",,"Unknown","172411540148","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007527","SITE_01282","Room_00017942","Game Console","Yes",2008,,"N/A","Microsoft","Unknown","No","Unknown","Yes","Yes","No","N/A","Bedroom_6","Bedroom"
"Appliance_00007528","SITE_01282","Room_00017944","Game Console","Yes",2015,,"N/A","Microsoft","1540","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007476","SITE_01294","Room_00018040","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007477","SITE_01294","Room_00018040","Game Console","No",,"Unknown","Unknown","Nintendo","RVL-001","No","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00007478","SITE_01294","Room_00018045","Game Console","No",,"Unknown","FW42089608","Nintendo","WUP101(02)","No","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007288","SITE_01296","Room_00018069","Game Console","Yes",2011,,"N/A","Sony","Cech-3001a","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007493","SITE_01303","Room_00018150","Game Console","No",,"Unknown","LU82504655 9","Nintendo","Rvl-001","No","Original","No","No","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007457","SITE_01304","Room_00018159","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007475","SITE_01305","Room_00018166","Game Console","No",,"Unknown","CF766279283-CECH-3001","Sony","PS3","No","Original","No","Yes","No","N/A","Living Room_3","Living Room"
"Appliance_00007456","SITE_01310","Room_00018245","Game Console","Yes",2013,,"N/A","Microsoft","1538","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007458","SITE_01311","Room_00018247","Game Console","No",,"Unknown","LU116855433","Nintendo","rvl-001","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007459","SITE_01311","Room_00018252","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","No","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00007480","SITE_01313","Room_00018287","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","No","No","N/A","Bedroom_2","Bedroom"
