"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Game System Release","Used for DVD or Bluray","Used to access Internet","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00007217","SITE_01850","Room_00022467","Game Console","No",,"Unknown","188410652848","Microsoft","1540","No","Unknown","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007218","SITE_01853","Room_00022503","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007219","SITE_01853","Room_00022503","Game Console","No",,"Unknown","LU543414104","Nintendo","Rvl-001","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007220","SITE_01856","Room_00022552","Game Console","No",,"Unknown","01111315351408","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007221","SITE_01856","Room_00022552","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","Super nintendo","Bedroom_3","Bedroom"
"Appliance_00007462","SITE_01863","Room_00022628","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007467","SITE_01864","Room_00022638","Game Console","No",,"Unknown","KU61835845","Nintendo","Rvl-101","No","Original","Yes","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007468","SITE_01864","Room_00022639","Game Console","Yes",2006,,"N/A","Microsoft","1439","No","Slim","Yes","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007473","SITE_01868","Room_00022694","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007222","SITE_01877","Room_00022772","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007223","SITE_01880","Room_00022793","Game Console","No",,"Unknown","CF613988719-CECH-3001B","Sony","Ps3","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007224","SITE_01883","Room_00022818","Game Console","Yes",2016,,"N/A","Sony","CUH-1215A","No","Original","Unknown","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007225","SITE_01883","Room_00022819","Game Console","No",,"Unknown","Unknown","Sony","CUH1215A","No","Original","Yes","Yes","Yes","N/A","Bedroom_7","Bedroom"
"Appliance_00006947","SITE_01891","Room_00022898","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox","No","Original","No","No","No","N/A","Living Room_2","Living Room"
"Appliance_00006970","SITE_01892","Room_00022908","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Slim","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007023","SITE_01896","Room_00022974","Game Console","Yes",2013,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00007035","SITE_01896","Room_00022977","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox360","No","Original","Unknown","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00006971","SITE_01897","Room_00022982","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007028","SITE_01901","Room_00023061","Game Console","Yes",2010,,"N/A","Microsoft","1439","No","Slim","Yes","Yes","Yes","N/A","Basement_1","Basement"
"Appliance_00007053","SITE_01902","Room_00023074","Game Console","Yes",1996,,"N/A","Nintendo","NUS-001(USA)","No","Original","No","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00007054","SITE_01902","Room_00023074","Game Console","Yes",2013,,"N/A","Sony","Cuh1001a","No","Slim","Yes","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007055","SITE_01902","Room_00023074","Game Console","Yes",1991,,"N/A","Nintendo","Sns-001","No","Original","No","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00007077","SITE_01904","Room_00023095","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007078","SITE_01904","Room_00023096","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","No","Yes","Yes","N/A","Living Room_2","Living Room"
"Appliance_00007051","SITE_01909","Room_00023173","Game Console","Yes",2014,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007052","SITE_01909","Room_00023173","Game Console","Yes",2012,,"N/A","Nintendo","Wup-101(02)","No","Slim","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006966","SITE_01910","Room_00023191","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Unknown","Yes","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00006983","SITE_01911","Room_00023196","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Original","No","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00006978","SITE_01916","Room_00023273","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Slim","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007154","SITE_01930","Room_00023485","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","Unknown","Unknown","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007226","SITE_01937","Room_00023587","Game Console","Yes",2006,,"N/A","Nintendo","Rlv-001","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007227","SITE_01937","Room_00023587","Game Console","No",,"Unknown","281519223843","Microsoft","1439","No","Slim","Yes","No","No","N/A","Family Room_1","Family Room"
"Appliance_00007228","SITE_01940","Room_00023625","Game Console","No",,"Unknown","LU36240997","Nintendo","RVL-001","No","Original","No","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007430","SITE_01942","Room_00023655","Game Console","Yes",2014,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007431","SITE_01942","Room_00023658","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Unknown","Unknown","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007229","SITE_01944","Room_00023673","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007230","SITE_01944","Room_00023673","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007231","SITE_01945","Room_00023689","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","Yes","Yes","Yes","Could not access nameplate","Family Room_1","Family Room"
"Appliance_00007232","SITE_01947","Room_00023708","Game Console","Yes",2006,,"N/A","Nintendo","RVL-001","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007233","SITE_01949","Room_00023735","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007234","SITE_01953","Room_00023789","Game Console","Yes",2008,,"N/A","Microsoft","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007235","SITE_01957","Room_00023837","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","Yes","Yes","Yes","No name plate","Kitchen_1","Kitchen"
"Appliance_00007155","SITE_01961","Room_00023889","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007236","SITE_01968","Room_00024000","Game Console","No",,"Unknown","LU56028587","Nintendo","RVL-001(USA)","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007237","SITE_01970","Room_00024034","Game Console","No",,"Unknown","Unknown","Sony","CECH-2001A","No","Original","Yes","Yes","Yes","N/A","Living Room_3","Living Room"
"Appliance_00007238","SITE_01972","Room_00024054","Game Console","No",,"Unknown","Unknown","Nintendo","RVL-001","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007239","SITE_01973","Room_00024062","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007240","SITE_01973","Room_00024062","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007241","SITE_01973","Room_00024068","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007242","SITE_01973","Room_00024068","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007243","SITE_01987","Room_00024266","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00006992","SITE_01989","Room_00024304","Game Console","No",,"Unknown","LU153106345","Nintendo","RVL-001","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007359","SITE_01990","Room_00024315","Game Console","No",,"Unknown","Unknown","Microsoft","XBOX360","No","Slim","No","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007360","SITE_01990","Room_00024308","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","No","Could not access nameplate","Living Room_1","Living Room"
"Appliance_00007361","SITE_01990","Room_00024316","Game Console","Yes",2011,,"N/A","Sony","CECH-3001A","No","Slim","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00007244","SITE_01992","Room_00024333","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007245","SITE_01992","Room_00024333","Game Console","No",,"Unknown","Unknown","Nintendo","Wii","No","Slim","Unknown","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007246","SITE_01992","Room_00024340","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","Yes","No","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007247","SITE_01993","Room_00024346","Game Console","No",,"Unknown","Unknown","Sony","Ps4","No","Original","Yes","Yes","Yes","Turned on and used","Living Room_1","Living Room"
"Appliance_00007248","SITE_01993","Room_00024356","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007156","SITE_01995","Room_00024392","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007157","SITE_01999","Room_00024453","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","No","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00007158","SITE_01999","Room_00024453","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","Yes","Yes","N/A","Family Room_2","Family Room"
"Appliance_00007264","SITE_02002","Room_00024515","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","No","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007249","SITE_02005","Room_00024542","Game Console","Yes",2016,,"N/A","Sony","Cuh-2015a","No","Slim","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007250","SITE_02010","Room_00024622","Game Console","No",,"Unknown","LU83059931","Nintendo","Rip-001","No","Original","Yes","Yes","Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00007251","SITE_02012","Room_00024655","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Unknown","Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00007252","SITE_02012","Room_00024661","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Slim","No","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00007253","SITE_02013","Room_00024667","Game Console","No",,"Unknown","190474333748","Microsoft","06350681190474333748","No","Original","Yes","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007254","SITE_02013","Room_00024666","Game Console","No",,"Unknown","LU624853501","Nintendo","Rvl-001(USA)","No","Original","Unknown","Unknown","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007255","SITE_02013","Room_00024666","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Unknown","Unknown","Unknown","Cannot access since child is currently playing it.","Family Room_1","Family Room"
"Appliance_00007256","SITE_02013","Room_00024676","Game Console","Yes",2015,,"N/A","Microsoft","1540","No","Original","Unknown","Unknown","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007257","SITE_02013","Room_00024677","Game Console","Yes",2010,,"N/A","Microsoft","Unknown","No","Original","Unknown","Unknown","Yes","N/A","Bedroom_7","Bedroom"
"Appliance_00007258","SITE_02016","Room_00024723","Game Console","Yes",2010,,"N/A","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007263","SITE_02017","Room_00024736","Game Console","No",,"Unknown","Unknown","Microsoft","1S","No","Slim","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007159","SITE_02022","Room_00024812","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007160","SITE_02022","Room_00024815","Game Console","Yes",2006,,"N/A","Nintendo","Rvl-001","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007161","SITE_02022","Room_00024815","Game Console","No",,"Unknown","030S3CKHB12469R","Microsoft","Un24h4500af","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007162","SITE_02022","Room_00024815","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007163","SITE_02028","Room_00024897","Game Console","No",,"Unknown","LU50718178","Nintendo","Rvl-001","No","Original","No","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007164","SITE_02028","Room_00024897","Game Console","No",,"Unknown","Unknown","Sony","Cech-2501a","No","Original","Yes","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007259","SITE_02030","Room_00024937","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007260","SITE_02033","Room_00024970","Game Console","No",,"Unknown","LU61502908","Nintendo","Rvl-001","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007261","SITE_02036","Room_00025024","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","No","Could not access nameplate","Kitchen_1","Kitchen"
"Appliance_00006995","SITE_02042","Room_00025121","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","Yes","Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00006937","SITE_02049","Room_00025208","Game Console","No",,"Unknown","Unknown","Microsoft","XBOX 1","No","Original","Yes","Yes","Yes","Could not access data plate","Bedroom_6","Bedroom"
"Appliance_00006938","SITE_02049","Room_00025214","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00006954","SITE_02050","Room_00025224","Game Console","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00006991","SITE_02051","Room_00025240","Game Console","Yes",2009,,"N/A","Microsoft","Unknown","No","Original","Yes","Yes","No","N/A","Basement_2","Basement"
"Appliance_00006993","SITE_02053","Room_00025273","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","No","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007436","SITE_02055","Room_00025305","Game Console","No",,"Unknown","LU11356010","Nintendo","Rvl-001","No","Original","Yes","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007027","SITE_02060","Room_00025377","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","No","No","Yes","N/A","Living Room_2","Living Room"
"Appliance_00007004","SITE_02065","Room_00025477","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Slim","No","Yes","Yes","No name plate","Bedroom_3","Bedroom"
"Appliance_00007005","SITE_02065","Room_00025478","Game Console","Yes",2013,,"N/A","Microsoft","1540","No","Original","No","Yes","Yes","N/A","Living Room_2","Living Room"
"Appliance_00022668","SITE_02068","Room_00009996","Game Console","No",,"Unknown","Unknown","Nintendo","RVL-001","No","Original","No","Yes","No","N/A","Living Room_3","Living Room"
