"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Type of Area Above Ceiling","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value","Ceiling U-Value_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00000748","BLDG_00001","Attic",4900.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0479,"Estimated based on homes of similar vintage",234.6112,,"Attic not accessible. Unit inspected on first floor. Tenant unaware of roof construction or insulation situation."
"Envelope_00000630","BLDG_00002","Roof Deck",12975.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",3808.1972,,"N/A"
"Envelope_00000375","BLDG_00003","Attic",12500.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",568.5279,,"N/A"
"Envelope_00000377","BLDG_00004","Roof Deck",3700.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",1085.9599,,"N/A"
"Envelope_00000378","BLDG_00005","Attic",544.0000,,"N/A","Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1700,,0.0338,,18.4054,,"N/A"
"Envelope_00000379","BLDG_00005","Attic",544.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,17.4180,,"Mirror of accessible attic"
"Envelope_00000380","BLDG_00005","Attic",1880.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,60.1945,,"N/A"
"Envelope_00000381","BLDG_00009","Attic",3669.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",166.8743,,"N/A"
"Envelope_00000382","BLDG_00010","Roof Deck",2700.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",792.4572,,"N/A"
"Envelope_00000383","BLDG_00016","Attic",21000.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0361,"Estimated based on homes of similar vintage",757.9150,,"N/A"
"Envelope_00000511","BLDG_00020","Attic",5804.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",263.9789,,"N/A"
"Envelope_00000384","BLDG_00022","Attic",3240.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",225.1447,,"N/A"
"Envelope_00000385","BLDG_00022","Sloped / Vaulted (no attic)",720.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0754,"Estimated based on homes of similar vintage",54.2797,,"N/A"
"Envelope_00000631","BLDG_00023","Roof Deck",7980.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0262,,209.2138,,"N/A"
"Envelope_00008405","BLDG_00026","Attic",4356.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",198.1206,,"N/A"
"Envelope_00000641","BLDG_00027","Attic",35000.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,1120.6427,,"N/A"
"Envelope_00000376","BLDG_00028","Attic",3061.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",139.2211,,"N/A"
"Envelope_00000386","BLDG_00029","Attic",12045.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",836.9962,,"Could not access"
"Envelope_00000235","BLDG_00030","Attic",11280.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",513.0396,,"N/A"
"Envelope_00000387","BLDG_00031","Attic",1960.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",136.1986,,"N/A"
"Envelope_00000749","BLDG_00032","Attic",4800.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",218.3147,,"N/A"
"Envelope_00000639","BLDG_00034","Attic",1924.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",87.5078,,"N/A"
"Envelope_00000667","BLDG_00035","Attic",5108.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,163.5498,,"N/A"
"Envelope_00000663","BLDG_00037","Attic",6608.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,211.5773,,"N/A"
"Envelope_00000680","BLDG_00037","Attic",3230.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,103.4193,,"Attic access is locked"
"Envelope_00000681","BLDG_00037","Attic",132.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,4.2264,,"N/A"
"Envelope_00000669","BLDG_00038","Roof Deck",4920.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",1444.0331,,"N/A"
"Envelope_00000666","BLDG_00039","Attic",2736.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",124.4394,,"No access."
"Envelope_00000678","BLDG_00040","Attic",17525.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,561.1218,,"N/A"
"Envelope_00000611","BLDG_00041","Ceiling (Unknown)",8384.0000,,"Unknown","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000750","BLDG_00042","Attic",3623.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0368,"Estimated based on homes of similar vintage",133.4138,,"N/A"
"Envelope_00003388","BLDG_00043","Attic",4576.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",208.1267,,"N/A"
"Envelope_00000640","BLDG_00044","Attic",3535.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",160.7797,,"N/A"
"Envelope_00000664","BLDG_00045","Attic",4454.0000,,"N/A","No","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",202.5779,,"N/A"
"Envelope_00000751","BLDG_00046","Attic",1630.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",74.1360,,"N/A"
"Envelope_00000752","BLDG_00048","Attic",8512.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",387.1448,,"N/A"
"Envelope_00000652","BLDG_00049","Sloped / Vaulted (no attic)",1890.0000,,"N/A","Yes","Yes","Fiberglass batts",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",61.3800,,0.0179,,33.7898,,"Entire attic not visible"
"Envelope_00000653","BLDG_00049","Attic",3914.0000,,"N/A","Yes","Yes","Fiberglass batts",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",61.3800,,0.0247,,96.5812,,"N/A"
"Envelope_00000368","BLDG_00050","Attic",2112.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,67.6228,,"N/A"
"Envelope_00000621","BLDG_00051","Ceiling (Unknown)",2875.0000,,"Unknown","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","4 plex"
"Envelope_00000622","BLDG_00052","Attic",2740.0000,,"N/A","Yes","Yes","Blown fiberglass",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",9.8900,,0.0922,,252.7103,,"N/A"
"Envelope_00000675","BLDG_00053","Roof Deck",12100.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0262,"Estimated based on homes of similar vintage",317.2289,,"Didn't go on roof. Space between ceiling and roof deck not accessible"
"Envelope_00000609","BLDG_00054","Attic",5584.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",253.9728,,"N/A"
"Envelope_00000676","BLDG_00057","Attic",4221.0000,,"N/A","Yes","Yes","Blown cellulose",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",47.8300,,0.0277,,116.8239,,"N/A"
"Envelope_00000610","BLDG_00058","Attic",6240.0000,,"N/A","Yes","Yes","Blown mineral wool",10.0000,,0.7500,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",28.8300,,0.1598,,997.2164,,"N/A"
"Envelope_00003389","BLDG_00061","Attic",5814.0000,,"N/A","Yes","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,186.1548,,"N/A"
"Envelope_00000612","BLDG_00062","Attic",12313.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0361,"Estimated based on homes of similar vintage",444.3908,,"N/A"
"Envelope_00000656","BLDG_00063","Roof Deck",3924.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",1151.7045,,"N/A"
"Envelope_00000618","BLDG_00064","Attic",1836.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,58.7857,,"Access to the attic"
"Envelope_00000623","BLDG_00065","Attic",5040.0000,,"N/A","Yes","Yes","Blown mineral wool",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.0900,,0.0909,,457.9251,,"N/A"
"Envelope_00000679","BLDG_00066","Attic",4620.5000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",210.1507,,"No access to attic."
"Envelope_00000673","BLDG_00067","Attic",1939.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",88.1901,,"No attic access from unit"
"Envelope_00000674","BLDG_00067","Sloped / Vaulted (no attic)",479.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","Vaulted ceiling not accessible"
"Envelope_00000616","BLDG_00068","Attic",9829.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0838,,823.8398,,"N/A"
"Envelope_00000650","BLDG_00069","Attic",4538.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,145.2993,,"N/A"
"Envelope_00000617","BLDG_00070","Attic",14360.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,459.7837,,"N/A"
"Envelope_00000677","BLDG_00071","Attic",27872.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",1936.8001,,"N/A"
"Envelope_00000655","BLDG_00071","Attic",10558.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",733.6659,,"N/A"
"Envelope_00000615","BLDG_00072","Attic",1768.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",80.4126,,"N/A"
"Envelope_00000753","BLDG_00073","Attic",2188.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0322,"Estimated based on homes of similar vintage",70.3602,,"N/A"
"Envelope_00000657","BLDG_00074","Attic",3936.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,126.0243,,"N/A"
"Envelope_00000252","BLDG_00075","Attic",5475.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0322,"Estimated based on homes of similar vintage",176.0614,,"N/A"
"Envelope_00000760","BLDG_00076","Roof Deck",11692.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,3431.6332,,"N/A"
"Envelope_00000555","BLDG_00077","Attic",6440.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,206.1983,,"No access"
"Envelope_00000519","BLDG_00078","Attic",4376.0000,,"N/A","Yes","Yes","Blown cellulose",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.6300,,0.0897,,392.5414,,"N/A"
"Envelope_00000535","BLDG_00079","Attic",6464.0000,,"N/A","No","Yes","Blown Fiberglass",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",31.0800,,0.0370,,239.2311,,"N/A"
"Envelope_00000539","BLDG_00080","Attic",1440.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0289,"Estimated based on homes of similar vintage",41.6503,,"Over second floor"
"Envelope_00000540","BLDG_00080","Attic",5420.0000,,"N/A","No","Yes","Blown Fiberglass",18.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,153.4293,,"Over 3rd floor"
"Envelope_00000522","BLDG_00081","Attic",3500.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0529,"Estimated based on homes of similar vintage",185.0552,,"N/A"
"Envelope_00000523","BLDG_00082","Attic",3105.0000,,"N/A","No","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,92.7624,,"N/A"
"Envelope_00000741","BLDG_00083","Attic",2116.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,67.7509,,"No access"
"Envelope_00000737","BLDG_00084","Attic",3651.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",327.5065,,"N/A"
"Envelope_00000738","BLDG_00085","Attic",8641.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",775.1257,,"Apt, no access"
"Envelope_00000739","BLDG_00085","Sloped / Vaulted (no attic)",297.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00003390","BLDG_00086","Attic",4352.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,139.3439,,"N/A"
"Envelope_00000736","BLDG_00087","Attic",2688.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",241.1223,,"N/A"
"Envelope_00000770","BLDG_00088","Attic",5958.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0289,"Estimated based on homes of similar vintage",172.3282,,"N/A"
"Envelope_00000771","BLDG_00089","Attic",7833.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0289,"Estimated based on homes of similar vintage",226.5604,,"Only access to above stairs, above units was walled in"
"Envelope_00000721","BLDG_00090","Attic",3150.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",282.5652,,"N/A"
"Envelope_00000697","BLDG_00091","Attic",,"Unknown","N/A","Yes","Yes","Blown cellulose",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",47.8300,,,"Exclude",,"Exclude","N/A"
"Envelope_00000698","BLDG_00092","Attic",4636.0000,,"N/A","No","Yes","Blown Fiberglass",18.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,131.2358,,"N/A"
"Envelope_00000063","BLDG_00093","Attic",4040.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",362.4011,,"N/A"
"Envelope_00000064","BLDG_00094","Attic",8704.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",780.7770,,"N/A"
"Envelope_00000065","BLDG_00095","Attic",9000.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,288.1653,,"Attic hatch locked."
"Envelope_00000066","BLDG_00096","Sloped / Vaulted (no attic)",1604.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000067","BLDG_00097","Attic",1552.0000,,"N/A","No","Yes","Blown Fiberglass",18.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,43.9340,,"Ground floor audited"
"Envelope_00000068","BLDG_00098","Attic",2551.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000069","BLDG_00099","Attic",8641.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000070","BLDG_00100","Other",80.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","1st floor deck overhead"
"Envelope_00000071","BLDG_00100","Sloped / Vaulted (no attic)",720.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000072","BLDG_00100","Attic",1012.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","Can't access"
"Envelope_00000073","BLDG_00101","Attic",1142.0000,,"N/A","Yes","Yes","Blown fiberglass",5.5000,,0.7500,,"Blown mineral wool",1.0000,,0.7500,,"Blown cellulose",1.0000,,0.7500,,21.8400,,0.1663,,189.9055,,"All mixed together"
"Envelope_00000074","BLDG_00102","Attic",5706.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",511.8467,,"N/A"
"Envelope_00000075","BLDG_00103","Attic",1568.0000,,"N/A","No","Yes","Blown Fiberglass",18.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,44.3869,,"N/A"
"Envelope_00000076","BLDG_00105","Attic",3403.0000,,"N/A","No","Yes","Blown Fiberglass",18.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,96.3321,,"N/A"
"Envelope_00000077","BLDG_00106","Attic",2996.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,95.9270,,"Can't access"
"Envelope_00000078","BLDG_00107","Attic",2889.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0897,"Estimated based on homes of similar vintage",259.1527,,"Four corners upper floor 1 bedroom up for each unit"
"Envelope_00000079","BLDG_00108","Attic",9506.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0529,"Estimated based on homes of similar vintage",502.6098,,"No access, third level main building"
"Envelope_00000080","BLDG_00108","Attic",1115.0000,,"N/A","Unknown","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0529,"Estimated based on homes of similar vintage",58.9533,,"Two level addition no access"
"Envelope_00000081","BLDG_00109","Attic",3696.0000,,"N/A","Unknown","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000608","BLDG_00110","Attic",3878.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,124.1672,,"N/A"
"Envelope_00000494","BLDG_00112","Attic",5750.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,184.1056,,"N/A"
"Envelope_00000486","BLDG_00113","Attic",17246.0000,,"N/A","No","Yes","Fiberglass batts",6.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",20.4600,,0.0496,,855.7599,,"From manager - 6 inch batts"
"Envelope_00000483","BLDG_00114","Attic",1828.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,58.5296,,"Attic access sealed shut"
"Envelope_00000262","BLDG_00115","Attic",4160.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0368,"Estimated based on homes of similar vintage",153.1884,,"N/A"
"Envelope_00000490","BLDG_00117","Attic",2889.0000,,"N/A","Yes","Yes","Blown cellulose",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.6300,,0.0415,,120.0171,,"N/A"
"Envelope_00000514","BLDG_00118","Attic",2700.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0368,"Estimated based on homes of similar vintage",99.4252,,"N/A"
