"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Type of Area Above Ceiling","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value","Ceiling U-Value_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00008643","SITE_00820","Adiabatic",540.0000,,"Residential occupancy","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,0.0000,,"N/A"
"Envelope_00008644","SITE_00821","Attic",784.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0346,"Estimated based on homes of similar vintage",27.1487,,"N/A"
"Envelope_00008645","SITE_00822","Attic",784.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0346,"Estimated based on homes of similar vintage",27.1487,,"No access"
"Envelope_00008639","SITE_00823","Adiabatic",816.0000,,"Residential occupancy","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,0.0000,,"N/A"
"Envelope_00000566","SITE_00825","Attic",500.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,17.5148,,"N/A"
"Envelope_00008649","SITE_00831","Attic",448.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,14.3442,,"N/A"
"Envelope_00000790","SITE_00835","Attic",968.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0553,"Estimated based on homes of similar vintage",53.5557,,"N/A"
"Envelope_00008793","SITE_00839","Attic",504.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0553,"Estimated based on homes of similar vintage",27.8844,,"N/A"
"Envelope_00000791","SITE_00841","Sloped / Vaulted (no attic)",390.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,114.4660,,"N/A"
"Envelope_00008796","SITE_00845","Attic",448.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,13.3841,,"N/A"
"Envelope_00008800","SITE_00850","Attic",896.0000,,"N/A","No","Yes","Blown (unknown)",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1125,"Estimated based on homes of similar vintage",100.7917,,"Homeowner says some sort of blow in from energy assistance program, unclear what type"
"Envelope_00008653","SITE_00852","Attic",2782.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,97.4522,,"N/A"
"Envelope_00008651","SITE_00853","Attic",2224.0000,,"N/A","No","Yes","Fiberglass batts",5.5000,,1.0000,,"Blown fiberglass",5.5000,,1.0000,,"N/A",,"N/A",,"N/A",34.2900,,0.0553,"Estimated based on homes of similar vintage",123.0453,,"Info from homeowner, no access"
"Envelope_00008642","SITE_00854","Sloped / Vaulted (no attic)",1020.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.1424,"Estimated based on homes of similar vintage",145.2780,,"N/A"
"Envelope_00008646","SITE_00855","Attic",1080.0000,,"N/A","Yes","Yes","Blown fiberglass",18.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,30.5726,,"N/A"
"Envelope_00008647","SITE_00855","Sloped / Vaulted (no attic)",270.0000,,"N/A","Unknown","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,79.2457,,"N/A"
"Envelope_00008802","SITE_00856","Sloped / Vaulted (no attic)",414.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,121.5101,,"N/A"
"Envelope_00008803","SITE_00856","Attic",1636.0000,,"N/A","Yes","Yes","Blown fiberglass",20.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",56.5000,,0.0271,,44.4048,,"N/A"
"Envelope_00008804","SITE_00857","Attic",1627.0000,,"N/A","Yes","Yes","Blown cellulose",20.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",68.3300,,0.0237,,38.5595,,"N/A"
"Envelope_00008805","SITE_00857","Sloped / Vaulted (no attic)",193.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,56.6460,,"N/A"
"Envelope_00008806","SITE_00858","Attic",563.0000,,"N/A","No","Yes","Unknown",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0346,"Estimated based on homes of similar vintage",19.4958,,"R38 is what homeowner said"
"Envelope_00008807","SITE_00858","Sloped / Vaulted (no attic)",528.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,154.9694,,"N/A"
"Envelope_00008808","SITE_00859","Attic",1032.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,33.0430,,"N/A"
"Envelope_00008809","SITE_00859","Sloped / Vaulted (no attic)",340.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0262,,8.9139,,"N/A"
"Envelope_00008810","SITE_00860","Attic",1056.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,36.9912,,"N/A"
"Envelope_00008811","SITE_00860","Sloped / Vaulted (no attic)",1179.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,346.0396,,"N/A"
"Envelope_00008812","SITE_00861","Attic",1153.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,34.4461,,"N/A"
"Envelope_00008813","SITE_00861","Sloped / Vaulted (no attic)",486.0000,,"N/A","Yes","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0754,,36.6388,,"N/A"
"Envelope_00007900","SITE_00862","Attic",708.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,84.3402,,"N/A"
"Envelope_00007901","SITE_00862","Sloped / Vaulted (no attic)",220.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,25.0684,,"N/A"
"Envelope_00007902","SITE_00863","Sloped / Vaulted (no attic)",180.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,20.5105,,"N/A"
"Envelope_00007903","SITE_00863","Attic",840.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,100.0647,,"N/A"
"Envelope_00007904","SITE_00864","Attic",1456.0000,,"N/A","Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0533,,77.6500,,"Homeowner states ceiling contains R39 Fiberglass.6 inch framing at 16 inches on center according to homeowner."
"Envelope_00007905","SITE_00865","Attic",1326.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,61.6769,,"N/A"
"Envelope_00007906","SITE_00866","Attic",1755.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,81.6312,,"N/A"
"Envelope_00007907","SITE_00867","Attic",1248.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,58.0489,,"N/A"
"Envelope_00007908","SITE_00868","Attic",1258.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,58.5140,,"N/A"
"Envelope_00007909","SITE_00869","Attic",1404.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,65.3050,,"N/A"
"Envelope_00007910","SITE_00870","Attic",1664.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,77.3985,,"N/A"
"Envelope_00007911","SITE_00871","Attic",1352.0000,,"N/A","No","Yes","Fiberglass batts",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",40.9200,,0.0302,,40.8462,,"R38 according to nameplate"
"Envelope_00007912","SITE_00872","Attic",684.0000,,"N/A","Yes","Yes","Blown fiberglass",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",5.6500,,0.1359,,92.9250,,"N/A"
"Envelope_00007913","SITE_00872","Sloped / Vaulted (no attic)",449.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,51.1623,,"N/A"
"Envelope_00007914","SITE_00873","Attic",896.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,106.7357,,"N/A"
"Envelope_00007915","SITE_00874","Attic",1142.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,102.5041,,"N/A"
"Envelope_00007916","SITE_00875","Attic",1624.5000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,193.5180,,"N/A"
"Envelope_00007917","SITE_00876","Attic",1686.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,78.4218,,"N/A"
"Envelope_00007918","SITE_00877","Attic",1020.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,91.5536,,"N/A"
"Envelope_00007919","SITE_00878","Attic",1389.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,64.6073,,"N/A"
"Envelope_00007920","SITE_00879","Attic",1588.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,189.1699,,"N/A"
"Envelope_00007921","SITE_00880","Attic",1252.0000,,"N/A","Yes","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,149.1440,,"There were a few test holes in the ceiling from previous technicians that allowed me to probe for insulation."
"Envelope_00007922","SITE_00880","Attic",180.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,21.4424,,"Mud Room ""attic"" was sheet metal."
"Envelope_00007923","SITE_00881","Roof Deck",1208.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,137.6482,,"N/A"
"Envelope_00007924","SITE_00882","Roof Deck",700.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,79.7630,,"N/A"
"Envelope_00007925","SITE_00883","Attic",1664.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,149.3581,,"N/A"
"Envelope_00007926","SITE_00883","Sloped / Vaulted (no attic)",127.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,10.7861,,"N/A"
"Envelope_00007927","SITE_00884","Attic",1084.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,97.2982,,"N/A"
"Envelope_00008147","SITE_00885","Attic",871.0000,,"N/A","Yes","Yes","Blown fiberglass",3.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",9.8900,,0.0922,,80.3323,,"N/A"
"Envelope_00008148","SITE_00885","Attic",7.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,0.8339,,"Over cantilever"
"Envelope_00011936","SITE_00886","Attic",1512.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,70.3284,,"N/A"
"Envelope_00007928","SITE_00887","Attic",500.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,23.2568,,"N/A"
"Envelope_00007929","SITE_00887","Sloped / Vaulted (no attic)",886.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0452,,40.0101,,"N/A"
"Envelope_00007930","SITE_00888","Attic",924.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,42.9785,,"N/A"
"Envelope_00007931","SITE_00890","Roof Deck",1408.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,119.5809,,"N/A"
"Envelope_00007932","SITE_00891","Attic",1742.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,81.0265,,"N/A"
"Envelope_00007933","SITE_00893","Attic",924.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,110.0712,,"N/A"
"Envelope_00007934","SITE_00894","Sloped / Vaulted (no attic)",765.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,64.9711,,"N/A"
"Envelope_00007935","SITE_00894","Attic",948.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,85.0910,,"N/A"
"Envelope_00007936","SITE_00895","Sloped / Vaulted (no attic)",414.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0452,,18.6955,,"N/A"
"Envelope_00007937","SITE_00895","Attic",483.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,22.4660,,"N/A"
"Envelope_00007938","SITE_00896","Attic",909.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0299,"Estimated based on homes of similar vintage",27.1565,,"N/A"
"Envelope_00007939","SITE_00896","Sloped / Vaulted (no attic)",275.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00007940","SITE_00897","Sloped / Vaulted (no attic)",2751.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0302,,83.0941,,"Above 11 foot ceiling, gets to hatch but mot close enough to safely open fully. At least 12 inches insulation."
"Envelope_00007941","SITE_00898","Attic",1344.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,120.6354,,"N/A"
"Envelope_00007942","SITE_00899","Attic",1742.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,81.0265,,"N/A"
"Envelope_00007943","SITE_00900","Attic",924.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,110.0712,,"N/A"
"Envelope_00007944","SITE_00901","Attic",280.0000,,"N/A","Yes","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0802,,22.4659,,"Addition"
"Envelope_00007945","SITE_00901","Attic",349.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,16.2332,,"N/A"
"Envelope_00007946","SITE_00902","Attic",2154.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,100.1901,,"N/A"
"Envelope_00007947","SITE_00903","Sloped / Vaulted (no attic)",1107.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0452,,49.9901,,"N/A"
"Envelope_00007948","SITE_00903","Attic",324.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,15.0704,,"N/A"
"Envelope_00007949","SITE_00905","Attic",1508.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,70.1424,,"N/A"
"Envelope_00007950","SITE_00905","Attic",252.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,11.7214,,"N/A"
"Envelope_00007951","SITE_00906","Attic",1125.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,52.3277,,"N/A"
"Envelope_00007952","SITE_00907","Attic",924.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,82.9368,,"Attic hatch sealed"
"Envelope_00007953","SITE_00908","Attic",326.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,15.1634,,"N/A"
"Envelope_00007954","SITE_00908","Sloped / Vaulted (no attic)",853.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0452,,38.5199,,"N/A"
"Envelope_00007955","SITE_00909","Attic",2080.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,96.7481,,"N/A"
"Envelope_00007956","SITE_00910","Sloped / Vaulted (no attic)",336.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,38.2862,,"N/A"
"Envelope_00007957","SITE_00910","Attic",1104.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,131.5136,,"N/A"
"Envelope_00007958","SITE_00910","Sloped / Vaulted (no attic)",336.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,38.2862,,"N/A"
"Envelope_00007959","SITE_00910","Attic",1188.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,141.5201,,"N/A"
"Envelope_00007960","SITE_00911","Attic",1416.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,65.8631,,"N/A"
"Envelope_00007961","SITE_00911","Attic",40.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,1.8605,,"N/A"
"Envelope_00007962","SITE_00912","Attic",780.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,92.9172,,"N/A"
"Envelope_00007963","SITE_00913","Attic",954.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,44.3739,,"N/A"
"Envelope_00008161","SITE_00914","Roof Deck",1100.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,125.3419,,"N/A"
"Envelope_00007964","SITE_00915","Attic",648.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0898,,58.1635,,"N/A"
"Envelope_00007965","SITE_00915","Sloped / Vaulted (no attic)",756.0000,,"N/A","No","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,0.0849,,64.2068,,"N/A"
"Envelope_00007966","SITE_00916","Attic",1456.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,67.7237,,"N/A"
"Envelope_00007967","SITE_00917","Attic",1273.0000,,"N/A","Yes","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,151.6457,,"N/A"
"Envelope_00007968","SITE_00918","Sloped / Vaulted (no attic)",341.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,38.8560,,"N/A"
"Envelope_00007969","SITE_00918","Attic",905.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,107.8078,,"N/A"
"Envelope_00007970","SITE_00919","Attic",891.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,106.1401,,"N/A"
"Envelope_00007971","SITE_00920","Attic",1895.0000,,"N/A","No","Yes","Fiberglass batts",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",37.5100,,0.0319,,60.3756,,"N/A"
"Envelope_00007972","SITE_00921","Attic",1828.7500,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,85.0616,,"N/A"
"Envelope_00007973","SITE_00922","Sloped / Vaulted (no attic)",2133.0000,,"N/A","Yes","Yes","Fiberglass batts",7.5000,,,"Unknown","Foil-faced polyiscyanurate foam board",2.0000,,,"Unknown","N/A",,"N/A",,"N/A",37.8800,,0.0287,,61.1773,,"N/A"
"Envelope_00007974","SITE_00923","Attic",840.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,39.0713,,"N/A"
"Envelope_00008200","SITE_00924","Attic",1352.0000,,"N/A","No","Yes","Fiberglass batts",6.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",22.1700,,0.0465,,62.8863,,"N/A"
"Envelope_00007975","SITE_00925","Attic",1560.0000,,"N/A","No","Yes","Fiberglass batts",2.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1191,,185.8344,,"N/A"
"Envelope_00000166","SITE_00926","Sloped / Vaulted (no attic)",841.0000,,"N/A","Yes","Yes","Fiberglass batts",2.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",6.8200,,0.1139,,95.8296,,"N/A"
"Envelope_00007976","SITE_00927","Roof Deck",1410.0000,,"N/A","Yes","Yes","Expanded polystyrene foam board (white)",3.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",12.4500,,0.0742,,104.6527,,"N/A"
