"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_notes","Primary Cooling System","Control Type","Zones Served","Cooling Fuel","Cooling Capacity","Cooling Capacity_notes","Cooling Capacity Units","Cooling Capacity Type","SEER","SEER_notes","SEER Type","EER","EER_notes","EER Type","COP","COP_notes","COP Type","Frequency of Use","Distribution Type","Water or Ground Loop?","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Energy Star Label Present?","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Cooling Capacity 2","DMSHP Cooling Capacity 2_notes","DMSHP Cooling Capacity 2 Type","DMSHP EER 2","DMSHP EER 2_notes","DMSHP EER 2 Type","DMSHP SEER 2","DMSHP SEER 2_notes","DMSHP SEER 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP EER 3","DMSHP EER 3_notes","DMSHP EER 3 Type","DMSHP SEER 3","DMSHP SEER 3_notes","DMSHP SEER 3 Type","DMSHP Cooling Capacity 3","DMSHP Cooling Capacity 3_notes","DMSHP Cooling Capacity 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP EER 4","DMSHP EER 4_notes","DMSHP EER 4 Type","DMSHP SEER 4","DMSHP SEER 4_notes","DMSHP SEER 4 Type","DMSHP Cooling Capacity 4","DMSHP Cooling Capacity 4_notes","DMSHP Cooling Capacity 4 Type","Equipment Notes"
"Mechanical_00008634","SITE_00146","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",8000.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.3000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","LG","LW8015ER","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008635","SITE_00055","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",10000.0000,,"Btuh","Unknown",,"Unknown","Unknown",10.8000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","LG","LW1011ER","No",2011,,"104TACX12251","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008636","SITE_01115","Packaged AC","Portable Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",12000.0000,,"Btuh","Unknown",,"Unknown","Unknown",10.9100,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Whynter","ARC-12SD","No",,"Unknown","14011933","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008637","SITE_02032","Packaged AC","Portable Air Conditioner",1,,"Yes","Unknown","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Used in master br but not accessible now"
"Mechanical_00008638","SITE_00810","Packaged AC","Portable Air Conditioner",1,,"Yes","Unknown","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008639","SITE_00438","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","No information anywhere on unit"
"Mechanical_00008640","SITE_00446","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","LG","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008641","SITE_00497","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",8000.0000,,"Btuh","Unknown",,"Unknown","Unknown",10.8000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Haier","ESA408K-L","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008642","SITE_00518","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Amana","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Can't access it behind tv."
"Mechanical_00008643","SITE_00526","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Whirlpool","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Nameplate hidden by wall"
"Mechanical_00008644","SITE_00544","Packaged AC","Portable Air Conditioner",1,,"No","Manual Thermostat - Digital","Unknown","Unknown",10000.0000,,"Btuh","Unknown",,"Unknown","Unknown",9.2000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","LG","LP1015WSR","No",2016,,"605CRMR02635","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Not in building envelope"
"Mechanical_00008645","SITE_00564","Packaged HP","Through-Wall Heat Pump",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged HP","Amana","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008646","SITE_00564","Packaged HP","Through-Wall Heat Pump",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged HP","Carrier","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008647","SITE_00565","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Haier","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Label likely within the wall"
"Mechanical_00008648","SITE_00580","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",5000.0000,,"Btuh","Unknown",,"Unknown","Unknown",9.7000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Arctic King","MWF1-05CM","No",,"Unknown","1694159406115656","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008649","SITE_01785","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",8000.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.3000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Sharp","AF-Q80VX","No",2014,,"4608682","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008650","SITE_01787","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",8000.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.2000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Keystone","KSTAW08B","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008651","SITE_01789","Packaged AC","Portable Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",10000.0000,,"Btuh","Unknown",,"Unknown","Unknown",8.9000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Midea","MPM3-10CR-BB6","Yes",2009,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008652","SITE_01845","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Programmable Thermostat","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Perfect Aire","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008653","SITE_01877","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Frigidaire","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Nameplate covered"
"Mechanical_00008654","SITE_01937","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Daewoo","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Unknown cooling size"
"Mechanical_00008655","SITE_01948","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Panasonic","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Couldn't collect btu"
"Mechanical_00008656","SITE_01953","Packaged AC","Window Air Conditioner",1,,"Unknown","Manual Thermostat - Digital","Unknown","Unknown",5350.0000,,"Btuh","Unknown",,"Unknown","Unknown",10.7000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Daewoo","DWC-058RL","Yes",2008,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008657","SITE_01960","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",6000.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.2000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Frigidaire","FFRE06L3Q1","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008658","SITE_01973","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",12000.0000,,"Btuh","Unknown",10.5000,,"Unknown",10.5000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Frigidaire","FFTA11233S1","No",,"Unknown","KK61541950","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008659","SITE_01983","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",10000.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.3000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","LG","LW1014ER","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008660","SITE_01993","Packaged AC","Window Air Conditioner",1,,"No","Manual Thermostat - Analog","Unknown","Unknown",5200.0000,,"Btuh","Unknown",,"Unknown","Unknown",9.7000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Haier","HWF05XC6","No",2005,,"AD0A12E0700A95BF2657","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008661","SITE_00599","Packaged AC","Window Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",8000.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.2000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Cool Living","CLYW-23C1A-G09AC","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008662","SITE_00643","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",15100.0000,,"Btuh","Unknown",,"Unknown","Unknown",11.8000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Frigidaire","FFRE15L3S...","No",,"Unknown","KK60100915...","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Yes",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Model and serial incomplete"
"Mechanical_00008663","SITE_00617","Packaged AC","Through-Wall Air Conditioner",2,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",10000.0000,,"Btuh","Unknown",,"Unknown","Unknown",9.8000,,"Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Comfort-Aire","RAD-101-5-B","No",,"Unknown","FT386373 175X","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008664","SITE_00617","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Digital","Unknown","Unknown",10000.0000,,"Btuh","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","LG","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008665","SITE_00583","Packaged AC","Through-Wall Air Conditioner",1,,"Yes","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Kenmore","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00008666","SITE_01231","Packaged AC","Through-Wall Air Conditioner",1,,"Unknown","Manual Thermostat - Analog","Unknown","Unknown",,"Unknown","N/A","N/A",,"Unknown","Unknown",,"Unknown","Unknown",,"N/A","N/A","Unknown","N/A","N/A","Packaged AC","Frigidaire","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","No",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
