"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_notes","Primary Cooling System","Control Type","Zones Served","Cooling Fuel","Cooling Capacity","Cooling Capacity_notes","Cooling Capacity Units","Cooling Capacity Type","SEER","SEER_notes","SEER Type","EER","EER_notes","EER Type","COP","COP_notes","COP Type","Frequency of Use","Distribution Type","Water or Ground Loop?","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Energy Star Label Present?","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Cooling Capacity 2","DMSHP Cooling Capacity 2_notes","DMSHP Cooling Capacity 2 Type","DMSHP EER 2","DMSHP EER 2_notes","DMSHP EER 2 Type","DMSHP SEER 2","DMSHP SEER 2_notes","DMSHP SEER 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP EER 3","DMSHP EER 3_notes","DMSHP EER 3 Type","DMSHP SEER 3","DMSHP SEER 3_notes","DMSHP SEER 3 Type","DMSHP Cooling Capacity 3","DMSHP Cooling Capacity 3_notes","DMSHP Cooling Capacity 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP EER 4","DMSHP EER 4_notes","DMSHP EER 4 Type","DMSHP SEER 4","DMSHP SEER 4_notes","DMSHP SEER 4 Type","DMSHP Cooling Capacity 4","DMSHP Cooling Capacity 4_notes","DMSHP Cooling Capacity 4 Type","Equipment Notes"
"Mechanical_00003406","SITE_00933","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",48000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Coleman","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","4 ton unit, was not accessible, information from owner"
"Mechanical_00003407","SITE_00957","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",22100.0000,,"Btuh","Average",,"Unknown","N/A",8.4000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","HS18-261-10P","No",1990,,"5190H09120","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003408","SITE_00958","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",24000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Luxaire","HABA-F024SD","No",1998,,"WFGP112569","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003409","SITE_00959","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",35400.0000,,"Btuh","Average",10.9000,,"Average",9.3000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","HS29-036-2P","No",2003,,"5803E81225","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003410","SITE_00963","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Analog","Whole Home","Electric",35500.0000,,"Btuh","Average",10.3000,,"Average",9.3000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","UAKA-037JAZ","Yes",2000,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003411","SITE_00969","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Analog","Whole Home","Electric",30000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","TTR030C100A2","Yes",1994,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003412","SITE_00971","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",35500.0000,,"Btuh","Average",12.5000,,"Average",11.9000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","38BRC036350","No",2005,,"3505E26700","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003413","SITE_00975","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",28000.0000,,"Btuh","Rated",13.0000,,"Rated",11.0000,,"Rated",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Concord","4AC13L30P-3A","No",2010,,"1910C24434","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003414","SITE_00979","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",23000.0000,,"Btuh","Average",16.0000,,"Average",13.1000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","XC17-024-230-02","No",2010,,"5810G05618","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003415","SITE_00981","Central AC","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",22900.0000,,"Btuh","Average",13.5000,,"Average",11.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","VSX130241EA","No",2014,,"1406112671","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003416","SITE_00985","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003417","SITE_00988","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",42000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","XC13-042-230-04","No",2011,,"5811C08813","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003418","SITE_00990","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",46000.0000,,"Btuh","Average",10.5000,,"Average",9.5000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","CKL49-1","No",2002,,"0204570846","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003419","SITE_00996","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",42000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Evcon","ERCS0421BBB","No",2006,,"W0N6288229","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","This central AC unit is not used by the homeowner. Still connected"
"Mechanical_00003420","SITE_00998","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",36000.0000,,"Btuh","Nominal",13.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","2TTR3036A1000AA","No",,"Unknown","7314LWB3F","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003421","SITE_01016","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",28000.0000,,"Btuh","Average",13.5000,,"Average",11.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","VSX130301AC","No",2013,,"1310077972","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003422","SITE_01037","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",42000.0000,,"Btuh","Nominal",13.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","4TTB3042D1000BA","Yes",2012,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Air conditioning not in basement"
"Mechanical_00003423","SITE_01046","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",34800.0000,,"Btuh","Average",10.2000,,"Average",9.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","York","AC036X1021A","No",2002,,"WELM057799","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003424","SITE_01066","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Digital","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003425","SITE_01370","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",23300.0000,,"Btuh","Average",10.1000,,"N/A",9.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Rheem","RAKA-024JAZ","Yes",1998,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Rarely used"
"Mechanical_00003426","SITE_01416","Air Source Heat Pump","N/A",,"N/A","Yes","Manual Thermostat - Analog","Whole Home","Electric",36000.0000,,"Btuh","Nominal",13.5000,,"Average",11.7500,,"Average",3.6000,,"Average","N/A","N/A","N/A","Condenser","Rheem","RPKA036JAZ","No",2002,,"5346M029612286","Unknown","Unknown","Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","""Doesn't really work"" according to home owner so they don't use it."
"Mechanical_00003427","SITE_01420","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Analog","Whole Home","Electric",26400.0000,,"Btuh","Rated",13.0000,,"Unknown",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","2TTB3030A1","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003428","SITE_01421","Central AC","N/A",,"N/A","Yes","Manual Thermostat - Analog","Whole Home","Electric",28700.0000,,"Btuh","Average",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","10ACB30-5P","No",1996,,"5896C54594","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003429","SITE_01425","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",30000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","UAHE-030JAS","Yes",1992,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","2 condensing units next to each other outside, cannot determine which corresponds to which air handler"
"Mechanical_00003430","SITE_01425","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Basement And Main Floor","Electric",30000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Ruud","UAHE-030JAS","Yes",1992,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003431","SITE_01435","Central AC","N/A",,"N/A","Yes","Unknown","Unknown","Electric",60000.0000,,"Btuh","Nominal",11.0000,,"Unknown",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Tempstar","CA1060VKA2","Yes",1990,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003432","SITE_01435","Central AC","N/A",,"N/A","Unknown","Unknown","Unknown","Electric",24000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Tempstar","CA1024VKA1","Yes",1989,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003433","SITE_01435","Central AC","N/A",,"N/A","Unknown","Unknown","Unknown","Electric",24000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Tempstar","CA1024VKA1","Yes",1989,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Tstat in basement zone unsure which unit it controls"
"Mechanical_00003434","SITE_01437","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",45500.0000,,"Btuh","Average",13.5000,,"Average",11.2000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Bryant","113ANA048-H","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003435","SITE_01438","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",48000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","York","H1RA048S06G","No",2004,,"WHNM077618","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003436","SITE_01439","Air Source Heat Pump","Dual Fuel Secondary",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",34900.0000,,"Btuh","Average",13.8000,,"Average",11.5000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","XPG15-036-230-01","No",2009,,"5809C13277","Furnace","Lennox","El296df070xv48b-04","No",2013,,"5913F25170","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003437","SITE_01445","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Rheem","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003438","SITE_01446","Central AC","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",30000.0000,,"Btuh","Nominal",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Rheem","RADD-030J","Yes",2004,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00003439","SITE_01453","Central AC","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",34000.0000,,"Btuh","Average",10.5000,,"Average",9.8000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Bryant","561CJ036-E","No",1999,,"1899E18778","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
