"SITEID","Building_Category","State","Site_Case_Weight","Ownership","Vintage","Conditioned_Area","COHORT","county","City","subregion","zip","utility_name","ut_class","utility_id","stratum","pop_ct","unit_multiplicity_ct","ALT_svy_wt"
SITE_01520,Single Family (4 or fewer units),WA,2986.36,Own / buying,1979,2028.6,SF,Cla,VANCOUVE,WW,98664,PUD No 1 of Cl,BPA,3660,WWA.,147848,1,2346.793651
SITE_01521,Single Family (4 or fewer units),OR,8874.09,Own / buying,1998,1770,SF,Mul,PORTLAND,WO,97266,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01522,Single Family (4 or fewer units),OR,8874.09,Own / buying,1989,1372,SF,Was,PORTLAND,WO,97229,Portland Gener,non-BPA,15248,WOR.,279694,1,9989.071429
SITE_01523,Single Family (4 or fewer units),OR,8874.09,Own / buying,2015,2894,SF,Mul,PORTLAND,WO,97266,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01524,Single Family (4 or fewer units),OR,8874.09,Own / buying,1977,2700,SF,Mul,PORTLAND,WO,97221,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01525,Single Family (4 or fewer units),OR,8874.09,Own / buying,1972,2000,SF,Mul,PORTLAND,WO,97230,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01526,Single Family (4 or fewer units),OR,8874.09,Own / buying,1965,3785,SF,Was,PORTLAND,WO,97223,Portland Gener,non-BPA,15248,WOR.,279694,1,9989.071429
SITE_01527,Single Family (4 or fewer units),OR,8874.09,Own / buying,1927,1962,SF,Mul,PORTLAND,WO,97215,PacifiCorp,non-BPA,14354,WOR.,240792,1,5733.142857
SITE_01528,Single Family (4 or fewer units),OR,8874.09,Own / buying,1926,2458.9,SF,Mul,PORTLAND,WO,97213,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01529,Single Family (4 or fewer units),OR,8874.09,Own / buying,1957,1523,SF,Mul,PORTLAND,WO,97206,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01530,Single Family (4 or fewer units),OR,8874.09,Rent,1919,2145,SF,Mul,PORTLAND,WO,97203,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01531,Single Family (4 or fewer units),OR,8874.09,Rent,1981,1091,SF,Mul,PORTLAND,WO,97218,PacifiCorp,non-BPA,14354,WOR.,240792,1,5733.142857
SITE_01532,Single Family (4 or fewer units),OR,8874.09,Own / buying,1909,3768.5,SF,Mul,PORTLAND,WO,97213,PacifiCorp,non-BPA,14354,WOR.,240792,1,5733.142857
SITE_01533,Single Family (4 or fewer units),OR,8874.09,Own / buying,1943,1573,SF,Mul,PORTLAND,WO,97215,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01535,Single Family (4 or fewer units),OR,8874.09,Own / buying,1924,1087,SF,Mul,PORTLAND,WO,97211,PacifiCorp,non-BPA,14354,WOR.,240792,1,5733.142857
SITE_01536,Single Family (4 or fewer units),OR,8874.09,Own / buying,1948,1658,SF,Mul,PORTLAND,WO,97219,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01537,Single Family (4 or fewer units),OR,8874.09,Own / buying,1957,1271,SF,Mul,PORTLAND,WO,97233,Portland Gener,non-BPA,15248,WOR.,240792,1,5733.142857
SITE_01538,Single Family (4 or fewer units),WA,2292.4,Own / buying,1956,1642,SF,Kin,LAKE FOR,PS,98155,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01539,Single Family (4 or fewer units),WA,587.74,Own / buying,1948,705,SF,Kin,SEATTLE,PS,98199,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01540,Single Family (4 or fewer units),WA,587.74,Own / buying,1976,1982,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01541,Single Family (4 or fewer units),WA,587.74,Own / buying,1924,1261,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01542,Single Family (4 or fewer units),WA,2292.4,Own / buying,1948,1567,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01543,Single Family (4 or fewer units),WA,587.74,Own / buying,1970,2396,SF,Kin,SEATTLE,PS,98166,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01544,Single Family (4 or fewer units),WA,587.74,Own / buying,1948,1285,SF,Kin,SEATTLE,PS,98178,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01545,Single Family (4 or fewer units),WA,2292.4,Own / buying,1905,2501.7,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01546,Single Family (4 or fewer units),WA,587.74,Own / buying,1991,1869,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01547,Single Family (4 or fewer units),WA,587.74,Own / buying,1916,993,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01548,Single Family (4 or fewer units),WA,587.74,Own / buying,1947,1319.5,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01549,Single Family (4 or fewer units),WA,587.74,Own / buying,1982,2137,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01550,Single Family (4 or fewer units),WA,587.74,Own / buying,1941,1810,SF,Kin,SEATTLE,PS,98105,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01551,Single Family (4 or fewer units),WA,2292.4,Own / buying,1970,2251.6,SF,Kin,SEATTLE,PS,98178,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01552,Single Family (4 or fewer units),WA,587.74,Own / buying,1951,968,SF,Kin,SHORELIN,PS,98133,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01553,Single Family (4 or fewer units),WA,587.74,Own / buying,1943,3413,SF,Kin,SEATTLE,PS,98178,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01554,Single Family (4 or fewer units),WA,65.07,Own / buying,1950,930,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01555,Single Family (4 or fewer units),WA,2292.4,Own / buying,1974,2072,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01556,Single Family (4 or fewer units),WA,2292.4,Own / buying,1974,2445,SF,Kin,LAKE FOR,PS,98155,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01557,Single Family (4 or fewer units),WA,65.07,Own / buying,1979,2510,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01558,Single Family (4 or fewer units),WA,587.74,Own / buying,1946,1368,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01559,Single Family (4 or fewer units),WA,587.74,Own / buying,1957,1631,SF,Kin,SEATTLE,PS,98168,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01560,Single Family (4 or fewer units),WA,587.74,Own / buying,1964,2216,SF,Kin,LAKE FOR,PS,98155,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01561,Single Family (4 or fewer units),WA,65.07,Own / buying,1977,931.5,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01562,Single Family (4 or fewer units),WA,587.74,Own / buying,1952,2893,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01563,Single Family (4 or fewer units),WA,587.74,Own / buying,1942,665.5,SF,Kin,SEATTLE,PS,98126,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01564,Single Family (4 or fewer units),WA,2292.4,Own / buying,1980,1805,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01565,Single Family (4 or fewer units),WA,587.74,Own / buying,1902,1129,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01566,Single Family (4 or fewer units),WA,587.74,Own / buying,1964,3140.3,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01567,Single Family (4 or fewer units),WA,587.74,Own / buying,1949,2632,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01568,Single Family (4 or fewer units),WA,587.74,Rent,1921,940,SF,Kin,SEATTLE,PS,98119,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01569,Single Family (4 or fewer units),WA,587.74,Own / buying,2010,1554,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01570,Single Family (4 or fewer units),WA,587.74,Own / buying,1972,3440,SF,Kin,SEATTLE,PS,98117,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01571,Single Family (4 or fewer units),WA,587.74,Own / buying,1953,1366.5,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01572,Single Family (4 or fewer units),WA,587.74,Own / buying,1926,1890,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01573,Single Family (4 or fewer units),WA,587.74,Own / buying,1947,920,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01574,Single Family (4 or fewer units),WA,587.74,Own / buying,1982,3272,SF,Kin,SHORELIN,PS,98177,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01575,Single Family (4 or fewer units),WA,587.74,Rent,1986,1590,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01576,Single Family (4 or fewer units),WA,587.74,Own / buying,1955,1584,SF,Kin,SEATTLE,PS,98178,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01577,Single Family (4 or fewer units),WA,2292.4,Own / buying,1951,1602.5,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01578,Single Family (4 or fewer units),WA,2292.4,Own / buying,1954,3210,SF,Kin,SEATTLE,PS,98105,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01579,Single Family (4 or fewer units),WA,587.74,Own / buying,1955,4028,SF,Kin,BURIEN,PS,98166,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01580,Single Family (4 or fewer units),WA,587.74,Rent,1910,2484,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01581,Single Family (4 or fewer units),WA,2292.4,Own / buying,1956,1834,SF,Kin,SEATTLE,PS,98146,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01582,Single Family (4 or fewer units),WA,587.74,Rent,1920,835,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01583,Single Family (4 or fewer units),WA,587.74,Own / buying,1952,802,SF,Kin,SEATTLE,PS,98126,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01584,Single Family (4 or fewer units),WA,65.07,Own / buying,1940,924,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01585,Single Family (4 or fewer units),WA,587.74,Own / buying,1949,888,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01586,Single Family (4 or fewer units),WA,587.74,Own / buying,1978,1792,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01587,Multifamily (5 or more units),WA,2002.39,Rent,1972,,MF,Kin,BURIEN,PS,98146,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01588,Single Family (4 or fewer units),WA,2292.4,Own / buying,1927,3785.5,SF,Kin,SEATTLE,PS,98102,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01589,Single Family (4 or fewer units),WA,587.74,Own / buying,1980,1842,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01590,Single Family (4 or fewer units),WA,587.74,Own / buying,1900,572,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01591,Single Family (4 or fewer units),WA,587.74,Rent,1976,1884,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01592,Single Family (4 or fewer units),WA,587.74,Own / buying,1946,967.5,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01593,Single Family (4 or fewer units),WA,587.74,Own / buying,1978,2340,SF,Kin,SEATTLE,PS,98136,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01594,Single Family (4 or fewer units),WA,2292.4,Own / buying,1901,3079,SF,Kin,SEATTLE,PS,98122,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01595,Single Family (4 or fewer units),WA,587.74,Own / buying,1946,1958,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01596,Single Family (4 or fewer units),WA,2292.4,Own / buying,1926,3156.4,SF,Kin,SEATTLE,PS,98102,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01597,Single Family (4 or fewer units),WA,2292.4,Own / buying,2007,2505,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01598,Single Family (4 or fewer units),WA,65.07,Own / buying,1914,1572,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01599,Single Family (4 or fewer units),WA,2292.4,Own / buying,2001,2682,SF,Kin,SEATTLE,PS,98119,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01600,Single Family (4 or fewer units),WA,2292.4,Own / buying,1917,2230,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01601,Single Family (4 or fewer units),WA,2292.4,Own / buying,1930,2847,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01602,Single Family (4 or fewer units),WA,587.74,Rent,1950,1275,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01603,Single Family (4 or fewer units),WA,587.74,Rent,,900,SF,Kin,SEATTLE,PS,98146,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01604,Single Family (4 or fewer units),WA,2292.4,Own / buying,1923,2348,SF,Kin,SEATTLE,PS,98109,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01605,Single Family (4 or fewer units),WA,2292.4,Own / buying,1908,2568,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01606,Single Family (4 or fewer units),WA,587.74,Own / buying,1951,1845,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01607,Single Family (4 or fewer units),WA,2292.4,Own / buying,1923,2645,SF,Kin,SEATTLE,PS,98122,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01608,Single Family (4 or fewer units),WA,2292.4,Own / buying,1996,2120,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01609,Single Family (4 or fewer units),WA,2292.4,Own / buying,1951,2212,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01610,Single Family (4 or fewer units),WA,587.74,Rent,2015,1878,SF,Kin,SHORELIN,PS,98133,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01611,Single Family (4 or fewer units),WA,2292.4,Own / buying,1960,2263.2,SF,Kin,SHORELIN,PS,98177,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01612,Single Family (4 or fewer units),WA,65.07,Own / buying,1957,2288,SF,Kin,SEATTLE,PS,98168,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01613,Single Family (4 or fewer units),WA,2292.4,Own / buying,1959,2376,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01614,Single Family (4 or fewer units),WA,2292.4,Own / buying,1910,1641.4,SF,Kin,SEATTLE,PS,98126,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01615,Single Family (4 or fewer units),WA,587.74,Own / buying,1917,1968.5,SF,Kin,SEATTLE,PS,98107,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01616,Single Family (4 or fewer units),WA,2292.4,Own / buying,1938,3245,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01617,Single Family (4 or fewer units),WA,253.05,Own / buying,1991,2308.9,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01618,Single Family (4 or fewer units),WA,587.74,Own / buying,2002,2361,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01619,Single Family (4 or fewer units),WA,587.74,Own / buying,1952,2659,SF,Kin,BURIEN,PS,98166,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01620,Single Family (4 or fewer units),WA,253.05,Own / buying,1920,1164,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01621,Single Family (4 or fewer units),WA,253.05,Rent,1951,709,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01622,Single Family (4 or fewer units),WA,253.05,Own / buying,1939,1885,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01623,Single Family (4 or fewer units),WA,253.05,Own / buying,1945,1176,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01624,Single Family (4 or fewer units),WA,253.05,Own / buying,1952,1844,SF,Kin,SEATTLE,PS,98105,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01625,Single Family (4 or fewer units),WA,65.07,Rent,1986,523,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01626,Single Family (4 or fewer units),WA,253.05,Rent,1958,1602.5,SF,Kin,SHORELIN,PS,98133,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01627,Single Family (4 or fewer units),WA,253.05,Own / buying,1923,2681.8,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01628,Single Family (4 or fewer units),WA,253.05,Own / buying,1929,1813.5,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01629,Single Family (4 or fewer units),WA,65.07,Own / buying,1958,1363.6,SF,Kin,SHORELIN,PS,98133,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01630,Single Family (4 or fewer units),WA,65.07,Own / buying,1960,1536,SF,Kin,BURIEN,PS,98168,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01631,Single Family (4 or fewer units),WA,253.05,Own / buying,1927,2358,SF,Kin,SEATTLE,PS,98109,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01632,Single Family (4 or fewer units),WA,253.05,Own / buying,1944,1248,SF,Kin,SEATTLE,PS,98199,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01633,Single Family (4 or fewer units),WA,253.05,Own / buying,1950,1964,SF,Kin,SEATTLE,PS,98116,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01634,Single Family (4 or fewer units),WA,253.05,Own / buying,1908,2790,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01635,Single Family (4 or fewer units),WA,65.07,Own / buying,1947,1035,SF,Kin,SEATTLE,PS,98117,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01636,Single Family (4 or fewer units),WA,65.07,Rent,1981,820.8,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01637,Single Family (4 or fewer units),WA,253.05,Own / buying,1909,2540,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01638,Single Family (4 or fewer units),WA,65.07,Rent,1960,812,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01639,Single Family (4 or fewer units),WA,253.05,Rent,2005,1224,SF,Kin,SEATTLE,PS,98126,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01640,Single Family (4 or fewer units),WA,253.05,Own / buying,1954,2389.5,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01641,Single Family (4 or fewer units),WA,253.05,Rent,1943,845,SF,Kin,SEATTLE,PS,98105,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01642,Single Family (4 or fewer units),WA,253.05,Own / buying,1940,2156,SF,Kin,SEATTLE,PS,98146,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01643,Single Family (4 or fewer units),WA,253.05,Rent,1943,1462,SF,Kin,SEATTLE,PS,98178,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01644,Single Family (4 or fewer units),WA,65.07,Rent,1978,1040,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01645,Single Family (4 or fewer units),WA,253.05,Own / buying,2001,3561,SF,Kin,SEATTLE,PS,98108,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01646,Single Family (4 or fewer units),WA,65.07,Rent,1910,552,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01647,Single Family (4 or fewer units),WA,65.07,Rent,1970,768,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01648,Single Family (4 or fewer units),WA,253.05,Own / buying,1931,1422.5,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01649,Single Family (4 or fewer units),WA,65.07,Own / buying,1972,1056,SF,Kin,SEATTLE,PS,98118,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01650,Single Family (4 or fewer units),WA,65.07,Rent,1890,761.6,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01651,Single Family (4 or fewer units),WA,253.05,Own / buying,1956,1336.5,SF,Kin,SEATTLE,PS,98178,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01652,Single Family (4 or fewer units),WA,65.07,Own / buying,1980,1196,SF,Kin,SEATTLE,PS,98122,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01653,Single Family (4 or fewer units),WA,253.05,Own / buying,1948,1856,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01654,Single Family (4 or fewer units),WA,253.05,Own / buying,1996,2764,SF,Kin,SEATTLE,PS,98136,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01656,Single Family (4 or fewer units),WA,65.07,Rent,1980,896,SF,Kin,BURIEN,PS,98166,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01657,Single Family (4 or fewer units),WA,253.05,Rent,1919,1084,SF,Kin,SEATTLE,PS,98106,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01658,Single Family (4 or fewer units),WA,65.07,Rent,1968,882,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01659,Single Family (4 or fewer units),WA,253.05,Own / buying,1959,1818,SF,Kin,SHORELIN,PS,98133,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01660,Single Family (4 or fewer units),WA,253.05,Own / buying,1907,2600,SF,Kin,SEATTLE,PS,98144,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01661,Single Family (4 or fewer units),WA,253.05,Own / buying,1930,2833,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01662,Single Family (4 or fewer units),WA,253.05,Own / buying,1965,1332,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01663,Single Family (4 or fewer units),WA,253.05,Rent,1945,1620,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01664,Single Family (4 or fewer units),WA,65.07,Own / buying,1906,1460,SF,Kin,SEATTLE,PS,98117,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01665,Single Family (4 or fewer units),WA,65.07,Own / buying,1978,1736,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
SITE_01666,Single Family (4 or fewer units),WA,253.05,Own / buying,1951,1331.5,SF,Kin,SEATTLE,PS,98168,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01667,Single Family (4 or fewer units),WA,253.05,Own / buying,1924,2922,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01668,Single Family (4 or fewer units),WA,253.05,Own / buying,1947,1529.4,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.L,16868,PS.2,11071.53058,1,257.4774555
SITE_01669,Single Family (4 or fewer units),WA,65.07,Own / buying,1942,1080,SF,Kin,SEATTLE,PS,98117,Seattle City o,SCL.LE,16868,PS.1,1992.919258,1,79.71677031
