"PK_Mechanical_ID","CK_SiteID","System Type","Technology","Size (Gallons)","Size (Gallons)_notes","Make","Model","Year Manufactured on Nameplate","Year Manufactured","Year Manufactured_notes","Serial Number","Provided by Heating System","Supplemental Solar Water Heating","Fuel Type","Capacity","Capacity_notes","Capacity Units","Energy Factor","Energy Factor_notes","HPWH in Conditioned Space","HPWH Conditioned Space Type","HPWH Conditioned Space Size","HPWH Conditioned Space Size_notes","HPWH Relation to Space Heating Unit","HPWH Ducting","Location","Serves Whole House","Within 4 feet of a drain","Drain Type","Tank Wrap","Tank Wrap Thickness","Tank Wrap Thickness_notes","Pipe Wrap","Pipe Wrap Type","Pipe Wrap Length","Pipe Wrap Length_notes","Pipe Wrap Thickness","Pipe Wrap Thickness_notes","Can Exhaust to Garage or Get Supply Air from Home Interior","In a room greater than 1,000 cubic feet","Eight feet of Vertical Space","Wifi Enabled"
"Mechanical_00011142","SITE_00666","Storage Water Heater","Electric Resistance",50.0000,,"Richmond","6E50-2","Yes",2004,,"N/A","No","No","Electric",4.5000,,"kW",0.8900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Unknown","No","Yes","No"
"Mechanical_00011143","SITE_00452","Storage Water Heater","Electric Resistance",38.0000,,"Whirlpool","E40LB6-45 100","No",2010,,"100262018","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Other","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011144","SITE_00440","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","SE50M12AAH","Yes",2011,,"N/A","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","Yes","Polyethylene Foam",4.0000,,0.7500,,"Yes","No","Yes","No"
"Mechanical_00011145","SITE_00766","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"American Water Heaters","DVG62-50T42-NV","No",2002,,"0215112594","No","No","Natural Gas",42000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Crawlspace","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00011146","SITE_00460","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge50m06aag","No",2012,,"GE M281208568","No","Yes","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011408","SITE_01263","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","m2he50s6ds-1ncww","No",2007,,"dc8872996","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011409","SITE_01868","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","Yes",1.5000,,"Yes","Polyethylene Foam",8.0000,,0.2500,,"No","No","Yes","No"
"Mechanical_00011410","SITE_00128","Storage Water Heater","Electric Resistance",,"Unknown","AO Smith","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011411","SITE_00092","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","640 DORS","No",2010,,"1004J002957","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011412","SITE_00086","Storage Water Heater","Electric Resistance",40.0000,,"Bradford White","M240L6DS-1NCWW","No",2008,,"EH10981805","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011413","SITE_00087","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",2013,,"KK18973935","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00011414","SITE_00121","Storage Water Heater","Electric Resistance",38.0000,,"Reliance","640eolbs 100","No",2015,,"1541J002480","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00011415","SITE_00105","Storage Water Heater","Electric Resistance",28.0000,,"Reliance","630eolbs 100","No",2015,,"1551J000336","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00011416","BLDG_00066","Storage Water Heater","Fossil Fuel Non-Condensing",100.0000,,"AO Smith","Sbd100199net 118","Yes",2015,,"N/A","No","No","Natural Gas",199000.0000,,"Btuh",0.8000,,"N/A","N/A",,"N/A","N/A","N/A","Basement","N/A","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00011417","BLDG_00066","Storage Water Heater","Fossil Fuel Non-Condensing",100.0000,,"AO Smith","Btr 197 118","Yes",2012,,"N/A","No","No","Natural Gas",199000.0000,,"Btuh",0.8000,,"N/A","N/A",,"N/A","N/A","N/A","Basement","N/A","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00011418","SITE_00110","Storage Water Heater","Unknown",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Exterior","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Unknown","Unknown","Yes","No"
"Mechanical_00011419","SITE_01243","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00011420","SITE_01277","Storage Water Heater","Electric Resistance",55.0000,,"Reliance","650DORT","No",2007,,"E07A1653308","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00011421","SITE_01871","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","PE2-52-2","Yes",2009,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011422","SITE_01861","Storage Water Heater","Electric Resistance",40.0000,,"Kenmore","153.327464","No",2012,,"B01238001","No","No","Electric",5.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","Unknown","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011423","SITE_01863","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","81MV-520","No",1984,,"R  0984C15610","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011424","SITE_01867","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","EEH 52 915","No",1994,,"GA94-1716739-915","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011425","SITE_01341","Storage Water Heater","Electric Resistance",55.0000,,"Reliance","640EORT 100","No",2015,,"1541J004402","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011426","SITE_01321","Storage Water Heater","Electric Resistance",80.0000,,"AO Smith","ECT 80 210","No",2014,,"1408J010810","No","No","Electric",4.5000,,"kW",0.8600,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00011427","SITE_01267","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","EES 52 930","No",2002,,"GG02-0800406-930","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011428","SITE_01307","Storage Water Heater","Electric Resistance",,"Unknown","Reliance","6522OCTJW","No",2001,,"L01217606","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011429","SITE_01866","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Unknown","Unknown","Unknown","Unknown"
"Mechanical_00011430","SITE_01316","Storage Water Heater","Electric Resistance",80.0000,,"AO Smith","ECT 80 200","No",2007,,"H07E000289","No","No","Electric",4.5000,,"kW",0.8600,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011431","SITE_01345","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",2011,,"HF15077882","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",8.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00011432","SITE_01340","Instantaneous Water Heater","Fossil Fuel Condensing",,"Unknown","Rinnai","RL75","No",2010,,"DK. CA-100105","No","No","Propane",180000.0000,,"Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011433","SITE_01228","Storage Water Heater","Electric Resistance",50.0000,,"Reliance","640DORS","No",2013,,"1337J007472","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",10.0000,,0.5000,,"No","No","No","No"
"Mechanical_00011434","SITE_01222","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS-1NCWW","No",2010,,"GB12960216 D/N","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011435","SITE_01247","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","EEST52917","No",1997,,"GJ97-3763552-917","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011436","SITE_01319","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Kenmore","153.337463","No",2001,,"L01227779","No","No","Natural Gas",40000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010974","SITE_02002","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Maytag","HRN41250X","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010975","SITE_02000","Storage Water Heater","Electric Resistance",50.0000,,"Whirlpool","EE3Z50RD055V","Yes",2003,,"N/A","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010976","SITE_01619","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ent 50 100","No",2016,,"1609J008648","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Garage","No","No","N/A","No",,"N/A","Yes","Polyethylene Foam",3.0000,,0.5000,,"Yes","Yes","Yes","No"
"Mechanical_00010977","SITE_01188","Storage Water Heater","Electric Resistance",50.0000,,"American Appliance","E52-50R-045D","Yes",1996,,"N/A","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","No","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010978","SITE_01692","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","640DORT","No",2014,,"1433J011427","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010979","SITE_01167","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","GE50M06AAG","Yes",2007,,"N/A","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010980","SITE_01695","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","81v52d c","No",1998,,"RH 0398118851","No","No","Electric",4.0000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010981","SITE_01599","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"General Electric","Sg50t12avg00","Yes",2013,,"N/A","No","No","Natural Gas",40000.0000,,"Btuh",0.6200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010982","SITE_00141","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Bradford White","Mi403s6cx12","No",1999,,"TH6594514","No","No","Propane",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010983","SITE_01196","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"State","Prx50nodsw","No",1980,,"800302149","No","No","Natural Gas",38000.0000,,"Btuh",0.6100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010984","SITE_00173","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"State","Gs 6 50ybd s 200","No",2012,,"S1247F000024","No","No","Natural Gas",42000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010985","SITE_01570","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Pe65t09aah","Yes",2006,,"N/A","No","No","Electric",4.5000,,"kW",0.8900,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010986","SITE_01172","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","GE50M6A","Yes",2003,,"N/A","No","No","Electric",4.5000,,"kW",0.8600,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010987","SITE_01703","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","Unknown","N/A","Yes",,"N/A","Unknown","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010988","SITE_00582","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","ENT 50 100","No",2015,,"1525J004738","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","No","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010989","SITE_00546","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","MI5036FBN","No",2006,,"CH8147683","No","No","Natural Gas",40000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Garage","No","No","N/A","No",,"N/A","Yes","Polyethylene Foam",4.0000,,0.7500,,"Yes","Yes","Yes","No"
"Mechanical_00010990","SITE_00546","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","MI5036FBN","No",2006,,"CH8147684","No","No","Natural Gas",40000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Garage","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010991","SITE_00593","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","RE350T6","No",2016,,"ND37597820","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Exterior","No","No","N/A","Unknown",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010992","SITE_00622","Storage Water Heater","Fossil Fuel Condensing",75.0000,,"Bradford White","MI75S6BN","No",2011,,"HG15292770","No","No","Natural Gas",76000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010993","SITE_00621","Instantaneous Water Heater","Electric Resistance",0.0000,,"InSinkErator","SST-FLTR","No",,"Unknown","0907891418","No","No","Electric",0.7500,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","No","Yes","Plumbed drain","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010994","SITE_00591","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","M45036FBN","No",2015,,"MB35702334","No","No","Natural Gas",40000.0000,,"Btuh",0.6200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010995","SITE_00551","Storage Water Heater","Electric Resistance",75.0000,,"Rheem","MR75245B","No",2012,,"0712W 48351","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"No","No","No","No"
"Mechanical_00010996","SITE_00642","Storage Water Heater","Fossil Fuel Non-Condensing",75.0000,,"AO Smith","FSG75202","Yes",1989,,"N/A","No","No","Natural Gas",75100.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010997","SITE_00587","Storage Water Heater","Electric Resistance",80.0000,,"Bradford White","MI80R6DS13","No",2003,,"ZM3985749","No","Unknown","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",8.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00010998","SITE_00621","Storage Water Heater","Electric Resistance",55.0000,,"Reliance","1250DART","No",2013,,"1350J0066171","No","No","Electric",5.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00010999","SITE_00594","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",2004,,"DE9206197 D/N","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011000","SITE_00637","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Rheem","41v50-40f","Yes",2003,,"N/A","No","No","Natural Gas",40000.0000,,"Btuh",0.5400,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00011001","SITE_00595","Storage Water Heater","Electric Resistance",40.0000,,"Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00011002","SITE_00633","Storage Water Heater","Unknown",,"Unknown","National","Unknown","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010509","SITE_01727","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82V52-2","Yes",2004,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",12.0000,,0.5000,,"No","No","Yes","No"
"Mechanical_00010510","SITE_01675","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82v52-2","Yes",2012,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010511","SITE_00042","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82v52-2","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010512","SITE_00058","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82v52-2","Yes",2006,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010513","SITE_01623","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82VR52-2","No",2000,,"RH 0600603412","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"Yes","Yes","Yes","No"
