id,diameter,unit_weight,rated_tensile_strength,elasticity,thermal_expansion,conductor_crosssection_area,resistivity,nominal_resistance,nomimal_temperature,voltage_rating,reflectivity,emissivity
TACSR/AC 610mm^2,34.2e-3,21.56,7.2e4,7.18e10,2.06e-5,691.8e-6,0.0039,4.58e-5,15.0,230e3,0.5,0.6
