timestamp,name,enduse,real,reactive
2001-07-03 01:00:00 PDT,house:0,LIGHTS,0.2584,0.0647611
2001-07-03 01:00:00 PDT,house:0,PLUGS,0.1224,0.059281
2001-07-03 23:00:00 PDT,house:0,LIGHTS,0.3724,0.0933322
