name,duct_diameter[cm],horizontal_spacing[cm],vertical_spacing[cm],top_spacing[cm],side_spacing[cm],bottom_spacing[cm],soil_depth[cm],ROH_ground[cm*K/W],ROH_fill[cm*K/W],R_duct[K/W]
default,12.7,3.8,0,1.9,7.6,1.9,91.5,120.0,60.0,40.0
