Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
3,SUNDAY,11,0.1612,0.0314,0.0497,0.0427,0.0006,0.1023,0.0000,0.0862,0.0948,0.3391,0.0471
3,SUNDAY,12,0.1184,0.0587,0.0486,0.0425,0.0005,0.1023,0.0000,0.0845,0.0941,0.3387,0.0471
3,SUNDAY,13,0.1050,0.0648,0.0473,0.0424,0.0002,0.1022,0.0000,0.0795,0.0922,0.3374,0.0471
3,SUNDAY,14,0.1075,0.0686,0.0491,0.0421,0.0002,0.1022,0.0000,0.0754,0.0910,0.3357,0.0471
3,SUNDAY,15,0.1021,0.0771,0.0496,0.0421,0.0002,0.1022,0.0000,0.0730,0.0904,0.3333,0.0471
3,SUNDAY,16,0.1202,0.0726,0.0511,0.0421,0.0002,0.1022,0.0000,0.0722,0.0903,0.3323,0.0471
3,SUNDAY,17,0.1292,0.0402,0.0528,0.0421,0.0002,0.1022,0.0659,0.0721,0.0903,0.3322,0.0471
3,SUNDAY,18,0.2355,0.0000,0.0573,0.0421,0.0002,0.1022,0.3137,0.0721,0.0903,0.3322,0.0471
3,SUNDAY,19,0.2614,0.0000,0.0616,0.0421,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
3,SUNDAY,20,0.2925,0.0000,0.0643,0.0421,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
3,SUNDAY,21,0.3057,0.0000,0.0658,0.0421,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
3,SUNDAY,22,0.3228,0.0000,0.0679,0.0421,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
3,SUNDAY,23,0.3270,0.0000,0.0689,0.0421,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
3,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,WEEKDAY,0,0.4588,0.0004,0.1133,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,WEEKDAY,1,0.4960,0.0000,0.1169,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,WEEKDAY,2,0.5191,0.0000,0.1208,0.0388,0.0002,0.1022,0.2712,0.0726,0.0903,0.3322,0.0471
4,WEEKDAY,3,0.5335,0.0000,0.1225,0.0390,0.0002,0.1022,0.2712,0.0776,0.0906,0.3329,0.0471
4,WEEKDAY,4,0.5452,0.0000,0.1252,0.0401,0.0005,0.1023,0.2712,0.0964,0.0939,0.3375,0.0471
4,WEEKDAY,5,0.5513,0.0000,0.1244,0.0418,0.0028,0.1034,0.2712,0.1917,0.1906,0.3461,0.0471
4,WEEKDAY,6,0.5079,0.0000,0.1083,0.0494,0.0080,0.1079,0.0616,0.4266,0.4286,0.3537,0.0471
4,WEEKDAY,7,0.5918,0.1748,0.1475,0.0595,0.0137,0.1138,0.0000,0.7451,0.6303,0.3583,0.0471
4,WEEKDAY,8,0.3683,0.3927,0.1636,0.0715,0.0170,0.1184,0.0000,0.9764,0.7507,0.3603,0.0471
4,WEEKDAY,9,0.1771,0.5187,0.1691,0.0759,0.0180,0.1200,0.0000,1.0503,0.7994,0.3608,0.0471
4,WEEKDAY,10,0.0853,0.5298,0.1599,0.0749,0.0182,0.1203,0.0000,1.0354,0.8098,0.3608,0.0471
4,WEEKDAY,11,0.0590,0.4933,0.1474,0.0760,0.0179,0.1201,0.0000,1.0250,0.8108,0.3608,0.0471
4,WEEKDAY,12,0.0503,0.5277,0.1458,0.0751,0.0174,0.1196,0.0000,1.0335,0.8099,0.3606,0.0471
4,WEEKDAY,13,0.0309,0.5971,0.1501,0.0738,0.0163,0.1184,0.0000,1.0371,0.7926,0.3589,0.0471
4,WEEKDAY,14,0.0458,0.6079,0.1484,0.0718,0.0139,0.1164,0.0000,0.9776,0.7392,0.3547,0.0471
4,WEEKDAY,15,0.0432,0.5778,0.1412,0.0681,0.0097,0.1126,0.0000,0.7800,0.6380,0.3479,0.0471
4,WEEKDAY,16,0.0575,0.4618,0.1254,0.0609,0.0043,0.1073,0.0509,0.5664,0.3143,0.3395,0.0471
4,WEEKDAY,17,0.0996,0.2600,0.1070,0.0511,0.0010,0.1033,0.0659,0.3901,0.1268,0.3339,0.0471
4,WEEKDAY,18,0.1535,0.1337,0.1043,0.0418,0.0003,0.1023,0.0331,0.2623,0.0922,0.3324,0.0471
4,WEEKDAY,19,0.2427,0.0722,0.1063,0.0391,0.0002,0.1022,0.2149,0.1761,0.0904,0.3322,0.0471
4,WEEKDAY,20,0.2901,0.0475,0.1078,0.0388,0.0002,0.1022,0.2712,0.1220,0.0903,0.3322,0.0471
4,WEEKDAY,21,0.3519,0.0279,0.1097,0.0388,0.0002,0.1022,0.2712,0.0878,0.0903,0.3322,0.0471
4,WEEKDAY,22,0.4016,0.0123,0.1125,0.0388,0.0002,0.1022,0.2712,0.0749,0.0903,0.3322,0.0471
4,WEEKDAY,23,0.4561,0.0000,0.1144,0.0387,0.0002,0.1022,0.2712,0.0724,0.0903,0.3322,0.0471
4,SATURDAY,0,0.4606,0.0000,0.1154,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,1,0.4856,0.0000,0.1174,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,2,0.5052,0.0000,0.1213,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,3,0.5229,0.0000,0.1230,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,4,0.5458,0.0000,0.1253,0.0388,0.0002,0.1022,0.2712,0.0746,0.0918,0.3322,0.0471
4,SATURDAY,5,0.5489,0.0000,0.1265,0.0389,0.0006,0.1023,0.2712,0.1018,0.1048,0.3325,0.0471
4,SATURDAY,6,0.4891,0.0000,0.1058,0.0396,0.0021,0.1026,0.0678,0.2058,0.1401,0.3335,0.0471
4,SATURDAY,7,0.2867,0.0343,0.1014,0.0413,0.0047,0.1034,0.0000,0.3865,0.1844,0.3354,0.0471
4,SATURDAY,8,0.2114,0.0727,0.1032,0.0429,0.0069,0.1041,0.0000,0.5725,0.2188,0.3385,0.0471
4,SATURDAY,9,0.0634,0.2058,0.1101,0.0439,0.0078,0.1045,0.0000,0.6553,0.2394,0.3403,0.0471
4,SATURDAY,10,0.0667,0.2703,0.1146,0.0442,0.0079,0.1045,0.0000,0.6569,0.2452,0.3408,0.0471
4,SATURDAY,11,0.0634,0.2770,0.1155,0.0441,0.0068,0.1042,0.0000,0.6002,0.2258,0.3405,0.0471
4,SATURDAY,12,0.0571,0.3071,0.1123,0.0437,0.0044,0.1036,0.0000,0.4488,0.1801,0.3391,0.0471
4,SATURDAY,13,0.0589,0.3216,0.1101,0.0427,0.0018,0.1030,0.0000,0.2728,0.1370,0.3370,0.0471
4,SATURDAY,14,0.0728,0.3297,0.1078,0.0415,0.0006,0.1025,0.0000,0.1518,0.1109,0.3343,0.0471
4,SATURDAY,15,0.0748,0.3027,0.1037,0.0401,0.0003,0.1023,0.0000,0.0954,0.0989,0.3326,0.0471
4,SATURDAY,16,0.0739,0.2985,0.1044,0.0392,0.0002,0.1022,0.0494,0.0764,0.0925,0.3323,0.0471
4,SATURDAY,17,0.0801,0.2489,0.1057,0.0389,0.0002,0.1022,0.0659,0.0725,0.0905,0.3322,0.0471
4,SATURDAY,18,0.1044,0.1789,0.1068,0.0388,0.0002,0.1022,0.0341,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,19,0.1880,0.0913,0.1072,0.0388,0.0002,0.1022,0.2093,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,20,0.2634,0.0507,0.1078,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,21,0.3079,0.0455,0.1082,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,22,0.3358,0.0362,0.1109,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SATURDAY,23,0.3389,0.0000,0.0788,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,0,0.3280,0.0000,0.0680,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,1,0.3518,0.0000,0.0699,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,2,0.3619,0.0000,0.0709,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,3,0.3711,0.0000,0.0723,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,4,0.3879,0.0000,0.0766,0.0388,0.0002,0.1022,0.2712,0.0723,0.0903,0.3323,0.0471
4,SUNDAY,5,0.3920,0.0000,0.0781,0.0389,0.0002,0.1022,0.2712,0.0735,0.0906,0.3326,0.0471
4,SUNDAY,6,0.3600,0.0000,0.0570,0.0391,0.0003,0.1022,0.0000,0.0772,0.0917,0.3338,0.0471
4,SUNDAY,7,0.2513,0.0000,0.0535,0.0393,0.0005,0.1023,0.0000,0.0822,0.0934,0.3360,0.0471
4,SUNDAY,8,0.0800,0.1016,0.0535,0.0395,0.0007,0.1023,0.0000,0.0885,0.0950,0.3393,0.0471
4,SUNDAY,9,0.0591,0.1313,0.0535,0.0395,0.0008,0.1023,0.0000,0.0899,0.0958,0.3407,0.0471
4,SUNDAY,10,0.0552,0.1483,0.0535,0.0394,0.0007,0.1023,0.0000,0.0897,0.0959,0.3408,0.0471
4,SUNDAY,11,0.0448,0.1653,0.0535,0.0393,0.0005,0.1023,0.0000,0.0875,0.0950,0.3403,0.0471
4,SUNDAY,12,0.0000,0.1884,0.0535,0.0391,0.0003,0.1023,0.0000,0.0813,0.0927,0.3387,0.0471
4,SUNDAY,13,0.0000,0.2233,0.0535,0.0389,0.0002,0.1022,0.0000,0.0762,0.0911,0.3365,0.0471
4,SUNDAY,14,0.0000,0.2230,0.0535,0.0388,0.0002,0.1022,0.0000,0.0732,0.0905,0.3335,0.0471
4,SUNDAY,15,0.0000,0.2713,0.0535,0.0388,0.0002,0.1022,0.0000,0.0722,0.0903,0.3323,0.0471
4,SUNDAY,16,0.0586,0.2444,0.0535,0.0388,0.0002,0.1022,0.0659,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,17,0.0538,0.2061,0.0535,0.0388,0.0002,0.1022,0.0659,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,18,0.0689,0.1499,0.0570,0.0388,0.0002,0.1022,0.0235,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,19,0.0829,0.1146,0.0584,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,20,0.2001,0.0319,0.0593,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,21,0.2533,0.0000,0.0600,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,22,0.2709,0.0000,0.0609,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,SUNDAY,23,0.3873,0.0000,0.1089,0.0388,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
4,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,WEEKDAY,0,0.2727,0.0415,0.1051,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,WEEKDAY,1,0.3031,0.0340,0.1059,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,WEEKDAY,2,0.3449,0.0192,0.1072,0.0377,0.0002,0.1022,0.2712,0.0727,0.0903,0.3322,0.0471
5,WEEKDAY,3,0.3986,0.0004,0.1083,0.0379,0.0002,0.1022,0.2712,0.0791,0.0908,0.3331,0.0471
5,WEEKDAY,4,0.3983,0.0057,0.1097,0.0394,0.0006,0.1023,0.2712,0.1015,0.0949,0.3388,0.0471
5,WEEKDAY,5,0.4043,0.0062,0.1069,0.0412,0.0034,0.1037,0.0235,0.2182,0.2188,0.3482,0.0471
5,WEEKDAY,6,0.2400,0.2630,0.1405,0.0501,0.0094,0.1091,0.0000,0.4878,0.4903,0.3553,0.0471
5,WEEKDAY,7,0.1843,0.6384,0.1836,0.0602,0.0149,0.1152,0.0000,0.8207,0.6715,0.3592,0.0471
5,WEEKDAY,8,0.0527,0.9603,0.2089,0.0723,0.0176,0.1193,0.0000,1.0222,0.7739,0.3606,0.0471
5,WEEKDAY,9,0.0370,1.0382,0.2084,0.0743,0.0181,0.1202,0.0000,1.0585,0.8069,0.3608,0.0471
5,WEEKDAY,10,0.0085,1.0284,0.1956,0.0724,0.0182,0.1203,0.0000,1.0286,0.8107,0.3608,0.0471
5,WEEKDAY,11,0.0074,0.9847,0.1822,0.0743,0.0178,0.1200,0.0000,1.0239,0.8109,0.3608,0.0471
5,WEEKDAY,12,0.0089,1.0326,0.1814,0.0726,0.0173,0.1195,0.0000,1.0364,0.8096,0.3605,0.0471
5,WEEKDAY,13,0.0077,1.1171,0.1857,0.0715,0.0160,0.1181,0.0000,1.0373,0.7876,0.3584,0.0471
5,WEEKDAY,14,0.0000,1.1771,0.1860,0.0694,0.0132,0.1160,0.0000,0.9600,0.7249,0.3536,0.0471
5,WEEKDAY,15,0.0000,1.1417,0.1781,0.0653,0.0087,0.1116,0.0000,0.7270,0.6125,0.3462,0.0471
5,WEEKDAY,16,0.0000,0.9737,0.1591,0.0574,0.0030,0.1061,0.0659,0.5191,0.2266,0.3376,0.0471
5,WEEKDAY,17,0.0139,0.4107,0.1014,0.0474,0.0005,0.1025,0.0659,0.3521,0.0974,0.3329,0.0471
5,WEEKDAY,18,0.0371,0.3043,0.1014,0.0387,0.0002,0.1023,0.0235,0.2359,0.0907,0.3322,0.0471
5,WEEKDAY,19,0.0621,0.2215,0.1014,0.0378,0.0002,0.1022,0.2712,0.1585,0.0903,0.3322,0.0471
5,WEEKDAY,20,0.1276,0.1477,0.1019,0.0377,0.0002,0.1022,0.2712,0.1112,0.0903,0.3322,0.0471
5,WEEKDAY,21,0.1665,0.1149,0.1029,0.0377,0.0002,0.1022,0.2712,0.0810,0.0903,0.3322,0.0471
5,WEEKDAY,22,0.2035,0.0853,0.1032,0.0377,0.0002,0.1022,0.2712,0.0731,0.0903,0.3322,0.0471
5,WEEKDAY,23,0.2474,0.0568,0.1034,0.0375,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,0,0.2787,0.0368,0.1014,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,1,0.3059,0.0336,0.1014,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,2,0.3296,0.0145,0.1060,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,3,0.4093,0.0000,0.1068,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,4,0.4176,0.0000,0.1074,0.0377,0.0002,0.1022,0.2712,0.0754,0.0923,0.3323,0.0471
5,SATURDAY,5,0.4256,0.0000,0.1074,0.0379,0.0008,0.1023,0.0235,0.1106,0.1089,0.3326,0.0471
5,SATURDAY,6,0.2682,0.0386,0.1014,0.0387,0.0026,0.1027,0.0000,0.2375,0.1505,0.3338,0.0471
5,SATURDAY,7,0.0586,0.1685,0.1049,0.0406,0.0054,0.1036,0.0000,0.4362,0.1957,0.3360,0.0471
5,SATURDAY,8,0.0000,0.3411,0.1171,0.0421,0.0074,0.1043,0.0000,0.6179,0.2265,0.3393,0.0471
5,SATURDAY,9,0.0000,0.4464,0.1246,0.0430,0.0080,0.1046,0.0000,0.6677,0.2436,0.3407,0.0471
5,SATURDAY,10,0.0000,0.4511,0.1223,0.0430,0.0078,0.1045,0.0000,0.6532,0.2458,0.3408,0.0471
5,SATURDAY,11,0.0000,0.4866,0.1223,0.0429,0.0065,0.1040,0.0000,0.5826,0.2191,0.3403,0.0471
5,SATURDAY,12,0.0000,0.5005,0.1184,0.0424,0.0037,0.1034,0.0000,0.4042,0.1671,0.3387,0.0471
5,SATURDAY,13,0.0000,0.5057,0.1155,0.0412,0.0012,0.1028,0.0000,0.2291,0.1269,0.3365,0.0471
5,SATURDAY,14,0.0000,0.5260,0.1140,0.0401,0.0005,0.1024,0.0000,0.1260,0.1055,0.3335,0.0471
5,SATURDAY,15,0.0000,0.4521,0.1014,0.0386,0.0003,0.1023,0.0000,0.0852,0.0966,0.3323,0.0471
5,SATURDAY,16,0.0000,0.4381,0.1014,0.0380,0.0002,0.1022,0.0659,0.0735,0.0911,0.3322,0.0471
5,SATURDAY,17,0.0000,0.4020,0.1014,0.0378,0.0002,0.1022,0.0659,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,18,0.0000,0.3224,0.1014,0.0377,0.0002,0.1022,0.0235,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,19,0.0000,0.2491,0.1014,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,20,0.0186,0.1750,0.1014,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,21,0.1440,0.0949,0.1014,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,22,0.1713,0.0619,0.1014,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SATURDAY,23,0.1151,0.0711,0.0535,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,0,0.2362,0.0000,0.0535,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,1,0.2496,0.0000,0.0535,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,2,0.2671,0.0000,0.0535,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,3,0.2881,0.0000,0.0535,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,4,0.2993,0.0000,0.0535,0.0377,0.0002,0.1022,0.2712,0.0723,0.0903,0.3323,0.0471
5,SUNDAY,5,0.3032,0.0000,0.0558,0.0378,0.0002,0.1022,0.0235,0.0735,0.0906,0.3326,0.0471
5,SUNDAY,6,0.2335,0.0000,0.0535,0.0380,0.0003,0.1022,0.0000,0.0772,0.0917,0.3338,0.0471
5,SUNDAY,7,0.0779,0.1126,0.0535,0.0382,0.0005,0.1023,0.0000,0.0822,0.0934,0.3360,0.0471
5,SUNDAY,8,0.0674,0.1959,0.0606,0.0384,0.0007,0.1023,0.0000,0.0885,0.0950,0.3393,0.0471
5,SUNDAY,9,0.0678,0.2304,0.0600,0.0384,0.0008,0.1023,0.0000,0.0899,0.0958,0.3407,0.0471
5,SUNDAY,10,0.0603,0.2018,0.0535,0.0384,0.0007,0.1023,0.0000,0.0897,0.0959,0.3408,0.0471
5,SUNDAY,11,0.0571,0.2130,0.0535,0.0382,0.0005,0.1023,0.0000,0.0875,0.0950,0.3403,0.0471
5,SUNDAY,12,0.0543,0.2286,0.0535,0.0380,0.0003,0.1023,0.0000,0.0813,0.0927,0.3387,0.0471
5,SUNDAY,13,0.0521,0.2459,0.0535,0.0378,0.0002,0.1022,0.0000,0.0762,0.0911,0.3365,0.0471
5,SUNDAY,14,0.0486,0.2665,0.0535,0.0377,0.0002,0.1022,0.0000,0.0732,0.0905,0.3335,0.0471
5,SUNDAY,15,0.0000,0.3172,0.0535,0.0377,0.0002,0.1022,0.0000,0.0722,0.0903,0.3323,0.0471
5,SUNDAY,16,0.0000,0.3240,0.0535,0.0377,0.0002,0.1022,0.0659,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,17,0.0563,0.2710,0.0535,0.0377,0.0002,0.1022,0.0659,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,18,0.0505,0.2103,0.0535,0.0377,0.0002,0.1022,0.0235,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,19,0.0642,0.1707,0.0535,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,20,0.0733,0.1293,0.0561,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,21,0.0781,0.1191,0.0568,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,22,0.0849,0.1025,0.0575,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,SUNDAY,23,0.2255,0.0070,0.0803,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,HOLIDAY,0,0.0000,0.0000,0.0000,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,HOLIDAY,1,0.0000,0.0000,0.0000,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,HOLIDAY,2,0.0000,0.0000,0.0000,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
5,HOLIDAY,3,0.0000,0.0000,0.0000,0.0377,0.0002,0.1022,0.2712,0.0721,0.0903,0.3322,0.0471
