Month,Daytype,Hour,Cooling,Ventilation,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
9,HOLIDAY,22,0.4055,0.2318,0.1698,2.2070,0.0951,0.4185,0.0047,0.0125,0.0004,0.0077
9,HOLIDAY,23,0.1639,0.0330,0.1019,2.1994,0.0951,0.3855,0.0023,0.0100,0.0007,0.0115
10,WEEKDAY,0,0.0945,0.0330,0.0299,2.1328,0.0951,0.3855,0.0020,0.0082,0.0007,0.0115
10,WEEKDAY,1,0.0717,0.0330,0.0033,2.1311,0.0951,0.3050,0.0020,0.0078,0.0007,0.0115
10,WEEKDAY,2,0.0501,0.0330,0.0148,2.1267,0.0951,0.2898,0.0024,0.0110,0.0007,0.0115
10,WEEKDAY,3,0.0438,0.0416,0.1293,2.1294,0.0951,0.2963,0.0035,0.0226,0.0012,0.0211
10,WEEKDAY,4,0.0304,0.0417,0.3224,2.2323,0.0951,0.3262,0.0142,0.0433,0.0021,0.0358
10,WEEKDAY,5,0.0598,0.2063,0.5075,2.1753,0.0951,0.7416,0.0244,0.0679,0.0033,0.0575
10,WEEKDAY,6,0.0530,0.2333,0.6109,2.1436,0.0951,1.1340,0.0472,0.0796,0.0041,0.0710
10,WEEKDAY,7,0.0441,0.2344,0.6677,2.1744,0.0165,1.2312,0.0547,0.0890,0.0042,0.0730
10,WEEKDAY,8,0.0668,0.2355,0.6765,2.3198,0.0000,1.2384,0.0562,0.1133,0.0042,0.0730
10,WEEKDAY,9,0.1565,0.2390,0.6766,2.3984,0.0000,1.2385,0.0565,0.1331,0.0042,0.0730
10,WEEKDAY,10,0.2018,0.2469,0.6757,2.4603,0.0000,1.2385,0.0565,0.1475,0.0042,0.0730
10,WEEKDAY,11,0.2823,0.2579,0.6675,2.6040,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,WEEKDAY,12,0.3579,0.2674,0.6407,2.6616,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,WEEKDAY,13,0.4294,0.2731,0.6018,2.7811,0.0000,1.2377,0.0565,0.1499,0.0042,0.0730
10,WEEKDAY,14,0.4796,0.2742,0.5704,2.8052,0.0000,1.2326,0.0565,0.1499,0.0042,0.0730
10,WEEKDAY,15,0.4910,0.2715,0.5517,2.6896,0.0000,1.2282,0.0565,0.1498,0.0042,0.0730
10,WEEKDAY,16,0.4529,0.2656,0.5408,2.6441,0.0000,1.2049,0.0563,0.1373,0.0042,0.0730
10,WEEKDAY,17,0.3749,0.2565,0.5328,2.4901,0.0094,1.2003,0.0551,0.1237,0.0042,0.0730
10,WEEKDAY,18,0.2530,0.2462,0.4869,2.4190,0.0899,1.1877,0.0355,0.0755,0.0037,0.0635
10,WEEKDAY,19,0.2005,0.2373,0.4170,2.4240,0.1065,1.1536,0.0237,0.0478,0.0028,0.0488
10,WEEKDAY,20,0.1778,0.2318,0.2868,2.3130,0.0970,1.0665,0.0109,0.0300,0.0019,0.0334
10,WEEKDAY,21,0.1526,0.2318,0.2063,2.2689,0.0951,0.9286,0.0062,0.0188,0.0007,0.0117
10,WEEKDAY,22,0.1346,0.0848,0.1741,2.1614,0.0951,0.5028,0.0049,0.0133,0.0004,0.0077
10,WEEKDAY,23,0.1051,0.0330,0.1137,2.1370,0.0951,0.3913,0.0027,0.0105,0.0006,0.0109
10,SATURDAY,0,0.0656,0.0330,0.0147,2.1320,0.0951,0.3855,0.0020,0.0078,0.0007,0.0115
10,SATURDAY,1,0.0600,0.0330,0.0009,2.1309,0.0951,0.2881,0.0020,0.0078,0.0007,0.0115
10,SATURDAY,2,0.0297,0.0330,0.0178,2.1258,0.0951,0.2902,0.0024,0.0117,0.0007,0.0115
10,SATURDAY,3,0.0275,0.0331,0.1528,2.1302,0.0951,0.2976,0.0038,0.0249,0.0013,0.0231
10,SATURDAY,4,0.0274,0.0331,0.3580,2.2538,0.0951,0.3323,0.0164,0.0471,0.0022,0.0384
10,SATURDAY,5,0.0284,0.2324,0.5390,2.1588,0.0951,0.8278,0.0261,0.0723,0.0035,0.0615
10,SATURDAY,6,0.0305,0.2333,0.6261,2.1404,0.0951,1.1984,0.0516,0.0812,0.0042,0.0730
10,SATURDAY,7,0.0354,0.2344,0.6765,2.1816,0.0000,1.2381,0.0553,0.0907,0.0042,0.0730
10,SATURDAY,8,0.0427,0.2352,0.6766,2.3489,0.0000,1.2385,0.0564,0.1180,0.0042,0.0730
10,SATURDAY,9,0.1195,0.2393,0.6766,2.4088,0.0000,1.2385,0.0565,0.1362,0.0042,0.0730
10,SATURDAY,10,0.2281,0.2486,0.6755,2.4711,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,SATURDAY,11,0.3029,0.2621,0.6658,2.6320,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,SATURDAY,12,0.4003,0.2732,0.6354,2.6678,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,SATURDAY,13,0.5132,0.2793,0.5947,2.8049,0.0000,1.2375,0.0565,0.1499,0.0042,0.0730
10,SATURDAY,14,0.5744,0.2808,0.5652,2.8053,0.0000,1.2315,0.0565,0.1499,0.0042,0.0730
10,SATURDAY,15,0.6011,0.2799,0.5489,2.6653,0.0000,1.2275,0.0565,0.1497,0.0042,0.0730
10,SATURDAY,16,0.5695,0.2748,0.5391,2.6397,0.0000,1.2002,0.0562,0.1347,0.0042,0.0730
10,SATURDAY,17,0.4162,0.2652,0.5315,2.4586,0.0114,1.2004,0.0548,0.1214,0.0042,0.0730
10,SATURDAY,18,0.3406,0.2506,0.4776,2.4107,0.1065,1.1851,0.0315,0.0659,0.0035,0.0615
10,SATURDAY,19,0.2231,0.2395,0.4042,2.4268,0.1065,1.1469,0.0220,0.0440,0.0027,0.0461
10,SATURDAY,20,0.2099,0.2318,0.2620,2.2891,0.0951,1.0495,0.0086,0.0271,0.0018,0.0307
10,SATURDAY,21,0.1923,0.2318,0.1945,2.2647,0.0951,0.9032,0.0057,0.0171,0.0004,0.0077
10,SATURDAY,22,0.1360,0.0827,0.1698,2.1396,0.0951,0.4185,0.0047,0.0125,0.0004,0.0077
10,SATURDAY,23,0.1229,0.0330,0.1019,2.1364,0.0951,0.3855,0.0023,0.0100,0.0007,0.0115
10,SUNDAY,0,0.0664,0.0330,0.0300,2.1328,0.0951,0.3855,0.0021,0.0083,0.0007,0.0115
10,SUNDAY,1,0.0635,0.0330,0.0026,2.1311,0.0951,0.3125,0.0020,0.0078,0.0007,0.0115
10,SUNDAY,2,0.0593,0.0330,0.0549,2.1280,0.0951,0.2897,0.0024,0.0118,0.0007,0.0115
10,SUNDAY,3,0.0317,0.0330,0.2353,2.1320,0.0951,0.2957,0.0037,0.0262,0.0012,0.0202
10,SUNDAY,4,0.0308,0.0330,0.3864,2.2267,0.0951,0.3236,0.0137,0.0455,0.0020,0.0346
10,SUNDAY,5,0.0304,0.1825,0.5197,2.1858,0.0951,0.7039,0.0241,0.0674,0.0032,0.0557
10,SUNDAY,6,0.0336,0.2333,0.6090,2.1471,0.0951,1.1058,0.0455,0.0792,0.0040,0.0701
10,SUNDAY,7,0.0376,0.2344,0.6643,2.1727,0.0238,1.2282,0.0545,0.0883,0.0042,0.0730
10,SUNDAY,8,0.0453,0.2364,0.6765,2.3078,0.0000,1.2384,0.0561,0.1112,0.0042,0.0730
10,SUNDAY,9,0.1795,0.2404,0.6765,2.3940,0.0000,1.2385,0.0565,0.1317,0.0042,0.0730
10,SUNDAY,10,0.2495,0.2501,0.6754,2.4555,0.0000,1.2385,0.0565,0.1465,0.0042,0.0730
10,SUNDAY,11,0.3452,0.2651,0.6679,2.5918,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,SUNDAY,12,0.4764,0.2754,0.6424,2.6588,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
10,SUNDAY,13,0.5640,0.2832,0.6035,2.7707,0.0000,1.2377,0.0565,0.1499,0.0042,0.0730
10,SUNDAY,14,0.6311,0.2857,0.5706,2.8052,0.0000,1.2330,0.0565,0.1499,0.0042,0.0730
10,SUNDAY,15,0.6553,0.2836,0.5506,2.7003,0.0000,1.2285,0.0565,0.1498,0.0042,0.0730
10,SUNDAY,16,0.6402,0.2800,0.5389,2.6461,0.0000,1.2070,0.0563,0.1385,0.0042,0.0730
10,SUNDAY,17,0.5538,0.2689,0.5306,2.5039,0.0085,1.2003,0.0552,0.1247,0.0042,0.0730
10,SUNDAY,18,0.3591,0.2553,0.4882,2.4227,0.0827,1.1889,0.0373,0.0797,0.0037,0.0644
10,SUNDAY,19,0.2372,0.2431,0.4195,2.4227,0.1065,1.1565,0.0244,0.0495,0.0029,0.0500
10,SUNDAY,20,0.2179,0.2318,0.2944,2.3235,0.0979,1.0739,0.0119,0.0313,0.0020,0.0346
10,SUNDAY,21,0.2048,0.2318,0.2080,2.2707,0.0951,0.9397,0.0064,0.0195,0.0008,0.0134
10,SUNDAY,22,0.1388,0.1324,0.1721,2.1708,0.0951,0.5397,0.0050,0.0136,0.0004,0.0077
10,SUNDAY,23,0.1305,0.0330,0.1141,2.1369,0.0951,0.3938,0.0029,0.0106,0.0006,0.0106
10,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,WEEKDAY,0,0.0000,0.0330,0.1019,2.0202,0.0951,0.3855,0.0023,0.0100,0.0007,0.0115
11,WEEKDAY,1,0.0000,0.0330,0.0147,2.0202,0.0951,0.3855,0.0020,0.0078,0.0007,0.0115
11,WEEKDAY,2,0.0000,0.1587,0.0009,2.0202,0.0951,0.2881,0.0020,0.0078,0.0007,0.0115
11,WEEKDAY,3,0.0000,0.2112,0.0178,2.0046,0.0951,0.2902,0.0024,0.0117,0.0007,0.0115
11,WEEKDAY,4,0.0000,0.2216,0.1528,2.0115,0.0951,0.2976,0.0038,0.0249,0.0013,0.0231
11,WEEKDAY,5,0.0000,0.2217,0.3580,2.1348,0.0951,0.3323,0.0164,0.0471,0.0022,0.0384
11,WEEKDAY,6,0.0000,0.2327,0.5390,2.1046,0.0951,0.8278,0.0261,0.0723,0.0035,0.0615
11,WEEKDAY,7,0.0000,0.2324,0.6261,2.0462,0.0000,1.1984,0.0516,0.0812,0.0042,0.0730
11,WEEKDAY,8,0.0004,0.2339,0.6765,2.0342,0.0000,1.2381,0.0553,0.0907,0.0042,0.0730
11,WEEKDAY,9,0.0044,0.2343,0.6766,2.1666,0.0000,1.2385,0.0564,0.1180,0.0042,0.0730
11,WEEKDAY,10,0.0680,0.2344,0.6766,2.2082,0.0000,1.2385,0.0565,0.1362,0.0042,0.0730
11,WEEKDAY,11,0.1136,0.2343,0.6755,2.2599,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,WEEKDAY,12,0.1652,0.2345,0.6658,2.4188,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,WEEKDAY,13,0.2035,0.2362,0.6354,2.4606,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,WEEKDAY,14,0.2337,0.2373,0.5947,2.6024,0.0000,1.2375,0.0565,0.1499,0.0042,0.0730
11,WEEKDAY,15,0.2487,0.2367,0.5652,2.6203,0.0000,1.2315,0.0565,0.1499,0.0042,0.0730
11,WEEKDAY,16,0.2267,0.2349,0.5489,2.5088,0.0000,1.2275,0.0565,0.1497,0.0042,0.0730
11,WEEKDAY,17,0.1791,0.2336,0.5391,2.4732,0.0951,1.2002,0.0562,0.1347,0.0042,0.0730
11,WEEKDAY,18,0.1491,0.2333,0.5315,2.3190,0.1065,1.2004,0.0548,0.1214,0.0042,0.0730
11,WEEKDAY,19,0.1155,0.2322,0.4776,2.2832,0.1065,1.1851,0.0315,0.0659,0.0035,0.0615
11,WEEKDAY,20,0.0943,0.2318,0.4042,2.2551,0.1065,1.1469,0.0220,0.0440,0.0027,0.0461
11,WEEKDAY,21,0.0593,0.2318,0.2620,2.1519,0.0951,1.0495,0.0086,0.0271,0.0018,0.0307
11,WEEKDAY,22,0.0380,0.2318,0.1945,2.1435,0.0951,0.9032,0.0057,0.0171,0.0004,0.0077
11,WEEKDAY,23,0.0000,0.0645,0.1698,2.0225,0.0951,0.4185,0.0047,0.0125,0.0004,0.0077
11,SATURDAY,0,0.0000,0.0330,0.1019,2.0202,0.0951,0.3855,0.0023,0.0100,0.0007,0.0115
11,SATURDAY,1,0.0000,0.0330,0.0147,2.0202,0.0951,0.3855,0.0020,0.0078,0.0007,0.0115
11,SATURDAY,2,0.0000,0.2322,0.0009,2.0202,0.0951,0.2881,0.0020,0.0078,0.0007,0.0115
11,SATURDAY,3,0.0000,0.2321,0.0178,2.0046,0.0951,0.2902,0.0024,0.0117,0.0007,0.0115
11,SATURDAY,4,0.0000,0.2321,0.1528,2.0115,0.0951,0.2976,0.0038,0.0249,0.0013,0.0231
11,SATURDAY,5,0.0000,0.2322,0.3580,2.1348,0.0951,0.3323,0.0164,0.0471,0.0022,0.0384
11,SATURDAY,6,0.0000,0.2327,0.5390,2.1046,0.0951,0.8278,0.0261,0.0723,0.0035,0.0615
11,SATURDAY,7,0.0000,0.2323,0.6261,2.0462,0.0000,1.1984,0.0516,0.0812,0.0042,0.0730
11,SATURDAY,8,0.0000,0.2338,0.6765,2.0342,0.0000,1.2381,0.0553,0.0907,0.0042,0.0730
11,SATURDAY,9,0.0035,0.2343,0.6766,2.1666,0.0000,1.2385,0.0564,0.1180,0.0042,0.0730
11,SATURDAY,10,0.0328,0.2344,0.6766,2.2082,0.0000,1.2385,0.0565,0.1362,0.0042,0.0730
11,SATURDAY,11,0.0638,0.2342,0.6755,2.2599,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,SATURDAY,12,0.0692,0.2352,0.6658,2.4188,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,SATURDAY,13,0.1269,0.2369,0.6354,2.4606,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,SATURDAY,14,0.1873,0.2374,0.5947,2.6024,0.0000,1.2375,0.0565,0.1499,0.0042,0.0730
11,SATURDAY,15,0.1934,0.2369,0.5652,2.6203,0.0000,1.2315,0.0565,0.1499,0.0042,0.0730
11,SATURDAY,16,0.1916,0.2355,0.5489,2.5088,0.0000,1.2275,0.0565,0.1497,0.0042,0.0730
11,SATURDAY,17,0.1199,0.2335,0.5391,2.4732,0.0951,1.2002,0.0562,0.1347,0.0042,0.0730
11,SATURDAY,18,0.1125,0.2331,0.5315,2.3190,0.1065,1.2004,0.0548,0.1214,0.0042,0.0730
11,SATURDAY,19,0.0536,0.2320,0.4776,2.2832,0.1065,1.1851,0.0315,0.0659,0.0035,0.0615
11,SATURDAY,20,0.0497,0.2318,0.4042,2.2551,0.1065,1.1469,0.0220,0.0440,0.0027,0.0461
11,SATURDAY,21,0.0243,0.2318,0.2620,2.1519,0.0951,1.0495,0.0086,0.0271,0.0018,0.0307
11,SATURDAY,22,0.0000,0.2319,0.1945,2.1435,0.0951,0.9032,0.0057,0.0171,0.0004,0.0077
11,SATURDAY,23,0.0000,0.1922,0.1698,2.0225,0.0951,0.4185,0.0047,0.0125,0.0004,0.0077
11,SUNDAY,0,0.0000,0.0330,0.0968,2.0198,0.0951,0.3855,0.0023,0.0099,0.0007,0.0115
11,SUNDAY,1,0.0000,0.0330,0.0077,2.0198,0.0951,0.3855,0.0020,0.0077,0.0007,0.0115
11,SUNDAY,2,0.0000,0.1824,0.0009,2.0202,0.0951,0.2881,0.0020,0.0078,0.0007,0.0115
11,SUNDAY,3,0.0000,0.2321,0.0729,2.0058,0.0951,0.2902,0.0025,0.0132,0.0007,0.0115
11,SUNDAY,4,0.0000,0.2321,0.2895,2.0150,0.0951,0.2976,0.0041,0.0305,0.0013,0.0231
11,SUNDAY,5,0.0000,0.2321,0.4187,2.1388,0.0951,0.3323,0.0169,0.0505,0.0022,0.0384
11,SUNDAY,6,0.0000,0.2327,0.5533,2.1076,0.0951,0.8278,0.0265,0.0731,0.0035,0.0615
11,SUNDAY,7,0.0000,0.2323,0.6275,2.0481,0.0000,1.1984,0.0519,0.0812,0.0042,0.0730
11,SUNDAY,8,0.0000,0.2336,0.6765,2.0354,0.0000,1.2381,0.0554,0.0907,0.0042,0.0730
11,SUNDAY,9,0.0035,0.2342,0.6766,2.1671,0.0000,1.2385,0.0564,0.1180,0.0042,0.0730
11,SUNDAY,10,0.0392,0.2342,0.6764,2.2083,0.0000,1.2385,0.0565,0.1362,0.0042,0.0730
11,SUNDAY,11,0.0770,0.2341,0.6750,2.2599,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,SUNDAY,12,0.1130,0.2360,0.6655,2.4188,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,SUNDAY,13,0.1691,0.2384,0.6346,2.4606,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
11,SUNDAY,14,0.2174,0.2398,0.5932,2.6024,0.0000,1.2375,0.0565,0.1499,0.0042,0.0730
11,SUNDAY,15,0.2200,0.2392,0.5631,2.6203,0.0000,1.2315,0.0565,0.1499,0.0042,0.0730
11,SUNDAY,16,0.2149,0.2369,0.5464,2.5088,0.0000,1.2275,0.0565,0.1497,0.0042,0.0730
11,SUNDAY,17,0.1953,0.2343,0.5365,2.4732,0.0951,1.2002,0.0562,0.1347,0.0042,0.0730
11,SUNDAY,18,0.1412,0.2332,0.5287,2.3190,0.1065,1.2004,0.0548,0.1214,0.0042,0.0730
11,SUNDAY,19,0.0698,0.2321,0.4747,2.2832,0.1065,1.1851,0.0315,0.0659,0.0035,0.0615
11,SUNDAY,20,0.0638,0.2318,0.4012,2.2551,0.1065,1.1469,0.0220,0.0440,0.0027,0.0461
11,SUNDAY,21,0.0320,0.2318,0.2588,2.1519,0.0951,1.0495,0.0086,0.0271,0.0018,0.0307
11,SUNDAY,22,0.0307,0.2319,0.1911,2.1434,0.0951,0.9032,0.0057,0.0170,0.0004,0.0077
11,SUNDAY,23,0.0000,0.1823,0.1658,2.0224,0.0951,0.4185,0.0047,0.0125,0.0004,0.0077
11,HOLIDAY,0,0.0000,0.0165,0.1019,2.0194,0.0951,0.3745,0.0013,0.0078,0.0003,0.0058
11,HOLIDAY,1,0.0000,0.0166,0.0147,2.0201,0.0951,0.3745,0.0010,0.0055,0.0003,0.0058
11,HOLIDAY,2,0.0000,0.2157,0.0009,2.0202,0.0951,0.2770,0.0010,0.0055,0.0003,0.0058
11,HOLIDAY,3,0.0000,0.2156,0.0178,2.0045,0.0951,0.2791,0.0014,0.0094,0.0003,0.0058
11,HOLIDAY,4,0.0000,0.2156,0.1210,2.0108,0.0951,0.2865,0.0028,0.0226,0.0007,0.0115
11,HOLIDAY,5,0.0000,0.2156,0.3103,2.1330,0.0951,0.3212,0.0105,0.0448,0.0011,0.0192
11,HOLIDAY,6,0.0000,0.2162,0.4435,2.1014,0.0951,0.7505,0.0183,0.0655,0.0018,0.0307
11,HOLIDAY,7,0.0000,0.2158,0.4988,2.0417,0.0000,1.0879,0.0340,0.0720,0.0021,0.0365
11,HOLIDAY,8,0.0000,0.2173,0.5254,2.0287,0.0000,1.1275,0.0377,0.0770,0.0021,0.0365
11,HOLIDAY,9,0.0057,0.2179,0.5254,2.1604,0.0000,1.1279,0.0387,0.0907,0.0021,0.0365
11,HOLIDAY,10,0.0094,0.2179,0.5254,2.2017,0.0000,1.1279,0.0388,0.0998,0.0021,0.0365
11,HOLIDAY,11,0.0767,0.2178,0.5244,2.2532,0.0000,1.1279,0.0388,0.1066,0.0021,0.0365
11,HOLIDAY,12,0.0825,0.2176,0.5147,2.4122,0.0000,1.1279,0.0388,0.1066,0.0021,0.0365
11,HOLIDAY,13,0.0867,0.2174,0.4843,2.4540,0.0000,1.1279,0.0388,0.1066,0.0021,0.0365
11,HOLIDAY,14,0.0888,0.2174,0.4436,2.5958,0.0000,1.1269,0.0388,0.1066,0.0021,0.0365
11,HOLIDAY,15,0.0886,0.2173,0.4141,2.6137,0.0000,1.1210,0.0388,0.1066,0.0021,0.0365
11,HOLIDAY,16,0.0875,0.2172,0.3978,2.5024,0.0000,1.1170,0.0388,0.1064,0.0021,0.0365
11,HOLIDAY,17,0.0845,0.2170,0.3880,2.4669,0.0951,1.0896,0.0385,0.0983,0.0021,0.0365
11,HOLIDAY,18,0.0780,0.2167,0.3804,2.3127,0.1065,1.0898,0.0372,0.0895,0.0021,0.0365
11,HOLIDAY,19,0.0628,0.2153,0.3503,2.2771,0.1065,1.0745,0.0236,0.0568,0.0018,0.0307
11,HOLIDAY,20,0.0598,0.2153,0.3087,2.2496,0.1065,1.0364,0.0161,0.0394,0.0013,0.0231
11,HOLIDAY,21,0.0000,0.2153,0.2302,2.1473,0.0951,0.9390,0.0066,0.0248,0.0009,0.0154
11,HOLIDAY,22,0.0000,0.2153,0.1866,2.1400,0.0951,0.8479,0.0038,0.0148,0.0002,0.0038
11,HOLIDAY,23,0.0000,0.1161,0.1619,2.0204,0.0951,0.4074,0.0028,0.0103,0.0002,0.0038
12,WEEKDAY,0,0.0000,0.0519,0.1019,1.9169,0.0951,0.3855,0.0023,0.0100,0.0007,0.0115
12,WEEKDAY,1,0.0000,0.1754,0.0147,1.9198,0.0951,0.3855,0.0020,0.0078,0.0007,0.0115
12,WEEKDAY,2,0.0000,0.2323,0.0009,1.9222,0.0951,0.2881,0.0020,0.0078,0.0007,0.0115
12,WEEKDAY,3,0.0000,0.2323,0.0178,1.9257,0.0951,0.2902,0.0024,0.0117,0.0007,0.0115
12,WEEKDAY,4,0.0000,0.2323,0.1528,1.9331,0.0951,0.2976,0.0038,0.0249,0.0013,0.0231
12,WEEKDAY,5,0.0000,0.2323,0.3580,2.0519,0.0951,0.3323,0.0164,0.0471,0.0022,0.0384
12,WEEKDAY,6,0.0000,0.2329,0.5390,2.0361,0.0951,0.8278,0.0261,0.0723,0.0035,0.0615
12,WEEKDAY,7,0.0000,0.2332,0.6261,1.9494,0.0951,1.1984,0.0516,0.0812,0.0042,0.0730
12,WEEKDAY,8,0.0000,0.2328,0.6765,1.8969,0.0000,1.2381,0.0553,0.0907,0.0042,0.0730
12,WEEKDAY,9,0.0003,0.2331,0.6766,2.0103,0.0000,1.2385,0.0564,0.1180,0.0042,0.0730
12,WEEKDAY,10,0.0009,0.2336,0.6766,2.0446,0.0000,1.2385,0.0565,0.1362,0.0042,0.0730
12,WEEKDAY,11,0.0092,0.2337,0.6755,2.0960,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
12,WEEKDAY,12,0.0295,0.2335,0.6658,2.2478,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
12,WEEKDAY,13,0.0574,0.2333,0.6354,2.2936,0.0000,1.2385,0.0565,0.1499,0.0042,0.0730
12,WEEKDAY,14,0.0717,0.2332,0.5947,2.4354,0.0000,1.2375,0.0565,0.1499,0.0042,0.0730
12,WEEKDAY,15,0.0825,0.2331,0.5652,2.4653,0.0000,1.2315,0.0565,0.1499,0.0042,0.0730
12,WEEKDAY,16,0.0768,0.2330,0.5489,2.3731,0.0000,1.2275,0.0565,0.1497,0.0042,0.0730
12,WEEKDAY,17,0.0644,0.2329,0.5391,2.3432,0.0951,1.2002,0.0562,0.1347,0.0042,0.0730
12,WEEKDAY,18,0.0440,0.2327,0.5315,2.2080,0.1065,1.2004,0.0548,0.1214,0.0042,0.0730
12,WEEKDAY,19,0.0174,0.2320,0.4776,2.1732,0.1065,1.1851,0.0315,0.0659,0.0035,0.0615
12,WEEKDAY,20,0.0055,0.2320,0.4042,2.1518,0.1065,1.1469,0.0220,0.0440,0.0027,0.0461
12,WEEKDAY,21,0.0000,0.2320,0.2620,2.0399,0.0951,1.0495,0.0086,0.0271,0.0018,0.0307
12,WEEKDAY,22,0.0000,0.2321,0.1945,2.0351,0.0951,0.9032,0.0057,0.0171,0.0004,0.0077
12,WEEKDAY,23,0.0000,0.2228,0.1698,1.9194,0.0951,0.4185,0.0047,0.0125,0.0004,0.0077
12,SATURDAY,0,0.0000,0.0330,0.1019,1.9169,0.0951,0.3855,0.0023,0.0100,0.0007,0.0115
12,SATURDAY,1,0.0000,0.2322,0.0147,1.9198,0.0951,0.3855,0.0020,0.0078,0.0007,0.0115
12,SATURDAY,2,0.0000,0.2322,0.0009,1.9222,0.0951,0.2881,0.0020,0.0078,0.0007,0.0115
12,SATURDAY,3,0.0000,0.2323,0.0178,1.9257,0.0951,0.2902,0.0024,0.0117,0.0007,0.0115
12,SATURDAY,4,0.0000,0.2323,0.1528,1.9331,0.0951,0.2976,0.0038,0.0249,0.0013,0.0231
12,SATURDAY,5,0.0000,0.2323,0.3580,2.0519,0.0951,0.3323,0.0164,0.0471,0.0022,0.0384
12,SATURDAY,6,0.0000,0.2329,0.5390,2.0361,0.0951,0.8278,0.0261,0.0723,0.0035,0.0615
12,SATURDAY,7,0.0000,0.2332,0.6261,1.9494,0.0951,1.1984,0.0516,0.0812,0.0042,0.0730
